Market Line,True Line,Over_Probability,Under_Probability,Push_Probability
110.5,111,0.5236990864,0.4699759924,0.0
110.5,112,0.5383307753,0.4553671663,0.0
110.5,113,0.5529277804,0.4408014577,0.0
110.5,114,0.5674702365000001,0.4262986377,0.0
110.5,115,0.5819384622,0.41187825949999995,0.0
110.5,116,0.5963130405,0.3975595785,0.0
110.5,117,0.6105748967,0.38336147519999997,0.0
110.5,118,0.6247053752,0.3693023797,0.0
110.5,119,0.6386863124,0.3554002003,0.0
110.5,120,0.6525001072000001,0.34167225440000004,0.0
110.5,121,0.6661297875,0.3281352039,0.0
110.5,122,0.6795590724999999,0.3148049947,0.0
110.5,123,0.6927724308000001,0.3016968008,0.0
110.5,124,0.7057551339,0.288824973,0.0
110.5,125,0.7184933044999999,0.2762029929,0.0
110.5,126,0.7309739592,0.26384343250000003,0.0
110.5,127,0.7431850464,0.2517579192,0.0
110.5,128,0.755115478,0.23995710590000002,0.0
110.5,129,0.7667551561,0.2284506476,0.0
110.5,130,0.7780949929000001,0.2172471835,0.0
110.5,131,0.789126926,0.2063543249,0.0
110.5,132,0.7998439267,0.1957786486,0.0
110.5,133,0.8102400040000001,0.1855256959,0.0
110.5,134,0.8203102017,0.1755999778,0.0
110.5,135,0.830050591,0.16600498470000002,0.0
110.5,136,0.8394582578,0.1567432014,0.0
110.5,137,0.8485312843,0.1478161271,0.0
110.5,138,0.8572687267000001,0.13922430049999998,0.0
110.5,139,0.8656705881000001,0.1309673277,0.0
110.5,140,0.8737377870999999,0.123043916,0.0
110.5,141,0.8814721230000001,0.11545191020000001,0.0
110.5,142,0.8888762370000001,0.10818833189999999,0.0
110.5,143,0.8959535710000001,0.101249423,0.0
110.5,144,0.9027083227999999,0.09463069046,0.0
110.5,145,0.9091453998,0.08832695407999999,0.0
110.5,146,0.9152703700000001,0.08233239553,0.0
110.5,147,0.9210894123,0.07664060909999999,0.0
110.5,148,0.9266092647,0.07124465331,0.0
110.5,149,0.9318371720999999,0.06613710322000001,0.0
110.5,150,0.9367808339,0.06131010297,0.0
110.5,151,0.9414483511999999,0.05675541828,0.0
110.5,152,0.9458481741999999,0.05246448853999999,0.0
110.5,153,0.9499890505999999,0.048428478139999995,0.0
110.5,154,0.9538799742999999,0.04463832684,0.0
110.5,155,0.9575301358,0.04108479871,0.0
110.5,156,0.9609488739,0.03775852969,0.0
110.5,157,0.9641456291999999,0.034650073159999996,0.0
110.5,158,0.9671298989,0.03174994368,0.0
110.5,159,0.9699111948,0.02904865843,0.0
110.5,160,0.9724990026,0.02653677636,0.0
110.5,161,0.9749027442,0.02420493488,0.0
110.5,162,0.9771317424,0.022043883910000003,0.0
110.5,163,0.9791951878999999,0.02004451738,0.0
110.5,164,0.9811021098,0.018197901869999998,0.0
110.5,165,0.982861348,0.01649530265,0.0
110.5,166,0.9844815288,0.01492820685,0.0
110.5,167,0.9859710433,0.013488343940000001,0.0
110.5,168,0.9873380284,0.01216770348,0.0
110.5,169,0.9885903505,0.01095855023,0.0
110.5,170,0.9897355919,0.00985343663,0.0
110.5,171,0.9907810399,0.008845212810000001,0.0
110.5,172,0.9917336779,0.00792703422,0.0
110.5,173,0.9926001795,0.007092366839999999,0.0
110.5,174,0.9933869042000001,0.00633499044,0.0
110.5,175,0.9940998956999999,0.00564899958,0.0
110.5,176,0.9947448818,0.0050288028900000005,0.0
110.5,177,0.9953272764000001,0.00446912051,0.0
110.5,178,0.9958521829999999,0.00396498,0.0
110.5,179,0.9963243996,0.00351171075,0.0
110.5,180,0.9967484254,0.0031049371599999997,0.0
110.5,181,0.9971284681,0.00274057065,0.0
110.5,182,0.9974684526,0.00241480076,0.0
110.5,183,0.9977720308000001,0.00212408532,0.0
110.5,184,0.9980425913000001,0.0018651400100000001,0.0
110.5,185,0.9982832711,0.00163492738,0.0
110.5,186,0.9984969660999999,0.00143064542,0.0
110.5,187,0.9986863431999999,0.0012497158,0.0
110.5,188,0.9988538525,0.00108977207,0.0
110.5,189,0.9990017386,0.00094864764,0.0
110.5,190,0.9991320532,0.00082436388,0.0
110.5,191,0.9992466665999999,0.0007151183299999999,0.0
110.5,192,0.9993472800000001,0.0006192730500000001,0.0
110.5,193,0.9994354365,0.0005353433099999999,0.0
110.5,194,0.9995125324,0.00046198656,0.0
110.5,195,0.9995798283,0.00039799179,0.0
110.5,196,0.9996384593000001,0.0003422693,0.0
110.5,197,0.9996894451,0.00029384094,0.0
110.5,198,0.9997336995,0.00025183077,0.0
110.5,199,0.9997720393999999,0.00021545634000000002,0.0
111.0,100,0.3604928113,0.6335105244,0.01798867257
111.0,101,0.3741588525,0.6197750857,0.01819681071
111.0,102,0.388003752,0.6058679244999999,0.01838354587
111.0,103,0.40201110739999996,0.5918057170000001,0.01854805784
111.0,104,0.4161638383,0.5776057906,0.01868960552
111.0,105,0.43044424919999996,0.5632860597,0.01880753219
111.0,106,0.4448340958,0.548864958,0.01890127029
111.0,107,0.4593146551,0.5343613666,0.018970345660000002
111.0,108,0.47386679899999995,0.5197945393,0.01901438113
111.0,109,0.4884710702,0.5051840259,0.019033099499999998
111.0,110,0.5031077609,0.4905495926,0.0190263258
111.0,111,0.5177569927,0.4759111413,0.01899398895
111.0,112,0.5323987982,0.4612886283,0.01893612262
111.0,113,0.5470132027,0.4467019821,0.01885286539
111.0,114,0.5615803061,0.4321710217,0.01874446027
111.0,115,0.5760803648,0.4177153753,0.01861125336
111.0,116,0.5904938718,0.40335440069999995,0.01845369192
111.0,117,0.6048016358,0.3891071073,0.01827232173
111.0,118,0.6189848578,0.37499208019999997,0.01806778373
111.0,119,0.6330252057,0.3610274076,0.017840810080000002
111.0,120,0.6469048849000001,0.3472306107,0.01759221961
111.0,121,0.6606067068,0.33361857809999995,0.0173229127
111.0,122,0.6741141516,0.320207504,0.01703386568
111.0,123,0.6874114285,0.30701283020000003,0.01672612469
111.0,124,0.7004835302,0.2940491941,0.01640079926
111.0,125,0.7133162832,0.2813303805,0.01605905542
111.0,126,0.7258963919,0.2688692795,0.015702108569999998
111.0,127,0.7382114789,0.2566778494,0.01533121614
111.0,128,0.750250118,0.2447670854,0.014947670049999999
111.0,129,0.7620018627999999,0.23314699430000002,0.01455278908
111.0,130,0.7734572693,0.2218265739,0.014147911150000001
111.0,131,0.7846079120999999,0.2108137996,0.01373438575
111.0,132,0.7954463957,0.20011561570000003,0.01331356628
111.0,133,0.8059663597,0.1897379324,0.01288680265
111.0,134,0.8161624782,0.1796856291,0.01245543404
111.0,135,0.8260304542,0.1699625623,0.01202078188
111.0,136,0.8355670085,0.16057157870000002,0.01158414318
111.0,137,0.8447698631999999,0.1515145339,0.01114678414
111.0,138,0.8536377213,0.142792315,0.0107099342
111.0,139,0.8621702406999999,0.1344048684,0.01027478047
111.0,140,0.8703680048,0.1263512307,0.00984246263
111.0,141,0.8782324883,0.1186295645,0.00941406831
111.0,142,0.8857660206,0.1112371967,0.008990628950000001
111.0,143,0.8929717447000001,0.1041706602,0.00857311621
111.0,144,0.8998535744999999,0.09742573833,0.00816243887
111.0,145,0.9064161482,0.09099751151999999,0.007759440279999999
111.0,146,0.9126647812,0.08488040582,0.00736489637
111.0,147,0.9186054161,0.07906824296,0.00697951416
111.0,148,0.9242445718000001,0.07355429159,0.0066039307700000004
111.0,149,0.929589292,0.06833131920999999,0.006238713030000001
111.0,150,0.9346470924000001,0.06339164459,0.00588435748
111.0,151,0.9394259083000001,0.058727190150000004,0.00554129091
111.0,152,0.9439340422,0.05432953405,0.00520987132
111.0,153,0.948180112,0.050189961729999996,0.00489038933
111.0,154,0.9521729994,0.0462995164,0.00458306993
111.0,155,0.9559218003,0.04264904842,0.00428807466
111.0,156,0.9594357759000001,0.03922926319,0.00400550404
111.0,157,0.9627243056,0.03603076722,0.00373540038
111.0,158,0.9657968418999999,0.03304411243,0.00347775075
111.0,159,0.968662867,0.03025983824,0.00323249022
111.0,160,0.9713318522000001,0.02766851134,0.00299950529
111.0,161,0.9738132190000001,0.02526076313,0.0027786374400000004
111.0,162,0.9761163032,0.023027324569999997,0.00256968678
111.0,163,0.9782503212,0.02095905841,0.00237241579
111.0,164,0.9802243395000001,0.01904698871,0.0021865531
111.0,165,0.9820472464,0.017282327740000002,0.00201179723
111.0,166,0.9837277268,0.01565649994,0.00184782037
111.0,167,0.9852742395,0.01416116336,0.00169427205
111.0,168,0.9866949975999999,0.01278822825,0.0015507827299999998
111.0,169,0.987997951,0.011529873,0.0014169673299999999
111.0,170,0.9891907723,0.01037855756,0.00129242856
111.0,171,0.9902808447,0.009327034239999999,0.00117676015
111.0,172,0.9912752523999999,0.00836835617,0.00106954987
111.0,173,0.9921807739999999,0.00749588337,0.00097038244
111.0,174,0.9930038770999999,0.00670328673,0.00087884214
111.0,175,0.9937507162,0.005984549820000001,0.00079451532
111.0,176,0.9944271315000001,0.005333968810000001,0.00071699265
111.0,177,0.9950386503,0.00474615068,0.00064587114
111.0,178,0.9955904901,0.0042160097,0.00058075599
111.0,179,0.9960875626000001,0.00373876247,0.00052126221
111.0,180,0.9965344797,0.00330992166,0.00046701601
111.0,181,0.9969355606000001,0.00292528851,0.00041765602
111.0,182,0.99729484,0.00258094443,0.00037283428
111.0,183,0.997616077,0.00227324154,0.00033221703
111.0,184,0.9979027650000001,0.00199879267,0.00029548536
111.0,185,0.9981581425,0.00175446063,0.00026233568
111.0,186,0.9983852038000001,0.00153734709,0.00023247998
111.0,187,0.9985867105,0.0013447811200000001,0.00020564599999999998
111.0,188,0.9987652034,0.00117430747,0.00018157724
111.0,189,0.9989230142,0.00102367475,0.00016003284
111.0,190,0.9990622773,0.0008908236699999999,0.00014078738
111.0,191,0.9991849417,0.00077387526,0.00012363055
111.0,192,0.9992927829,0.00067111928,0.00010836677
111.0,193,0.9993874142,0.0005810029299999999,9.481471e-05
111.0,194,0.9994702977,0.00050211976,8.280674e-05
111.0,195,0.9995427559,0.00043319899000000004,7.218841e-05
111.0,196,0.9996059814,0.00037309516,6.281778e-05
111.0,197,0.9996610475,0.00032077832,5.456484e-05
111.0,198,0.9997089176999999,0.00027532456,4.731079e-05
111.0,199,0.9997504549,0.00023590706999999998,4.0947429999999996e-05
111.5,100,0.3549362265,0.6390988753,0.0
111.5,101,0.3685346096,0.6254280588000001,0.0
111.5,102,0.3823176994,0.6115795656,0.0
111.5,103,0.3962693412,0.5975698341,0.0
111.5,104,0.4103726835,0.5834159730999999,0.0
111.5,105,0.4246102392,0.5691356997,0.0
111.5,106,0.43896395060000004,0.5547472726,0.0
111.5,107,0.45341525769999996,0.5402694216,0.0
111.5,108,0.4679451715,0.5257212742,0.0
111.5,109,0.4825343479,0.5111222792,0.0
111.5,110,0.49716316650000003,0.4964921287,0.0
111.5,111,0.5118118088,0.4818506777,0.0
111.5,112,0.5264603403,0.46721786280000005,0.0
111.5,113,0.5410887907,0.45261362120000004,0.0
111.5,114,0.5556772369,0.438057808,0.0
111.5,115,0.570205884,0.4235701158,0.0
111.5,116,0.5846551458,0.40916999400000004,0.0
111.5,117,0.5990057246,0.3948765709,0.0
111.5,118,0.6132386883000001,0.38070857680000003,0.0
111.5,119,0.6273355452,0.3666842706,0.0
111.5,120,0.6412783165,0.35282136880000003,0.0
111.5,121,0.655049605,0.3391369789,0.0
111.5,122,0.6686326598,0.3256475358,0.0
111.5,123,0.6820114373,0.3123687428,0.0
111.5,124,0.6951706578,0.299315518,0.0
111.5,125,0.7080958568,0.28650194419999997,0.0
111.5,126,0.7207734315000001,0.2739412253,0.0
111.5,127,0.7331906822,0.2616456472,0.0
111.5,128,0.7453358477,0.24962654480000002,0.0
111.5,129,0.7571981358,0.23789427429999999,0.0
111.5,130,0.7687677474,0.2264581914,0.0
111.5,131,0.780035895,0.2153266352,0.0
111.5,132,0.7909948162,0.2045069178,0.0
111.5,133,0.8016377805,0.19400531950000002,0.0
111.5,134,0.8119590904999999,0.18382708999999997,0.0
111.5,135,0.8219540790000001,0.1739764542,0.0
111.5,136,0.8316190987000001,0.1644566242,0.0
111.5,137,0.8409515084,0.1552698156,0.0
111.5,138,0.8499496537,0.1464172685,0.0
111.5,139,0.8586128428,0.1378992739,0.0
111.5,140,0.8669413185,0.12971520350000001,0.0
111.5,141,0.8749362258,0.1218635433,0.0
111.5,142,0.8825995761000001,0.1143419313,0.0
111.5,143,0.8899342077,0.107147198,0.0
111.5,144,0.8969437436,0.10027540979999999,0.0
111.5,145,0.9036325465,0.0937219145,0.0
111.5,146,0.910005672,0.08748138959,0.0
111.5,147,0.9160688195,0.08154789134,0.0
111.5,148,0.9218282818,0.07591490571,0.0
111.5,149,0.9272908940000001,0.07057539985,0.0
111.5,150,0.9324639808,0.06552187434000001,0.0
111.5,151,0.9373553049000001,0.06074641538,0.0
111.5,152,0.9419730140999999,0.056240746960000004,0.0
111.5,153,0.9463255893,0.05199628239,0.0
111.5,154,0.9504217934,0.0480041751,0.0
111.5,155,0.954270621,0.04425536825,0.0
111.5,156,0.9578812493,0.04074064297,0.0
111.5,157,0.9612629904000001,0.037450665019999996,0.0
111.5,158,0.9644252461,0.0343760295,0.0
111.5,159,0.9673774635,0.03150730359,0.0
111.5,160,0.9701290939,0.028835067,0.0
111.5,161,0.9726895533,0.02634995011,0.0
111.5,162,0.9750681856,0.0240426696,0.0
111.5,163,0.9772742285,0.02190406143,0.0
111.5,164,0.9793167816,0.019925111250000002,0.0
111.5,165,0.9812047776999999,0.01809698206,0.0
111.5,166,0.9829469566,0.01641103914,0.0
111.5,167,0.9845518415,0.01485887229,0.0
111.5,168,0.9860277184999999,0.013432315319999999,0.0
111.5,169,0.9873826185,0.01212346288,0.0
111.5,170,0.9886243016999999,0.01092468472,0.0
111.5,171,0.9897602449999999,0.009828637369999999,0.0
111.5,172,0.9907976317,0.00882827342,0.0
111.5,173,0.9917433434999999,0.00791684844,0.0
111.5,174,0.9926039548,0.0070879257,0.0
111.5,175,0.9933857295999999,0.0063353787500000005,0.0
111.5,176,0.9940946196999999,0.0056533921200000005,0.0
111.5,177,0.9947362653,0.00503646015,0.0
111.5,178,0.9953159972000001,0.00447938414,0.0
111.5,179,0.9958388404999999,0.00397726805,0.0
111.5,180,0.9963095201000001,0.00352551273,0.0
111.5,181,0.9967324668,0.00311980901,0.0
111.5,182,0.9971118252,0.00275612969,0.0
111.5,183,0.9974514621999999,0.00243072064,0.0
111.5,184,0.9977549768,0.00214009104,0.0
111.5,185,0.9980257097,0.00188100312,0.0
111.5,186,0.9982667544,0.00165046123,0.0
111.5,187,0.9984809685,0.00144570069,0.0
111.5,188,0.9986709847999999,0.00126417623,0.0
111.5,189,0.9988392231000001,0.00110355038,0.0
111.5,190,0.998987902,0.00096168179,0.0
111.5,191,0.9991190506,0.00083661354,0.0
111.5,192,0.9992345202,0.00072656163,0.0
111.5,193,0.9993359957,0.00062990365,0.0
111.5,194,0.9994250069,0.0005451677,0.0
111.5,195,0.9995029391999999,0.00047102167,0.0
111.5,196,0.9995710447,0.00040626282,0.0
111.5,197,0.9996304518,0.00034980783000000004,0.0
111.5,198,0.9996821751999999,0.00030068329000000003,0.0
111.5,199,0.9997271254000001,0.00025801655,0.0
112.0,100,0.343519355,0.6505865702,0.023649924210000003
112.0,101,0.35696867930000004,0.6370588294,0.02395746922
112.0,102,0.3706152635,0.6233406229,0.024237594759999998
112.0,103,0.3844435134,0.6094478482,0.02448910909
112.0,104,0.3984370956,0.595397118,0.024710919129999998
112.0,105,0.4125789949,0.5812057003000001,0.02490203806
112.0,106,0.4268515756,0.5668914558,0.025061592259999998
112.0,107,0.4412366477,0.5524727699,0.02518882768
112.0,108,0.45571553639999995,0.5379684815,0.02528311527
112.0,109,0.470269155,0.5233978094,0.025343955789999997
112.0,110,0.4848780802,0.5087802755999999,0.025370983599999997
112.0,111,0.4995226306,0.4941356264,0.02536396968
112.0,112,0.5141829455,0.4794837523,0.02532282362
112.0,113,0.5288390666,0.4648446069,0.02524759478
112.0,114,0.5434710187,0.4502381254,0.025138472369999998
112.0,115,0.5580588920999999,0.4356841427,0.0249957847
112.0,116,0.5725829232,0.4212023131,0.02481999734
112.0,117,0.5870235752,0.4068120302,0.02461171052
112.0,118,0.6013616165,0.3925323495,0.02437165542
112.0,119,0.6155781979,0.3783819121,0.02410068973
112.0,120,0.6296549265,0.3643788721,0.023799792320000002
112.0,121,0.6435739371,0.3505408268,0.023470057120000002
112.0,122,0.6573179601,0.3368847505,0.023112686270000002
112.0,123,0.6708703856,0.323426932,0.02272898257
112.0,124,0.6842153231,0.3101829172,0.02232034139
112.0,125,0.6973376571,0.2971674557,0.021888241970000003
112.0,126,0.7102230971,0.2843944526,0.02143423832
112.0,127,0.7228582233,0.27187692550000003,0.0209599497
112.0,128,0.7352305264000001,0.2596269671,0.02046705082
112.0,129,0.7473284425,0.2476557132,0.019957261820000002
112.0,130,0.7591413813,0.2359733159,0.01943233814
112.0,131,0.77065975,0.22458892349999998,0.01889406028
112.0,132,0.7818749704,0.2135106652,0.01834422367
112.0,133,0.7927794907000001,0.2027456423,0.0177846286
112.0,134,0.8033667914,0.19229992429999998,0.01721707033
112.0,135,0.8136313857999999,0.18217855119999998,0.01664332954
112.0,136,0.8235688152,0.1723855404,0.01606516301
112.0,137,0.8331756382000001,0.1629238999,0.015484294780000001
112.0,138,0.8424494154,0.15379564540000001,0.014902407710000001
112.0,139,0.8513886893999999,0.1450018226,0.014321135620000001
112.0,140,0.8599929597,0.1365425341,0.01374205591
112.0,141,0.8682626537,0.12841697,0.01316668283
112.0,142,0.8761990935999999,0.1206234427,0.012596461409999999
112.0,143,0.8838044597,0.1131594247,0.012032761979999999
112.0,144,0.8910817507000001,0.1060215902,0.01147687545
112.0,145,0.8980347404,0.09920585862999999,0.01093000924
112.0,146,0.9046679327,0.09270744113,0.01039328397
112.0,147,0.910986514,0.08652088851,0.00986773079
112.0,148,0.9169963041,0.08064014115000001,0.009354289489999999
112.0,149,0.9227037052,0.07505857991,0.00885380724
112.0,150,0.9281156509,0.06976907785,0.00836703804
112.0,151,0.9332395535000001,0.06476405241,0.0078946428
112.0,152,0.9380832521000001,0.06003551771,0.00743719009
112.0,153,0.9426549598,0.05557513652,0.0069951574
112.0,154,0.9469632122,0.05137427168,0.00656893306
112.0,155,0.9510168160000001,0.04742403666,0.00615881856
112.0,156,0.9548247994000001,0.043715344829999996,0.00576503144
112.0,157,0.9583963629,0.04023895744,0.00538770855
112.0,158,0.9617408326,0.03698552978,0.005026909739999999
112.0,159,0.9648676147,0.0339456555,0.0046826218
112.0,160,0.9677861522000001,0.031109908829999998,0.00435476278
112.0,161,0.9705058839999999,0.028468884530000002,0.00404318648
112.0,162,0.9730362059,0.02601323544,0.00374768715
112.0,163,0.9753864348000001,0.02373370748,0.0034680043100000003
112.0,164,0.9775657746,0.02162117216,0.00320382767
112.0,165,0.9795832853,0.01966665624,0.00295480211
112.0,166,0.981447855,0.01786136884,0.00272053263
112.0,167,0.983168174,0.01619672574,0.00250058929
112.0,168,0.9847527123,0.014664370959999999,0.00229451205
112.0,169,0.9862096990000001,0.01325619567,0.0021018155
112.0,170,0.9875471055,0.01196435447,0.0019219934899999999
112.0,171,0.9887726303,0.01078127898,0.0017545235100000002
112.0,172,0.989893687,0.00969968903,0.0015988709100000001
112.0,173,0.9909173943999999,0.00871260142,0.0014544929300000001
112.0,174,0.9918505693,0.0078133363,0.00132084245
112.0,175,0.9926997212,0.00699552147,0.00119737149
112.0,176,0.9934710493,0.0062530945299999995,0.00108353445
112.0,177,0.9941704414,0.005580303159999999,0.0009787911100000001
112.0,178,0.9948034749999999,0.00497170364,0.00088260927
112.0,179,0.9953754195000001,0.0044221576499999995,0.00079446724
112.0,180,0.9958912407,0.0039268277200000005,0.00071385587
112.0,181,0.9963556056,0.00348117122,0.00064028052
112.0,182,0.9967728898,0.00308093327,0.00057326258
112.0,183,0.9971471849,0.00272213854,0.00051234082
112.0,184,0.9974823074,0.00240108223,0.00045707249
112.0,185,0.9977818083,0.0021143203,0.00040703414
112.0,186,0.9980489832,0.00185865902,0.00036182225999999997
112.0,187,0.9982868833,0.00163114412,0.0003210537
112.0,188,0.9984983262999999,0.00142904957,0.00028436587
112.0,189,0.9986859079,0.00124986613,0.00025141681
112.0,190,0.9988520138,0.0010912896900000001,0.00022188505
112.0,191,0.9989988307000001,0.0009512097,0.00019546935000000002
112.0,192,0.9991283584999999,0.00082769758,0.00017188836
112.0,193,0.9992424217,0.0007189952700000001,0.00015088005
112.0,194,0.9993426808,0.0006235040399999999,0.00013220119
112.0,195,0.9994306434000001,0.00053977347,0.00011562665
112.0,196,0.9995076747,0.00046649090999999996,0.00010094864
112.0,197,0.9995750085999999,0.00040247117,8.797599999999999e-05
112.0,198,0.9996337572,0.00034664667,7.65333e-05
112.0,199,0.9996849206999999,0.00029805807,6.646006e-05
112.5,100,0.33806561960000003,0.6560751537,0.0
112.5,101,0.35143850810000005,0.6426209774,0.0
112.5,102,0.3650142032,0.6289706699,0.0
112.5,103,0.3787773865,0.6151398621999999,0.0
112.5,104,0.39271198290000003,0.6011449179,0.0
112.5,105,0.40680121640000005,0.5870028765,0.0
112.5,106,0.42102767020000004,0.5727313904,0.0
112.5,107,0.43537335110000003,0.5583486597,0.0
112.5,108,0.4498197578,0.5438733619,0.0
112.5,109,0.4643479523,0.5293245793,0.0
112.5,110,0.47893863459999997,0.5147217236,0.0
