spread,result,cover_prob,push_prob,not_cover_prob
-42,-22,0.015406571,0.006334584,0.97192426
-42,-21,0.010859319,0.004830211,0.979480258
-42,-20,0.007532367,0.003621755,0.985224123
-42,-19,0.00514228,0.002671242,0.989515237
-42,-18,0.003455796,0.00193863,0.992666945
-42,-17,0.002286577,0.00138489,0.994943642
-42,-16,0.00148986,9.74E-04,0.996561836
-42,-15,0.000956083,6.75E-04,0.997694003
-42,-14,0.000604358,4.61E-04,0.998474065
-42,-13,0.000376342,3.10E-04,0.999003564
-42,-12,0.000230876,2.06E-04,0.99935779
-42,-11,0.000139534,1.35E-04,0.999591415
-42,-10,8.31E-05,8.68E-05,0.999743369
-42,-9,4.87E-05,5.52E-05,0.999840856
-42,-8,2.81E-05,3.47E-05,0.999902561
-42,-7,1.60E-05,2.15E-05,0.999941096
-42,-6,8.95E-06,1.31E-05,0.999964844
-42,-5,4.92E-06,7.90E-06,0.999979285
-42,-4,2.66E-06,4.69E-06,0.999987951
-42,-3,1.42E-06,2.75E-06,0.999993081
-42,-2,7.39E-07,1.59E-06,0.999996079
-42,-1,3.78E-07,9.08E-07,0.999997807
-42,1,9.29E-08,2.83E-07,0.99999934
-42,2,4.45E-08,1.55E-07,0.999999645
-42,3,2.07E-08,8.37E-08,0.999999812
-42,4,9.38E-09,4.46E-08,0.999999901
-42,5,4.09E-09,2.34E-08,0.999999949
-42,6,1.71E-09,1.21E-08,0.999999974
-42,7,6.69E-10,6.20E-09,0.999999987
-42,8,2.40E-10,3.13E-09,0.999999994
-42,9,7.26E-11,1.56E-09,0.999999997
-42,10,1.37E-11,7.63E-10,0.999999998
-42,11,-3.56E-12,3.69E-10,0.999999999
-42,12,-6.37E-12,1.76E-10,1
-42,13,-5.11E-12,8.30E-11,1
-42,14,-3.31E-12,3.85E-11,1
-42,15,-1.93E-12,1.76E-11,1
-42,16,-1.05E-12,7.93E-12,1
-42,17,-5.42E-13,3.52E-12,1
-42,18,-2.69E-13,1.54E-12,1
-42,19,-1.29E-13,6.62E-13,1
-42,20,-6.02E-14,2.80E-13,1
-42,21,-2.73E-14,1.17E-13,1
-42,22,-1.20E-14,4.77E-14,1
-42,23,-5.19E-15,1.92E-14,1
-42,24,-2.18E-15,7.60E-15,1
-42,25,-8.97E-16,2.95E-15,1
-42,26,-3.61E-16,1.13E-15,1
-42,27,-1.42E-16,4.23E-16,1
-42,28,-5.46E-17,1.56E-16,1
-42,29,-2.06E-17,5.65E-17,1
-42,30,-7.61E-18,2.01E-17,1
-42,31,-2.75E-18,7.02E-18,1
-42,32,-9.77E-19,2.41E-18,1
-42,33,-3.40E-19,8.13E-19,1
-42,34,-1.16E-19,2.70E-19,1
-42,35,-3.89E-20,8.79E-20,1
-42,36,-1.28E-20,2.82E-20,1
-42,37,-4.15E-21,8.90E-21,1
-42,38,-1.32E-21,2.76E-21,1
-42,39,-4.13E-22,8.46E-22,1
-42,40,-1.27E-22,2.55E-22,1
-42,41,-3.86E-23,7.58E-23,1
-42,42,-1.15E-23,2.22E-23,1
-42,43,-3.41E-24,6.45E-24,1
-42,44,-9.93E-25,1.85E-24,1
-42,45,-2.86E-25,5.23E-25,1
-42,46,-8.15E-26,1.47E-25,1
-42,47,-2.30E-26,4.08E-26,1
-42,48,-6.43E-27,1.12E-26,1
-42,49,-1.78E-27,3.07E-27,1
-42,50,-4.91E-28,8.32E-28,1
-42,51,-1.34E-28,2.24E-28,1
-42,52,-3.63E-29,6.01E-29,1
-42,53,-9.80E-30,1.60E-29,1
-42,54,-2.63E-30,4.24E-30,1
-42,55,-7.01E-31,1.12E-30,1
-42,56,-1.86E-31,2.94E-31,1
-42,57,-4.92E-32,7.68E-32,1
-42,58,-1.30E-32,2.00E-32,1
-42,59,-3.40E-33,5.21E-33,1
-42,60,-8.90E-34,1.35E-33,1
-41.5,-60,0.994039707,0,0.005960293
-41.5,-59,0.992470688,0,0.007529312
-41.5,-58,0.990504972,0,0.009495028
-41.5,-57,0.988048961,0,0.011951039
-41.5,-56,0.984989717,0,0.015010283
-41.5,-55,0.981192098,0,0.018807902
-41.5,-54,0.976495943,0,0.023504057
-41.5,-53,0.970713571,0,0.029286429
-41.5,-52,0.963627943,0,0.036372057
-41.5,-51,0.954991974,0,0.045008026
-41.5,-50,0.944529595,0,0.055470405
-41.5,-49,0.931939285,0,0.068060715
-41.5,-48,0.916900843,0,0.083099157
-41.5,-47,0.899086151,0,0.100913849
-41.5,-46,0.878174495,0,0.121825505
-41.5,-45,0.853872661,0,0.146127339
-41.5,-44,0.825939403,0,0.174060597
-41.5,-43,0.794213107,0,0.205786893
-41.5,-42,0.758640496,0,0.241359504
-41.5,-41,0.719303326,0,0.280696674
-41.5,-40,0.676439313,0,0.323560687
-41.5,-39,0.630453417,0,0.369546583
-41.5,-38,0.581916126,0,0.418083874
-41.5,-37,0.531546774,0,0.468453226
-41.5,-36,0.480181899,0,0.519818101
-41.5,-35,0.428730929,0,0.571269071
-41.5,-34,0.378123521,0,0.621876479
-41.5,-33,0.329254252,0,0.670745748
-41.5,-32,0.28293067,0,0.71706933
-41.5,-31,0.239830069,0,0.760169931
-41.5,-30,0.200468844,0,0.799531156
-41.5,-29,0.165186372,0,0.834813628
-41.5,-28,0.13414347,0,0.86585653
-41.5,-27,0.107333852,0,0.892666148
-41.5,-26,0.084605898,0,0.915394102
-41.5,-25,0.065691418,0,0.934308582
-41.5,-24,0.050237936,0,0.949762064
-41.5,-23,0.037841282,0,0.962158718
-41.5,-22,0.02807574,0,0.97192426
-41.5,-21,0.020519742,0,0.979480258
-41.5,-20,0.014775877,0,0.985224123
-41.5,-19,0.010484763,0,0.989515237
-41.5,-18,0.007333055,0,0.992666945
-41.5,-17,0.005056358,0,0.994943642
-41.5,-16,0.003438164,0,0.996561836
-41.5,-15,0.002305997,0,0.997694003
-41.5,-14,0.001525935,0,0.998474065
-41.5,-13,0.000996436,0,0.999003564
-41.5,-12,0.00064221,0,0.99935779
-41.5,-11,0.000408585,0,0.999591415
-41.5,-10,0.000256631,0,0.999743369
-41.5,-9,0.000159144,0,0.999840856
-41.5,-8,9.74E-05,0,0.999902561
-41.5,-7,5.89E-05,0,0.999941096
-41.5,-6,3.52E-05,0,0.999964844
-41.5,-5,2.07E-05,0,0.999979285
-41.5,-4,1.20E-05,0,0.999987951
-41.5,-3,6.92E-06,0,0.999993081
-41.5,-2,3.92E-06,0,0.999996079
-41.5,-1,2.19E-06,0,0.999997807
-41.5,1,6.60E-07,0,0.99999934
-41.5,2,3.55E-07,0,0.999999645
-41.5,3,1.88E-07,0,0.999999812
-41.5,4,9.85E-08,0,0.999999901
-41.5,5,5.09E-08,0,0.999999949
-41.5,6,2.60E-08,0,0.999999974
-41.5,7,1.31E-08,0,0.999999987
-41.5,8,6.49E-09,0,0.999999994
-41.5,9,3.18E-09,0,0.999999997
-41.5,10,1.54E-09,0,0.999999998
-41.5,11,7.35E-10,0,0.999999999
-41.5,12,3.46E-10,0,1
-41.5,13,1.61E-10,0,1
-41.5,14,7.37E-11,0,1
-41.5,15,3.33E-11,0,1
-41.5,16,1.48E-11,0,1
-41.5,17,6.50E-12,0,1
-41.5,18,2.81E-12,0,1
-41.5,19,1.19E-12,0,1
-41.5,20,5.00E-13,0,1
-41.5,21,2.06E-13,0,1
-41.5,22,8.34E-14,0,1
-41.5,23,3.32E-14,0,1
-41.5,24,1.30E-14,0,1
-41.5,25,5.01E-15,0,1
-41.5,26,1.90E-15,0,1
-41.5,27,7.05E-16,0,1
-41.5,28,2.57E-16,0,1
-41.5,29,9.24E-17,0,1
-41.5,30,3.26E-17,0,1
-41.5,31,1.13E-17,0,1
-41.5,32,3.84E-18,0,1
-41.5,33,1.29E-18,0,1
-41.5,34,4.23E-19,0,1
-41.5,35,1.37E-19,0,1
-41.5,36,4.36E-20,0,1
-41.5,37,1.36E-20,0,1
-41.5,38,4.21E-21,0,1
-41.5,39,1.28E-21,0,1
-41.5,40,3.83E-22,0,1
-41.5,41,1.13E-22,0,1
-41.5,42,3.29E-23,0,1
-41.5,43,9.49E-24,0,1
-41.5,44,2.70E-24,0,1
-41.5,45,7.60E-25,0,1
-41.5,46,2.12E-25,0,1
-41.5,47,5.85E-26,0,1
-41.5,48,1.60E-26,0,1
-41.5,49,4.35E-27,0,1
-41.5,50,1.17E-27,0,1
-41.5,51,3.15E-28,0,1
-41.5,52,8.38E-29,0,1
-41.5,53,2.22E-29,0,1
-41.5,54,5.85E-30,0,1
-41.5,55,1.54E-30,0,1
-41.5,56,4.01E-31,0,1
-41.5,57,1.04E-31,0,1
-41.5,58,2.71E-32,0,1
-41.5,59,7.01E-33,0,1
-41.5,60,1.81E-33,0,1
-41,-60,0.992424001,0.001615705,0.004344588
-41,-59,0.990496457,0.00197423,0.005555082
-41,-58,0.988099883,0.002405089,0.007089939
-41,-57,0.985128539,0.002920421,0.009030618
-41,-56,0.981456165,0.003533552,0.011476731
-41,-55,0.97693331,0.004258789,0.014549113
-41,-54,0.971384878,0.005111065,0.018392991
-41,-53,0.964608179,0.006105393,0.023181036
-41,-52,0.956371875,0.007256068,0.029115989
-41,-51,0.946416359,0.008575615,0.036432411
-41,-50,0.934456173,0.010073422,0.045396983
-41,-49,0.9201852,0.011754085,0.05630663
-41,-48,0.903285339,0.013615504,0.069483653
-41,-47,0.88343933,0.01564682,0.085267029
-41,-46,0.86034811,0.017826385,0.10399912
-41,-45,0.833752673,0.020119988,0.126007351
-41,-44,0.80345971,0.022479693,0.151580904
-41,-43,0.769369491,0.024843616,0.180943278
-41,-42,0.731503466,0.02713703,0.214222473
-41,-41,0.690028273,0.029275054,0.25142162
-41,-40,0.645272295,0.031167018,0.292393668
-41,-39,0.597731036,0.032722381,0.336824203
-41,-38,0.548058415,0.033857711,0.384226164
-41,-37,0.497042734,0.03450404,0.433949187
-41,-36,0.445568254,0.034613645,0.485204456
-41,-35,0.394565602,0.034165326,0.537103745
-41,-34,0.344956158,0.033167364,0.588709115
-41,-33,0.297596578,0.031657675,0.639088073
-41,-32,0.253229587,0.029701082,0.687368248
-41,-31,0.212446021,0.027384047,0.732785884
-41,-30,0.175661301,0.024807542,0.774723614
-41,-29,0.143107395,0.022078977,0.812734651
-41,-28,0.114839349,0.019304121,0.846552409
-41,-27,0.090753956,0.016579896,0.876086252
-41,-26,0.070617191,0.013988707,0.901405395
-41,-25,0.054096705,0.011594713,0.92271387
-41,-24,0.040795761,0.009442175,0.940319889
-41,-23,0.030285531,0.007555751,0.954602967
-41,-22,0.022133343,0.005942396,0.965981864
-41,-21,0.015925345,0.004594396,0.974885862
-41,-20,0.011282863,0.003493014,0.98173111
-41,-19,0.007872522,0.002612241,0.986902996
-41,-18,0.005410788,0.001922267,0.990744678
-41,-17,0.003663993,0.001392365,0.993551277
-41,-16,0.002445086,9.93E-04,0.995568758
-41,-15,0.001608325,6.98E-04,0.996996331
-41,-14,0.001042992,4.83E-04,0.997991123
-41,-13,0.000666947,3.29E-04,0.998674075
-41,-12,0.000420596,2.22E-04,0.999136176
-41,-11,0.000261606,1.47E-04,0.999444436
-41,-10,0.000160495,9.61E-05,0.999647232
-41,-9,9.71E-05,6.20E-05,0.999778833
-41,-8,5.80E-05,3.95E-05,0.99986309
-41,-7,3.41E-05,2.48E-05,0.999916317
-41,-6,1.98E-05,1.53E-05,0.999949498
-41,-5,1.13E-05,9.38E-06,0.99996991
-41,-4,6.40E-06,5.65E-06,0.9999823
-41,-3,3.56E-06,3.36E-06,0.999989723
-41,-2,1.95E-06,1.97E-06,0.999994109
-41,-1,1.05E-06,1.14E-06,0.999996668
-41,1,2.94E-07,3.66E-07,0.999998975
-41,2,1.52E-07,2.03E-07,0.999999442
-41,3,7.71E-08,1.11E-07,0.999999701
-41,4,3.86E-08,6.00E-08,0.999999842
-41,5,1.90E-08,3.19E-08,0.999999917
-41,6,9.19E-09,1.68E-08,0.999999957
-41,7,4.38E-09,8.70E-09,0.999999978
-41,8,2.05E-09,4.45E-09,0.999999989
-41,9,9.41E-10,2.24E-09,0.999999995
-41,10,4.24E-10,1.12E-09,0.999999997
-41,11,1.88E-10,5.47E-10,0.999999999
-41,12,8.13E-11,2.65E-10,0.999999999
-41,13,3.44E-11,1.26E-10,1
-41,14,1.42E-11,5.95E-11,1
-41,15,5.70E-12,2.76E-11,1
-41,16,2.22E-12,1.26E-11,1
-41,17,8.28E-13,5.67E-12,1
-41,18,2.95E-13,2.51E-12,1
-41,19,9.84E-14,1.10E-12,1
-41,20,2.97E-14,4.70E-13,1
-41,21,7.42E-15,1.99E-13,1
-41,22,1.03E-15,8.24E-14,1
-41,23,-3.88E-16,3.36E-14,1
-41,24,-4.69E-16,1.35E-14,1
-41,25,-3.04E-16,5.32E-15,1
-41,26,-1.63E-16,2.06E-15,1
-41,27,-7.83E-17,7.83E-16,1
-41,28,-3.52E-17,2.93E-16,1
-41,29,-1.51E-17,1.07E-16,1
-41,30,-6.17E-18,3.87E-17,1
-41,31,-2.44E-18,1.37E-17,1
-41,32,-9.36E-19,4.78E-18,1
-41,33,-3.49E-19,1.63E-18,1
-41,34,-1.27E-19,5.50E-19,1
-41,35,-4.48E-20,1.82E-19,1
-41,36,-1.55E-20,5.91E-20,1
-41,37,-5.26E-21,1.89E-20,1
-41,38,-1.75E-21,5.96E-21,1
-41,39,-5.69E-22,1.85E-21,1
-41,40,-1.82E-22,5.65E-22,1
-41,41,-5.72E-23,1.70E-22,1
-41,42,-1.77E-23,5.07E-23,1
-41,43,-5.40E-24,1.49E-23,1
-41,44,-1.62E-24,4.32E-24,1
-41,45,-4.82E-25,1.24E-24,1
-41,46,-1.41E-25,3.53E-25,1
-41,47,-4.10E-26,9.95E-26,1
-41,48,-1.18E-26,2.78E-26,1
-41,49,-3.35E-27,7.70E-27,1
-41,50,-9.44E-28,2.12E-27,1
-41,51,-2.64E-28,5.79E-28,1
-41,52,-7.33E-29,1.57E-28,1
-41,53,-2.02E-29,4.24E-29,1
-41,54,-5.55E-30,1.14E-29,1
-41,55,-1.51E-30,3.05E-30,1
-41,56,-4.11E-31,8.12E-31,1
-41,57,-1.11E-31,2.15E-31,1
-41,58,-2.98E-32,5.69E-32,1
-41,59,-8.00E-33,1.50E-32,1
-41,60,-2.13E-33,3.94E-33,1
-40.5,-60,0.995655412,0,0.004344588
-40.5,-59,0.994444918,0,0.005555082
-40.5,-58,0.992910061,0,0.007089939
-40.5,-57,0.990969382,0,0.009030618
-40.5,-56,0.988523269,0,0.011476731
-40.5,-55,0.985450887,0,0.014549113
-40.5,-54,0.981607009,0,0.018392991
-40.5,-53,0.976818964,0,0.023181036
-40.5,-52,0.970884011,0,0.029115989
-40.5,-51,0.963567589,0,0.036432411
-40.5,-50,0.954603017,0,0.045396983
-40.5,-49,0.94369337,0,0.05630663
-40.5,-48,0.930516347,0,0.069483653
-40.5,-47,0.914732971,0,0.085267029
-40.5,-46,0.89600088,0,0.10399912
-40.5,-45,0.873992649,0,0.126007351
-40.5,-44,0.848419096,0,0.151580904
-40.5,-43,0.819056722,0,0.180943278
-40.5,-42,0.785777527,0,0.214222473
-40.5,-41,0.74857838,0,0.25142162
-40.5,-40,0.707606332,0,0.292393668
-40.5,-39,0.663175797,0,0.336824203
-40.5,-38,0.615773836,0,0.384226164
-40.5,-37,0.566050813,0,0.433949187
-40.5,-36,0.514795544,0,0.485204456
-40.5,-35,0.462896255,0,0.537103745
-40.5,-34,0.411290885,0,0.588709115
-40.5,-33,0.360911927,0,0.639088073
-40.5,-32,0.312631752,0,0.687368248
-40.5,-31,0.267214116,0,0.732785884
-40.5,-30,0.225276386,0,0.774723614
-40.5,-29,0.187265349,0,0.812734651
-40.5,-28,0.153447591,0,0.846552409
-40.5,-27,0.123913748,0,0.876086252
-40.5,-26,0.098594605,0,0.901405395
-40.5,-25,0.07728613,0,0.92271387
-40.5,-24,0.059680111,0,0.940319889
-40.5,-23,0.045397033,0,0.954602967
-40.5,-22,0.034018136,0,0.965981864
-40.5,-21,0.025114138,0,0.974885862
-40.5,-20,0.01826889,0,0.98173111
-40.5,-19,0.013097004,0,0.986902996
-40.5,-18,0.009255322,0,0.990744678
-40.5,-17,0.006448723,0,0.993551277
-40.5,-16,0.004431242,0,0.995568758
-40.5,-15,0.003003669,0,0.996996331
-40.5,-14,0.002008877,0,0.997991123
-40.5,-13,0.001325925,0,0.998674075
-40.5,-12,0.000863824,0,0.999136176
-40.5,-11,0.000555564,0,0.999444436
-40.5,-10,0.000352768,0,0.999647232
-40.5,-9,0.000221167,0,0.999778833
-40.5,-8,0.00013691,0,0.99986309
-40.5,-7,8.37E-05,0,0.999916317
-40.5,-6,5.05E-05,0,0.999949498
-40.5,-5,3.01E-05,0,0.99996991
-40.5,-4,1.77E-05,0,0.9999823
-40.5,-3,1.03E-05,0,0.999989723
-40.5,-2,5.89E-06,0,0.999994109
-40.5,-1,3.33E-06,0,0.999996668
-40.5,1,1.03E-06,0,0.999998975
-40.5,2,5.58E-07,0,0.999999442
-40.5,3,2.99E-07,0,0.999999701
-40.5,4,1.59E-07,0,0.999999842
-40.5,5,8.29E-08,0,0.999999917
-40.5,6,4.27E-08,0,0.999999957
-40.5,7,2.18E-08,0,0.999999978
-40.5,8,1.09E-08,0,0.999999989
-40.5,9,5.43E-09,0,0.999999995
-40.5,10,2.66E-09,0,0.999999997
-40.5,11,1.28E-09,0,0.999999999
-40.5,12,6.11E-10,0,0.999999999
-40.5,13,2.87E-10,0,1
-40.5,14,1.33E-10,0,1
-40.5,15,6.08E-11,0,1
-40.5,16,2.74E-11,0,1
-40.5,17,1.22E-11,0,1
-40.5,18,5.32E-12,0,1
-40.5,19,2.29E-12,0,1
-40.5,20,9.70E-13,0,1
-40.5,21,4.04E-13,0,1
-40.5,22,1.66E-13,0,1
-40.5,23,6.69E-14,0,1
-40.5,24,2.65E-14,0,1
-40.5,25,1.03E-14,0,1
-40.5,26,3.95E-15,0,1
-40.5,27,1.49E-15,0,1
-40.5,28,5.50E-16,0,1
-40.5,29,2.00E-16,0,1
-40.5,30,7.13E-17,0,1
-40.5,31,2.50E-17,0,1
-40.5,32,8.62E-18,0,1
-40.5,33,2.92E-18,0,1
-40.5,34,9.73E-19,0,1
-40.5,35,3.19E-19,0,1
-40.5,36,1.03E-19,0,1
-40.5,37,3.26E-20,0,1
-40.5,38,1.02E-20,0,1
-40.5,39,3.13E-21,0,1
-40.5,40,9.48E-22,0,1
-40.5,41,2.83E-22,0,1
-40.5,42,8.36E-23,0,1
-40.5,43,2.44E-23,0,1
-40.5,44,7.02E-24,0,1
-40.5,45,2.00E-24,0,1
-40.5,46,5.65E-25,0,1
-40.5,47,1.58E-25,0,1
-40.5,48,4.38E-26,0,1
-40.5,49,1.21E-26,0,1
-40.5,50,3.29E-27,0,1
-40.5,51,8.93E-28,0,1
-40.5,52,2.41E-28,0,1
-40.5,53,6.46E-29,0,1
-40.5,54,1.73E-29,0,1
-40.5,55,4.59E-30,0,1
-40.5,56,1.21E-30,0,1
-40.5,57,3.20E-31,0,1
-40.5,58,8.40E-32,0,1
-40.5,59,2.20E-32,0,1
-40.5,60,5.75E-33,0,1
-40,-60,0.994459653,0.001195759,0.003148829
-40,-59,0.992963429,0.001481488,0.004073594
-40,-58,0.991080063,0.001829998,0.005259941
-40,-57,0.988716265,0.002253117,0.006777501
-40,-56,0.985759075,0.002764194,0.008712537
-40,-55,0.982072869,0.003378018,0.011171095
-40,-54,0.9774964,0.004110609,0.014282382
-40,-53,0.971840135,0.004978829,0.018202207
-40,-52,0.964884253,0.005999759,0.02311623
-40,-51,0.956377793,0.007189796,0.029242615
-40,-50,0.946039599,0.008563418,0.036833565
-40,-49,0.933561775,0.010131595,0.046175035
-40,-48,0.918616495,0.011899852,0.057583801
-40,-47,0.90086692,0.013866051,0.071400978
-40,-46,0.87998286,0.016018019,0.087981101
-40,-45,0.855661398,0.018331251,0.1076761
-40,-44,0.827652103,0.020766993,0.130813912
-40,-43,0.795785623,0.023271099,0.157672179
-40,-42,0.760003442,0.025774085,0.188448388
-40,-41,0.720385627,0.028192753,0.223228867
-40,-40,0.677172692,0.03043364,0.261960028
-40,-39,0.630777485,0.032398312,0.304425891
-40,-38,0.58178362,0.033990217,0.350235947
-40,-37,0.530928336,0.035122477,0.39882671
-40,-36,0.479069792,0.035725752,0.449478704
-40,-35,0.427141116,0.035755139,0.501348606
-40,-34,0.376095745,0.035195141,0.553513974
-40,-33,0.326849969,0.034061958,0.605026115
-40,-32,0.280229013,0.032402739,0.654965509
-40,-31,0.236922256,0.030291859,0.702494025
-40,-30,0.19745166,0.027824726,0.746898888
-40,-29,0.162155451,0.025109898,0.787624753
-40,-28,0.131187093,0.022260498,0.824291911
-40,-27,0.104527868,0.019385879,0.856700373
-40,-26,0.082010191,0.016584414,0.884820981
-40,-25,0.0633481,0.01393803,0.908775839
-40,-24,0.048171251,0.01150886,0.928811029
-40,-23,0.036058971,0.009338062,0.945264905
-40,-22,0.026571509,0.007446626,0.958535238
-40,-21,0.019276391,0.005837747,0.969048115
-40,-20,0.013768648,0.004500243,0.977230867
-40,-19,0.009684543,0.003412462,0.983490534
-40,-18,0.006709154,0.002546168,0.98819851
-40,-17,0.004578707,0.001870016,0.99168126
-40,-16,0.003078875,0.001352367,0.994216392
-40,-15,0.002040325,9.63E-04,0.996032986
-40,-14,0.001332725,6.76E-04,0.99731497
-40,-13,0.000858181,4.68E-04,0.99820633
-40,-12,0.00054483,3.19E-04,0.998817181
-40,-11,0.000341047,2.15E-04,0.99922992
-40,-10,0.000210498,1.42E-04,0.999504962
-40,-9,0.0001281,9.31E-05,0.999685767
-40,-8,7.69E-05,6.01E-05,0.999803036
-40,-7,4.55E-05,3.82E-05,0.999878089
-40,-6,2.65E-05,2.40E-05,0.999925493
-40,-5,1.52E-05,1.49E-05,0.99995504
-40,-4,8.61E-06,9.09E-06,0.999973214
-40,-3,4.80E-06,5.48E-06,0.999984246
-40,-2,2.63E-06,3.26E-06,0.999990853
-40,-1,1.42E-06,1.91E-06,0.999994758
-40,1,3.95E-07,6.30E-07,0.999998345
-40,2,2.03E-07,3.55E-07,0.999999088
-40,3,1.02E-07,1.97E-07,0.999999504
-40,4,5.08E-08,1.08E-07,0.999999734
-40,5,2.47E-08,5.82E-08,0.999999859
-40,6,1.18E-08,3.10E-08,0.999999926
-40,7,5.48E-09,1.63E-08,0.999999962
-40,8,2.50E-09,8.44E-09,0.999999981
-40,9,1.11E-09,4.32E-09,0.99999999
-40,10,4.77E-10,2.18E-09,0.999999995
-40,11,1.99E-10,1.08E-09,0.999999998
-40,12,7.93E-11,5.32E-10,0.999999999
-40,13,2.99E-11,2.57E-10,0.999999999
-40,14,1.04E-11,1.23E-10,1
-40,15,3.15E-12,5.77E-11,1
-40,16,6.80E-13,2.67E-11,1
-40,17,-3.04E-14,1.22E-11,1
-40,18,-1.61E-13,5.48E-12,1
-40,19,-1.34E-13,2.42E-12,1
-40,20,-8.45E-14,1.05E-12,1
-40,21,-4.70E-14,4.51E-13,1
-40,22,-2.42E-14,1.90E-13,1
-40,23,-1.18E-14,7.86E-14,1
-40,24,-5.47E-15,3.20E-14,1
-40,25,-2.45E-15,1.28E-14,1
-40,26,-1.06E-15,5.02E-15,1
-40,27,-4.47E-16,1.94E-15,1
-40,28,-1.83E-16,7.33E-16,1
-40,29,-7.31E-17,2.73E-16,1
-40,30,-2.85E-17,9.98E-17,1
-40,31,-1.08E-17,3.59E-17,1
-40,32,-4.04E-18,1.27E-17,1
-40,33,-1.47E-18,4.39E-18,1
-40,34,-5.24E-19,1.50E-18,1
-40,35,-1.83E-19,5.02E-19,1
-40,36,-6.28E-20,1.65E-19,1
-40,37,-2.11E-20,5.37E-20,1
-40,38,-6.98E-21,1.71E-20,1
-40,39,-2.27E-21,5.39E-21,1
-40,40,-7.24E-22,1.67E-21,1
-40,41,-2.28E-22,5.11E-22,1
-40,42,-7.05E-23,1.54E-22,1
-40,43,-2.15E-23,4.59E-23,1
-40,44,-6.50E-24,1.35E-23,1
-40,45,-1.94E-24,3.94E-24,1
-40,46,-5.71E-25,1.14E-24,1
-40,47,-1.66E-25,3.24E-25,1
-40,48,-4.81E-26,9.19E-26,1
-40,49,-1.38E-26,2.58E-26,1
-40,50,-3.91E-27,7.20E-27,1
-40,51,-1.10E-27,1.99E-27,1
-40,52,-3.08E-28,5.49E-28,1
-40,53,-8.57E-29,1.50E-28,1
-40,54,-2.37E-29,4.10E-29,1
-40,55,-6.52E-30,1.11E-29,1
-40,56,-1.79E-30,3.00E-30,1
-40,57,-4.87E-31,8.07E-31,1
-40,58,-1.32E-31,2.16E-31,1
-40,59,-3.58E-32,5.78E-32,1
-40,60,-9.64E-33,1.54E-32,1
-39.5,-60,0.996851171,0,0.003148829
-39.5,-59,0.995926406,0,0.004073594
-39.5,-58,0.994740059,0,0.005259941
-39.5,-57,0.993222499,0,0.006777501
-39.5,-56,0.991287463,0,0.008712537
-39.5,-55,0.988828905,0,0.011171095
-39.5,-54,0.985717618,0,0.014282382
-39.5,-53,0.981797793,0,0.018202207
-39.5,-52,0.97688377,0,0.02311623
-39.5,-51,0.970757385,0,0.029242615
-39.5,-50,0.963166435,0,0.036833565
-39.5,-49,0.953824965,0,0.046175035
-39.5,-48,0.942416199,0,0.057583801
-39.5,-47,0.928599022,0,0.071400978
-39.5,-46,0.912018899,0,0.087981101
-39.5,-45,0.8923239,0,0.1076761
-39.5,-44,0.869186088,0,0.130813912
-39.5,-43,0.842327821,0,0.157672179
-39.5,-42,0.811551612,0,0.188448388
-39.5,-41,0.776771133,0,0.223228867
-39.5,-40,0.738039972,0,0.261960028
-39.5,-39,0.695574109,0,0.304425891
-39.5,-38,0.649764053,0,0.350235947
-39.5,-37,0.60117329,0,0.39882671
-39.5,-36,0.550521296,0,0.449478704
-39.5,-35,0.498651394,0,0.501348606
-39.5,-34,0.446486026,0,0.553513974
-39.5,-33,0.394973885,0,0.605026115
-39.5,-32,0.345034491,0,0.654965509
-39.5,-31,0.297505975,0,0.702494025
-39.5,-30,0.253101112,0,0.746898888
-39.5,-29,0.212375247,0,0.787624753
-39.5,-28,0.175708089,0,0.824291911
-39.5,-27,0.143299627,0,0.856700373
-39.5,-26,0.115179019,0,0.884820981
-39.5,-25,0.091224161,0,0.908775839
-39.5,-24,0.071188971,0,0.928811029
-39.5,-23,0.054735095,0,0.945264905
-39.5,-22,0.041464762,0,0.958535238
-39.5,-21,0.030951885,0,0.969048115
-39.5,-20,0.022769133,0,0.977230867
-39.5,-19,0.016509466,0,0.983490534
-39.5,-18,0.01180149,0,0.98819851
-39.5,-17,0.00831874,0,0.99168126
-39.5,-16,0.005783608,0,0.994216392
-39.5,-15,0.003967014,0,0.996032986
-39.5,-14,0.00268503,0,0.99731497
-39.5,-13,0.00179367,0,0.99820633
-39.5,-12,0.001182819,0,0.998817181
-39.5,-11,0.00077008,0,0.99922992
-39.5,-10,0.000495038,0,0.999504962
-39.5,-9,0.000314233,0,0.999685767
-39.5,-8,0.000196964,0,0.999803036
-39.5,-7,0.000121911,0,0.999878089
-39.5,-6,7.45E-05,0,0.999925493
-39.5,-5,4.50E-05,0,0.99995504
-39.5,-4,2.68E-05,0,0.999973214
-39.5,-3,1.58E-05,0,0.999984246
-39.5,-2,9.15E-06,0,0.999990853
-39.5,-1,5.24E-06,0,0.999994758
-39.5,1,1.66E-06,0,0.999998345
-39.5,2,9.12E-07,0,0.999999088
-39.5,3,4.96E-07,0,0.999999504
-39.5,4,2.66E-07,0,0.999999734
-39.5,5,1.41E-07,0,0.999999859
-39.5,6,7.37E-08,0,0.999999926
-39.5,7,3.81E-08,0,0.999999962
-39.5,8,1.94E-08,0,0.999999981
-39.5,9,9.74E-09,0,0.99999999
