Home Team,Away Team,Team,Game Date,spread_kenpom,win_prob_kenpom,projected_total_kenpom
West Georgia,Eastern Kentucky,Eastern Kentucky,20260103,-1,0.52,157
West Georgia,Eastern Kentucky,West Georgia,20260103,1,0.48,157
Little Rock,Tennessee St.,Tennessee St.,20260103,-1,0.54,145
Little Rock,Tennessee St.,Little Rock,20260103,1,0.46,145
Charleston Southern,UNC Asheville,UNC Asheville,20260103,4,0.37,150
Charleston Southern,UNC Asheville,Charleston Southern,20260103,-4,0.63,150
Troy,South Alabama,South Alabama,20260103,7,0.26,143
Troy,South Alabama,Troy,20260103,-7,0.74,143
Abilene Christian,Utah Valley,Utah Valley,20260103,-9,0.79,141
Abilene Christian,Utah Valley,Abilene Christian,20260103,9,0.21,141
Northwestern St.,New Orleans,New Orleans,20260103,-3,0.63,157
Northwestern St.,New Orleans,Northwestern St.,20260103,3,0.37,157
Loyola MD,Lafayette,Lafayette,20260103,1,0.47,155
Loyola MD,Lafayette,Loyola MD,20260103,-1,0.53,155
Presbyterian,USC Upstate,USC Upstate,20260103,2,0.46,134
Presbyterian,USC Upstate,Presbyterian,20260103,-2,0.54,134
UMass Lowell,Albany,Albany,20260103,2,0.4,158
UMass Lowell,Albany,UMass Lowell,20260103,-2,0.6,158
Arkansas St.,James Madison,James Madison,20260103,8,0.23,164
Arkansas St.,James Madison,Arkansas St.,20260103,-8,0.77,164
Southeastern Louisiana,Stephen F. Austin,Stephen F. Austin,20260103,-7,0.73,135
Southeastern Louisiana,Stephen F. Austin,Southeastern Louisiana,20260103,7,0.27,135
Idaho,Eastern Washington,Eastern Washington,20260103,6,0.28,158
Idaho,Eastern Washington,Idaho,20260103,-6,0.72,158
Jackson St.,Alcorn St.,Alcorn St.,20260103,3,0.42,151
Jackson St.,Alcorn St.,Jackson St.,20260103,-3,0.58,151
Binghamton,NJIT,NJIT,20260103,1,0.5,143
Binghamton,NJIT,Binghamton,20260103,-1,0.5,143
Arkansas Pine Bluff,Alabama A&M,Alabama A&M,20260103,-3,0.63,149
Arkansas Pine Bluff,Alabama A&M,Arkansas Pine Bluff,20260103,3,0.37,149
Drexel,Hofstra,Hofstra,20260103,-8,0.77,140
Drexel,Hofstra,Drexel,20260103,8,0.23,140
North Dakota,South Dakota St.,South Dakota St.,20260103,-6,0.7,150
North Dakota,South Dakota St.,North Dakota,20260103,6,0.3,150
VMI,Chattanooga,Chattanooga,20260103,-4,0.65,150
VMI,Chattanooga,VMI,20260103,4,0.35,150
Grambling St.,Prairie View A&M,Prairie View A&M,20260103,6,0.31,154
Grambling St.,Prairie View A&M,Grambling St.,20260103,-6,0.69,154
Marshall,Appalachian St.,Appalachian St.,20260103,7,0.27,141
Marshall,Appalachian St.,Marshall,20260103,-7,0.73,141
Louisiana,Southern Miss,Southern Miss,20260103,-4,0.66,132
Louisiana,Southern Miss,Louisiana,20260103,4,0.34,132
Weber St.,Sacramento St.,Sacramento St.,20260103,7,0.28,161
Weber St.,Sacramento St.,Weber St.,20260103,-7,0.72,161
Maine,Bryant,Bryant,20260103,-1,0.52,129
Maine,Bryant,Maine,20260103,1,0.48,129
Holy Cross,Navy,Navy,20260103,-5,0.68,141
Holy Cross,Navy,Holy Cross,20260103,5,0.32,141
Bucknell,Lehigh,Lehigh,20260103,4,0.37,140
Bucknell,Lehigh,Bucknell,20260103,-4,0.63,140
North Carolina Central,Norfolk St.,Norfolk St.,20260103,-4,0.63,138
North Carolina Central,Norfolk St.,North Carolina Central,20260103,4,0.37,138
New Hampshire,Vermont,Vermont,20260103,-6,0.7,144
New Hampshire,Vermont,New Hampshire,20260103,6,0.3,144
Army,Colgate,Colgate,20260103,-6,0.72,146
Army,Colgate,Army,20260103,6,0.28,146
Towson,Monmouth,Monmouth,20260103,8,0.24,134
Towson,Monmouth,Towson,20260103,-8,0.76,134
Louisiana Monroe,Texas St.,Texas St.,20260103,-6,0.69,152
Louisiana Monroe,Texas St.,Louisiana Monroe,20260103,6,0.31,152
Rice,Memphis,Memphis,20260103,-11,0.85,141
Rice,Memphis,Rice,20260103,11,0.15,141
Loyola Chicago,Dayton,Dayton,20260103,-11,0.84,145
Loyola Chicago,Dayton,Loyola Chicago,20260103,11,0.16,145
Stony Brook,North Carolina A&T,North Carolina A&T,20260103,6,0.28,144
Stony Brook,North Carolina A&T,Stony Brook,20260103,-6,0.72,144
Incarnate Word,Houston Christian,Houston Christian,20260103,9,0.23,147
Incarnate Word,Houston Christian,Incarnate Word,20260103,-9,0.77,147
SIUE,Morehead St.,Morehead St.,20260103,6,0.29,134
SIUE,Morehead St.,SIUE,20260103,-6,0.71,134
Southern Utah,UT Arlington,UT Arlington,20260103,-8,0.76,138
Southern Utah,UT Arlington,Southern Utah,20260103,8,0.24,138
Central Michigan,Toledo,Toledo,20260103,-9,0.78,157
Central Michigan,Toledo,Central Michigan,20260103,9,0.22,157
Nicholls,East Texas A&M,East Texas A&M,20260103,8,0.22,150
Nicholls,East Texas A&M,Nicholls,20260103,-8,0.78,150
UNC Wilmington,Hampton,Hampton,20260103,11,0.16,141
UNC Wilmington,Hampton,UNC Wilmington,20260103,-11,0.84,141
Maryland Eastern Shore,Morgan St.,Morgan St.,20260103,7,0.26,139
Maryland Eastern Shore,Morgan St.,Maryland Eastern Shore,20260103,-7,0.74,139
South Carolina St.,Howard,Howard,20260103,-8,0.76,148
South Carolina St.,Howard,South Carolina St.,20260103,8,0.24,148
Furman,Western Carolina,Western Carolina,20260103,11,0.17,153
Furman,Western Carolina,Furman,20260103,-11,0.83,153
Coastal Carolina,Georgia St.,Georgia St.,20260103,9,0.21,143
Coastal Carolina,Georgia St.,Coastal Carolina,20260103,-9,0.79,143
Bethune Cookman,Florida A&M,Florida A&M,20260103,9,0.21,149
Bethune Cookman,Florida A&M,Bethune Cookman,20260103,-9,0.79,149
UC Davis,Cal St. Bakersfield,Cal St. Bakersfield,20260103,10,0.16,154
UC Davis,Cal St. Bakersfield,UC Davis,20260103,-10,0.84,154
Southern,Texas Southern,Texas Southern,20260103,9,0.19,157
Southern,Texas Southern,Southern,20260103,-9,0.81,157
The Citadel,Wofford,Wofford,20260103,-9,0.79,145
The Citadel,Wofford,The Citadel,20260103,9,0.21,145
Tennessee Martin,Eastern Illinois,Eastern Illinois,20260103,9,0.21,133
Tennessee Martin,Eastern Illinois,Tennessee Martin,20260103,-9,0.79,133
Montana St.,Northern Arizona,Northern Arizona,20260103,10,0.17,140
Montana St.,Northern Arizona,Montana St.,20260103,-10,0.83,140
Temple,UTSA,UTSA,20260103,11,0.15,153
Temple,UTSA,Temple,20260103,-11,0.85,153
Nebraska Omaha,Kansas City,Kansas City,20260103,10,0.19,148
Nebraska Omaha,Kansas City,Nebraska Omaha,20260103,-10,0.81,148
Buffalo,Ball St.,Ball St.,20260103,11,0.16,143
Buffalo,Ball St.,Buffalo,20260103,-11,0.84,143
Lindenwood,Southern Indiana,Southern Indiana,20260103,10,0.17,148
Lindenwood,Southern Indiana,Lindenwood,20260103,-10,0.83,148
Central Arkansas,Stetson,Stetson,20260103,10,0.17,148
Central Arkansas,Stetson,Central Arkansas,20260103,-10,0.83,148
Austin Peay,Jacksonville,Jacksonville,20260103,11,0.16,137
Austin Peay,Jacksonville,Austin Peay,20260103,-11,0.84,137
North Dakota St.,Oral Roberts,Oral Roberts,20260103,12,0.12,150
North Dakota St.,Oral Roberts,North Dakota St.,20260103,-12,0.88,150
George Washington,La Salle,La Salle,20260103,16,0.07,154
George Washington,La Salle,George Washington,20260103,-16,0.93,154
Delaware St.,Coppin St.,Coppin St.,20260103,10,0.17,140
Delaware St.,Coppin St.,Delaware St.,20260103,-10,0.83,140
Utah St.,San Jose St.,San Jose St.,20260103,21,0.03,149
Utah St.,San Jose St.,Utah St.,20260103,-21,0.97,149
High Point,Longwood,Longwood,20260103,17,0.06,165
High Point,Longwood,High Point,20260103,-17,0.94,165
Southeast Missouri,Western Illinois,Western Illinois,20260103,12,0.13,148
Southeast Missouri,Western Illinois,Southeast Missouri,20260103,-12,0.87,148
Mississippi Valley St.,Alabama St.,Alabama St.,20260103,-13,0.87,149
Mississippi Valley St.,Alabama St.,Mississippi Valley St.,20260103,13,0.13,149
Kent St.,Northern Illinois,Northern Illinois,20260103,16,0.08,162
Kent St.,Northern Illinois,Kent St.,20260103,-16,0.92,162
UNLV,Air Force,Air Force,20260103,15,0.09,147
UNLV,Air Force,UNLV,20260103,-15,0.91,147
Lipscomb,North Florida,North Florida,20260103,17,0.06,169
Lipscomb,North Florida,Lipscomb,20260103,-17,0.94,169
Winthrop,Gardner Webb,Gardner Webb,20260103,21,0.03,165
Winthrop,Gardner Webb,Winthrop,20260103,-21,0.97,165
Seton Hall,Creighton,Creighton,20260104,3,0.41,139
Seton Hall,Creighton,Seton Hall,20260104,-3,0.59,139
Indiana,Washington,Washington,20260104,6,0.28,148
Indiana,Washington,Indiana,20260104,-6,0.72,148
North Texas,Tulsa,Tulsa,20260104,-3,0.62,139
North Texas,Tulsa,North Texas,20260104,3,0.38,139
South Florida,UAB,UAB,20260104,6,0.3,162
South Florida,UAB,South Florida,20260104,-6,0.7,162
Murray St.,Bradley,Bradley,20260104,6,0.28,160
Murray St.,Bradley,Murray St.,20260104,-6,0.72,160
Middle Tennessee,Sam Houston St.,Sam Houston St.,20260104,4,0.36,156
Middle Tennessee,Sam Houston St.,Middle Tennessee,20260104,-4,0.64,156
Tulane,Florida Atlantic,Florida Atlantic,20260104,-4,0.65,156
Tulane,Florida Atlantic,Tulane,20260104,4,0.35,156
Belmont,Southern Illinois,Southern Illinois,20260104,9,0.22,159
Belmont,Southern Illinois,Belmont,20260104,-9,0.78,159
Fordham,Richmond,Richmond,20260104,-2,0.58,140
Fordham,Richmond,Fordham,20260104,2,0.42,140
Missouri St.,New Mexico St.,New Mexico St.,20260104,-1,0.52,137
Missouri St.,New Mexico St.,Missouri St.,20260104,1,0.48,137
Oakland,Robert Morris,Robert Morris,20260104,5,0.32,163
Oakland,Robert Morris,Oakland,20260104,-5,0.68,163
Saint Mary's,Seattle,Seattle,20260104,12,0.14,138
Saint Mary's,Seattle,Saint Mary's,20260104,-12,0.86,138
Northern Kentucky,Youngstown St.,Youngstown St.,20260104,1,0.45,147
Northern Kentucky,Youngstown St.,Northern Kentucky,20260104,-1,0.55,147
Marist,Iona,Iona,20260104,3,0.38,143
Marist,Iona,Marist,20260104,-3,0.62,143
Valparaiso,Illinois Chicago,Illinois Chicago,20260104,3,0.39,141
Valparaiso,Illinois Chicago,Valparaiso,20260104,-3,0.61,141
Drake,Indiana St.,Indiana St.,20260104,6,0.29,146
Drake,Indiana St.,Drake,20260104,-6,0.71,146
Washington St.,Oregon St.,Oregon St.,20260104,6,0.29,144
Washington St.,Oregon St.,Washington St.,20260104,-6,0.71,144
Delaware,Kennesaw St.,Kennesaw St.,20260104,-5,0.69,153
Delaware,Kennesaw St.,Delaware,20260104,5,0.31,153
Mercyhurst,Le Moyne,Le Moyne,20260104,-1,0.53,145
Mercyhurst,Le Moyne,Mercyhurst,20260104,1,0.47,145
Evansville,Northern Iowa,Northern Iowa,20260104,-8,0.77,126
Evansville,Northern Iowa,Evansville,20260104,8,0.23,126
Canisius,Sacred Heart,Sacred Heart,20260104,-1,0.56,141
Canisius,Sacred Heart,Canisius,20260104,1,0.44,141
Saint Francis,Fairleigh Dickinson,Fairleigh Dickinson,20260104,-1,0.57,149
Saint Francis,Fairleigh Dickinson,Saint Francis,20260104,1,0.43,149
Merrimack,Manhattan,Manhattan,20260104,5,0.32,149
Merrimack,Manhattan,Merrimack,20260104,-5,0.68,149
Western Kentucky,Louisiana Tech,Louisiana Tech,20260104,8,0.24,142
Western Kentucky,Louisiana Tech,Western Kentucky,20260104,-8,0.76,142
Niagara,Fairfield,Fairfield,20260104,-4,0.63,142
Niagara,Fairfield,Niagara,20260104,4,0.37,142
FIU,UTEP,UTEP,20260104,9,0.22,151
FIU,UTEP,FIU,20260104,-9,0.78,151
Gonzaga,Loyola Marymount,Loyola Marymount,20260104,21,0.03,151
Gonzaga,Loyola Marymount,Gonzaga,20260104,-21,0.97,151
Liberty,Jacksonville St.,Jacksonville St.,20260104,10,0.17,136
Liberty,Jacksonville St.,Liberty,20260104,-10,0.83,136
Purdue Fort Wayne,Cleveland St.,Cleveland St.,20260104,7,0.25,161
Purdue Fort Wayne,Cleveland St.,Purdue Fort Wayne,20260104,-7,0.75,161
Chicago St.,LIU,LIU,20260104,-8,0.76,156
Chicago St.,LIU,Chicago St.,20260104,8,0.24,156
St. Thomas,Denver,Denver,20260104,10,0.17,164
St. Thomas,Denver,St. Thomas,20260104,-10,0.83,164
Santa Clara,San Diego,San Diego,20260104,14,0.1,160
Santa Clara,San Diego,Santa Clara,20260104,-14,0.9,160
Central Connecticut,New Haven,New Haven,20260104,7,0.28,133
Central Connecticut,New Haven,Central Connecticut,20260104,-7,0.72,133
Connecticut,Marquette,Marquette,20260104,22,0.02,146
Connecticut,Marquette,Connecticut,20260104,-22,0.98,146
San Francisco,Portland,Portland,20260104,12,0.14,146
San Francisco,Portland,San Francisco,20260104,-12,0.86,146
Wagner,Stonehill,Stonehill,20260104,8,0.23,138
Wagner,Stonehill,Wagner,20260104,-8,0.77,138
Pacific,Pepperdine,Pepperdine,20260104,11,0.15,137
Pacific,Pepperdine,Pacific,20260104,-11,0.85,137
Quinnipiac,Mount St. Mary's,Mount St. Mary's,20260104,11,0.16,147
Quinnipiac,Mount St. Mary's,Quinnipiac,20260104,-11,0.84,147
Rider,Siena,Siena,20260104,-9,0.81,131
Rider,Siena,Rider,20260104,9,0.19,131
IU Indy,Wright St.,Wright St.,20260104,-12,0.87,166
IU Indy,Wright St.,IU Indy,20260104,12,0.13,166
Ohio St.,Nebraska,Nebraska,20260105,1,0.47,155
Ohio St.,Nebraska,Ohio St.,20260105,-1,0.53,155
Michigan St.,USC,USC,20260105,8,0.23,150
Michigan St.,USC,Michigan St.,20260105,-8,0.77,150
Rutgers,Oregon,Oregon,20260105,-5,0.65,143
Rutgers,Oregon,Rutgers,20260105,5,0.35,143
Cornell,Columbia,Columbia,20260105,1,0.49,171
Cornell,Columbia,Cornell,20260105,-1,0.51,171
Charleston,William & Mary,William & Mary,20260105,-2,0.58,160
Charleston,William & Mary,Charleston,20260105,2,0.42,160
McNeese,Stephen F. Austin,Stephen F. Austin,20260105,8,0.24,144
McNeese,Stephen F. Austin,McNeese,20260105,-8,0.76,144
UT Rio Grande Valley,Incarnate Word,Incarnate Word,20260105,1,0.49,151
UT Rio Grande Valley,Incarnate Word,UT Rio Grande Valley,20260105,-1,0.51,151
Green Bay,Milwaukee,Milwaukee,20260105,1,0.49,149
Green Bay,Milwaukee,Green Bay,20260105,-1,0.51,149
Princeton,Penn,Penn,20260105,-1,0.5,147
Princeton,Penn,Princeton,20260105,1,0.5,147
Houston Christian,Texas A&M Corpus Chris,Texas A&M Corpus Chris,20260105,-1,0.53,137
Houston Christian,Texas A&M Corpus Chris,Houston Christian,20260105,1,0.47,137
Southeastern Louisiana,Lamar,Lamar,20260105,-1,0.51,135
Southeastern Louisiana,Lamar,Southeastern Louisiana,20260105,1,0.49,135
Brown,Yale,Yale,20260105,-9,0.79,147
Brown,Yale,Brown,20260105,9,0.21,147
Harvard,Dartmouth,Dartmouth,20260105,6,0.3,148
Harvard,Dartmouth,Harvard,20260105,-6,0.7,148
Arkansas Pine Bluff,Alabama St.,Alabama St.,20260105,-3,0.62,161
Arkansas Pine Bluff,Alabama St.,Arkansas Pine Bluff,20260105,3,0.38,161
Southern,Prairie View A&M,Prairie View A&M,20260105,7,0.27,163
Southern,Prairie View A&M,Southern,20260105,-7,0.73,163
Nicholls,Northwestern St.,Northwestern St.,20260105,8,0.23,150
Nicholls,Northwestern St.,Nicholls,20260105,-8,0.77,150
New Orleans,East Texas A&M,East Texas A&M,20260105,9,0.22,155
New Orleans,East Texas A&M,New Orleans,20260105,-9,0.78,155
Grambling St.,Texas Southern,Texas Southern,20260105,8,0.23,148
Grambling St.,Texas Southern,Grambling St.,20260105,-8,0.77,148
Mississippi Valley St.,Alabama A&M,Alabama A&M,20260105,-12,0.86,138
Mississippi Valley St.,Alabama A&M,Mississippi Valley St.,20260105,12,0.14,138
