Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Purdue Boilermakers vs. Evansville Purple Aces,Nov 04 06:30PM ET,Purdue Boilermakers,3,-32.5,-27.4,-30.5,0.4361212503344439,-32.5,-0.08768827347507996,4.3,-27.4,,-34.8,-27.3,0.9802358323010603,-10000,0.9711510996858042,-0.009863177599929829,0.013,0.98,,0.998641129832633,1,147.5,146.623379546222,147.0,147.5,4.7,149.0,,146.623379546222,139.9,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,0,0,0,0
Purdue Boilermakers vs. Evansville Purple Aces,Nov 04 06:30PM ET,Evansville Purple Aces,3,32.5,27.4,30.5,0.5638787496655561,32.5,0.04006922585603223,4.3,27.4,,34.8,27.3,0.0197641676989396,3300,0.028848900314195947,-0.009647597006942753,0.013,0.02,,0.0013588701673665,3,147.5,146.623379546222,147.0,147.5,4.7,149.0,,146.623379546222,139.9,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,0,0,0,0
West Virginia Mountaineers vs. Mt. St. Mary's Mountaineers,Nov 04 07:00PM ET,West Virginia Mountaineers,2,-19.5,-18.6,-19.0,0.4831483753809493,-19.5,-0.040661148428574545,1.5,-19.6,,-16.7,-18.6,0.934272493248586,-3335,0.935746352413019,-0.036615425237585764,0.01,0.94,,0.925597268168306,1,138.0,142.0,139.5,138.0,4.0,142.0,,145.484246108255,137.44,0.5171040958885084,0.4658290826658605,-0.013412336036374262,-0.04990941612348582,0,0,0,0
Florida St Seminoles vs. Alcorn St Braves,Nov 04 07:00PM ET,Alcorn St Braves,3,20.0,22.1,21.0,0.4679574367889025,20.0,-0.05585208702062133,2.2,22.1,,22.7,18.6,0.05004952487013577,1500,0.06020558002936858,-0.012450475129864233,0.014,0.05,,0.0297869394218059,3,148.0,147.746968234799,148.0,148.0,4.5,152.0,,147.746968234799,143.07,0.4924770562779967,0.4924770562779967,-0.03913886878055134,-0.025595232878629803,0,0,0,0
South Carolina Gamecocks vs. North Carolina A&T Aggies,Nov 04 07:00PM ET,South Carolina Gamecocks,2,-21.5,-20.8,-21.0,0.4831483753809493,-21.5,-0.047368056543933335,0.6,-20.8,,-20.1,-21.2,0.949707160014388,-5000,0.9463722397476342,-0.030684996848357016,0.004,0.95,,0.956084160562284,1,144.0,144.787504443463,144.5,144.0,3.8,149.0,,144.787504443463,141.34,0.5000019640908513,0.4828998214739237,-0.029409800615031068,-0.032838677315422615,0,0,0,0
South Carolina Gamecocks vs. North Carolina A&T Aggies,Nov 04 07:00PM ET,North Carolina A&T Aggies,2,21.5,20.8,21.0,0.5168516246190507,21.5,0.0046565026678311305,0.6,20.8,,20.1,21.2,0.050292839985612015,1700,0.05362776025236594,-0.005262715569943538,0.004,0.05,,0.0439158394377162,3,144.0,144.787504443463,144.5,144.0,3.8,149.0,,144.787504443463,141.34,0.5000013374412138,0.4849554499972073,-0.02941042726466858,-0.030783048792139,0,0,0,0
Fordham Rams vs. NJIT Highlanders,Nov 04 07:00PM ET,Fordham Rams,2,-13.0,-13.4,-13.0,0.5,-13.25,-0.023809523809523836,2.0,-16.4,,-12.5,-13.4,0.8806917148744646,-1100,0.8773006134969327,-0.035974951792202,0.037,0.91,,0.858165632503993,1,145.5,146.960051403048,146.0,145.5,5.3,154.0,,146.960051403048,143.70999999999998,0.5085510713084638,0.4914489286915363,-0.01751527940243669,-0.030082171786932566,0,0,0,0
East Carolina Pirates vs. Georgia Southern Eagles,Nov 04 07:00PM ET,East Carolina Pirates,3,-6.5,-8.2,-7.0,0.5160342270972185,-6.5,-0.0077752967123053685,1.0,-8.2,,-9.5,-7.6,0.7523707571118416,-310,0.7199453551912568,-0.0037268038637681133,0.007,0.78,,0.789592318064853,2,148.5,147.960714336834,148.5,148.5,2.9,152.0,,147.960714336834,146.48,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
West Virginia Mountaineers vs. Mt. St. Mary's Mountaineers,Nov 04 07:00PM ET,Mt. St. Mary's Mountaineers,2,19.5,18.6,19.0,0.5168516246190507,19.5,-0.008088992958146468,1.5,19.6,,16.7,18.6,0.06572750675141406,1400,0.06425364758698092,-0.0009391599152526048,0.01,0.06,,0.0744027318316944,3,138.0,142.0,139.5,138.0,4.0,142.0,,145.484246108255,137.44,0.5150472191818924,0.4699309502034305,-0.01546921274299018,-0.04580754858591579,0,0,0,0
Kentucky Wildcats vs. Nicholls St Colonels,Nov 04 07:00PM ET,Nicholls St Colonels,3,29.5,27.0,28.5,0.5320425632110974,29.5,0.013970274054470933,0.8,28.1,,26.6,27.0,,,0.0,0.0,0.004,0.02,,0.0143005363473777,3,152.5,152.0,152.5,152.5,2.9,152.0,,150.9717495369,156.47,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
