Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Georgia Bulldogs vs. Clemson Tigers,Nov 23 01:00PM ET,Georgia Bulldogs,3,2.5,-0.45,1.5,0.5320425632110974,2.5,0.008233039401573605,1.8,-1.5,2.0,-1.7,0.6,0.49958248924877163,116,0.4403131115459883,0.03661952628580867,0.063,0.56,0.4499999999999999,0.558851866951555,1,157.5,151.258774071373,155.0,157.5,3.3,148.0,156.0,151.367548142746,151.15,0.4573230935235297,0.5426769064764703,-0.06420800695493917,0.013265141770587907,1,1,0,1
Miami (OH) RedHawks vs. Arkansas-Pine Bluff Golden Lions,Nov 23 01:00PM ET,Miami (OH) RedHawks,3,-22.0,-22.7,-22.5,0.5160342270972185,-22.0,-0.01884949383301404,3.6,-23.4,-22.0,-26.7,-18.0,0.9568693038339764,-3604,0.9337386076679528,-0.016132098690567753,0.02,0.95,0.98,0.989037238007683,3,160.5,162.075,161.0,160.5,1.8,163.0,160.0,164.033916777752,161.14999999999998,0.5075229437220032,0.4924770562779967,-0.020778943070449585,-0.03133246753152713,0,1,0,0
Miami (OH) RedHawks vs. Arkansas-Pine Bluff Golden Lions,Nov 23 01:00PM ET,Arkansas-Pine Bluff Golden Lions,3,22.0,22.7,22.5,0.4839657729027816,22.0,-0.028229349048437935,3.6,23.4,22.0,26.7,18.0,0.04313069616602361,1348,0.06626139233204721,-0.02591692288159543,0.02,0.05,0.02,0.0109627619923169,3,160.5,162.075,161.0,160.5,1.8,163.0,160.0,164.033916777752,161.14999999999998,0.5075229437220032,0.4924770562779967,-0.020778943070449585,-0.03133246753152713,0,1,0,0
Miami Hurricanes vs. Delaware St Hornets,Nov 23 01:00PM ET,Delaware St Hornets,3,34.5,29.75,32.5,0.5638787496655561,34.5,0.04006922585603223,3.2,31.5,28.0,32.8,25.8,,,0.0,0.0,0.01,0.02,0.005,0.0022298466057466,3,151.75,153.3717677528025,152.5,151.75,6.3,163.0,148.0,152.673535505605,154.07,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,1,1,0,0
SIU-Edwardsville Cougars vs. Alabama St Hornets,Nov 23 01:00PM ET,SIU-Edwardsville Cougars,2,-4.0,-1.05,-3.0,0.4663268053956411,-4.0,-0.05748271841388275,0.9,-1.6,-1.0,-1.1,0.5,0.572113734452027,-171,0.6022874967507149,-0.058877550951023316,0.011,0.56,0.54,0.541939972153339,2,141.5,139.5,140.5,141.5,2.6,140.0,139.0,144.270018763527,138.57,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,1,1,0,0
SIU-Edwardsville Cougars vs. Alabama St Hornets,Nov 23 01:00PM ET,Alabama St Hornets,2,4.0,1.05,3.0,0.5336731946043589,4.0,0.009863670794835078,0.9,1.6,1.0,1.1,-0.5,0.4278862655479731,140,0.3977125032492852,0.011219598881306359,0.011,0.4399999999999999,0.4599999999999999,0.458060027846661,2,141.5,139.5,140.5,141.5,2.6,140.0,139.0,144.270018763527,138.57,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,1,1,0,0
Miami Hurricanes vs. Delaware St Hornets,Nov 23 01:00PM ET,Miami Hurricanes,3,-34.5,-29.75,-32.5,0.4361212503344439,-34.5,-0.08768827347507996,3.2,-31.5,-28.0,-32.8,-25.8,,,0.0,0.0,0.01,0.98,0.995,0.997770153394253,3,151.75,153.3717677528025,152.5,151.75,6.3,163.0,148.0,152.673535505605,154.07,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,1,1,0,0
Georgia Bulldogs vs. Clemson Tigers,Nov 23 01:00PM ET,Clemson Tigers,3,-2.5,0.45,-1.5,0.4679574367889025,-2.5,-0.05585208702062133,1.8,1.5,-2.0,1.7,-0.6,0.5004175107512283,-143,0.5596868884540117,-0.08805985550391571,0.063,0.4399999999999999,0.55,0.441148133048445,1,157.5,151.258774071373,155.0,157.5,3.3,148.0,156.0,151.367548142746,151.15,0.4573230935235297,0.5426769064764703,-0.06420800695493917,0.013265141770587907,1,1,0,1
Central Arkansas Bears vs. Eastern Washington Eagles,Nov 23 02:00PM ET,Central Arkansas Bears,3,6.5,7.1,6.5,0.5,6.5,-0.023809523809523836,1.7,7.2,7.0,5.2,9.3,0.27761916699548167,235,0.2852383339909633,-0.020954808049081675,0.034,0.26,0.27,0.323806466770354,2,156.5,153.35924410261651,155.0,156.5,5.3,156.0,155.0,151.718488205233,144.38,0.4766742692132684,0.5233257307867316,-0.04713525459625545,-0.007190701138151012,0,0,0,1
Maine Black Bears vs. Brown Bears,Nov 23 02:00PM ET,Maine Black Bears,1,1.0,-1.0,0.0,0.5347027350916924,1.0,0.01089321128216858,0.3,-0.8,-1.0,-1.0,-1.6,0.5136953618922265,-105,0.4891657638136511,0.0015002399410070089,0.005,0.54,0.53,0.538224959970802,1,126.5,131.22781170923048,128.5,126.5,1.8,129.0,131.0,131.455623418461,133.32999999999998,0.5341650358808562,0.4658349641191438,0.021969913929636653,-0.0646814678057388,0,1,1,0
Maine Black Bears vs. Brown Bears,Nov 23 02:00PM ET,Brown Bears,1,-1.0,1.0,-0.0,0.4652972649083076,-1.0,-0.05851225890121625,0.3,0.8,1.0,1.0,1.6,0.4863046381077734,-115,0.5108342361863488,-0.048579082822459096,0.005,0.4599999999999999,0.47,0.461775040029198,1,126.5,131.22781170923048,128.5,126.5,1.8,129.0,131.0,131.455623418461,133.32999999999998,0.5341650358808562,0.4658349641191438,0.021969913929636653,-0.0646814678057388,0,1,1,0
