Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Villanova Wildcats vs. Temple Owls,Dec 01 06:30PM ET,Villanova Wildcats,3,-14.0,-14.35,-14.0,0.5,-14.25,-0.023809523809523836,1.3,-16.1,-13.0,-14.2,-14.5,0.8969178082191781,-1450,0.8938356164383562,-0.03856606274856378,0.008,0.9,0.89,0.906364212316164,3,148.5,151.687529949567,150.0,148.5,1.9,152.0,151.0,151.375059899134,155.17000000000002,0.5225581344892309,0.477441865510769,-0.001251389320292895,-0.04636765829875483,0,0,1,0
Villanova Wildcats vs. Temple Owls,Dec 01 06:30PM ET,Temple Owls,3,14.0,14.35,14.0,0.5,14.25,-0.023809523809523836,1.3,16.1,13.0,14.2,14.5,0.10308219178082187,800,0.10616438356164384,-0.008028919330289236,0.008,0.0999999999999999,0.1099999999999999,0.0936357876838356,3,148.5,151.687529949567,150.0,148.5,1.9,152.0,151.0,151.375059899134,155.17000000000002,0.5225581344892309,0.477441865510769,-0.001251389320292895,-0.04636765829875483,0,0,1,0
Delaware Blue Hens vs. Iona Gaels,Dec 01 07:00PM ET,Delaware Blue Hens,3,1.5,-0.2,1.0,0.5160342270972185,1.5,-0.0077752967123053685,1.0,0.9,-1.0,-0.9,0.5,0.47700814901047733,110,0.45401629802095467,0.0008176728200011696,0.031,0.47,0.5,0.531281164797632,1,156.5,159.248036694331,157.5,156.5,5.2,163.0,163.0,155.496073388662,152.95999999999998,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,1,1,0,0
Troy Trojans vs. West Georgia Wolves,Dec 01 07:00PM ET,West Georgia Wolves,3,15.5,14.15,15.0,0.5160342270972185,15.5,0.0038391051459989445,2.5,17.4,14.0,11.4,14.3,0.09536082474226798,950,0.09072164948453607,0.0001227295041727472,0.036,0.0799999999999999,0.0999999999999999,0.150653989792711,3,148.5,148.210113347863,148.5,148.5,4.3,147.0,154.0,149.420226695726,143.76999999999998,0.5,0.5,-0.030516431924882625,-0.01807228915662651,0,0,0,0
Troy Trojans vs. West Georgia Wolves,Dec 01 07:00PM ET,Troy Trojans,3,-15.5,-14.15,-15.0,0.4839657729027816,-15.5,-0.04983376089675223,2.5,-17.4,-14.0,-11.4,-14.3,0.9046391752577319,-2100,0.9092783505154638,-0.04990627928772273,0.036,0.92,0.9,0.849346010207289,3,148.5,148.210113347863,148.5,148.5,4.3,147.0,154.0,149.420226695726,143.76999999999998,0.5,0.5,-0.030516431924882625,-0.01807228915662651,0,0,0,0
Delaware Blue Hens vs. Iona Gaels,Dec 01 07:00PM ET,Iona Gaels,3,-1.5,0.2,-1.0,0.4839657729027816,-1.5,-0.03984375090674225,1.0,-0.9,1.0,0.9,-0.5,0.5229918509895227,-134,0.5459837019790454,-0.04965772166004989,0.031,0.53,0.5,0.468718835202368,1,156.5,159.248036694331,157.5,156.5,5.2,163.0,163.0,155.496073388662,152.95999999999998,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,1,1,0,0
Jacksonville St Gamecocks vs. North Alabama Lions,Dec 01 07:00PM ET,Jacksonville St Gamecocks,1,-5.5,-4.0,-5.0,0.4826321819260377,-5.5,-0.04117734188348615,1.2,-3.2,-6.0,-4.2,-3.8,0.6624883164406862,-235,0.6704377766847024,-0.03900422087274669,0.031,0.64,0.7,0.65453885619667,2,134.5,136.05236306112351,135.0,134.5,5.7,133.0,146.0,135.104726122247,137.0,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,0,0,0,0
Xavier Musketeers vs. St. Francis (PA) Red Flash,Dec 01 07:00PM ET,Xavier Musketeers,3,-27.5,-26.5,-27.0,0.4839657729027816,-27.5,-0.03984375090674225,2.8,-26.5,-22.0,-27.0,,0.9780371384359006,-20000,0.976074276871801,-0.016987737185990004,0.01,0.97,0.98,0.990455420799549,3,151.5,153.067863033277,152.0,151.5,1.5,155.0,152.0,153.067863033277,,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0,0,0,0
Xavier Musketeers vs. St. Francis (PA) Red Flash,Dec 01 07:00PM ET,St. Francis (PA) Red Flash,3,27.5,26.5,27.0,0.5160342270972185,27.5,-0.0077752967123053685,2.8,26.5,22.0,27.0,,0.021962861564099514,4000,0.023925723128199027,-0.0024273823383395114,0.01,0.03,0.02,0.0095445792004513,3,151.5,153.067863033277,152.0,151.5,1.5,155.0,152.0,153.067863033277,,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0,0,0,0
Cincinnati Bearcats vs. Tarleton State Texans,Dec 01 07:00PM ET,Cincinnati Bearcats,2,-17.5,-16.700000000000003,-17.0,0.4831483753809493,-17.5,-0.040661148428574545,4.9,-17.3,-20.0,-16.1,-8.6,0.9250713203398555,-2800,0.926208651399491,-0.04044592103945488,0.028,0.92,0.97,0.92393398928022,3,145.5,146.44743465302,146.0,145.5,0.9,147.0,146.0,146.89486930604,144.97,0.5075229437220032,0.4924770562779967,-0.02188882098387912,-0.02905404420047214,0,0,0,0
