Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
UC Irvine Anteaters vs. Hawai'i Rainbow Warriors,Jan 29 11:05PM ET,2026-01-30 05:24:41 UTC,UC Irvine Anteaters,2,-4.5,-4.5,-0.6,-3.0,0.4495651839673769,-3.5,-0.09588936148716853,-0.09588936148716853,1.8,,1.0,-0.6,-2.5,0.6029126275638629,-270,-298,0.7046764968618398,-0.1456731675335602,-0.1456731675335602,0.03,,0.48,0.522297516531772,2,144.5,134.3,140.5,144.5,144.5,2.6,,133.0,138.014303128551,134.3,0.4380141038181897,0.5619858961818103,-0.07772439497115657,0.009413189246687215,-0.07772439497115657,0.009413189246687215,0,0,0,0
UC Irvine Anteaters vs. Hawai'i Rainbow Warriors,Jan 29 11:05PM ET,2026-01-30 05:24:41 UTC,Hawai'i Rainbow Warriors,2,4.5,4.5,0.6,3.0,0.5504348160326231,3.5,0.026625292223099284,0.026625292223099284,1.8,,-1.0,0.6,2.5,0.3970873724361371,200,219,0.29532350313816025,0.0833618822400587,0.0833618822400587,0.03,,0.52,0.477702483468228,2,144.5,134.3,140.5,144.5,144.5,2.6,,133.0,138.014303128551,134.3,0.4380141038181897,0.5619858961818103,-0.07772439497115657,0.009413189246687215,-0.07772439497115657,0.009413189246687215,0,0,0,0
UL Monroe Warhawks vs. Georgia Southern Eagles,Jan 30 03:00PM ET,2026-01-29 22:06:31 UTC,UL Monroe Warhawks,3,11.5,11.5,9.25,10.5,0.5320425632110974,,-0.002841157719135068,,2.8,13.2,9.0,6.4,9.5,0.17943925233644858,,500,0.1588785046728972,0.012772585669781927,,0.068,0.14,0.2,0.276017839373313,3,162.5,163.85500000000002,163.0,,162.5,2.1,165.0,163.0,160.43649023059,164.71,0.5075229437220032,0.4924770562779967,-0.004672178229216284,-0.042406664652235804,,,0,0,0,0
UL Monroe Warhawks vs. Georgia Southern Eagles,Jan 30 03:00PM ET,2026-01-29 22:06:31 UTC,Georgia Southern Eagles,3,-11.5,-11.5,-9.25,-10.5,0.4679574367889025,,-0.04423768516231702,,2.8,-13.2,-9.0,-6.4,-9.5,0.8205607476635515,,-750,0.8411214953271028,-0.06179219351291909,,0.068,0.86,0.8,0.723982160626687,3,162.5,163.85500000000002,163.0,,162.5,2.1,165.0,163.0,160.43649023059,164.71,0.5075229437220032,0.4924770562779967,-0.004672178229216284,-0.042406664652235804,,,0,0,0,0
Cornell Big Red vs. Princeton Tigers,Jan 30 06:00PM ET,2026-01-29 19:14:36 UTC,Cornell Big Red,3,-5.5,-5.5,-6.15,-6.0,0.5160342270972185,-5.5,-0.0077752967123053685,-0.0054968733812503,0.7,-6.5,-5.0,-6.0,-6.3,0.7023282442748091,,-260,0.6946564885496184,-0.0198939779474131,,0.019,0.71,0.68,0.715627827781972,2,161.5,162.6,162.0,161.5,161.5,1.9,166.0,163.0,161.708334785722,162.2,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0258514751091165,-0.0371909506583723,0,0,1,0
Cornell Big Red vs. Princeton Tigers,Jan 30 06:00PM ET,2026-01-29 19:14:36 UTC,Princeton Tigers,3,5.5,5.5,6.15,6.0,0.4839657729027816,5.5,-0.03984375090674225,-0.0421005778081188,0.7,6.5,5.0,6.0,6.3,0.29767175572519083,,215,0.3053435114503817,-0.01978856173512661,,0.019,0.29,0.32,0.284372172218028,2,161.5,162.6,162.0,161.5,161.5,1.9,166.0,163.0,161.708334785722,162.2,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0258514751091165,-0.0371909506583723,0,0,1,0
Akron Zips vs. Kent State Golden Flashes,Jan 30 06:00PM ET,2026-01-29 19:14:36 UTC,Akron Zips,3,-11.5,-11.5,-12.75,-12.0,0.5160342270972185,-11.5,-0.0077752967123053685,-0.0054968733812503,1.5,-13.6,-12.0,-10.5,-13.5,0.8490593717638937,,-780,0.8481187435277874,-0.037304264599742676,,0.009,0.85,0.85,0.834358846198299,3,169.5,171.75,170.5,171.5,169.5,3.2,175.0,174.0,168.629192739624,169.5,0.5150432125615789,0.4849567874384211,-0.006487887916889923,-0.04110956327247939,-0.0260663507109004,-0.0215311004784688,0,0,0,0
Akron Zips vs. Kent State Golden Flashes,Jan 30 06:00PM ET,2026-01-29 19:14:36 UTC,Kent State Golden Flashes,3,11.5,11.5,12.75,12.0,0.4839657729027816,11.5,-0.03984375090674225,-0.0421005778081188,1.5,13.6,12.0,10.5,13.5,0.15094062823610632,,530,0.15188125647221262,-0.007789530494052399,,0.009,0.15,0.15,0.165641153801701,3,169.5,171.75,170.5,171.5,169.5,3.2,175.0,174.0,168.629192739624,169.5,0.5150432125615789,0.4849567874384211,-0.006487887916889923,-0.04110956327247939,-0.0260663507109004,-0.0215311004784688,0,0,0,0
Youngstown St Penguins vs. IUPUI Jaguars,Jan 30 06:30PM ET,2026-01-29 19:28:36 UTC,IUPUI Jaguars,3,10.5,10.5,10.1,10.5,0.5,11.5,-0.02941176470588236,-0.0155816979613295,1.1,12.1,10.0,10.2,9.7,0.17212457229755418,440,450,0.17424914459510832,-0.009753734580752682,-0.0097537345807526,0.006,0.16,0.17,0.171405041201401,3,157.5,162.3324092687615,159.5,158.5,157.5,1.4,164.0,162.0,162.664818537523,160.64999999999998,0.5300650431762558,0.4699349568237442,0.006255519366731965,-0.05387456698577964,-0.005336473863671,-0.0572558110258838,0,1,1,0
Niagara Purple Eagles vs. Siena Saints,Jan 30 06:30PM ET,2026-01-29 19:28:36 UTC,Siena Saints,1,-9.5,-9.5,-8.4,-9.0,0.4826321819260377,-9.5,-0.02956294002518184,-0.0294117647058823,1.0,-7.8,-9.0,-7.7,-9.7,0.7961566130746051,-485,-516,0.8023132261492101,-0.04145022453223257,-0.0414502245322325,0.013,0.81,0.79,0.785710357908511,2,128.5,127.985,128.5,129.5,128.5,2.7,124.0,129.0,130.181328165066,126.97,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0315887097620138,-0.0160303378570338,0,0,0,0
Niagara Purple Eagles vs. Siena Saints,Jan 30 06:30PM ET,2026-01-29 19:28:36 UTC,Niagara Purple Eagles,1,9.5,9.5,8.4,9.0,0.5173678180739623,9.5,-0.01751590285627025,-0.0180722891566265,1.0,7.8,9.0,7.7,9.7,0.20384338692539497,370,385,0.19768677385078995,-0.0025395917980093052,-0.0025395917980093,0.013,0.1899999999999999,0.21,0.214289642091489,2,128.5,127.985,128.5,129.5,128.5,2.7,124.0,129.0,130.181328165066,126.97,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0315887097620138,-0.0160303378570338,0,0,0,0
