Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Coppin St Eagles vs. Howard Bison,Feb 02 06:00PM ET,2026-02-02 01:34:58 UTC,Howard Bison,3,-13.0,-13.0,-13.5,-13.0,0.5,-13.5,-0.032710280373831724,-0.0049504950495049,1.8,-13.0,-14.0,-11.1,-15.4,0.8793363290701695,-1050,-1148,0.8786726581403388,-0.04053546580162548,-0.0405354658016254,0.026,0.88,0.9,0.849163042082952,3,146.0,146.5,146.0,146.5,146.0,1.6,147.0,146.0,148.760288070777,145.1,0.4924770562779967,0.4924770562779967,-0.036934708427885654,-0.025595232878629803,-0.0121951219512195,-0.0348837209302325,0,0,0,0
Charleston Southern Buccaneers vs. Gardner-Webb Bulldogs,Feb 02 06:00PM ET,2026-02-01 19:28:23 UTC,Gardner-Webb Bulldogs,3,17.5,17.5,21.65,19.0,0.452000757288194,17.5,-0.07180876652132984,-0.0763011295042588,2.6,21.4,17.0,21.9,22.9,0.06507586377504743,,1093,0.08015172755009484,-0.018775067901971212,,0.019,0.05,0.06,0.0231126478973153,3,158.5,157.306078825261,158.0,160.5,158.5,2.8,159.0,157.0,157.612157650522,152.62,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0388527363711027,-0.0087663112479449,0,1,0,0
Charleston Southern Buccaneers vs. Gardner-Webb Bulldogs,Feb 02 06:00PM ET,2026-02-01 19:28:23 UTC,Charleston Southern Buccaneers,3,-17.5,-17.5,-21.65,-19.0,0.547999242711806,-17.5,0.024189718902282165,0.0287684734810367,2.6,-21.4,-17.0,-21.9,-22.9,0.9349241362249525,,-2553,0.9198482724499052,-0.027377451076634696,,0.019,0.95,0.94,0.976887352102685,3,158.5,157.306078825261,158.0,160.5,158.5,2.8,159.0,157.0,157.612157650522,152.62,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0388527363711027,-0.0087663112479449,0,1,0,0
Coppin St Eagles vs. Howard Bison,Feb 02 06:00PM ET,2026-02-02 01:34:58 UTC,Coppin St Eagles,3,13.0,13.0,13.5,13.0,0.5,13.5,-0.014563106796116498,-0.0412844036697247,1.8,13.0,14.0,11.1,15.4,0.12066367092983063,675,687,0.12132734185966125,-0.006352458102427433,-0.0063524581024274,0.026,0.12,0.1,0.150836957917048,3,146.0,146.5,146.0,146.5,146.0,1.6,147.0,146.0,148.760288070777,145.1,0.4924770562779967,0.4924770562779967,-0.036934708427885654,-0.025595232878629803,-0.0121951219512195,-0.0348837209302325,0,0,0,0
Lamar Cardinals vs. SE Louisiana Lions,Feb 02 07:00PM ET,2026-02-01 19:40:20 UTC,Lamar Cardinals,1,-6.0,-6.0,-7.05,-6.5,0.5173678180739623,-5.5,-0.006441705735561576,-0.0109340687184905,0.2,-7.1,-7.0,-6.6,-7.1,0.7146715656672056,-238,-244,0.681939219089824,0.005457702607188697,0.0054577026071886,0.025,0.78,0.73,0.747403912244587,2,133.5,131.54,132.5,133.5,133.5,1.8,129.0,131.0,133.192228866275,132.07999999999998,0.4844445857059503,0.5155554142940497,-0.037086514772518564,-0.010510936416850747,-0.0393649381035735,-0.0082541095154741,1,1,0,1
Holy Cross Crusaders vs. Boston Univ. Terriers,Feb 02 07:00PM ET,2026-02-01 19:40:20 UTC,Holy Cross Crusaders,2,1.5,1.5,-0.95,0.5,0.5336731946043589,1.5,-0.0012105263258735954,0.0287226995548539,0.3,-0.9,-1.0,-0.9,-1.5,0.5013679409714062,,105,0.4675324675324675,0.013563062922625768,,0.022,0.54,0.5,0.535203414410345,1,138.5,139.486431659144,139.0,139.5,138.5,1.9,139.0,143.0,139.592863318288,139.38,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.0192307692307692,-0.0283018867924528,0,1,1,0
Holy Cross Crusaders vs. Boston Univ. Terriers,Feb 02 07:00PM ET,2026-02-01 19:40:20 UTC,Boston Univ. Terriers,2,-1.5,-1.5,0.95,-0.5,0.4663268053956411,-1.5,-0.04586831655557844,-0.0749575982740836,0.3,0.9,1.0,0.9,1.5,0.49863205902859375,,-125,0.5324675324675325,-0.056923496526961825,,0.022,0.4599999999999999,0.5,0.464796585589655,1,138.5,139.486431659144,139.0,139.5,138.5,1.9,139.0,143.0,139.592863318288,139.38,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.0192307692307692,-0.0283018867924528,0,1,1,0
Lamar Cardinals vs. SE Louisiana Lions,Feb 02 07:00PM ET,2026-02-01 19:40:20 UTC,SE Louisiana Lions,1,6.0,6.0,7.05,6.5,0.4826321819260377,5.5,-0.04117734188348615,-0.0365985873047315,0.2,7.1,7.0,6.6,7.1,0.28532843433279453,195,202,0.31806078091017603,-0.045453413671579346,-0.0454534136715793,0.025,0.2199999999999999,0.27,0.252596087755413,2,133.5,131.54,132.5,133.5,133.5,1.8,129.0,131.0,133.192228866275,132.07999999999998,0.4844445857059503,0.5155554142940497,-0.037086514772518564,-0.010510936416850747,-0.0393649381035735,-0.0082541095154741,1,1,0,1
North Carolina Tar Heels vs. Syracuse Orange,Feb 02 07:00PM ET,2026-02-01 16:57:45 UTC,Syracuse Orange,3,11.5,11.5,10.65,11.0,0.5160342270972185,9.5,0.0038391051459989445,-0.0398437509067422,1.0,9.6,10.0,11.3,11.7,0.16947019867549667,455,500,0.15894039735099336,0.0028035320088300175,-0.0023182839375333,0.026,0.1899999999999999,0.18,0.140078984626459,3,156.5,153.11,155.0,153.5,156.5,0.5,153.0,154.0,152.918287383653,153.22,0.477441865510769,0.5225581344892309,-0.04636765829875483,-0.001251389320292895,-0.0238095238095238,-0.0238095238095238,0,0,0,1
North Carolina Tar Heels vs. Syracuse Orange,Feb 02 07:00PM ET,2026-02-01 16:57:45 UTC,North Carolina Tar Heels,3,-11.5,-11.5,-10.65,-11.0,0.4839657729027816,-9.5,-0.05091794802745092,-0.0077752967123053,1.0,-9.6,-10.0,-11.3,-11.7,0.8305298013245033,-625,-747,0.8410596026490066,-0.05141464311994115,-0.0424716714098015,0.026,0.81,0.82,0.859921015373541,3,156.5,153.11,155.0,153.5,156.5,0.5,153.0,154.0,152.918287383653,153.22,0.477441865510769,0.5225581344892309,-0.04636765829875483,-0.001251389320292895,-0.0238095238095238,-0.0238095238095238,0,0,0,1
