Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Lindenwood Lions vs. Arkansas-Little Rock Trojans,Mar 04 09:47PM ET,2026-03-05 05:01:48 UTC,Lindenwood Lions,1,-10.5,-10.5,-2.9,-7.5,0.3969342276473124,-10.5,-0.18201314077374026,-0.18201314077374026,1.3,-4.1,-3.0,-1.0,-2.8,,,,0.0,0.0,,0.056,0.65,0.6,0.538724913631325,3,130.5,150.5,138.5,,130.5,0.7,150.0,151.0,149.810500324276,151.26,0.6185723700174335,0.3814276299825665,0.10637724806621396,-0.17412792557298906,,,1,1,1,0
Lindenwood Lions vs. Arkansas-Little Rock Trojans,Mar 04 09:47PM ET,2026-03-05 05:01:48 UTC,Arkansas-Little Rock Trojans,1,10.5,10.5,2.9,7.5,0.6030657723526875,10.5,0.12113806150931405,0.12113806150931405,1.3,4.1,3.0,1.0,2.8,,,,0.0,0.0,,0.056,0.35,0.4,0.461275086368675,3,130.5,150.5,138.5,,130.5,0.7,150.0,151.0,149.810500324276,151.26,0.6185723700174335,0.3814276299825665,0.10637724806621396,-0.17412792557298906,,,1,1,1,0
New Mexico Lobos vs. Colorado St Rams,Mar 04 10:15PM ET,2026-03-05 05:01:48 UTC,New Mexico Lobos,3,9.5,9.5,-8.75,2.0,0.7267589968127506,9.5,0.20294947300322674,0.20294947300322674,0.4,-8.8,-9.0,-8.0,-8.7,0.433527397260274,1400,1132,0.07705479452054795,0.35235856609144284,0.35235856609144284,0.007,0.8,0.79,0.785902356362486,2,148.5,147.405,148.0,148.5,148.5,1.0,147.0,149.0,146.974064452045,147.81,0.49222081404751,0.5077791859524899,-0.04800907100996127,-0.021632578753392417,-0.04800907100996127,-0.021632578753392417,1,1,0,0
New Mexico Lobos vs. Colorado St Rams,Mar 04 10:15PM ET,2026-03-05 05:01:48 UTC,Colorado St Rams,3,-9.5,-9.5,8.75,-2.0,0.2732410031872494,-9.5,-0.2763085463623002,-0.2763085463623002,0.4,8.8,9.0,8.0,8.7,0.5664726027397261,-3500,-3500,0.9229452054794521,-0.4057496194824961,-0.4057496194824961,0.007,0.1999999999999999,0.21,0.214097643637514,2,148.5,147.405,148.0,148.5,148.5,1.0,147.0,149.0,146.974064452045,147.81,0.49222081404751,0.5077791859524899,-0.04800907100996127,-0.021632578753392417,-0.04800907100996127,-0.021632578753392417,1,1,0,0
Washington Huskies vs. USC Trojans,Mar 04 10:40PM ET,2026-03-05 05:01:48 UTC,Washington Huskies,3,1.5,1.5,-4.75,-1.0,0.5796559401666019,1.5,0.027083233231478876,0.027083233231478876,1.3,-5.5,-4.0,-6.5,-3.7,0.5857299636661252,100,-101,0.4714599273322504,0.0832547161413727,0.0832547161413727,0.039,0.7,0.66,0.737757962450738,1,162.5,148.62,157.0,162.5,162.5,1.2,149.0,150.0,147.205050754427,148.24,0.4067954918380564,0.5932045081619436,-0.1313107437277634,0.06379274345606123,-0.1313107437277634,0.06379274345606123,1,1,0,1
Washington Huskies vs. USC Trojans,Mar 04 10:40PM ET,2026-03-05 05:01:48 UTC,USC Trojans,3,-1.5,-1.5,4.75,1.0,0.420344059833398,-1.5,-0.09303793530042198,-0.09303793530042198,1.3,5.5,4.0,6.5,3.7,0.4142700363338748,-130,-129,0.5285400726677496,-0.1490404137042639,-0.1490404137042639,0.039,0.3,0.34,0.262242037549262,1,162.5,148.62,157.0,162.5,162.5,1.2,149.0,150.0,147.205050754427,148.24,0.4067954918380564,0.5932045081619436,-0.1313107437277634,0.06379274345606123,-0.1313107437277634,0.06379274345606123,1,1,0,1
Southern Illinois Salukis vs. Drake Bulldogs,Mar 05 04:30PM ET,2026-03-04 21:10:29 UTC,Southern Illinois Salukis,1,-4.5,-4.5,-6.25,-5.0,0.5173678180739623,-4.5,-0.01751590285627025,-0.0280867273805831,0.6,-5.6,-6.0,-6.5,-7.0,0.6940994283291128,-238,-227,0.6681988566582255,-0.0005392663095818984,-0.0062597114317425,0.014,0.71,0.72,0.738265036439051,2,136.5,143.529252464885,139.5,136.5,136.5,0.4,143.0,144.0,143.41850492977,143.64,0.5465717879888221,0.4534282120111779,0.025040687510353266,-0.07263813869972258,0.0150273245156961,-0.0626463721347437,1,1,1,0
Southern Illinois Salukis vs. Drake Bulldogs,Mar 05 04:30PM ET,2026-03-04 21:10:29 UTC,Drake Bulldogs,1,4.5,4.5,6.25,5.0,0.4826321819260377,4.5,-0.02956294002518184,-0.0223183131234672,0.6,5.6,6.0,6.5,7.0,0.30590057167088724,195,190,0.3318011433417744,-0.03902955024406968,-0.0329559748427673,0.014,0.29,0.28,0.261734963560949,2,136.5,143.529252464885,139.5,136.5,136.5,0.4,143.0,144.0,143.41850492977,143.64,0.5465717879888221,0.4534282120111779,0.025040687510353266,-0.07263813869972258,0.0150273245156961,-0.0626463721347437,1,1,1,0
North Carolina Central Eagles vs. South Carolina St Bulldogs,Mar 05 05:00PM ET,2026-03-05 03:35:50 UTC,North Carolina Central Eagles,2,-8.5,-8.5,-7.05,-8.0,0.4831483753809493,-8.5,-0.021802119668555664,-0.0238095238095238,0.7,-5.7,-7.0,-7.1,-7.1,0.7373404255319149,-345,-350,0.7446808510638298,-0.04043735224586287,-0.0404373522458628,0.023,0.71,0.73,0.756609806742244,2,145.5,145.5,145.5,143.5,145.5,1.3,146.0,145.0,146.666966192413,143.66000000000005,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0082541095154741,-0.0393649381035735,1,0,0,0
North Carolina Central Eagles vs. South Carolina St Bulldogs,Mar 05 05:00PM ET,2026-03-05 03:35:50 UTC,South Carolina St Bulldogs,2,8.5,8.5,7.05,8.0,0.5168516246190507,8.5,-0.02443277905067409,-0.0238095238095238,0.7,5.7,7.0,7.1,7.1,0.2626595744680851,275,275,0.2553191489361702,-0.0040070921985815855,-0.0040070921985815,0.023,0.29,0.27,0.243390193257756,2,145.5,145.5,145.5,143.5,145.5,1.3,146.0,145.0,146.666966192413,143.66000000000005,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0082541095154741,-0.0393649381035735,1,0,0,0
