Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Portland Pilots vs. Santa Clara Broncos,Dec 30 10:00PM ET,2025-12-31 05:07:44 UTC,Portland Pilots,3,6.0,12.0,8.5,0.420344059833398,6.0,-0.1756155361261979,-0.1756155361261979,1.1,,12.0,11.1,13.2,0.10619622973590888,1248,1248,0.07077225795681777,0.0320204055600847,0.0320204055600847,0.016,,0.13,0.15324040303,2,175.0,155.711300967218,167.5,175.0,175.0,2.8,,156.0,155.711300967218,150.93,0.3774943634235287,0.6075987569192038,-0.14631516038599512,0.05703695916639484,-0.14631516038599512,0.05703695916639484,0,0,0,0
Portland Pilots vs. Santa Clara Broncos,Dec 30 10:00PM ET,2025-12-31 05:07:44 UTC,Santa Clara Broncos,3,-6.0,-12.0,-8.5,0.5796559401666019,-6.0,0.0558464163570781,0.0558464163570781,1.1,,-12.0,-11.1,-13.2,0.8938037702640911,-3734,-3734,0.9292277420431823,-0.08011221889580056,-0.08011221889580056,0.016,,0.87,0.84675959697,2,175.0,155.711300967218,167.5,175.0,175.0,2.8,,156.0,155.711300967218,150.93,0.3774943634235287,0.6075987569192038,-0.14631516038599512,0.05703695916639484,-0.14631516038599512,0.05703695916639484,0,0,0,0
Oregon St Beavers vs. San Francisco Dons,Dec 30 10:02PM ET,2025-12-31 05:07:44 UTC,Oregon St Beavers,1,1.0,4.0,2.0,0.4652972649083076,0.75,-0.06958645602192493,-0.06958645602192493,1.3,,4.0,4.5,2.1,0.6459135830391892,-10000,-10000,0.9537111804631064,-0.34418542686180087,-0.34418542686180087,0.017,,0.35,0.326231971230544,1,129.5,142.0,134.5,129.5,129.5,0.3,,142.0,142.342099965576,141.77,0.5848668287478069,0.415133171252193,0.049983107817574424,-0.1197505496780395,0.049983107817574424,-0.1197505496780395,0,0,0,0
Oregon St Beavers vs. San Francisco Dons,Dec 30 10:02PM ET,2025-12-31 05:07:44 UTC,San Francisco Dons,1,-1.0,-4.0,-2.0,0.5347027350916924,-0.75,-0.0001809858385400931,-0.0001809858385400931,1.3,,-4.0,-4.5,-2.1,0.3540864169608108,1981,1981,0.046288819536893566,0.30603149705234395,0.30603149705234395,0.017,,0.65,0.673768028769456,1,129.5,142.0,134.5,129.5,129.5,0.3,,142.0,142.342099965576,141.77,0.5848668287478069,0.415133171252193,0.049983107817574424,-0.1197505496780395,0.049983107817574424,-0.1197505496780395,0,0,0,0
Seattle Redhawks vs. Washington St Cougars,Dec 30 10:02PM ET,2025-12-31 05:07:44 UTC,Seattle Redhawks,1,-11.5,-6.0,-9.5,0.4308566188612561,-11.5,-0.10402710206897642,-0.10402710206897642,0.5,,-6.0,-6.0,-5.1,0.8228847869913349,-3377,-3377,0.9375393206989513,-0.14835519414963627,-0.14835519414963627,0.012,,0.7,0.716460506567437,3,128.0,144.0,134.5,128.0,128.0,1.7,,144.0,144.49638642297,141.36,0.5895328624164848,0.3958666207531879,0.05464914148625233,-0.1495879247013575,0.05464914148625233,-0.1495879247013575,0,0,0,0
Seattle Redhawks vs. Washington St Cougars,Dec 30 10:02PM ET,2025-12-31 05:07:44 UTC,Washington St Cougars,1,11.5,6.0,9.5,0.5691433811387439,11.5,0.034259660208511344,0.034259660208511344,0.5,,6.0,6.0,5.1,0.1771152130086651,1445,1445,0.06246067930104864,0.11240933065572391,0.11240933065572391,0.012,,0.3,0.283539493432563,3,128.0,144.0,134.5,128.0,128.0,1.7,,144.0,144.49638642297,141.36,0.5895328624164848,0.3958666207531879,0.05464914148625233,-0.1495879247013575,0.05464914148625233,-0.1495879247013575,0,0,0,0
Loyola Marymount Lions vs. Pacific Tigers,Dec 30 10:12PM ET,2025-12-31 05:07:44 UTC,Loyola Marymount Lions,3,-7.0,-4.2,-6.0,0.4679574367889025,-7.0,-0.05585208702062133,-0.05585208702062133,0.8,,-4.0,-5.4,-4.2,0.6715143847936933,-244,-244,0.677537345854813,-0.037434778759985465,-0.037434778759985465,0.05,,0.63,0.700982847465147,2,152.5,136.0,146.0,152.5,152.5,2.7,,136.0,137.880433586868,132.64,0.3999370968500417,0.6000629031499582,-0.14551744860450372,0.07625337934043441,-0.14551744860450372,0.07625337934043441,0,0,0,0
Loyola Marymount Lions vs. Pacific Tigers,Dec 30 10:12PM ET,2025-12-31 05:07:44 UTC,Pacific Tigers,3,7.0,4.2,6.0,0.5320425632110974,7.0,-0.0597941714827801,-0.0597941714827801,0.8,,4.0,5.4,4.2,0.3284856152063068,196,196,0.3224626541451871,-0.008926972206280637,-0.008926972206280637,0.05,,0.37,0.299017152534853,2,152.5,136.0,146.0,152.5,152.5,2.7,,136.0,137.880433586868,132.64,0.3999370968500417,0.6000629031499582,-0.14551744860450372,0.07625337934043441,-0.14551744860450372,0.07625337934043441,0,0,0,0
Boise State Broncos vs. New Mexico Lobos,Dec 30 11:08PM ET,2025-12-31 05:07:44 UTC,Boise State Broncos,1,-4.5,-5.0,-4.5,0.5,-4.5,-0.03488372093023251,-0.03488372093023251,1.0,,-5.0,-5.4,-3.5,0.6838608609279556,-250,-250,0.6744186046511628,-0.030424853357758797,-0.030424853357758797,0.005,,0.69,0.696606234409497,2,112.5,145.0,125.5,112.5,112.5,3.3,,145.0,147.371239299961,140.84,0.6939295535647966,0.3060704464352034,0.15904583263456407,-0.22334131827067893,0.15904583263456407,-0.22334131827067893,0,0,0,0
Boise State Broncos vs. New Mexico Lobos,Dec 30 11:08PM ET,2025-12-31 05:07:44 UTC,New Mexico Lobos,1,4.5,5.0,4.5,0.5,4.5,-0.03488372093023251,-0.03488372093023251,1.0,,5.0,5.4,3.5,0.3161391390720444,190,190,0.3255813953488372,-0.02868844713485219,-0.02868844713485219,0.005,,0.31,0.303393765590503,2,112.5,145.0,125.5,112.5,112.5,3.3,,145.0,147.371239299961,140.84,0.6939295535647966,0.3060704464352034,0.15904583263456407,-0.22334131827067893,0.15904583263456407,-0.22334131827067893,0,0,0,0
