Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Arkansas Razorbacks vs. Oklahoma Sooners,Mar 13 10:15PM ET,2026-03-14 04:22:46 UTC,Arkansas Razorbacks,3,-2.5,-2.5,-5.2,-3.5,0.5320425632110974,-2.5,-0.07580057404380447,-0.07580057404380447,0.5,-5.5,-5.0,-4.5,-5.4,0.7976670360987967,-1850,-3604,0.9153340721975933,-0.1753343664257474,-0.1753343664257474,0.005,0.68,0.68,0.670829224389733,1,161.5,167.725,164.0,,161.5,2.2,169.0,169.0,164.460284488094,166.45,0.5426769064764703,0.4573230935235298,0.05487202842768979,-0.12601023980980358,,,1,1,1,0
Arkansas Razorbacks vs. Oklahoma Sooners,Mar 13 10:15PM ET,2026-03-14 04:22:46 UTC,Oklahoma Sooners,3,2.5,2.5,5.2,3.5,0.4679574367889025,2.5,0.009241840458627248,0.009241840458627248,0.5,5.5,5.0,4.5,5.4,0.20233296390120328,900,1011,0.08466592780240656,0.1123329639012033,0.1123329639012033,0.005,0.3199999999999999,0.32,0.329170775610267,1,161.5,167.725,164.0,,161.5,2.2,169.0,169.0,164.460284488094,166.45,0.5426769064764703,0.4573230935235298,0.05487202842768979,-0.12601023980980358,,,1,1,1,0
Hawai'i Rainbow Warriors vs. CSU Fullerton Titans,Mar 13 11:41PM ET,2026-03-13 10:02:45 UTC,Hawai'i Rainbow Warriors,1,-8.5,-8.5,-3.8,-6.5,0.4308566188612561,-3.5,-0.11252237657253389,-0.0077752967123053,1.4,-4.6,-3.0,-5.2,-2.3,0.7308191455187922,-162,-574,0.8016382910375843,-0.12082920612955939,0.0196862600165936,0.04,0.66,0.61,0.688996123594918,2,133.0,157.5395164537225,143.0,157.5,133.0,1.7,159.0,155.0,158.019032907445,157.06,0.6445278294414085,0.3410530871488474,0.1064215938755887,-0.19056283790970063,-0.0238095238095238,-0.0238095238095238,1,1,1,0
Hawai'i Rainbow Warriors vs. CSU Fullerton Titans,Mar 13 11:41PM ET,2026-03-13 10:02:45 UTC,CSU Fullerton Titans,1,8.5,8.5,3.8,6.5,0.5691433811387439,3.5,0.04307703042784339,-0.0398437509067422,1.4,4.6,3.0,5.2,2.3,0.26918085448120777,136,375,0.19836170896241567,0.058444385980764124,-0.0649855303146509,0.04,0.3399999999999999,0.39,0.311003876405082,2,133.0,157.5395164537225,143.0,157.5,133.0,1.7,159.0,155.0,158.019032907445,157.06,0.6445278294414085,0.3410530871488474,0.1064215938755887,-0.19056283790970063,-0.0238095238095238,-0.0238095238095238,1,1,1,0
Cal Baptist Lancers vs. Utah Tech Trailblazers,Mar 13 11:50PM ET,2026-03-13 10:02:45 UTC,Cal Baptist Lancers,3,-6.0,-6.0,-5.050000000000001,-5.5,0.4839657729027816,-6.5,-0.06659602485002741,-0.0064417057355615,0.7,-5.4,-4.0,-5.5,-4.7,0.7184499084714249,-245,-329,0.7268998169428498,-0.04848776090526896,-0.0016708604054838,0.029,0.71,0.66,0.710461651382107,2,146.0,139.5581481531215,143.5,137.5,146.0,1.5,138.0,140.0,139.116296306243,141.61,0.4534208516464412,0.5310945482968809,-0.08995814378734879,0.007285024487357017,-0.0271045349777424,-0.0199743079037095,1,1,0,1
Cal Baptist Lancers vs. Utah Tech Trailblazers,Mar 13 11:50PM ET,2026-03-13 10:02:45 UTC,Utah Tech Trailblazers,3,6.0,6.0,5.050000000000001,5.5,0.5160342270972185,6.5,-0.003196542133550806,-0.0411773418834861,0.7,5.4,4.0,5.5,4.7,0.28155009152857513,200,247,0.2731001830571502,-0.0065925287035973335,-0.0425009719236159,0.029,0.29,0.34,0.289538348617893,2,146.0,139.5581481531215,143.5,137.5,146.0,1.5,138.0,140.0,139.116296306243,141.61,0.4534208516464412,0.5310945482968809,-0.08995814378734879,0.007285024487357017,-0.0271045349777424,-0.0199743079037095,1,1,0,1
Saint Louis Billikens vs. Dayton Flyers,Mar 14 01:00PM ET,2026-03-13 22:25:42 UTC,Dayton Flyers,3,5.5,5.5,5.7,5.5,0.5,5.5,-0.023809523809523836,-0.0238095238095238,0.7,4.7,6.0,5.7,,0.31296140318061105,200,187,0.33442197566213316,-0.03489098641406524,-0.0294994543462187,0.023,0.3299999999999999,0.29,0.291500830699089,2,149.0,152.0,150.0,148.5,149.0,1.3,152.0,154.0,151.581919736179,,0.5077821418769288,0.4766713132888295,-0.01602738193259501,-0.047138210520694335,-0.0004837930227922,-0.0471352545962555,0,1,0,0
Florida Gators vs. Vanderbilt Commodores,Mar 14 01:00PM ET,2026-03-14 02:37:33 UTC,Vanderbilt Commodores,3,7.5,7.5,4.1,6.0,0.547999242711806,7.5,0.0334361359156895,0.0241897189022821,,,,4.1,,0.3003825004875734,310,280,0.25222371146582184,0.03722460575073133,0.0335645676528256,,,,0.348541289509325,2,160.5,162.45536089764,161.5,160.5,160.5,,,,162.45536089764,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0082541095154741,-0.0393649381035735,0,0,0,0
Florida Gators vs. Vanderbilt Commodores,Mar 14 01:00PM ET,2026-03-14 02:37:33 UTC,Florida Gators,3,-7.5,-7.5,-4.1,-6.0,0.452000757288194,-7.5,-0.08070952308563772,-0.0718087665213298,,,,-4.1,,0.6996174995124266,-395,-355,0.7477762885341781,-0.08057573720254929,-0.0765621106503686,,,,0.651458710490675,2,160.5,162.45536089764,161.5,160.5,160.5,,,,162.45536089764,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0082541095154741,-0.0393649381035735,0,0,0,0
Saint Louis Billikens vs. Dayton Flyers,Mar 14 01:00PM ET,2026-03-13 22:25:42 UTC,Saint Louis Billikens,3,-5.5,-5.5,-5.7,-5.5,0.5,-5.5,-0.023809523809523836,-0.0238095238095238,0.7,-4.7,-6.0,-5.7,,0.6870385968193888,-245,-225,0.6655780243378668,-0.005269095488303344,-0.0102160499971414,0.023,0.67,0.71,0.708499169300911,2,149.0,152.0,150.0,148.5,149.0,1.3,152.0,154.0,151.581919736179,,0.5077821418769288,0.4766713132888295,-0.01602738193259501,-0.047138210520694335,-0.0004837930227922,-0.0471352545962555,0,1,0,0
