Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Wake Forest Demon Deacons vs. Vanderbilt Commodores,Dec 21 01:00PM ET,Vanderbilt Commodores,3,-4.5,-5.3,-5.0,0.5160342270972185,-5.0,-0.0077752967123053685,-0.0192307692307692,2.3,-5.6,-5.0,-3.2,-8.8,0.6582611174458382,-232,0.6465222348916762,-0.01915823739287148,0.0,0.038,0.69,0.67,0.616037920538088,2,160.5,159.81059543489698,160.0,158.5,160.5,1.9,162.0,159.0,160.621190869794,157.63,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0137519145259787,-0.0293102864309588,0,0,0,0
Wake Forest Demon Deacons vs. Vanderbilt Commodores,Dec 21 01:00PM ET,Wake Forest Demon Deacons,3,4.5,5.3,5.0,0.4839657729027816,5.0,-0.03984375090674225,-0.0192307692307692,2.3,5.6,5.0,3.2,8.8,0.34173888255416196,190,0.35347776510832385,-0.02863148781620839,0.0,0.038,0.31,0.33,0.383962079461912,2,160.5,159.81059543489698,160.0,158.5,160.5,1.9,162.0,159.0,160.621190869794,157.63,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0137519145259787,-0.0293102864309588,0,0,0,0
Notre Dame Fighting Irish vs. Fort Wayne Mastodons,Dec 21 02:00PM ET,Notre Dame Fighting Irish,3,-13.5,-17.6,-15.0,0.547999242711806,-15.0,0.03461724757798601,0.0128117939803281,2.2,-19.1,-17.0,-14.0,-18.2,0.9065213946117274,-2000,0.8830427892234548,-0.014774901684568853,0.0,0.012,0.93,0.93,0.90918218644453,3,147.0,150.188270507046,148.5,151.0,147.0,1.2,149.0,151.0,149.376541014092,151.35,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0290540442004721,-0.0290540442004721,1,1,1,0
Oklahoma St Cowboys vs. CSU Fullerton Titans,Dec 21 02:00PM ET,CSU Fullerton Titans,3,20.5,19.05,20.0,0.5160342270972185,20.0,-0.0077752967123053685,-0.0031965421335508,4.6,26.0,20.0,18.1,15.0,0.055102790014684294,1600,0.06020558002936858,-0.007397209985315706,0.0,0.016,0.05,0.03,0.060737380896518,3,178.0,174.667005820933,176.5,175.0,178.0,4.8,184.0,174.0,174.274011641866,175.06,0.4699309502034306,0.5150472191818924,-0.053878573606093216,-0.00876230462763139,-0.0290540442004721,-0.0290540442004721,0,0,0,0
SMU Mustangs vs. Central Arkansas Bears,Dec 21 02:00PM ET,Central Arkansas Bears,3,22.5,20.95,22.0,0.5160342270972185,21.5,-0.0077752967123053685,-0.0031965421335508,4.9,21.9,20.0,25.4,13.8,0.03803698896820246,2000,0.04607397793640493,-0.009582058650845153,0.0,0.019,0.05,0.03,0.0112165588098427,3,152.5,152.0,152.5,153.0,152.5,1.7,152.0,152.0,152.487047020224,148.76,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0290540442004721,0,0,0,1
SMU Mustangs vs. Central Arkansas Bears,Dec 21 02:00PM ET,SMU Mustangs,3,-22.5,-20.95,-22.0,0.4839657729027816,-21.5,-0.03984375090674225,-0.0352649963279876,4.9,-21.9,-20.0,-25.4,-13.8,0.9619630110317975,-7000,0.953926022063595,-0.02395248192594901,0.0,0.019,0.95,0.97,0.988783441190157,3,152.5,152.0,152.5,153.0,152.5,1.7,152.0,152.0,152.487047020224,148.76,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0290540442004721,0,0,0,1
Oklahoma St Cowboys vs. CSU Fullerton Titans,Dec 21 02:00PM ET,Oklahoma St Cowboys,3,-20.5,-19.05,-20.0,0.4839657729027816,-20.0,-0.03984375090674225,-0.0352649963279876,4.6,-26.0,-20.0,-18.1,-15.0,0.9448972099853157,-4500,0.9397944199706314,-0.030712546112245276,0.0,0.016,0.95,0.97,0.939262619103482,3,178.0,174.667005820933,176.5,175.0,178.0,4.8,184.0,174.0,174.274011641866,175.06,0.4699309502034306,0.5150472191818924,-0.053878573606093216,-0.00876230462763139,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Bradley Braves vs. Southern Illinois Salukis,Dec 21 02:00PM ET,Southern Illinois Salukis,3,6.0,4.75,5.5,0.5160342270972185,6.0,-0.002038062059408041,0.008645064535642,2.0,5.5,4.0,6.4,1.8,0.2952282157676348,215,0.2904564315352697,-0.007802087262668234,0.0,0.034,0.3,0.34,0.272947252279542,2,148.5,147.90582011300552,148.5,148.0,148.5,2.8,150.0,148.0,147.811640226011,143.47,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0404894663263217,-0.0175831075211174,0,0,0,0
Bradley Braves vs. Southern Illinois Salukis,Dec 21 02:00PM ET,Bradley Braves,3,-6.0,-4.75,-5.5,0.4839657729027816,-6.0,-0.040974844674415534,-0.046550659022101,2.0,-5.5,-4.0,-6.4,-1.8,0.7047717842323651,-265,0.7095435684647302,-0.0354879560273752,0.0,0.034,0.7,0.66,0.727052747720458,2,148.5,147.90582011300552,148.5,148.0,148.5,2.8,150.0,148.0,147.811640226011,143.47,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0404894663263217,-0.0175831075211174,0,0,0,0
George Mason Patriots vs. Loyola (MD) Greyhounds,Dec 21 02:00PM ET,George Mason Patriots,3,-24.0,-23.0,-23.5,0.4839657729027816,-24.0,-0.03984375090674225,-0.0352649963279876,3.5,-27.2,-23.0,-20.2,,0.9713032210292484,-10000,0.9626064420584968,-0.018795788871741714,0.0,0.005,0.98,0.98,0.971652302100218,3,147.0,145.0,146.0,147.0,147.0,0.9,145.0,145.0,143.500636719594,,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.011705152052804202,-0.0440919084236616,-0.0140054833005037,0,1,0,0
Notre Dame Fighting Irish vs. Fort Wayne Mastodons,Dec 21 02:00PM ET,Fort Wayne Mastodons,3,13.5,17.6,15.0,0.452000757288194,15.0,-0.07741100741768836,-0.0512733324418667,2.2,19.1,17.0,14.0,18.2,0.09347860538827257,1037,0.11695721077654515,-0.028545204135536933,0.0,0.012,0.0699999999999999,0.07,0.0908178135554697,3,147.0,150.188270507046,148.5,151.0,147.0,1.2,149.0,151.0,149.376541014092,151.35,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0290540442004721,-0.0290540442004721,1,1,1,0
Valparaiso Beacons vs. Murray St Racers,Dec 21 02:00PM ET,Murray St Racers,3,-5.5,-5.55,-5.5,0.5,-5.5,-0.023809523809523836,-0.0192307692307692,2.4,-4.7,-6.0,-5.1,-10.0,0.6724650745733793,-225,0.6636481241914617,-0.01984261773431284,0.0,0.015,0.67,0.7,0.681282024955297,2,155.5,153.6833511337565,155.0,155.5,155.5,1.8,154.0,154.0,153.366702267513,150.14999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0293102864309588,-0.0137519145259789,0,1,0,1
Valparaiso Beacons vs. Murray St Racers,Dec 21 02:00PM ET,Valparaiso Beacons,3,5.5,5.55,5.5,0.5,5.5,-0.023809523809523836,-0.0192307692307692,2.4,4.7,6.0,5.1,10.0,0.32753492542662055,185,0.33635187580853815,-0.023342267555835572,0.0,0.015,0.3299999999999999,0.3,0.318717975044703,2,155.5,153.6833511337565,155.0,155.5,155.5,1.8,154.0,154.0,153.366702267513,150.14999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0293102864309588,-0.0137519145259789,0,1,0,1
Drexel Dragons vs. Maine Black Bears,Dec 21 02:00PM ET,Maine Black Bears,1,9.0,8.65,9.0,0.5,9.0,-0.023809523809523836,-0.0145631067961164,1.3,9.8,8.0,9.3,6.9,0.19925781411216456,330,0.22027440862289313,-0.03065761929164093,0.0,0.061,0.14,0.26,0.178241219601436,2,128.0,126.2147935760225,127.5,128.0,128.0,1.8,124.0,128.0,127.049587152045,125.38,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0460733250243974,-0.0121936431457544,0,0,0,0
Charlotte 49ers vs. UIC Flames,Dec 21 02:00PM ET,UIC Flames,2,2.5,3.5,3.0,0.4831483753809493,2.5,-0.029046746570270232,-0.0406611484285745,0.6,4.5,3.0,3.6,3.4,0.39369163955804454,127,0.4255319148936171,-0.05075280488639988,-0.0492340463628905,0.031,0.3199999999999999,0.38,0.361851364222472,1,140.5,141.305,141.0,140.5,140.5,1.7,138.0,141.0,141.677257495923,141.61,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,1,1,0,0
Charlotte 49ers vs. UIC Flames,Dec 21 02:00PM ET,Charlotte 49ers,2,-2.5,-3.5,-3.0,0.5168516246190507,-2.5,-0.013664807305831972,-0.0069578991904731,0.6,-4.5,-3.0,-3.6,-3.4,0.6063083604419555,-152,0.574468085106383,0.006308360441955485,0.0056989511653914,0.031,0.68,0.62,0.638148635777528,1,140.5,141.305,141.0,140.5,140.5,1.7,138.0,141.0,141.677257495923,141.61,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,1,1,0,0
Drexel Dragons vs. Maine Black Bears,Dec 21 02:00PM ET,Drexel Dragons,1,-9.0,-8.65,-9.0,0.5,-9.0,-0.023809523809523836,-0.0238095238095238,1.3,-9.8,-8.0,-9.3,-6.9,0.8007421858878354,-425,0.779725591377107,-0.013110627964978416,0.0,0.061,0.86,0.74,0.821758780398564,2,128.0,126.2147935760225,127.5,128.0,128.0,1.8,124.0,128.0,127.049587152045,125.38,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0460733250243974,-0.0121936431457544,0,0,0,0
Manhattan Jaspers vs. Presbyterian Blue Hose,Dec 21 02:00PM ET,Manhattan Jaspers,2,2.0,-1.7,0.5,0.5504348160326231,2.0,0.026625292223099284,0.0266252922230992,1.6,-2.7,1.0,-1.9,-1.5,0.5091386487010845,122,0.44362292051756,0.04402236963131706,0.0539036732821168,0.078,0.61,0.46,0.574654376884609,1,138.0,138.01,138.0,138.0,138.0,2.0,137.0,139.0,141.305551680266,137.01999999999998,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.02778184053923305,-0.0323605951179876,-0.0300821717869326,0,1,0,0
Alabama Crimson Tide vs. Kennesaw St Owls,Dec 21 02:00PM ET,Alabama Crimson Tide,3,-22.0,-22.3,-22.0,0.5,-21.5,-0.023809523809523836,-0.0031965421335508,1.5,-21.5,-21.0,-24.2,-23.1,0.9666093386727466,-7000,0.953926022063595,-0.019306154284999932,0.0,0.023,0.94,0.98,0.979292655281898,3,180.0,181.41,180.5,181.0,180.0,2.7,185.0,181.0,178.449696764864,181.82,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Manhattan Jaspers vs. Presbyterian Blue Hose,Dec 21 02:00PM ET,Presbyterian Blue Hose,2,-2.0,1.7,-0.5,0.4495651839673769,-2.0,-0.07424433984214696,-0.0696655852633924,1.6,2.7,-1.0,1.9,1.5,0.4908613512989154,-146,0.5563770794824399,-0.09247198203441798,-0.098696150390262,0.078,0.39,0.54,0.425345623115391,1,138.0,138.01,138.0,138.0,138.0,2.0,137.0,139.0,141.305551680266,137.01999999999998,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.02778184053923305,-0.0323605951179876,-0.0300821717869326,0,1,0,0
Furman Paladins vs. Charleston Southern Buccaneers,Dec 21 02:00PM ET,Charleston Southern Buccaneers,3,9.5,7.5,8.5,0.5320425632110974,9.0,0.008233039401573605,-0.0031965421335508,1.0,8.0,7.0,8.5,6.2,0.2217961165048543,330,0.21359223300970875,-0.00042610571736789726,-0.005974717643279,0.013,0.2299999999999999,0.24,0.215032166450498,2,152.5,151.359434180227,152.0,152.75,152.5,2.1,152.0,151.0,151.718868360454,147.5,0.49222081404751,0.5077791859524899,-0.02700995518325927,-0.016030337857033894,-0.0471382105206944,-0.01374895860154,1,1,0,1
Furman Paladins vs. Charleston Southern Buccaneers,Dec 21 02:00PM ET,Furman Paladins,3,-9.5,-7.5,-8.5,0.4679574367889025,-9.0,-0.05585208702062133,-0.0398437509067422,1.0,-8.0,-7.0,-8.5,-6.2,0.7782038834951457,-425,0.7864077669902914,-0.039977934686672434,-0.0361072314154141,0.013,0.77,0.76,0.784967833549502,2,152.5,151.359434180227,152.0,152.75,152.5,2.1,152.0,151.0,151.718868360454,147.5,0.49222081404751,0.5077791859524899,-0.02700995518325927,-0.016030337857033894,-0.0471382105206944,-0.01374895860154,1,1,0,1
George Mason Patriots vs. Loyola (MD) Greyhounds,Dec 21 02:00PM ET,Loyola (MD) Greyhounds,3,24.0,23.0,23.5,0.5160342270972185,24.0,-0.0077752967123053685,-0.0031965421335508,3.5,27.2,23.0,20.2,,0.028696778970751576,2500,0.03739355794150315,-0.009764759490786888,0.0,0.005,0.02,0.02,0.0283476978997824,3,147.0,145.0,146.0,147.0,147.0,0.9,145.0,145.0,143.500636719594,,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.011705152052804202,-0.0440919084236616,-0.0140054833005037,0,1,0,0
Alabama Crimson Tide vs. Kennesaw St Owls,Dec 21 02:00PM ET,Kennesaw St Owls,3,22.0,22.3,22.0,0.5,21.5,-0.023809523809523836,-0.0352649963279876,1.5,21.5,21.0,24.2,23.1,0.03339066132725346,2000,0.04607397793640493,-0.014228386291794154,0.0,0.023,0.06,0.02,0.020707344718102,3,180.0,181.41,180.5,181.0,180.0,2.7,185.0,181.0,178.449696764864,181.82,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Radford Highlanders vs. VMI Keydets,Dec 21 02:30PM ET,VMI Keydets,3,10.0,10.600000000000001,10.0,0.5,10.0,-0.023809523809523836,-0.0305973338933349,1.5,10.3,8.0,11.3,10.9,0.19321140311228766,375,0.19642280622457542,-0.012051754782449187,0.0,0.041,0.1899999999999999,0.23,0.148442069934007,2,155.5,156.715,156.0,156.0,155.5,2.3,160.0,158.0,155.192609127176,155.43,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0238080450040586,-0.0393664169090386,0,0,0,0
Radford Highlanders vs. VMI Keydets,Dec 21 02:30PM ET,Radford Highlanders,3,-10.0,-10.600000000000001,-10.0,0.5,-10.0,-0.014563106796116498,-0.0077752967123053,1.5,-10.3,-8.0,-11.3,-10.9,0.8067885968877122,-500,0.8035771937754245,-0.03295499285587755,0.0,0.041,0.81,0.77,0.851557930065993,2,155.5,156.715,156.0,156.0,155.5,2.3,160.0,158.0,155.192609127176,155.43,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0238080450040586,-0.0393664169090386,0,0,0,0
UAB Blazers vs. UNC Asheville Bulldogs,Dec 21 03:00PM ET,UAB Blazers,3,-14.0,-9.95,-12.5,0.452000757288194,-12.75,-0.0625623495079225,-0.06692628414133,1.4,-10.5,-12.0,-9.4,-8.9,0.8568085106382979,-1248,0.8936170212765957,-0.07652482269503547,-0.0717221794669029,0.02,0.82,0.85,0.812112606581337,3,152.75,151.02173867872102,152.0,152.5,152.75,1.4,149.0,152.0,151.623477357442,150.42000000000002,0.4774391920548072,0.5075256171779651,-0.05197257265107513,-0.008212881611381229,-0.0313324675315271,-0.0162865800875205,1,1,0,1
South Florida Bulls vs. UMBC Retrievers,Dec 21 03:00PM ET,UMBC Retrievers,3,22.5,19.05,21.0,0.547999242711806,21.0,0.024189718902282165,0.0128117939803281,2.5,22.8,17.0,20.0,18.1,0.04799829642248722,2000,0.04599659284497444,0.0003792488034396052,0.0,0.017,0.05,0.07,0.0357177601591318,3,157.25,157.5838092593475,157.5,158.0,157.25,2.3,159.0,157.0,158.167618518695,153.81,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0290540442004721,-0.0290540442004721,0,0,0,0
UAB Blazers vs. UNC Asheville Bulldogs,Dec 21 03:00PM ET,UNC Asheville Bulldogs,3,14.0,9.95,12.5,0.547999242711806,12.75,0.017482810786923375,0.0174794564149809,1.4,10.5,12.0,9.4,8.9,0.14319148936170212,758,0.10638297872340424,0.03208037825059101,0.0293668383310739,0.02,0.18,0.15,0.187887393418663,3,152.75,151.02173867872102,152.0,152.5,152.75,1.4,149.0,152.0,151.623477357442,150.42000000000002,0.4774391920548072,0.5075256171779651,-0.05197257265107513,-0.008212881611381229,-0.0313324675315271,-0.0162865800875205,1,1,0,1
South Florida Bulls vs. UMBC Retrievers,Dec 21 03:00PM ET,South Florida Bulls,3,-22.5,-19.05,-21.0,0.452000757288194,-21.0,-0.06723001194257527,-0.0512733324418667,2.5,-22.8,-17.0,-20.0,-18.1,0.9520017035775128,-7000,0.9540034071550255,-0.035652617410141474,0.0,0.017,0.95,0.93,0.964282239840868,3,157.25,157.5838092593475,157.5,158.0,157.25,2.3,159.0,157.0,158.167618518695,153.81,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Alabama A&M Bulldogs vs. Chattanooga Mocs,Dec 21 03:00PM ET,Alabama A&M Bulldogs,2,2.0,-2.1,0.5,0.5504348160326231,1.5,0.024368465321722654,0.0266252922230992,1.5,-2.2,-2.0,-4.3,-0.7,0.522617282910806,106,0.4552345658216121,0.04642680672032984,0.0414212258979713,0.046,0.59,0.57,0.65842395309391,1,138.75,138.0,138.5,138.5,138.75,3.5,136.0,140.0,142.587266396641,135.0,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.021529136387617553,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Alabama A&M Bulldogs vs. Chattanooga Mocs,Dec 21 03:00PM ET,Chattanooga Mocs,2,-2.0,2.1,-0.5,0.4495651839673769,-1.5,-0.06262993798384264,-0.0742443398421469,1.5,2.2,2.0,4.3,0.7,0.477382717089194,-128,0.5447654341783881,-0.09246002111617146,-0.0882616278737846,0.046,0.41,0.43,0.34157604690609,1,138.75,138.0,138.5,138.5,138.75,3.5,136.0,140.0,142.587266396641,135.0,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.021529136387617553,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Albany Great Danes vs. Cornell Big Red,Dec 21 03:00PM ET,Albany Great Danes,3,6.0,5.449999999999999,6.0,0.5,6.0,-0.014563106796116498,-0.0192307692307692,0.6,4.6,6.0,5.6,5.3,0.3160230418456344,192,0.3249687530045188,-0.02296000900182321,0.0,0.027,0.35,0.3,0.30707733068675,2,167.5,168.34,168.0,168.5,167.5,2.7,172.0,170.0,166.474433371098,166.68,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Albany Great Danes vs. Cornell Big Red,Dec 21 03:00PM ET,Cornell Big Red,3,-6.0,-5.449999999999999,-6.0,0.5,-6.0,-0.023809523809523836,-0.0192307692307692,0.6,-4.6,-6.0,-5.6,-5.3,0.6839769581543655,-239,0.6750312469954812,-0.020165053679954026,0.0,0.027,0.65,0.7,0.69292266931325,2,167.5,168.34,168.0,168.5,167.5,2.7,172.0,170.0,166.474433371098,166.68,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Saint Louis Billikens vs. New Hampshire Wildcats,Dec 21 03:00PM ET,Saint Louis Billikens,3,-31.5,-32.900000000000006,-32.0,0.5160342270972185,-32.0,-0.0077752967123053685,-0.0031965421335508,3.9,-32.7,-30.0,-33.1,-39.3,,,0.0,0.0,0.0,0.004,0.99,0.996,0.998276343009228,3,149.5,150.418478306996,150.0,149.5,149.5,3.0,153.0,148.0,152.836956613992,147.49,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.026753712952772568,-0.0140081567564656,-0.0290540442004721,0,1,0,0
Incarnate Word Cardinals vs. Northern Arizona Lumberjacks,Dec 21 03:00PM ET,Northern Arizona Lumberjacks,2,7.0,7.6,7.0,0.5,7.0,-0.023809523809523836,-0.0192307692307692,1.4,7.6,7.0,7.6,10.2,0.26431962334008513,230,0.2962062459866683,-0.045776530506068724,0.0,0.026,0.2199999999999999,0.27,0.232433000693502,2,142.5,140.431084051328,141.5,142.0,142.5,3.3,140.0,143.0,140.862168102656,135.14,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.003675354936719555,-0.0370879935779836,-0.0215296216730037,0,1,0,0
