Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Holy Cross Crusaders vs. Northeastern Huskies,Dec 03 06:00PM ET,Holy Cross Crusaders,2,5.5,3.7,5.0,0.5168516246190507,5.5,-0.006957899190473182,1.9,3.3,,3.7,6.7,0.34963599277354596,190,0.33099297893681046,0.004808406566649381,0.002,0.37,,0.366558013220563,2,145.5,145.0,145.5,145.5,3.2,145.0,,145.969733723638,140.04000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Holy Cross Crusaders vs. Northeastern Huskies,Dec 03 06:00PM ET,Northeastern Huskies,2,-5.5,-3.7,-5.0,0.4831483753809493,-5.5,-0.040661148428574545,1.9,-3.3,,-3.7,-6.7,0.650364007226454,-230,0.6690070210631895,-0.04660568974324297,0.002,0.63,,0.633441986779437,2,145.5,145.0,145.5,145.5,3.2,145.0,,145.969733723638,140.04000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Youngstown St Penguins vs. Wright St Raiders,Dec 03 06:30PM ET,Wright St Raiders,2,3.5,3.3,3.5,0.5,3.5,-0.023809523809523836,0.4,3.9,,3.3,3.2,0.38855004325925885,132,0.41084355757799473,-0.041607218535375745,0.023,0.35,,0.382513057881046,2,144.5,144.0,144.5,144.5,2.1,144.0,,147.487213124149,143.78,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Youngstown St Penguins vs. Wright St Raiders,Dec 03 06:30PM ET,Youngstown St Penguins,2,-3.5,-3.3,-3.5,0.5,-3.5,-0.023809523809523836,0.4,-3.9,,-3.3,-3.2,0.6114499567407412,-161,0.5891564424220053,-0.005402656295077968,0.023,0.65,,0.617486942118954,2,144.5,144.0,144.5,144.5,2.1,144.0,,147.487213124149,143.78,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Oakland Golden Grizzlies vs. Fort Wayne Mastodons,Dec 03 07:00PM ET,Fort Wayne Mastodons,3,8.0,9.3,8.5,0.4839657729027816,8.0,-0.03984375090674225,0.6,8.9,,9.3,10.1,0.2332366529001752,272,0.255789264013438,-0.035231815568293356,0.013,0.2199999999999999,,0.201368083573825,2,162.0,160.751279869809,161.5,162.0,1.0,159.0,,160.751279869809,160.78,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,0,0,0,0
Towson Tigers vs. Cornell Big Red,Dec 03 07:00PM ET,Towson Tigers,3,-5.5,-4.0,-5.0,0.4839657729027816,-5.5,-0.03984375090674225,0.6,-4.7,,-4.0,-3.5,0.6642770406693284,-237,0.6711276654106573,-0.03941040445797639,0.018,0.67,,0.644852831855999,2,152.0,150.0,151.0,152.0,1.4,150.0,,151.455274079386,148.61,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,0,0,0,0
Towson Tigers vs. Cornell Big Red,Dec 03 07:00PM ET,Cornell Big Red,3,5.5,4.0,5.0,0.5160342270972185,5.5,-0.0077752967123053685,0.6,4.7,,4.0,3.5,0.33572295933067153,190,0.3288723345893427,-0.009104626876225042,0.018,0.3299999999999999,,0.355147168144001,2,152.0,150.0,151.0,152.0,1.4,150.0,,151.455274079386,148.61,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,0,0,0,0
American Eagles vs. Drexel Dragons,Dec 03 07:00PM ET,American Eagles,2,-4.5,-4.5,-4.5,0.5,-4.5,-0.023809523809523836,1.5,-4.5,,-3.9,-6.7,0.6464630925757278,-192,0.6309403437815975,-0.011071153999614558,0.025,0.68,,0.643971682739716,2,139.5,137.25,138.5,139.5,1.9,137.0,,140.361380565737,137.25,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,0,0,0,0
Northern Kentucky Norse vs. Cleveland St Vikings,Dec 03 07:00PM ET,Cleveland St Vikings,3,10.5,11.3,11.0,0.4839657729027816,10.5,-0.03984375090674225,3.0,7.0,,12.8,11.3,0.19555372738094923,385,0.19664291987898896,-0.010653755612248073,0.093,0.26,,0.128929069765819,3,156.5,157.0,156.5,156.5,2.8,157.0,,157.215335451354,152.29000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Northern Kentucky Norse vs. Cleveland St Vikings,Dec 03 07:00PM ET,Northern Kentucky Norse,3,-10.5,-11.3,-11.0,0.5160342270972185,-10.5,-0.0077752967123053685,3.0,-7.0,,-12.8,-11.3,0.8044462726190507,-535,0.8033570801210109,-0.037985489167549846,0.093,0.74,,0.871070930234181,3,156.5,157.0,156.5,156.5,2.8,157.0,,157.215335451354,152.29000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Wofford Terriers vs. Presbyterian Blue Hose,Dec 03 07:00PM ET,Presbyterian Blue Hose,2,5.5,5.9,5.5,0.5,5.5,-0.023809523809523836,2.8,5.0,,5.9,10.3,0.3122716229050118,190,0.3295622233152976,-0.03255596330188476,0.007,0.3,,0.289962044989452,2,139.0,135.36,137.5,139.0,2.8,135.0,,139.956950397171,135.36,0.4689083823942211,0.5155598439676844,-0.05032238683654816,-0.008249679841839441,0,0,0,0
Columbia Lions vs. Hofstra Pride,Dec 03 07:00PM ET,Columbia Lions,2,-1.5,-5.0,-3.0,0.5504348160326231,-1.5,0.026625292223099284,1.8,-5.1,,-2.0,-5.0,0.5855197930755822,-127,0.5346223021582734,0.02513331964563048,0.09,0.7,,0.572834567985782,1,144.0,144.615918127949,144.0,144.0,2.1,141.0,,144.615918127949,144.66,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,0,0,0,0
Columbia Lions vs. Hofstra Pride,Dec 03 07:00PM ET,Hofstra Pride,2,1.5,5.0,3.0,0.4495651839673769,1.5,-0.07424433984214696,1.8,5.1,,2.0,5.0,0.4144802069244178,105,0.4653776978417266,-0.0733246711243627,0.09,0.3,,0.427165432014218,1,144.0,144.615918127949,144.0,144.0,2.1,141.0,,144.615918127949,144.66,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,0,0,0,0
Kent State Golden Flashes vs. Austin Peay Governors,Dec 03 07:00PM ET,Kent State Golden Flashes,3,-9.0,-7.8,-8.5,0.4839657729027816,-9.0,-0.03984375090674225,0.9,-9.0,,-7.8,-7.3,0.7731027915150094,-425,0.7727272727272727,-0.036421018008800154,0.023,0.79,,0.756956620605492,2,156.5,153.0,155.0,156.5,2.2,153.0,,153.744167991861,149.53,0.4766742692132684,0.5233257307867316,-0.04713525459625545,-0.0004837930227922227,0,0,0,0
Kent State Golden Flashes vs. Austin Peay Governors,Dec 03 07:00PM ET,Austin Peay Governors,3,9.0,7.8,8.5,0.5160342270972185,9.0,-0.0077752967123053685,0.9,9.0,,7.8,7.3,0.2268972084849906,320,0.22727272727272724,-0.01119802961024749,0.023,0.2099999999999999,,0.243043379394508,2,156.5,153.0,155.0,156.5,2.2,153.0,,153.744167991861,149.53,0.4766742692132684,0.5233257307867316,-0.04713525459625545,-0.0004837930227922227,0,0,0,0
Wofford Terriers vs. Presbyterian Blue Hose,Dec 03 07:00PM ET,Wofford Terriers,2,-5.5,-5.9,-5.5,0.5,-5.5,-0.023809523809523836,2.8,-5.0,,-5.9,-10.3,0.6877283770949882,-235,0.6704377766847024,-0.013764160218444621,0.007,0.7,,0.710037955010548,2,139.0,135.36,137.5,139.0,2.8,135.0,,139.956950397171,135.36,0.4689083823942211,0.5155598439676844,-0.05032238683654816,-0.008249679841839441,0,0,0,0
Florida Int'l Golden Panthers vs. Florida Gulf Coast Eagles,Dec 03 07:00PM ET,Florida Gulf Coast Eagles,3,0.0,2.2,1.0,0.4679574367889025,0.0,-0.05585208702062133,2.0,3.0,,2.2,-0.8,0.4529509525504985,-110,0.5,-0.07085857125902534,0.022,0.39,,0.421803810201994,,151.5,154.059477631084,152.5,151.5,4.8,155.0,,154.059477631084,146.26999999999998,,,,,0,0,0,0
Akron Zips vs. Bucknell Bison,Dec 03 07:00PM ET,Akron Zips,3,-20.5,-24.7,-22.0,0.547999242711806,-20.5,0.024189718902282165,0.7,-24.9,,-24.7,-23.6,0.9604091030697083,-5455,0.9477908149172211,-0.021590254050188773,0.018,0.96,,0.986054782444391,3,161.5,160.940060175128,161.5,161.5,0.1,161.0,,160.940060175128,160.8,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
