Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Cal Poly Mustangs vs. UC San Diego Tritons,Jan 01 10:02PM ET,2026-01-02 05:00:06 UTC,Cal Poly Mustangs,1,0.0,9.4,4.0,0.3637746330926998,0.0,-0.16003489071682403,-0.16003489071682403,1.0,,10.0,8.1,9.4,0.2921116063999514,144,144,0.3769361093936937,-0.11750474474764455,-0.11750474474764455,0.039,,0.18,0.234574206812418,,134.0,169.47000000000003,148.0,134.0,134.0,1.0,,170.0,168.01669368102,169.47000000000003,,,,,,,0,0,0,0
Cal Poly Mustangs vs. UC San Diego Tritons,Jan 01 10:02PM ET,2026-01-02 05:00:06 UTC,UC San Diego Tritons,1,0.0,-9.4,-4.0,0.6362253669073001,0.0,0.1124158430977763,0.1124158430977763,1.0,,-10.0,-8.1,-9.4,0.7078883936000486,-210,-210,0.6230638906063063,0.030805060266715478,0.030805060266715478,0.039,,0.82,0.765425793187582,,134.0,169.47000000000003,148.0,134.0,134.0,1.0,,170.0,168.01669368102,169.47000000000003,,,,,,,0,0,0,0
CSU Fullerton Titans vs. UC Santa Barbara Gauchos,Jan 01 10:02PM ET,2026-01-02 05:00:06 UTC,CSU Fullerton Titans,3,-11.5,4.0,-5.5,0.3147495154617302,-11.5,-0.23070502999281522,-0.23070502999281522,2.1,,4.0,4.1,0.4,0.6497547887931016,-4035,-4035,0.9378327122704286,-0.3260639469266243,-0.3260639469266243,0.012,,0.37,0.353353730631549,3,178.5,161.11,171.5,178.5,178.5,2.0,,164.0,160.15993582568,161.11,0.395883495797522,0.604116504202478,-0.1279260280120018,0.05866195874793256,-0.1279260280120018,0.05866195874793256,0,0,0,0
CSU Fullerton Titans vs. UC Santa Barbara Gauchos,Jan 01 10:02PM ET,2026-01-02 05:00:06 UTC,UC Santa Barbara Gauchos,3,11.5,-4.0,5.5,0.6852504845382698,11.5,0.15036676360803725,0.15036676360803725,2.1,,-4.0,-4.1,-0.4,0.3502452112068985,1446,1446,0.062167287729571474,0.2855598965215838,0.2855598965215838,0.012,,0.63,0.646646269368451,3,178.5,161.11,171.5,178.5,178.5,2.0,,164.0,160.15993582568,161.11,0.395883495797522,0.604116504202478,-0.1279260280120018,0.05866195874793256,-0.1279260280120018,0.05866195874793256,0,0,0,0
Merrimack Warriors vs. Mt. St. Mary's Mountaineers,Jan 02 03:00PM ET,2026-01-01 19:23:35 UTC,Merrimack Warriors,1,-4.0,-5.05,-4.5,0.5173678180739623,-4.0,-0.006441705735561576,-0.0131486138509203,0.8,-5.3,-4.0,-4.8,-5.9,0.6504244356310116,-200,-188,0.6202514317004723,-0.002904091165431555,0.0,0.035,0.71,0.64,0.680597439561551,2,136.5,136.8355568531355,136.5,136.5,136.5,1.2,137.0,138.0,136.671113706271,135.18,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0327102803738317,-0.0098039215686274,0,1,0,0
Merrimack Warriors vs. Mt. St. Mary's Mountaineers,Jan 02 03:00PM ET,2026-01-01 19:23:35 UTC,Mt. St. Mary's Mountaineers,1,4.0,5.05,4.5,0.4826321819260377,4.0,-0.04117734188348615,-0.0247569806355387,0.8,5.3,4.0,4.8,5.9,0.3495755643689884,164,150,0.37974856829952774,-0.05042443563101162,0.0,0.035,0.29,0.36,0.319402560438449,2,136.5,136.8355568531355,136.5,136.5,136.5,1.2,137.0,138.0,136.671113706271,135.18,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0327102803738317,-0.0098039215686274,0,1,0,0
Niagara Purple Eagles vs. Sacred Heart Pioneers,Jan 02 04:00PM ET,2026-01-01 19:23:35 UTC,Niagara Purple Eagles,2,4.0,3.6500000000000004,4.0,0.5,5.0,-0.02494061757719712,-0.0023791446117186,0.6,2.7,4.0,3.6,3.7,0.3669274140422387,177,160,0.3690596562184025,-0.017687970573145917,0.0,0.025,0.39,0.34,0.364795171866075,2,142.5,141.5,142.0,144.0,142.5,3.1,139.0,144.0,144.238861849937,138.43,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0448597871896394,-0.01374895860154,0,0,0,0
Niagara Purple Eagles vs. Sacred Heart Pioneers,Jan 02 04:00PM ET,2026-01-01 19:23:35 UTC,Sacred Heart Pioneers,2,-4.0,-3.6500000000000004,-4.0,0.5,-5.0,-0.020383693045563533,-0.0360823938498199,0.6,-2.7,-4.0,-3.6,-3.7,0.6330725859577613,-215,-192,0.6309403437815975,-0.024461660617581038,0.0,0.025,0.61,0.66,0.635204828133925,2,142.5,141.5,142.0,144.0,142.5,3.1,139.0,144.0,144.238861849937,138.43,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0448597871896394,-0.01374895860154,0,0,0,0
Canisius Golden Griffins vs. Fairfield Stags,Jan 02 04:00PM ET,2026-01-01 19:23:35 UTC,Fairfield Stags,2,-5.5,-3.3,-4.5,0.4663268053956411,-5.0,-0.05748271841388275,-0.0365985873047315,1.1,-2.4,-3.0,-3.6,-4.9,0.634059829059829,-217,-220,0.6581196581196581,-0.05344017094017095,0.0,0.018,0.6,0.61,0.635124364921871,2,139.5,136.865,138.5,137.5,139.5,1.7,134.0,137.0,137.911128231072,136.73000000000002,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,1,1,0,1
Canisius Golden Griffins vs. Fairfield Stags,Jan 02 04:00PM ET,2026-01-01 19:23:35 UTC,Canisius Golden Griffins,2,5.5,3.3,4.5,0.5336731946043589,5.0,0.009863670794835078,-0.001862951156807,1.1,2.4,3.0,3.6,4.9,0.36594017094017095,179,180,0.3418803418803419,0.0087973137973138,0.0,0.018,0.4,0.39,0.364875635078129,2,139.5,136.865,138.5,137.5,139.5,1.7,134.0,137.0,137.911128231072,136.73000000000002,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,1,1,0,1
Western Kentucky Hilltoppers vs. Sam Houston St Bearkats,Jan 02 05:00PM ET,2026-01-01 19:23:35 UTC,Sam Houston St Bearkats,3,4.0,1.05,3.0,0.5320425632110974,3.5,0.008233039401573605,0.0128117939803281,1.4,3.3,1.0,1.1,-0.1,0.41399036312818577,168,160,0.36663385826771655,0.02937497851280113,0.0,0.051,0.39,0.49,0.461346867988655,2,164.25,164.57,164.5,164.0,164.25,1.1,165.0,165.0,162.667106391334,164.14,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03936641690903864,-0.0293102864309588,-0.0293102864309588,1,1,0,0
Western Kentucky Hilltoppers vs. Sam Houston St Bearkats,Jan 02 05:00PM ET,2026-01-01 19:23:35 UTC,Western Kentucky Hilltoppers,3,-4.0,-1.05,-3.0,0.4679574367889025,-3.5,-0.05585208702062133,-0.0512733324418667,1.4,-3.3,-1.0,-1.1,0.1,0.5860096368718142,-205,-198,0.6333661417322834,-0.07841989332952815,0.0,0.051,0.61,0.51,0.538653132011345,2,164.25,164.57,164.5,164.0,164.25,1.1,165.0,165.0,162.667106391334,164.14,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03936641690903864,-0.0293102864309588,-0.0293102864309588,1,1,0,0
Manhattan Jaspers vs. Quinnipiac Bobcats,Jan 02 07:00PM ET,2026-01-01 19:23:35 UTC,Manhattan Jaspers,3,6.5,7.5,7.0,0.4839657729027816,6.5,-0.028229349048437935,-0.0398437509067422,2.1,7.0,8.0,4.8,9.8,0.28022821576763485,230,230,0.2904564315352697,-0.02280208726266819,0.0,0.054,0.27,0.22,0.328410691323534,2,156.5,159.19,157.5,156.5,156.5,1.4,161.0,160.0,157.907330706245,158.38,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0082541095154741,-0.0393649381035735,0,0,1,0
Iona Gaels vs. Siena Saints,Jan 02 07:00PM ET,2026-01-01 19:23:35 UTC,Iona Gaels,3,-1.5,-2.8,-2.0,0.5160342270972185,-1.5,-0.0077752967123053685,-0.0023791446117186,0.5,-3.6,-3.0,-2.6,-2.6,0.5712007530119002,-122,-135,0.5467695274831245,-0.003267332094482822,0.0,0.027,0.64,0.59,0.595631978540676,1,147.5,146.5,147.0,145.5,147.5,1.5,146.0,147.0,147.09349870548,143.91,0.4914489286915362,0.5085510713084638,-0.0390675032333464,-0.0036440506427557473,-0.0327102803738317,-0.0098039215686274,1,1,0,1
