Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
USC Trojans vs. Northwestern Wildcats,Jan 21 11:12PM ET,2026-01-22 05:11:13 UTC,USC Trojans,1,-3.5,-3.5,-6.8,-5.0,0.5519720368591103,-3.5,0.022560272153227978,0.022560272153227978,0.7,,-7.0,-5.7,-6.8,0.6732085369490517,-210,-205,0.6314112527199254,0.0011655261963634533,0.0011655261963634533,0.007,,0.72,0.710011642356356,2,136.0,151.83,142.5,135.5,136.0,2.6,,155.0,149.916304207644,151.83,0.5925296864759353,0.3924038801760188,0.06311792177005293,-0.14782600488145248,0.06311792177005293,-0.14782600488145248,0,0,0,0
USC Trojans vs. Northwestern Wildcats,Jan 21 11:12PM ET,2026-01-22 05:11:13 UTC,Northwestern Wildcats,1,3.5,3.5,6.8,5.0,0.4480279631408896,3.5,-0.09220192191658166,-0.09220192191658166,0.7,,7.0,5.7,6.8,0.3267914630509483,160,155,0.36858874728007457,-0.06551622925674405,-0.06551622925674405,0.007,,0.28,0.289988357643644,2,136.0,151.83,142.5,135.5,136.0,2.6,,155.0,149.916304207644,151.83,0.5925296864759353,0.3924038801760188,0.06311792177005293,-0.14782600488145248,0.06311792177005293,-0.14782600488145248,0,0,0,0
Saint Mary's Gaels vs. Oregon St Beavers,Jan 21 11:15PM ET,2026-01-22 05:11:13 UTC,Saint Mary's Gaels,1,-20.5,-20.5,-18.0,-19.5,0.4652972649083076,-20.5,-0.05851225890121625,-0.05851225890121625,0.6,,-18.0,-17.9,-19.0,0.9638200748728514,,-18249,0.9712530379088538,-0.030729929578143134,,0.009,,0.95,0.962774223673698,3,134.5,144.0,138.5,134.5,134.5,2.5,,144.0,140.510358641477,145.3,0.5599595769202858,0.4400404230797142,0.025075855990053242,-0.09484329785051832,0.025075855990053242,-0.09484329785051832,0,0,0,0
Saint Mary's Gaels vs. Oregon St Beavers,Jan 21 11:15PM ET,2026-01-22 05:11:13 UTC,Oregon St Beavers,1,20.5,20.5,18.0,19.5,0.5347027350916924,20.5,-0.010751810362852998,-0.010751810362852998,0.6,,18.0,17.9,19.0,0.036179925127148696,,3297,0.028746962091146345,0.0067434238655843595,,0.009,,0.05,0.0372257763263021,3,134.5,144.0,138.5,134.5,134.5,2.5,,144.0,140.510358641477,145.3,0.5599595769202858,0.4400404230797142,0.025075855990053242,-0.09484329785051832,0.025075855990053242,-0.09484329785051832,0,0,0,0
Grand Canyon Antelopes vs. San Diego St Aztecs,Jan 21 11:19PM ET,2026-01-22 05:11:13 UTC,Grand Canyon Antelopes,3,2.5,2.5,1.0,2.0,0.5160342270972185,2.5,-0.017765306702315353,-0.017765306702315353,1.4,,1.0,-1.0,1.6,0.45456711543018596,135,132,0.4056674599592004,0.02440985363555137,0.02440985363555137,0.047,,0.47,0.536933541802343,1,148.5,143.0,146.5,147.5,148.5,1.6,,143.0,143.173255893402,140.24,0.4658349641191438,0.5341650358808562,-0.07120207291789327,0.0014547555070244522,-0.07120207291789327,0.0014547555070244522,0,0,0,0
Grand Canyon Antelopes vs. San Diego St Aztecs,Jan 21 11:19PM ET,2026-01-22 05:11:13 UTC,San Diego St Aztecs,3,-2.5,-2.5,-1.0,-2.0,0.4839657729027816,-2.5,-0.05091794802745092,-0.05091794802745092,1.4,,-1.0,1.0,-1.6,0.5454328845698141,-175,-170,0.5943325400407997,-0.08477900879997413,-0.08477900879997413,0.047,,0.53,0.463066458197657,1,148.5,143.0,146.5,147.5,148.5,1.6,,143.0,143.173255893402,140.24,0.4658349641191438,0.5341650358808562,-0.07120207291789327,0.0014547555070244522,-0.07120207291789327,0.0014547555070244522,0,0,0,0
Lipscomb Bisons vs. Stetson Hatters,Jan 22 01:00PM ET,2026-01-22 04:30:40 UTC,Lipscomb Bisons,3,-14.5,-14.5,-15.55,-15.0,0.5160342270972185,-14.5,-0.0077752967123053685,-0.0077752967123053,1.1,-15.9,-14.0,-15.2,-16.5,0.8960721389464187,,-1373,0.8921442778928373,-0.03605455788616052,,0.013,0.9,0.9,0.922298253581151,3,157.5,155.2,156.5,157.5,157.5,0.9,156.0,156.0,154.388021674042,154.39999999999998,0.4849567874384211,0.5150432125615789,-0.04992693349181143,0.0028480906103593995,-0.0499269334918114,0.0028480906103593,0,1,0,1
Lipscomb Bisons vs. Stetson Hatters,Jan 22 01:00PM ET,2026-01-22 04:30:40 UTC,Stetson Hatters,3,14.5,14.5,15.55,15.0,0.4839657729027816,14.5,-0.03984375090674225,-0.0398437509067422,1.1,15.9,14.0,15.2,16.5,0.10392786105358126,,787,0.10785572210716263,-0.00876153288581269,,0.013,0.0999999999999999,0.1,0.0777017464188494,3,157.5,155.2,156.5,157.5,157.5,0.9,156.0,156.0,154.388021674042,154.39999999999998,0.4849567874384211,0.5150432125615789,-0.04992693349181143,0.0028480906103593995,-0.0499269334918114,0.0028480906103593,0,1,0,1
Austin Peay Governors vs. Florida Gulf Coast Eagles,Jan 22 01:00PM ET,2026-01-22 02:44:48 UTC,Austin Peay Governors,3,-4.5,-4.5,-4.85,-4.5,0.5,-4.5,-0.03488372093023251,-0.018849493833014,1.5,-6.5,-3.0,-4.3,-5.4,0.6605412987572927,,-227,0.6627947872842134,-0.033240842430178,,0.046,0.72,0.63,0.658287810230372,2,155.5,152.60559401323002,154.5,155.5,155.5,1.4,154.0,153.0,152.21118802646,150.69,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0582094517169641,0.011130608835512,0,0,0,1
Austin Peay Governors vs. Florida Gulf Coast Eagles,Jan 22 01:00PM ET,2026-01-22 02:44:48 UTC,Florida Gulf Coast Eagles,3,4.5,4.5,4.85,4.5,0.5,4.5,-0.012195121951219523,-0.0282293490484379,1.5,6.5,3.0,4.3,5.4,0.3394587012427073,,183,0.3372052127157866,-0.013511718841806797,,0.046,0.28,0.37,0.341712189769628,2,155.5,152.60559401323002,154.5,155.5,155.5,1.4,154.0,153.0,152.21118802646,150.69,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0582094517169641,0.011130608835512,0,0,0,1
