Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,New Mexico Lobos,3,-4.5,-4.5,-2.05,-3.5,0.4679574367889025,-4.5,-0.03699305826060245,-0.0466056700072139,0.1,-2.1,,-2.0,,0.5924963695120404,-180,-178,0.6116667597921439,-0.047791400272132356,-0.0476782820636868,0.005,0.57,,0.576651958463874,2,160.5,162.590098099466,161.5,160.5,160.5,4.8,166.0,,159.180196198932,,0.5155554142940497,0.4844445857059503,-0.01932830663618279,-0.02775053624526924,-0.0216325787533923,-0.0258514751091165,0,0,0,0
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,Tulsa Golden Hurricane,3,4.5,4.5,2.05,3.5,0.5320425632110974,4.5,-0.009241840458627304,-0.0006677171627342,0.1,2.1,,2.0,,0.40750363048795946,150,146,0.388333240207856,0.0009995654473090587,0.0048211392065439,0.005,0.43,,0.423348041536126,2,160.5,162.590098099466,161.5,160.5,160.5,4.8,166.0,,159.180196198932,,0.5155554142940497,0.4844445857059503,-0.01932830663618279,-0.02775053624526924,-0.0216325787533923,-0.0258514751091165,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Auburn Tigers,3,-6.5,-6.5,-6.050000000000001,-6.5,0.5,-6.5,-0.041284403669724745,-0.0348837209302325,0.2,-6.2,,-5.9,,0.7133624604767388,-278,-278,0.705033164260632,-0.022087274972996673,-0.022072323204617,0.002,0.72,,0.723383513385691,2,149.5,152.273782556946,150.5,150.5,149.5,2.4,154.0,,150.547565113892,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0044159359987294,-0.0426629068827225,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Illinois St Redbirds,3,6.5,6.5,6.050000000000001,6.5,0.5,6.5,-0.004950495049504955,-0.0121951219512195,0.2,6.2,,5.9,,0.2866375395232612,225,225,0.2949668357393679,-0.0210547681690465,-0.0237610101287162,0.002,0.28,,0.276616486614309,2,149.5,152.273782556946,150.5,150.5,149.5,2.4,154.0,,150.547565113892,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0044159359987294,-0.0426629068827225,0,0,0,0
Michigan Wolverines vs. Tennessee Volunteers,Mar 29 02:15PM ET,2026-03-28 07:59:20 UTC,Michigan Wolverines,3,-7.5,-7.5,-7.8,-7.5,0.5,-7.5,-0.026066350710900466,0.0219328920009055,2.7,-5.6,,-11.0,-7.8,0.7603828730654738,-310,-340,0.740871613663133,-0.0123443996617989,0.0404064013777532,0.113,0.7,,0.859788264935629,2,146.5,148.0,147.0,146.5,146.5,0.7,148.0,,149.118652298545,147.84,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0082541095154741,-0.0393649381035735,0,0,0,0
Michigan Wolverines vs. Tennessee Volunteers,Mar 29 02:15PM ET,2026-03-28 07:59:20 UTC,Tennessee Volunteers,3,7.5,7.5,7.8,7.5,0.5,7.5,-0.021531100478468845,-0.0695303431902748,2.7,5.6,,11.0,7.8,0.2396171269345262,250,270,0.2591283863368669,-0.030653143335744093,-0.0803223677643076,0.113,0.3,,0.140211735064371,2,146.5,148.0,147.0,146.5,146.5,0.7,148.0,,149.118652298545,147.84,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0082541095154741,-0.0393649381035735,0,0,0,0
Duke Blue Devils vs. UConn Huskies,Mar 29 05:05PM ET,2026-03-28 07:59:20 UTC,Duke Blue Devils,1,-5.5,-5.5,-6.1,-5.5,0.5,-5.5,-0.004950495049504955,0.0051726961227427,1.2,-4.2,,-6.1,-6.3,0.6815660662805489,-205,-222,0.660881960836368,-0.008337779873297091,0.016660607988316,0.046,0.67,,0.73450034344946,2,133.5,136.0,134.5,134.5,133.5,2.2,136.0,,139.599019728388,135.72,0.5155554142940497,0.4844445857059503,-0.01932830663618279,-0.02775053624526924,0.0072776641226203,-0.054896711741668,0,0,0,0
Duke Blue Devils vs. UConn Huskies,Mar 29 05:05PM ET,2026-03-28 07:59:20 UTC,UConn Huskies,1,5.5,5.5,6.1,5.5,0.5,5.5,-0.04337899543378998,-0.0522515390041948,1.2,4.2,,6.1,6.3,0.31843393371945095,170,182,0.339118039163632,-0.03557609134320572,-0.0618062295485328,0.046,0.3299999999999999,,0.26549965655054,2,133.5,136.0,134.5,134.5,133.5,2.2,136.0,,139.599019728388,135.72,0.5155554142940497,0.4844445857059503,-0.01932830663618279,-0.02775053624526924,0.0072776641226203,-0.054896711741668,0,0,0,0
