Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Texas Tech Red Raiders vs. New Orleans Privateers,Nov 26 01:00PM ET,Texas Tech Red Raiders,3,-26.0,-21.75,-24.5,0.452000757288194,-26.0,-0.06607153186843251,1.0,-21.6,-20.0,-21.9,-22.1,0.9672276056031175,-20000,0.9744552112062349,-0.02779727001877308,0.017,0.94,0.96,0.973708933476548,3,155.25,154.8332990648505,155.0,155.25,1.6,157.0,154.0,155.666598129701,153.56,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,1,1,0,0
New Hampshire Wildcats vs. Brown Bears,Nov 26 01:00PM ET,Brown Bears,2,-4.0,-2.5,-3.5,0.4831483753809493,-4.0,-0.040661148428574545,0.8,-2.2,-4.0,-2.6,-2.4,0.6163127617694744,-197,0.6365801668903658,-0.047339018897569196,0.027,0.59,0.64,0.596045356648583,2,139.5,138.64,139.0,139.5,1.2,138.0,140.0,137.335933403637,139.28,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,0,0,0
New Hampshire Wildcats vs. Brown Bears,Nov 26 01:00PM ET,New Hampshire Wildcats,2,4.0,2.5,3.5,0.5168516246190507,4.0,-0.006957899190473182,0.8,2.2,4.0,2.6,2.4,0.3836872382305256,164,0.36341983310963416,0.0048123817437287775,0.027,0.41,0.36,0.403954643351417,2,139.5,138.64,139.0,139.5,1.2,138.0,140.0,137.335933403637,139.28,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,0,0,0
Texas Tech Red Raiders vs. New Orleans Privateers,Nov 26 01:00PM ET,New Orleans Privateers,3,26.0,21.75,24.5,0.547999242711806,26.0,0.02305862513460888,1.0,21.6,20.0,21.9,22.1,0.03277239439688254,3734,0.025544788793765066,0.00668838355677414,0.017,0.06,0.04,0.0262910665234519,3,155.25,154.8332990648505,155.0,155.25,1.6,157.0,154.0,155.666598129701,153.56,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,1,1,0,0
Bucknell Bison vs. Buffalo Bulls,Nov 26 01:30PM ET,Bucknell Bison,3,3.0,4.0,3.5,0.4839657729027816,2.75,-0.03984375090674225,2.2,-0.3,4.0,4.0,4.2,0.3908464894058995,138,0.40169297881179894,-0.029796847462251752,0.083,0.51,0.38,0.356702363345651,2,148.0,149.61,148.5,148.0,1.6,147.0,150.0,150.566535915442,149.22,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03708799357798365,0,0,0,0
Toledo Rockets vs. Belmont Bruins,Nov 26 01:30PM ET,Toledo Rockets,3,5.5,5.0,5.5,0.5,5.5,-0.032710280373831724,1.4,7.2,5.0,4.7,,0.31789812788718697,195,0.32579625577437393,-0.021084922960270647,0.04,0.26,0.31,0.338469532136575,2,162.5,159.651695468992,161.5,162.5,1.0,159.0,161.0,159.651695468992,,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,0,0,0,0
Bucknell Bison vs. Buffalo Bulls,Nov 26 01:30PM ET,Buffalo Bulls,3,-3.0,-4.0,-3.5,0.5160342270972185,-2.75,-0.003196542133550806,2.2,0.3,-4.0,-4.0,-4.2,0.6091535105941006,-168,0.5983070211882011,-0.017379376808352,0.083,0.49,0.62,0.643297636654349,2,148.0,149.61,148.5,148.0,1.6,147.0,150.0,150.566535915442,149.22,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03708799357798365,0,0,0,0
Toledo Rockets vs. Belmont Bruins,Nov 26 01:30PM ET,Belmont Bruins,3,-5.5,-5.0,-5.5,0.5,-5.5,-0.014563106796116498,1.4,-7.2,-5.0,-4.7,,0.682101872112813,-235,0.6742037442256261,-0.019390665200619828,0.04,0.74,0.69,0.661530467863425,2,162.5,159.651695468992,161.5,162.5,1.0,159.0,161.0,159.651695468992,,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,0,0,0,0
Northern Kentucky Norse vs. Wofford Terriers,Nov 26 02:00PM ET,Wofford Terriers,3,4.0,2.95,3.5,0.5160342270972185,4.0,-0.0077752967123053685,1.6,2.5,3.0,5.9,2.9,0.3707228915662651,165,0.3614457831325302,-0.006635598999772674,0.053,0.4,0.38,0.299564726724575,2,149.0,146.6782690924985,148.0,149.0,2.5,146.0,151.0,147.356538184997,145.46,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,0,0,0,0
Mercer Bears vs. Appalachian St Mountaineers,Nov 26 02:00PM ET,Appalachian St Mountaineers,2,6.0,5.65,6.0,0.5,6.0,-0.023809523809523836,1.0,5.3,7.0,6.0,4.7,0.294402390438247,220,0.298804780876494,-0.018097609561752992,0.018,0.29,0.26,0.29130107843839,2,141.5,144.21952257202253,142.5,141.5,3.0,140.0,147.0,143.329045144045,145.11,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,0,1,0,0
