Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
New Haven Chargers vs. St. Francis (PA) Red Flash,Feb 24 06:00PM ET,2026-02-24 01:34:05 UTC,St. Francis (PA) Red Flash,2,7.0,7.0,7.0,7.0,0.5,,-0.026066350710900466,,0.3,6.8,7.0,7.4,,0.24753398247943506,,275,0.25506796495887013,-0.019180100024121155,,0.024,0.24,0.28,0.235933376591045,2,142.5,139.0,141.0,,142.5,1.1,138.0,139.0,140.291752117341,,0.4766742692132684,0.5233257307867316,-0.05820945171696412,0.01113060883551209,,,0,0,0,0
New Haven Chargers vs. St. Francis (PA) Red Flash,Feb 24 06:00PM ET,2026-02-24 01:34:05 UTC,New Haven Chargers,2,-7.0,-7.0,-7.0,-7.0,0.5,,-0.023809523809523836,,0.3,-6.8,-7.0,-7.4,,0.7524660175205649,,-352,0.7449320350411298,-0.026478779743724368,,0.024,0.76,0.72,0.764066623408955,2,142.5,139.0,141.0,,142.5,1.1,138.0,139.0,140.291752117341,,0.4766742692132684,0.5233257307867316,-0.05820945171696412,0.01113060883551209,,,0,0,0,0
Eastern Michigan Eagles vs. Miami (OH) RedHawks,Feb 24 06:30PM ET,2026-02-23 19:39:15 UTC,Miami (OH) RedHawks,3,-9.5,-9.5,-7.2,-8.5,0.4679574367889025,-8.5,-0.06692628414133,-0.0398437509067422,0.7,-6.8,-7.0,-7.4,-8.3,0.7893449239366657,-575,-615,0.8186898478733313,-0.07073335394983138,-0.07073335394983138,0.013,0.74,0.76,0.7636146996615,2,153.5,150.9438594102745,152.5,151.5,153.5,1.3,151.0,151.0,150.887718820549,148.44,0.4844445857059503,0.5155554142940497,-0.041621765004950184,-0.005975686184419127,-0.0348837209302325,-0.0121951219512195,1,1,0,1
Eastern Michigan Eagles vs. Miami (OH) RedHawks,Feb 24 06:30PM ET,2026-02-23 19:39:15 UTC,Eastern Michigan Eagles,3,9.5,9.5,7.2,8.5,0.5320425632110974,8.5,0.019847441259877918,-0.0077752967123053,0.7,6.8,7.0,7.4,8.3,0.21065507606333436,425,425,0.18131015212666873,0.020178885587143897,0.020178885587143897,0.013,0.26,0.24,0.2363853003385,2,153.5,150.9438594102745,152.5,151.5,153.5,1.3,151.0,151.0,150.887718820549,148.44,0.4844445857059503,0.5155554142940497,-0.041621765004950184,-0.005975686184419127,-0.0348837209302325,-0.0121951219512195,1,1,0,1
La Salle Explorers vs. GW Revolutionaries,Feb 24 06:30PM ET,2026-02-23 20:29:43 UTC,GW Revolutionaries,3,-6.5,-6.5,-6.65,-6.5,0.5,-6.5,-0.03488372093023251,-0.0238095238095238,1.1,-4.9,-7.0,-6.3,-7.3,0.7249209797572207,-305,-319,0.7298419595144415,-0.036679701383690366,-0.036679701383690366,0.028,0.68,0.72,0.732941385803107,2,146.5,145.465087679448,146.0,146.5,146.5,0.9,145.0,147.0,145.360175358896,145.57,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0315887097620138,-0.0160303378570338,0,0,0,0
La Salle Explorers vs. GW Revolutionaries,Feb 24 06:30PM ET,2026-02-23 20:29:43 UTC,La Salle Explorers,3,6.5,6.5,6.65,6.5,0.5,6.5,-0.012195121951219523,-0.0238095238095238,1.1,4.9,7.0,6.3,7.3,0.2750790202427792,245,255,0.2701580404855584,-0.0068348173589678485,-0.0068348173589678485,0.028,0.3199999999999999,0.28,0.267058614196893,2,146.5,145.465087679448,146.0,146.5,146.5,0.9,145.0,147.0,145.360175358896,145.57,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0315887097620138,-0.0160303378570338,0,0,0,0
Rutgers Scarlet Knights vs. Washington Huskies,Feb 24 06:30PM ET,2026-02-23 19:39:15 UTC,Rutgers Scarlet Knights,2,4.5,4.5,5.1,4.5,0.5,4.5,-0.012195121951219523,-0.0218021196685556,0.6,5.2,5.0,4.2,5.5,0.31610689916603485,,198,0.3222137983320697,-0.019463570632622884,,0.019,0.3,0.31,0.33749365052447,2,142.5,143.0,142.5,143.5,142.5,0.4,143.0,143.0,143.488577586563,142.63,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0238095238095238,-0.0238095238095238,0,0,1,0
Rutgers Scarlet Knights vs. Washington Huskies,Feb 24 06:30PM ET,2026-02-23 19:39:15 UTC,Washington Huskies,2,-4.5,-4.5,-5.1,-4.5,0.5,-4.5,-0.03488372093023251,-0.024432779050674,0.6,-5.2,-5.0,-4.2,-5.5,0.683893100833965,,-240,0.6777862016679302,-0.021989252107211477,,0.019,0.7,0.69,0.66250634947553,2,142.5,143.0,142.5,143.5,142.5,0.4,143.0,143.0,143.488577586563,142.63,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0238095238095238,-0.0238095238095238,0,0,1,0
Texas Tech Red Raiders vs. Cincinnati Bearcats,Feb 24 07:00PM ET,2026-02-23 19:39:15 UTC,Texas Tech Red Raiders,2,-6.5,-6.5,-9.850000000000001,-8.0,0.5504348160326231,-5.5,0.0382396940814036,0.0266252922230992,3.0,-9.3,-11.0,-4.3,-10.4,0.7580002401013026,-258,-266,0.6960004802026052,0.030998377903909802,0.030998377903909802,0.095,0.82,0.84,0.665813833889145,2,142.5,141.6134506277325,142.0,140.5,142.5,1.3,141.0,141.0,142.226901255465,143.74,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0082541095154741,-0.0393649381035735,0,0,0,0
Georgetown Hoyas vs. Marquette Golden Eagles,Feb 24 07:00PM ET,2026-02-23 19:39:15 UTC,Georgetown Hoyas,3,-3.5,-3.5,-4.95,-4.0,0.5160342270972185,-4.5,-0.0077752967123053685,-0.0238095238095238,0.6,-4.9,-5.0,-4.0,-5.3,0.6431509237211745,-175,-180,0.616301847442349,0.00040770203058437815,0.00040770203058437815,0.014,0.68,0.67,0.652252567534019,2,150.5,149.0,150.0,148.5,150.5,1.2,149.0,149.0,149.596220868766,146.9,0.49222081404751,0.5077791859524899,-0.029310286430958843,-0.018287164758410523,-0.0238095238095238,-0.0238095238095238,1,1,0,1
