Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
BYU Cougars vs. Iowa State Cyclones,Feb 21 08:40PM ET,2026-02-22 05:04:46 UTC,BYU Cougars,2,-5.5,-5.5,3.25,-2.0,0.3837016084335071,-5.5,-0.15118211249672542,-0.15118211249672542,1.5,3.4,1.0,4.5,3.1,0.5649570790889322,-360,-379,0.7499141581778643,-0.22634726873715483,-0.22634726873715483,0.059,0.38,0.45,0.332571080358006,2,140.5,155.92000000000002,146.5,140.5,140.5,2.3,159.0,157.0,153.968990812133,154.84,0.5925110663595023,0.4074889336404976,0.06309930165361999,-0.13274095141697367,0.06309930165361999,-0.13274095141697367,1,1,1,0
BYU Cougars vs. Iowa State Cyclones,Feb 21 08:40PM ET,2026-02-22 05:04:46 UTC,Iowa State Cyclones,2,5.5,5.5,-3.25,2.0,0.6162983915664929,5.5,0.0814146706362604,0.0814146706362604,1.5,-3.4,-1.0,-4.5,-3.1,0.4350429209110679,260,279,0.2500858418221357,0.171154032022179,0.171154032022179,0.059,0.62,0.55,0.667428919641994,2,140.5,155.92000000000002,146.5,140.5,140.5,2.3,159.0,157.0,153.968990812133,154.84,0.5925110663595023,0.4074889336404976,0.06309930165361999,-0.13274095141697367,0.06309930165361999,-0.13274095141697367,1,1,1,0
Sacramento St Hornets vs. Idaho Vandals,Feb 21 10:00PM ET,2026-02-22 05:04:46 UTC,Idaho Vandals,,-2.5,-2.5,-1.8,-2.0,,,,,0.8,-1.6,-2.0,-1.0,-3.0,0.6840392794317398,-1050,-637,0.8080785588634795,-0.1802141142334186,-0.1802141142334186,0.021,0.56,0.58,0.537326266587885,1,,160.1713357306505,64.0,,,1.0,162.0,160.0,160.342671461301,159.66,,,,,,,0,1,0,0
Seattle Redhawks vs. Portland Pilots,Feb 21 10:00PM ET,2026-02-22 05:04:46 UTC,Portland Pilots,1,14.0,14.0,9.0,12.0,0.5691433811387439,14.5,0.03643310076491213,0.03643310076491213,0.9,8.9,8.0,10.1,9.1,,,,0.0,0.0,,0.034,0.1899999999999999,0.23,0.162308291721393,3,130.5,136.62,133.0,,130.5,1.9,137.0,136.0,140.124061319036,136.24,0.5375612808324742,0.4624387191675257,0.29946604273723615,-0.3636482373542134,,,1,1,1,0
Seattle Redhawks vs. Portland Pilots,Feb 21 10:00PM ET,2026-02-22 05:04:46 UTC,Seattle Redhawks,1,-14.0,-14.0,-9.0,-12.0,0.4308566188612561,-14.5,-0.106180418175781,-0.106180418175781,0.9,-8.9,-8.0,-10.1,-9.1,,,,0.0,0.0,,0.034,0.81,0.77,0.837691708278607,3,130.5,136.62,133.0,,130.5,1.9,137.0,136.0,140.124061319036,136.24,0.5375612808324742,0.4624387191675257,0.29946604273723615,-0.3636482373542134,,,1,1,1,0
Sacramento St Hornets vs. Idaho Vandals,Feb 21 10:00PM ET,2026-02-22 05:04:46 UTC,Sacramento St Hornets,,2.5,2.5,1.8,2.0,,,,,0.8,1.6,2.0,1.0,3.0,0.3159607205682602,600,387,0.19192144113652052,0.11069756267352335,0.11069756267352335,0.021,0.4399999999999999,0.42,0.462673733412115,1,,160.1713357306505,64.0,,,1.0,162.0,160.0,160.342671461301,159.66,,,,,,,0,1,0,0
Hawai'i Rainbow Warriors vs. UC Santa Barbara Gauchos,Feb 21 10:06PM ET,2026-02-22 05:04:46 UTC,Hawai'i Rainbow Warriors,,3.0,3.0,-4.35,0.0,,,,,1.0,-4.7,-4.0,-5.0,-2.8,0.44979729729729734,185,320,0.2195945945945946,0.21170205920205926,0.21170205920205926,0.026,0.68,0.64,0.68837645819693,2,,144.87329706387652,58.0,,,1.0,144.0,144.0,145.746594127753,145.81,,,,,,,0,1,0,0
Hawai'i Rainbow Warriors vs. UC Santa Barbara Gauchos,Feb 21 10:06PM ET,2026-02-22 05:04:46 UTC,UC Santa Barbara Gauchos,,-3.0,-3.0,4.35,-0.0,,,,,1.0,4.7,4.0,5.0,2.8,0.5502027027027027,-245,-550,0.7804054054054055,-0.2959511434511435,-0.2959511434511435,0.026,0.3199999999999999,0.36,0.31162354180307,2,,144.87329706387652,58.0,,,1.0,144.0,144.0,145.746594127753,145.81,,,,,,,0,1,0,0
Washington St Cougars vs. Saint Mary's Gaels,Feb 21 10:10PM ET,2026-02-22 05:04:46 UTC,Washington St Cougars,3,15.0,15.0,7.6,12.0,0.5953061616817894,15.5,0.0282065945822223,0.0282065945822223,1.0,6.5,8.0,7.2,8.9,,,,0.0,0.0,,0.022,0.27,0.23,0.23571912940574,3,148.5,148.51,148.5,,148.5,1.5,148.0,150.0,146.454977897034,149.01999999999998,0.5,0.5,0.023809523809523836,-0.08333333333333337,,,1,1,0,0
Washington St Cougars vs. Saint Mary's Gaels,Feb 21 10:10PM ET,2026-02-22 05:04:46 UTC,Saint Mary's Gaels,3,-15.0,-15.0,-7.6,-12.0,0.4046938383182106,-15.5,-0.0953061616817894,-0.0953061616817894,1.0,-6.5,-8.0,-7.2,-8.9,,,,0.0,0.0,,0.022,0.73,0.77,0.76428087059426,3,148.5,148.51,148.5,,148.5,1.5,148.0,150.0,146.454977897034,149.01999999999998,0.5,0.5,0.023809523809523836,-0.08333333333333337,,,1,1,0,0
