Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Nevada Wolf Pack vs. Grand Canyon Antelopes,Jan 27 10:49PM ET,2026-01-28 05:02:13 UTC,Nevada Wolf Pack,1,-1.5,-1.5,-5.0,-3.0,0.5519720368591103,-1.5,0.018172503059576517,0.018172503059576517,0.9,,-5.0,-3.8,-5.5,0.6043863623562205,-140,-140,0.550561797752809,0.021053029022887082,0.021053029022887082,0.017,,0.67,0.646421853919264,1,114.5,141.269703888813,125.0,114.5,114.5,0.2,,141.0,141.269703888813,141.26999999999998,0.6737010097581555,0.3262989902418445,0.138817288827923,-0.20750054355768932,0.138817288827923,-0.20750054355768932,0,0,0,0
Nevada Wolf Pack vs. Grand Canyon Antelopes,Jan 27 10:49PM ET,2026-01-28 05:02:13 UTC,Grand Canyon Antelopes,1,1.5,1.5,5.0,3.0,0.4480279631408896,1.5,-0.09007827242493022,-0.09007827242493022,0.9,,5.0,3.8,5.5,0.3956136376437795,110,110,0.449438202247191,-0.08057683854669667,-0.08057683854669667,0.017,,0.33,0.353578146080736,1,114.5,141.269703888813,125.0,114.5,114.5,0.2,,141.0,141.269703888813,141.26999999999998,0.6737010097581555,0.3262989902418445,0.138817288827923,-0.20750054355768932,0.138817288827923,-0.20750054355768932,0,0,0,0
UNLV Rebels vs. New Mexico Lobos,Jan 27 11:10PM ET,2026-01-28 05:02:13 UTC,UNLV Rebels,2,17.5,17.5,6.0,13.0,0.6481311927118212,17.5,0.11433165891228736,0.11433165891228736,2.9,,6.0,3.7,9.5,0.19145814622395732,2500,1800,0.050395537726434604,0.1388265672765889,0.1388265672765889,0.046,,0.3,0.36504150944296,3,144.5,156.0,149.0,143.5,144.5,0.8,,156.0,155.834574840028,157.23000000000002,0.5673868216540636,0.4326131783459364,0.03797505694818126,-0.10761670671153489,0.03797505694818126,-0.10761670671153489,0,0,0,0
UNLV Rebels vs. New Mexico Lobos,Jan 27 11:10PM ET,2026-01-28 05:02:13 UTC,New Mexico Lobos,2,-17.5,-17.5,-6.0,-13.0,0.3518688072881788,-17.5,-0.1830149136420537,-0.1830149136420537,2.9,,-6.0,-3.7,-9.5,0.8085418537760427,-15000,-12004,0.9496044622735653,-0.18319639289630663,-0.18319639289630663,0.046,,0.7,0.63495849055704,3,144.5,156.0,149.0,143.5,144.5,0.8,,156.0,155.834574840028,157.23000000000002,0.5673868216540636,0.4326131783459364,0.03797505694818126,-0.10761670671153489,0.03797505694818126,-0.10761670671153489,0,0,0,0
Southern Jaguars vs. Miss Valley St Delta Devils,Jan 28 02:00PM ET,2026-01-28 01:56:32 UTC,Southern Jaguars,2,-21.5,-21.5,-21.700000000000003,-21.5,0.5,-21.5,-0.012195121951219523,-0.0180722891566265,0.8,-21.6,-21.0,-23.0,-21.8,0.9619733332764352,,-7241,0.9539466665528704,-0.024405465834017037,,0.007,0.97,0.97,0.982862628560244,3,140.5,141.0,140.5,140.5,140.5,2.2,141.0,141.0,144.676899765173,139.49,0.5,0.5,-0.01807228915662651,-0.02941176470588236,-0.0369347084278856,-0.0255952328786298,0,1,0,0
Southern Jaguars vs. Miss Valley St Delta Devils,Jan 28 02:00PM ET,2026-01-28 01:56:32 UTC,Miss Valley St Delta Devils,2,21.5,21.5,21.700000000000003,21.5,0.5,21.5,-0.03488372093023251,-0.0294117647058823,0.8,21.6,21.0,23.0,21.8,0.03802666672356478,,2000,0.04605333344712956,-0.009592380895482838,,0.007,0.03,0.03,0.0171373714397562,3,140.5,141.0,140.5,140.5,140.5,2.2,141.0,141.0,144.676899765173,139.49,0.5,0.5,-0.01807228915662651,-0.02941176470588236,-0.0369347084278856,-0.0255952328786298,0,1,0,0
Grambling St Tigers vs. Arkansas-Pine Bluff Golden Lions,Jan 28 03:00PM ET,2026-01-28 03:59:25 UTC,Grambling St Tigers,3,-4.5,-4.5,-4.05,-4.5,0.5,,-0.023809523809523836,,1.6,-4.1,-4.0,-7.2,-3.7,0.6377824402840542,,-190,0.6255648805681084,-0.01738997350904925,,0.059,0.65,0.65,0.752451453286766,2,147.5,150.37324330540798,148.5,,147.5,2.2,151.0,150.0,150.746486610816,146.2,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,,,0,1,0,0
Grambling St Tigers vs. Arkansas-Pine Bluff Golden Lions,Jan 28 03:00PM ET,2026-01-28 03:59:25 UTC,Arkansas-Pine Bluff Golden Lions,3,4.5,4.5,4.05,4.5,0.5,,-0.023809523809523836,,1.6,4.1,4.0,7.2,3.7,0.36221755971594577,,155,0.37443511943189156,-0.029939303029152264,,0.059,0.35,0.35,0.247548546713234,2,147.5,150.37324330540798,148.5,,147.5,2.2,151.0,150.0,150.746486610816,146.2,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,,,0,1,0,0
Army Knights vs. Lehigh Mountain Hawks,Jan 28 06:00PM ET,2026-01-28 01:56:32 UTC,Army Knights,2,4.0,4.0,0.19999999999999998,2.5,0.5504348160326231,1.5,0.026625292223099284,-0.0069578991904731,0.9,-0.9,1.0,-0.3,0.7,0.45168648817651724,,145,0.39329934450109244,0.043523222870394784,,0.042,0.53,0.45,0.510073631851942,2,145.5,146.589854460836,146.0,144.5,145.5,0.7,147.0,147.0,146.179708921672,145.45999999999998,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0123135502706572,-0.0351705035918515,1,1,0,0
Army Knights vs. Lehigh Mountain Hawks,Jan 28 06:00PM ET,2026-01-28 01:56:32 UTC,Lehigh Mountain Hawks,2,-4.0,-4.0,-0.19999999999999998,-2.5,0.4495651839673769,-1.5,-0.07424433984214696,-0.0406611484285745,0.9,0.9,-1.0,0.3,-0.7,0.5483135118234828,,-170,0.6067006554989074,-0.08131611780614689,,0.042,0.47,0.55,0.489926368148058,2,145.5,146.589854460836,146.0,144.5,145.5,0.7,147.0,147.0,146.179708921672,145.45999999999998,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0123135502706572,-0.0351705035918515,1,1,0,0
