Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
North Carolina Tar Heels vs. Louisville Cardinals,Feb 23 07:00PM ET,2026-02-22 16:43:58 UTC,North Carolina Tar Heels,3,2.5,2.5,0.4,1.5,0.5320425632110974,1.5,-0.002841157719135068,-0.0294203183573269,2.4,-0.2,1.0,3.8,-1.8,0.4592053124271751,124,124,0.42841062485435016,0.013768804490667197,0.0154391054371845,0.083,0.51,0.49,0.357058232056445,1,163.5,159.604155441666,162.0,161.5,163.5,2.0,161.0,161.0,158.208310883332,157.03,0.4743624933886761,0.5256375066113239,-0.037832628562543436,-0.009246214318908597,-0.0323605951179876,-0.01525845250106,0,0,0,1
North Carolina Tar Heels vs. Louisville Cardinals,Feb 23 07:00PM ET,2026-02-22 16:43:58 UTC,Louisville Cardinals,3,-2.5,-2.5,-0.4,-1.5,0.4679574367889025,-1.5,-0.04423768516231702,-0.0160342270972184,2.4,0.2,-1.0,-3.8,1.8,0.5407946875728249,-148,-146,0.5715893751456499,-0.05351077654830738,-0.0569595732734419,0.083,0.49,0.51,0.642941767943555,1,163.5,159.604155441666,162.0,161.5,163.5,2.0,161.0,161.0,158.208310883332,157.03,0.4743624933886761,0.5256375066113239,-0.037832628562543436,-0.009246214318908597,-0.0323605951179876,-0.01525845250106,0,0,0,1
Lamar Cardinals vs. Nicholls St Colonels,Feb 23 07:00PM ET,2026-02-22 18:45:32 UTC,Lamar Cardinals,3,-3.5,-3.5,-4.95,-4.0,0.5160342270972185,-4.5,-0.013377537608663892,-0.0238095238095238,0.6,-5.0,-6.0,-4.8,-4.9,0.663293809670465,,-195,0.6365876193409301,0.00227686051792253,,0.009,0.69,0.7,0.682834086104154,2,146.5,145.69689339441248,146.0,147.5,146.5,1.8,147.0,146.0,145.393786788825,142.76999999999998,0.49222081404751,0.5077791859524899,-0.03384553666339046,-0.013751914525978903,-0.0315887097620138,-0.0160303378570338,1,1,0,0
Lamar Cardinals vs. Nicholls St Colonels,Feb 23 07:00PM ET,2026-02-22 18:45:32 UTC,Nicholls St Colonels,3,3.5,3.5,4.95,4.0,0.4839657729027816,4.5,-0.03410651625384492,-0.0238095238095238,0.6,5.0,6.0,4.8,4.9,0.33670619032953497,,165,0.3634123806590699,-0.04065230023650279,,0.009,0.31,0.3,0.317165913895846,2,146.5,145.69689339441248,146.0,147.5,146.5,1.8,147.0,146.0,145.393786788825,142.76999999999998,0.49222081404751,0.5077791859524899,-0.03384553666339046,-0.013751914525978903,-0.0315887097620138,-0.0160303378570338,1,1,0,0
SE Louisiana Lions vs. Texas A&M-CC Islanders,Feb 23 07:00PM ET,2026-02-22 18:45:32 UTC,SE Louisiana Lions,1,2.5,2.5,2.5,2.5,0.5,2.5,-0.023809523809523836,-0.0348837209302325,0.4,2.2,3.0,2.3,2.7,0.40919044928065307,120,129,0.4183808985613061,-0.02749910068120809,-0.0336679674104201,0.015,0.4,0.38,0.409572500074691,1,131.5,128.905,130.5,132.5,131.5,2.4,126.0,129.0,131.851820962874,128.81,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,-0.0539393934037767,0.0064067373805546,0,1,0,0
SE Louisiana Lions vs. Texas A&M-CC Islanders,Feb 23 07:00PM ET,2026-02-22 18:45:32 UTC,Texas A&M-CC Islanders,1,-2.5,-2.5,-2.5,-2.5,0.5,-2.5,-0.023809523809523836,-0.0121951219512195,0.4,-2.2,-3.0,-2.3,-2.7,0.5908095507193469,-142,-154,0.581619101438694,-0.016261624207316583,-0.0076637167784068,0.015,0.6,0.62,0.590427499925309,1,131.5,128.905,130.5,132.5,131.5,2.4,126.0,129.0,131.851820962874,128.81,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,-0.0539393934037767,0.0064067373805546,0,1,0,0
McNeese Cowboys vs. UT Rio Grande Valley Vaqueros,Feb 23 07:30PM ET,2026-02-22 18:45:32 UTC,McNeese Cowboys,2,-11.5,-11.5,-9.1,-10.5,0.4663268053956411,-10.5,-0.03862368965386387,-0.0451535114115035,0.9,-7.6,-9.0,-9.8,-9.2,0.8140593717638938,,-780,0.8481187435277874,-0.0723042645997426,,0.034,0.77,0.78,0.832690315982475,3,144.5,144.78,144.5,143.5,144.5,0.7,144.0,145.0,145.738034116518,144.56,0.5,0.5,-0.0157384987893463,-0.031615925058548044,-0.0046721782292162,-0.0424066646522358,1,1,0,0
McNeese Cowboys vs. UT Rio Grande Valley Vaqueros,Feb 23 07:30PM ET,2026-02-22 18:45:32 UTC,UT Rio Grande Valley Vaqueros,2,11.5,11.5,9.1,10.5,0.5336731946043589,10.5,-0.0076112090653658315,-0.0023791446117186,0.9,7.6,9.0,9.8,9.2,0.1859406282361063,,530,0.15188125647221262,0.027210469505947577,,0.034,0.2299999999999999,0.22,0.167309684017525,3,144.5,144.78,144.5,143.5,144.5,0.7,144.0,145.0,145.738034116518,144.56,0.5,0.5,-0.0157384987893463,-0.031615925058548044,-0.0046721782292162,-0.0424066646522358,1,1,0,0
Stephen F. Austin Lumberjacks vs. New Orleans Privateers,Feb 23 07:30PM ET,2026-02-22 18:45:32 UTC,Stephen F. Austin Lumberjacks,3,-12.5,-12.5,-12.35,-12.5,0.5,-13.5,-0.041284403669724745,-0.0282293490484379,1.3,-14.3,-12.0,-11.2,-12.7,0.8708792292244241,-1050,-1100,0.8800000000000001,-0.04578743744224256,-0.0474537944615898,0.015,0.88,0.85,0.861758458448848,3,149.5,149.748934469954,149.5,149.5,149.5,1.7,150.0,150.0,149.497868939908,146.44,0.5,0.5,-0.03488372093023251,-0.012195121951219523,-0.0121951219512195,-0.0348837209302325,0,1,0,0
Stephen F. Austin Lumberjacks vs. New Orleans Privateers,Feb 23 07:30PM ET,2026-02-22 18:45:32 UTC,New Orleans Privateers,3,12.5,12.5,12.35,12.5,0.5,13.5,-0.004950495049504955,-0.018849493833014,1.3,14.3,12.0,11.2,12.7,0.12912077077557602,675,700,0.12000000000000002,0.004120770775576016,0.002581999589795,0.015,0.12,0.15,0.138241541551152,3,149.5,149.748934469954,149.5,149.5,149.5,1.7,150.0,150.0,149.497868939908,146.44,0.5,0.5,-0.03488372093023251,-0.012195121951219523,-0.0121951219512195,-0.0348837209302325,0,0,0,0
