Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
VCU Rams vs. Niagara Purple Eagles,Dec 15 07:00PM ET,VCU Rams,2,-32.0,-31.4,-32.0,0.5,-29.5,-0.023809523809523836,-0.0023791446117186,2.1,-30.8,-29.0,-32.0,-34.1,0.9805755498429021,-10000,0.9711510996858042,-0.009523460058088018,0.0,0.005,0.99,0.99,0.998291538454237,3,142.5,141.5,142.0,142.0,142.5,2.0,142.0,141.0,143.3841364066,138.62,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0365756504812615,-0.021529763037255,0,1,0,0
VCU Rams vs. Niagara Purple Eagles,Dec 15 07:00PM ET,Niagara Purple Eagles,2,32.0,31.4,32.0,0.5,29.5,-0.023809523809523836,-0.0360823938498199,2.1,30.8,29.0,32.0,34.1,0.019424450157097973,3300,0.028848900314195947,-0.00998731454878438,0.0,0.005,0.01,0.01,0.0017084615457634,3,142.5,141.5,142.0,142.0,142.5,2.0,142.0,141.0,143.3841364066,138.62,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0365756504812615,-0.021529763037255,0,1,0,0
Gardner-Webb Bulldogs vs. Wofford Terriers,Dec 15 07:00PM ET,Gardner-Webb Bulldogs,3,9.5,7.7,9.0,0.5160342270972185,10.0,-0.0077752967123053685,0.0128117939803281,2.4,6.5,8.0,7.4,12.0,0.2261786308133719,375,0.1992337164750958,0.015652315023898217,0.0,0.015,0.27,0.24,0.253123545151648,2,153.5,154.5,154.0,154.0,153.5,3.2,155.0,154.0,155.081561908987,148.41000000000005,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0175831075211174,-0.0404894663263217,0,1,0,0
Gardner-Webb Bulldogs vs. Wofford Terriers,Dec 15 07:00PM ET,Wofford Terriers,3,-9.5,-7.7,-9.0,0.4839657729027816,-10.0,-0.03984375090674225,-0.0512733324418667,2.4,-6.5,-8.0,-7.4,-12.0,0.7738213691866281,-500,0.8007662835249043,-0.072332476967218,0.0,0.015,0.73,0.76,0.746876454848352,2,153.5,154.5,154.0,154.0,153.5,3.2,155.0,154.0,155.081561908987,148.41000000000005,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0175831075211174,-0.0404894663263217,0,1,0,0
TCU Horned Frogs vs. Incarnate Word Cardinals,Dec 15 08:00PM ET,TCU Horned Frogs,2,-18.0,-16.45,-17.5,0.4831483753809493,-19.0,-0.040661148428574545,-0.0529039638351281,1.4,-17.6,-17.0,-15.9,-14.5,0.9254763548498447,-3734,0.9209527096996893,-0.045411563636327035,0.0,0.007,0.92,0.93,0.932849525816798,3,145.5,144.9656648249385,145.5,145.5,145.5,1.9,148.0,145.0,144.931329649877,143.54000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0140081567564656,1,0,0,0
TCU Horned Frogs vs. Incarnate Word Cardinals,Dec 15 08:00PM ET,Incarnate Word Cardinals,2,18.0,16.45,17.5,0.5168516246190507,19.0,-0.006957899190473182,0.0144424253735896,1.4,17.6,17.0,15.9,14.5,0.07452364515015533,1382,0.07904729030031064,-0.008809688183177983,0.0,0.007,0.0799999999999999,0.07,0.067150474183202,3,145.5,144.9656648249385,145.5,145.5,145.5,1.9,148.0,145.0,144.931329649877,143.54000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0140081567564656,1,0,0,0
South Dakota St Jackrabbits vs. Wyoming Cowboys,Dec 15 08:00PM ET,South Dakota St Jackrabbits,3,4.5,5.45,5.0,0.4839657729027816,4.5,-0.03984375090674225,-0.0234233896587948,2.9,3.4,4.0,6.9,9.7,0.34142993277064526,175,0.35285986554129056,-0.029067494330555443,0.0,0.054,0.37,0.33,0.262278713270857,2,150.5,148.0182619945015,149.5,151.0,150.5,1.8,149.0,148.0,148.036523989003,144.84,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0638018979796106,0.0057559223990569,0,0,0,1
South Dakota St Jackrabbits vs. Wyoming Cowboys,Dec 15 08:00PM ET,Wyoming Cowboys,3,-4.5,-5.45,-5.0,0.5160342270972185,-4.5,-0.0077752967123053685,-0.0144822048276641,2.9,-3.4,-4.0,-6.9,-9.7,0.6585700672293548,-210,0.6471401344587095,-0.020917112257824777,0.0,0.054,0.63,0.67,0.737721286729143,2,150.5,148.0182619945015,149.5,151.0,150.5,1.8,149.0,148.0,148.036523989003,144.84,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0638018979796106,0.0057559223990569,0,0,0,1
Alabama A&M Bulldogs vs. North Alabama Lions,Dec 15 08:00PM ET,Alabama A&M Bulldogs,1,1.5,1.05,1.5,0.5,1.0,-0.023809523809523836,-0.0192307692307692,1.7,1.1,1.0,-1.2,3.0,0.4836609071274298,-106,0.4773218142548596,-0.016339092872570182,0.0,0.048,0.4499999999999999,0.49,0.546347854566346,1,136.0,139.242204955733,137.5,137.5,136.0,1.2,139.0,137.0,139.484409911466,139.69,0.5171040958885084,0.4658290826658605,-0.006705427921015472,-0.05798044114366335,-0.012980029170005,-0.0300821717869325,0,0,1,0
Alabama A&M Bulldogs vs. North Alabama Lions,Dec 15 08:00PM ET,North Alabama Lions,1,-1.5,-1.05,-1.5,0.5,-1.0,-0.023809523809523836,-0.0192307692307692,1.7,-1.1,-1.0,1.2,-3.0,0.5163390928725702,-114,0.5226781857451405,-0.03117221934462444,0.0,0.048,0.55,0.51,0.453652145433654,1,136.0,139.242204955733,137.5,137.5,136.0,1.2,139.0,137.0,139.484409911466,139.69,0.5171040958885084,0.4658290826658605,-0.006705427921015472,-0.05798044114366335,-0.012980029170005,-0.0300821717869325,0,0,1,0
Tennessee Volunteers vs. Louisville Cardinals,Dec 16 07:00PM ET,Tennessee Volunteers,3,1.0,-1.45,0.0,0.5320425632110974,1.25,-0.0006677171627342826,-0.0006677171627342,2.2,-1.9,-1.0,-2.2,2.6,0.53066183822375,-106,0.49132367644749997,0.016281828794235675,0.0162818287942356,0.038,0.57,0.51,0.58041198778801,1,157.5,159.0,158.0,157.5,157.5,2.4,159.0,159.0,155.587429711986,161.55,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,0,1,0,0
Tennessee Volunteers vs. Louisville Cardinals,Dec 16 07:00PM ET,Louisville Cardinals,3,-1.0,1.45,-0.0,0.4679574367889025,-1.25,-0.046605670007213995,-0.0466056700072139,2.2,1.9,1.0,2.2,-2.6,0.46933816177625,-114,0.5086763235525,-0.0632088019633743,-0.0632088019633743,0.038,0.43,0.49,0.41958801221199,1,157.5,159.0,158.0,157.5,157.5,2.4,159.0,159.0,155.587429711986,161.55,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,0,1,0,0
