Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Minnesota Golden Gophers vs. Baylor Bears,Apr 01 11:15PM ET,2026-04-02 04:36:56 UTC,Minnesota Golden Gophers,1,17.5,17.5,3.0,11.5,0.6993671005140483,,0.15808269684432352,,2.0,1.3,,5.3,3.0,0.19987705741547213,,3500,0.02707961731798281,0.17209927963769436,,0.109,0.4499999999999999,,0.295348995025923,3,127.5,146.422012616459,135.0,,127.5,2.9,149.0,,146.422012616459,143.20999999999998,0.611363715397423,0.388636284602577,0.05580815984186738,-0.1259268221935395,,,0,0,0,0
Minnesota Golden Gophers vs. Baylor Bears,Apr 01 11:15PM ET,2026-04-02 04:36:56 UTC,Baylor Bears,1,-17.5,-17.5,-3.0,-11.5,0.3006328994859517,,-0.22766898730650115,,2.0,-1.3,,-5.3,-3.0,0.800122942584528,,-50000,0.9729203826820173,-0.19788104943144003,,0.109,0.55,,0.704651004974077,3,127.5,146.422012616459,135.0,,127.5,2.9,149.0,,146.422012616459,143.20999999999998,0.611363715397423,0.388636284602577,0.05580815984186738,-0.1259268221935395,,,0,0,0,0
Tulsa Golden Hurricane vs. New Mexico Lobos,Apr 02 07:00PM ET,2026-04-01 00:53:07 UTC,Tulsa Golden Hurricane,3,3.5,3.5,2.1,3.0,0.5160342270972185,3.5,0.0038391051459989445,0.0002957283078721,1.8,2.1,,2.1,5.2,0.403099724234839,154,150,0.3812709030100334,0.003099724234838952,0.0048345245041113,0.007,0.43,,0.419857090919289,2,161.5,159.087921435675,160.5,160.5,161.5,4.3,166.0,,159.087921435675,158.02,0.4844445857059503,0.5155554142940497,-0.02775053624526924,-0.01932830663618279,-0.0426629068827225,-0.0044159359987295,0,0,0,0
Tulsa Golden Hurricane vs. New Mexico Lobos,Apr 02 07:00PM ET,2026-04-01 00:53:07 UTC,New Mexico Lobos,3,-3.5,-3.5,-2.1,-3.0,0.4839657729027816,-3.5,-0.05091794802745092,-0.0476501521557664,1.8,-2.1,,-2.1,-5.2,0.5969002757651609,-185,-185,0.6187290969899665,-0.052222531252382964,-0.0508077252224425,0.007,0.57,,0.580142909080711,2,161.5,159.087921435675,160.5,160.5,161.5,4.3,166.0,,159.087921435675,158.02,0.4844445857059503,0.5155554142940497,-0.02775053624526924,-0.01932830663618279,-0.0426629068827225,-0.0044159359987295,0,0,0,0
West Virginia Mountaineers vs. Stanford Cardinal,Apr 02 08:00PM ET,2026-04-01 17:07:20 UTC,West Virginia Mountaineers,1,1.5,1.5,0.3,1.0,0.5173678180739623,,-0.03218173147558734,,1.1,0.3,,-1.5,0.4,0.5112426556475291,,-108,0.49673031650536237,-0.007988113583240142,,0.051,0.49,,0.561509989579392,1,135.5,133.0,134.5,,135.5,2.6,133.0,,134.888827627424,129.82999999999998,0.4829017855647749,0.5170982144352251,-0.05198193536545759,0.004903092484005556,,,0,0,0,0
West Virginia Mountaineers vs. Stanford Cardinal,Apr 02 08:00PM ET,2026-04-01 17:07:20 UTC,Stanford Cardinal,1,-1.5,-1.5,-0.3,-1.0,0.4826321819260377,,-0.017367818073962316,,1.1,-0.3,,1.5,-0.4,0.48875734435247087,,-111,0.5032696834946377,-0.0373090063584296,,0.051,0.51,,0.438490010420608,1,135.5,133.0,134.5,,135.5,2.6,133.0,,134.888827627424,129.82999999999998,0.4829017855647749,0.5170982144352251,-0.05198193536545759,0.004903092484005556,,,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Auburn Tigers,3,-6.5,-6.5,-6.1,-6.5,0.5,-6.5,-0.03488372093023251,-0.0348837209302325,0.4,-6.1,,-6.0,-6.7,0.7161202999645758,-278,-285,0.7095435684647302,-0.02413944029516446,-0.022072323204617,0.004,0.72,,0.725394062928843,2,149.5,150.444593677036,150.0,150.5,149.5,2.7,154.0,,150.444593677036,148.62,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0044159359987294,-0.0426629068827225,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Illinois St Redbirds,3,6.5,6.5,6.1,6.5,0.5,6.5,-0.012195121951219523,-0.0121951219512195,0.4,6.1,,6.0,6.7,0.28387970003542407,225,230,0.2904564315352697,-0.019150602994878974,-0.0237610101287162,0.004,0.28,,0.274605937071157,2,149.5,150.444593677036,150.0,150.5,149.5,2.7,154.0,,150.444593677036,148.62,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0044159359987294,-0.0426629068827225,0,0,0,0
UConn Huskies vs. Illinois Fighting Illini,Apr 04 06:09PM ET,2026-03-30 03:02:10 UTC,UConn Huskies,2,1.5,1.5,2.9,2.0,0.4831483753809493,1.5,-0.025451133218559352,-0.0233782604384206,2.4,2.9,,0.3,5.1,0.4441435155727096,114,110,0.4552345658216121,-0.03204696061776657,-0.0089397976076098,0.075,0.38,,0.486104930647614,1,139.5,141.0,140.0,139.5,139.5,2.2,141.0,,144.51726563138,140.56,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,0.0103555120713323,-0.05797455969038,0,0,0,0
UConn Huskies vs. Illinois Fighting Illini,Apr 04 06:09PM ET,2026-03-30 03:02:10 UTC,Illinois Fighting Illini,2,-1.5,-1.5,-2.9,-2.0,0.5168516246190507,-1.5,-0.02125461094676917,-0.0254511332185593,2.4,-2.9,,-0.3,-5.1,0.5558564844272905,-135,-132,0.5447654341783881,-0.013986253778074942,-0.0317312868467414,0.075,0.62,,0.513895069352386,1,139.5,141.0,140.0,139.5,139.5,2.2,141.0,,144.51726563138,140.56,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,0.0103555120713323,-0.05797455969038,0,0,0,0
