Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Illinois St Redbirds vs. Charlotte 49ers,Nov 27 01:30PM ET,Illinois St Redbirds,2,-5.5,-5.2,-5.5,0.5,-5.5,-0.023809523809523836,1.0,-6.9,-5.0,-5.4,-4.8,0.6805358610718139,-225,0.6636481241914617,-0.011771831235878327,0.036,0.75,0.68,0.697423597952166,2,139.5,143.075,141.0,139.5,1.1,145.0,143.0,142.55632035875,143.15,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,1,1,0
Illinois St Redbirds vs. Charlotte 49ers,Nov 27 01:30PM ET,Charlotte 49ers,2,5.5,5.2,5.5,0.5,5.5,-0.023809523809523836,1.0,6.9,5.0,5.4,4.8,0.31946413892818604,185,0.33635187580853815,-0.031413054054270084,0.036,0.25,0.3199999999999999,0.302576402047834,2,139.5,143.075,141.0,139.5,1.1,145.0,143.0,142.55632035875,143.15,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,1,1,0
Creighton Bluejays vs. Oregon Ducks,Nov 27 02:00PM ET,Creighton Bluejays,3,1.5,-1.75,0.0,0.547999242711806,1.5,0.03580412076058648,2.1,-1.5,-2.0,0.6,-4.4,0.5137662337662338,105,0.4675324675324675,0.025961355717453283,0.047,0.56,0.56,0.478863290610088,1,154.5,150.57,153.0,154.5,1.2,150.0,152.0,149.38424022341,151.14,0.4743624933886761,0.5256375066113239,-0.04944703042084775,0.0018279828018000766,0,1,0,1
Creighton Bluejays vs. Oregon Ducks,Nov 27 02:00PM ET,Oregon Ducks,3,-1.5,1.75,-0.0,0.452000757288194,-1.5,-0.08070952308563772,2.1,1.5,2.0,-0.6,4.4,0.48623376623376624,-125,0.5324675324675325,-0.06932178932178934,0.047,0.4399999999999999,0.4399999999999999,0.521136709389912,1,154.5,150.57,153.0,154.5,1.2,150.0,152.0,149.38424022341,151.14,0.4743624933886761,0.5256375066113239,-0.04944703042084775,0.0018279828018000766,0,1,0,1
San Francisco Dons vs. Colorado Buffaloes,Nov 27 02:00PM ET,San Francisco Dons,3,-1.0,-2.05,-1.5,0.5160342270972185,-1.0,-0.0077752967123053685,1.5,-3.0,-2.0,-2.1,0.4,0.546923701838768,-118,0.5173641257162701,0.005639298169043294,0.021,0.61,0.57,0.576483277961266,1,151.5,154.428634349823,152.5,151.5,2.2,151.0,156.0,155.137268699646,153.72,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,0,1,0,0
San Francisco Dons vs. Colorado Buffaloes,Nov 27 02:00PM ET,Colorado Buffaloes,3,1.0,2.05,1.5,0.4839657729027816,1.0,-0.03984375090674225,1.5,3.0,2.0,2.1,-0.4,0.45307629816123185,-102,0.4826358742837298,-0.051874196888273105,0.021,0.39,0.43,0.423516722038734,1,151.5,154.428634349823,152.5,151.5,2.2,151.0,156.0,155.137268699646,153.72,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,0,1,0,0
Florida Gators vs. TCU Horned Frogs,Nov 27 03:00PM ET,TCU Horned Frogs,3,13.5,9.75,12.0,0.547999242711806,13.5,0.024189718902282165,0.9,9.0,11.0,10.0,9.5,0.15535387409486118,700,0.11994076999012832,0.030353874094861177,0.027,0.1999999999999999,0.15,0.190766978199594,3,155.5,150.05,153.5,155.5,1.9,149.0,151.0,153.137783273291,149.10000000000002,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,1,1,0,1
Florida Gators vs. TCU Horned Frogs,Nov 27 03:00PM ET,Florida Gators,3,-13.5,-9.75,-12.0,0.452000757288194,-13.5,-0.07180876652132984,0.9,-9.0,-11.0,-10.0,-9.5,0.8446461259051388,-1107,0.8800592300098716,-0.07253494405370897,0.027,0.8,0.85,0.809233021800406,3,155.5,150.05,153.5,155.5,1.9,149.0,151.0,153.137783273291,149.10000000000002,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,1,1,0,1
North Carolina Tar Heels vs. Michigan St Spartans,Nov 27 04:30PM ET,Michigan St Spartans,3,-1.5,-1.1,-1.5,0.5,-1.5,-0.023809523809523836,1.6,-1.2,-1.0,-2.5,1.4,0.5545476925304782,-135,0.5490953850609563,-0.019920392575904833,0.02,0.55,0.56,0.588152006874678,1,152.5,149.5829733103655,151.5,152.5,1.0,149.0,151.0,150.165946620731,148.95,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,0,1,0,1
North Carolina Tar Heels vs. Michigan St Spartans,Nov 27 04:30PM ET,North Carolina Tar Heels,3,1.5,1.1,1.5,0.5,1.5,-0.023809523809523836,1.6,1.2,1.0,2.5,-1.4,0.4454523074695218,112,0.45090461493904366,-0.026287790438800362,0.02,0.4499999999999999,0.4399999999999999,0.411847993125322,1,152.5,149.5829733103655,151.5,152.5,1.0,149.0,151.0,150.165946620731,148.95,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,0,1,0,1
