Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Kansas Jayhawks vs. Missouri Tigers,Dec 07 01:00PM ET,Kansas Jayhawks,3,-6.5,-7.1,-6.5,0.5,-6.5,-0.021531100478468845,2.2,-7.6,-3.0,-7.8,-6.6,0.7299784851161375,-285,0.6998635743519781,-0.010281255143602785,0.101,0.77,0.59,0.760093395880297,2,149.5,148.3450682736595,149.0,149.5,1.5,147.0,149.0,147.690136547319,150.45999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,0,0,0
Kansas Jayhawks vs. Missouri Tigers,Dec 07 01:00PM ET,Missouri Tigers,3,6.5,7.1,6.5,0.5,6.5,-0.027186761229314405,2.2,7.6,3.0,7.8,6.6,0.2700215148838624,215,0.3001364256480218,-0.04743880257645505,0.101,0.2299999999999999,0.41,0.239906604119703,2,149.5,148.3450682736595,149.0,149.5,1.5,147.0,149.0,147.690136547319,150.45999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,0,0,0
Merrimack Warriors vs. Fairfield Stags,Dec 07 01:00PM ET,Fairfield Stags,2,2.5,2.85,2.5,0.5,2.5,-0.023809523809523836,0.7,3.6,2.0,2.7,3.0,0.410722600167449,125,0.42236024844720504,-0.03372184427699543,0.04,0.35,0.43,0.399084951887693,1,143.5,141.056298759274,142.5,143.5,2.1,140.0,142.0,140.112597518548,144.47,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,0,0,0,0
Merrimack Warriors vs. Fairfield Stags,Dec 07 01:00PM ET,Merrimack Warriors,2,-2.5,-2.85,-2.5,0.5,-2.5,-0.023809523809523836,0.7,-3.6,-2.0,-2.7,-3.0,0.5892773998325511,-155,0.5776397515527951,-0.018565737422350792,0.04,0.65,0.57,0.600915048112307,1,143.5,141.056298759274,142.5,143.5,2.1,140.0,142.0,140.112597518548,144.47,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,0,0,0,0
Indiana St Sycamores vs. Southern Indiana Screaming Eagles,Dec 07 01:00PM ET,Southern Indiana Screaming Eagles,3,10.5,9.55,10.0,0.5160342270972185,10.5,-0.0077752967123053685,1.2,9.6,9.0,11.8,9.5,0.19434770034621413,382,0.19869540069242836,-0.012956273875053326,0.023,0.1999999999999999,0.1899999999999999,0.155358353434419,3,157.0,155.6551639610145,156.5,157.0,2.9,158.0,151.0,155.800327922029,155.51,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0,0,0,0
Indiana St Sycamores vs. Southern Indiana Screaming Eagles,Dec 07 01:00PM ET,Indiana St Sycamores,3,-10.5,-9.55,-10.0,0.4839657729027816,-10.5,-0.03756532757568726,1.2,-9.6,-9.0,-11.8,-9.5,0.8056522996537858,-510,0.8013045993075716,-0.030369205722558412,0.023,0.8,0.81,0.844641646565581,3,157.0,155.6551639610145,156.5,157.0,2.9,158.0,151.0,155.800327922029,155.51,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0,0,0,0
Northeastern Huskies vs. Central Connecticut St Blue Devils,Dec 07 01:00PM ET,Central Connecticut St Blue Devils,2,3.5,3.7,3.5,0.5,3.5,-0.023809523809523836,1.2,5.3,3.0,4.4,2.8,0.37174838702017854,137,0.4018337030752301,-0.04935090375996326,0.06,0.29,0.41,0.341663070965127,2,138.5,139.715,139.0,138.5,1.7,137.0,139.0,140.683772556842,140.43,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,0,0,0,0
Northeastern Huskies vs. Central Connecticut St Blue Devils,Dec 07 01:00PM ET,Northeastern Huskies,2,-3.5,-3.7,-3.5,0.5,-3.5,-0.023809523809523836,1.2,-5.3,-3.0,-4.4,-2.8,0.6282516129798215,-168,0.5981662969247699,0.0014067229770367007,0.06,0.71,0.59,0.658336929034873,2,138.5,139.715,139.0,138.5,1.7,137.0,139.0,140.683772556842,140.43,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,0,0,0,0
St. Thomas (MN) Tommies vs. Weber State Wildcats,Dec 07 01:00PM ET,St. Thomas (MN) Tommies,3,-7.5,-4.5,-6.5,0.4679574367889025,-7.5,-0.05585208702062133,0.7,,-4.0,-4.5,-5.3,0.6837628108194878,-312,0.7231695085255768,-0.07359013035698281,0.02,,0.63,0.658712226226797,2,154.5,152.0,153.5,154.5,0.6,,152.0,151.750200687691,152.86,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.012746472498403105,0,0,0,0
St. Thomas (MN) Tommies vs. Weber State Wildcats,Dec 07 01:00PM ET,Weber State Wildcats,3,7.5,4.5,6.5,0.5320425632110974,7.5,0.008233039401573605,0.7,,4.0,4.5,5.3,0.3162371891805124,245,0.2768304914744233,0.02632122279395782,0.02,,0.37,0.341287773773203,2,154.5,152.0,153.5,154.5,0.6,,152.0,151.750200687691,152.86,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.012746472498403105,0,0,0,0
