Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Colorado Buffaloes vs. Oklahoma Sooners,Apr 01 08:00PM ET,2026-03-24 16:48:11 UTC,Colorado Buffaloes,3,6.5,6.5,6.0,6.5,0.5,,-0.004950495049504955,,1.0,5.8,,7.7,6.0,0.2714769661890537,,240,0.28169014084507044,-0.022640680869769836,,0.055,0.3,,0.222527583066074,2,164.5,158.99,162.5,,164.5,3.3,164.0,,157.671536439792,158.99,0.4689128120678558,0.5310871879321442,-0.06597090886237672,0.018892065980924633,,,0,0,0,0
Colorado Buffaloes vs. Oklahoma Sooners,Apr 01 08:00PM ET,2026-03-24 16:48:11 UTC,Oklahoma Sooners,3,-6.5,-6.5,-6.0,-6.5,0.5,,-0.045454545454545414,,1.0,-5.8,,-7.7,-6.0,0.7285230338109463,,-300,0.7183098591549295,-0.021476966189053703,,0.055,0.7,,0.777472416933926,2,164.5,158.99,162.5,,164.5,3.3,164.0,,157.671536439792,158.99,0.4689128120678558,0.5310871879321442,-0.06597090886237672,0.018892065980924633,,,0,0,0,0
Minnesota Golden Gophers vs. Baylor Bears,Apr 01 10:30PM ET,2026-03-24 16:48:11 UTC,Minnesota Golden Gophers,3,3.5,3.5,3.2,3.5,0.5,,-0.032710280373831724,,2.0,1.4,,5.3,3.2,0.3899564842662453,,134,0.4086853434828726,-0.037393943084182035,,0.111,0.4499999999999999,,0.292455250099236,2,149.5,145.835747981929,148.0,,149.5,3.0,149.0,,145.835747981929,143.07999999999998,0.4766742692132684,0.5233257307867316,-0.035520852737951136,-0.011557990143500896,,,0,0,0,0
Minnesota Golden Gophers vs. Baylor Bears,Apr 01 10:30PM ET,2026-03-24 16:48:11 UTC,Baylor Bears,3,-3.5,-3.5,-3.2,-3.5,0.5,,-0.014563106796116498,,2.0,-1.4,,-5.3,-3.2,0.6100435157337547,,-162,0.5913146565171274,-0.008277094953268338,,0.111,0.55,,0.707544749900764,2,149.5,145.835747981929,148.0,,149.5,3.0,149.0,,145.835747981929,143.07999999999998,0.4766742692132684,0.5233257307867316,-0.035520852737951136,-0.011557990143500896,,,0,0,0,0
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,Tulsa Golden Hurricane,3,4.5,4.5,2.05,3.5,0.5320425632110974,4.5,-0.009241840458627304,-0.0006677171627342,0.1,2.1,,2.0,,0.4078139106512422,,145,0.3895471867250128,0.00048024547785574523,,0.006,0.43,,0.422161269154943,2,160.5,162.260538034273,161.0,160.5,160.5,5.3,166.0,,158.521076068546,,0.50777918595249,0.49222081404751,-0.027104534977742456,-0.01997430790370952,-0.0216325787533923,-0.0258514751091165,0,0,0,0
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,New Mexico Lobos,3,-4.5,-4.5,-2.05,-3.5,0.4679574367889025,-4.5,-0.03699305826060245,-0.0466056700072139,0.1,-2.1,,-2.0,,0.5921860893487578,,-176,0.610452813274987,-0.04613961372514663,,0.006,0.57,,0.577838730845057,2,160.5,162.260538034273,161.0,160.5,160.5,5.3,166.0,,158.521076068546,,0.50777918595249,0.49222081404751,-0.027104534977742456,-0.01997430790370952,-0.0216325787533923,-0.0258514751091165,0,0,0,0
West Virginia Mountaineers vs. Stanford Cardinal,Apr 02 08:00PM ET,2026-03-24 16:23:31 UTC,Stanford Cardinal,1,-1.5,-1.5,0.65,-0.5,0.4652972649083076,,-0.02975224004218746,,1.2,-0.2,,1.5,,0.4870919467747358,,-110,0.5,-0.03671757703478806,,0.051,0.51,,0.438367787098943,1,136.5,133.61313896492248,135.5,,136.5,0.9,133.0,,134.226277929845,,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,,,0,0,0,0
West Virginia Mountaineers vs. Stanford Cardinal,Apr 02 08:00PM ET,2026-03-24 16:23:31 UTC,West Virginia Mountaineers,1,1.5,1.5,-0.65,0.5,0.5347027350916924,,-0.018868693479736187,,1.2,0.2,,-1.5,,0.5129080532252642,,-110,0.5,-0.01090147058425961,,0.051,0.49,,0.561632212901057,1,136.5,133.61313896492248,135.5,,136.5,0.9,133.0,,134.226277929845,,0.4829017855647749,0.5170982144352251,-0.040907738244748915,-0.006711309374298757,,,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Illinois St Redbirds,3,6.5,6.5,6.050000000000001,6.5,0.5,6.5,-0.012195121951219523,-0.0121951219512195,0.2,6.2,,5.9,,0.2874397224263709,,222,0.2962062459866683,-0.022656431419782963,,0.002,0.28,,0.277346397732147,2,149.5,151.94662378130852,150.5,150.5,149.5,2.9,154.0,,149.893247562617,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0044159359987294,-0.0426629068827225,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Auburn Tigers,3,-6.5,-6.5,-6.050000000000001,-6.5,0.5,-6.5,-0.03488372093023251,-0.0348837209302325,0.2,-6.2,,-5.9,,0.712560277573629,,-280,0.7037937540133317,-0.02423625922290773,,0.002,0.72,,0.722653602267853,2,149.5,151.94662378130852,150.5,150.5,149.5,2.9,154.0,,149.893247562617,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0044159359987294,-0.0426629068827225,0,0,0,0
