Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Kentucky Wildcats vs. Bellarmine Knights,Dec 23 01:00PM ET,Kentucky Wildcats,3,-35.5,-29.15,-33.0,0.420344059833398,-34.5,-0.10346546397612583,-0.0876882734750799,3.9,-30.6,-26.0,-34.9,-27.7,,,0.0,0.0,0.0,0.01,0.98,0.99,0.999107100847832,3,153.5,152.5,153.0,153.5,153.5,3.3,153.0,152.0,154.33708203347,146.71,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0313324675315271,-0.0162865800875205,1,1,0,0
Kentucky Wildcats vs. Bellarmine Knights,Dec 23 01:00PM ET,Bellarmine Knights,3,35.5,29.15,33.0,0.5796559401666019,34.5,0.0558464163570781,0.0400692258560322,3.9,30.6,26.0,34.9,27.7,,,0.0,0.0,0.0,0.01,0.02,0.01,0.0008928991521678,3,153.5,152.5,153.0,153.5,153.5,3.3,153.0,152.0,154.33708203347,146.71,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0313324675315271,-0.0162865800875205,1,1,0,0
UCF Knights vs. Florida Atlantic Owls,Dec 23 02:00PM ET,UCF Knights,3,-8.5,-6.75,-8.0,0.4839657729027816,-8.5,-0.04544599180310077,-0.0352649963279876,3.3,-7.5,-11.0,-6.0,-3.0,0.7609643856285166,-430,0.7819287712570333,-0.058855434191303235,0.0,0.068,0.74,0.84,0.709152946914272,2,159.5,162.3898916396165,160.5,164.5,159.5,2.6,164.0,163.0,161.779783279233,157.97,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0370865147725185,-0.0059756861844191,0,0,0,0
UCF Knights vs. Florida Atlantic Owls,Dec 23 02:00PM ET,Florida Atlantic Owls,3,8.5,6.75,8.0,0.5160342270972185,8.5,-0.002038062059408041,-0.0031965421335508,3.3,7.5,11.0,6.0,3.0,0.23903561437148335,330,0.21807122874296667,0.010396994042243757,0.0,0.068,0.26,0.16,0.290847053085728,2,159.5,162.3898916396165,160.5,164.5,159.5,2.6,164.0,163.0,161.779783279233,157.97,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,-0.0370865147725185,-0.0059756861844191,0,0,0,0
Ohio State Buckeyes vs. Grambling St Tigers,Dec 23 02:00PM ET,Ohio State Buckeyes,3,-27.5,-21.55,-25.0,0.420344059833398,-26.75,-0.10346546397612583,-0.1034654639761258,2.7,-22.1,-21.0,-25.3,-18.7,0.9730468287871861,-20000,0.9760936575743723,-0.022804479455652893,-0.0227972700187731,0.02,0.95,0.97,0.990320080374588,3,150.5,149.3962344481755,150.0,146.0,150.5,2.5,152.0,149.0,149.792468896351,145.93,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0087623046276313,-0.0538785736060933,1,0,0,0
Ohio State Buckeyes vs. Grambling St Tigers,Dec 23 02:00PM ET,Grambling St Tigers,3,27.5,21.55,25.0,0.5796559401666019,26.75,0.0558464163570781,0.0558464163570781,2.7,22.1,21.0,25.3,18.7,0.026953171212813903,3734,0.02390634242562781,0.002562927310374878,0.0016883835567741,0.02,0.05,0.03,0.0096799196254119,3,150.5,149.3962344481755,150.0,146.0,150.5,2.5,152.0,149.0,149.792468896351,145.93,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0087623046276313,-0.0538785736060933,1,0,0,0
Missouri St Bears vs. Lindenwood Lions,Dec 23 03:00PM ET,Lindenwood Lions,3,3.5,1.3,2.5,0.5320425632110974,3.0,0.008233039401573605,-0.0136648073058319,1.8,2.9,1.0,1.6,-1.4,0.4198245784155231,140,0.3982300884955753,0.003157911748856379,0.0,0.032,0.39,0.45,0.441419068335471,2,146.0,145.08833798717552,145.5,144.5,146.0,1.0,147.0,145.0,145.176675974351,144.97000000000003,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0137519145259787,-0.0293102864309588,1,0,0,0
Missouri St Bears vs. Lindenwood Lions,Dec 23 03:00PM ET,Missouri St Bears,3,-3.5,-1.3,-2.5,0.4679574367889025,-3.0,-0.05585208702062133,-0.0242407871806271,1.8,-2.9,-1.0,-1.6,1.4,0.580175421584477,-170,0.6017699115044248,-0.04945420804515266,0.0,0.032,0.61,0.55,0.558580931664529,2,146.0,145.08833798717552,145.5,144.5,146.0,1.0,147.0,145.0,145.176675974351,144.97000000000003,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0137519145259787,-0.0293102864309588,1,0,0,0
UCLA Bruins vs. UC Riverside Highlanders,Dec 23 04:00PM ET,UCLA Bruins,3,-26.0,-23.75,-25.0,0.4679574367889025,-26.0,-0.05585208702062133,-0.0512733324418667,2.6,-25.6,-21.0,-26.3,-21.9,0.9722276056031174,-17145,0.9744552112062349,-0.022797270018773186,0.0,0.013,0.97,0.97,0.993088736006686,3,149.5,149.5,149.5,156.0,149.5,2.8,150.0,149.0,147.983264547913,154.42000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0665819602372158,0.0085406014277327,0,0,0,0
UCLA Bruins vs. UC Riverside Highlanders,Dec 23 04:00PM ET,UC Riverside Highlanders,3,26.0,23.75,25.0,0.5320425632110974,26.0,0.008233039401573605,0.0128117939803281,2.6,25.6,21.0,26.3,21.9,0.027772394396882533,3231,0.025544788793765066,0.0016883835567741354,0.0,0.013,0.03,0.03,0.0069112639933144,3,149.5,149.5,149.5,156.0,149.5,2.8,150.0,149.0,147.983264547913,154.42000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0665819602372158,0.0085406014277327,0,0,0,0
CSU Bakersfield Roadrunners vs. Idaho Vandals,Dec 23 05:00PM ET,CSU Bakersfield Roadrunners,3,4.5,4.8,4.5,0.5,3.5,-0.023809523809523836,-0.0234233896587948,3.6,5.6,4.0,3.2,11.1,0.3526354105998835,162,0.35527082119976705,-0.017734959770486836,0.0,0.041,0.3,0.35,0.380702904829399,2,152.0,151.094534560661,151.5,153.0,152.0,1.6,153.0,152.0,150.189069121322,149.54,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0370879935779836,-0.0215296216730037,0,0,0,0
CSU Bakersfield Roadrunners vs. Idaho Vandals,Dec 23 05:00PM ET,Idaho Vandals,3,-4.5,-4.8,-4.5,0.5,-3.5,-0.023809523809523836,-0.0144822048276641,3.6,-5.6,-4.0,-3.2,-11.1,0.6473645894001164,-196,0.6447291788002328,-0.024766558140867034,0.0,0.041,0.7,0.65,0.619297095170601,2,152.0,151.094534560661,151.5,153.0,152.0,1.6,153.0,152.0,150.189069121322,149.54,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0370879935779836,-0.0215296216730037,0,0,0,0
St. John's Red Storm vs. Harvard Crimson,Dec 23 06:00PM ET,St. John's Red Storm,2,-25.0,-23.049999999999997,-24.0,0.4663268053956411,-25.0,-0.05748271841388275,-0.0529039638351281,2.8,-26.6,-21.0,-21.2,-24.9,0.9700146918626475,-10000,0.9655180675263692,-0.02008431803834254,0.0,0.005,0.98,0.97,0.974511316198926,3,145.0,146.8754298396995,146.0,143.5,145.0,1.8,148.0,147.0,146.750859679399,143.84,0.5075256171779651,0.4774391920548073,-0.016283906631558764,-0.046370331754716554,0.001027034010762,-0.0440892349676998,0,1,0,0
St. John's Red Storm vs. Harvard Crimson,Dec 23 06:00PM ET,Harvard Crimson,2,25.0,23.049999999999997,24.0,0.5336731946043589,25.0,0.009863670794835078,0.0144424253735896,2.8,26.6,21.0,21.2,24.9,0.029985308137352517,3000,0.03448193247363093,-0.005374493351481224,0.0,0.005,0.02,0.03,0.0254886838010741,3,145.0,146.8754298396995,146.0,143.5,145.0,1.8,148.0,147.0,146.750859679399,143.84,0.5075256171779651,0.4774391920548073,-0.016283906631558764,-0.046370331754716554,0.001027034010762,-0.0440892349676998,0,1,0,0
