Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Long Beach St 49ers vs. UC Irvine Anteaters,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,Long Beach St 49ers,1,10.5,10.5,4.6,8.0,0.5861849792321917,10.5,0.06237545542266787,0.06237545542266787,0.7,4.2,5.0,5.1,3.7,0.170290785458398,,3300,0.028848900314195947,0.14087902075251563,,0.015,0.3299999999999999,0.3,0.3117326706026,3,128.5,139.0,132.5,,128.5,0.9,139.0,139.0,140.837854571001,138.98000000000002,0.5599595769202858,0.4400404230797142,0.004404021364730171,-0.06491007196979076,,,1,1,1,0
Long Beach St 49ers vs. UC Irvine Anteaters,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,UC Irvine Anteaters,1,-10.5,-10.5,-4.6,-8.0,0.4138150207678083,-10.5,-0.1446838754794323,-0.1446838754794323,0.7,-4.2,-5.0,-5.1,-3.7,0.8297092145416021,,-10000,0.9711510996858042,-0.16038979535938802,,0.015,0.67,0.7,0.6882673293974,3,128.5,139.0,132.5,,128.5,0.9,139.0,139.0,140.837854571001,138.98000000000002,0.5599595769202858,0.4400404230797142,0.004404021364730171,-0.06491007196979076,,,1,1,1,0
Sacramento St Hornets vs. Eastern Washington Eagles,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,Sacramento St Hornets,,9.5,9.5,0.75,6.0,,9.5,,,1.7,0.5,1.0,-1.6,2.5,0.25442445015709797,,3300,0.028848900314195947,0.2250126854512156,,0.058,0.48,0.45,0.56122617185867,2,,162.4835904878465,65.0,,,2.6,167.0,163.0,161.967180975693,161.01,,,,,,,1,1,0,0
Sacramento St Hornets vs. Eastern Washington Eagles,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,Eastern Washington Eagles,,-9.5,-9.5,-0.75,-6.0,,-9.5,,,1.7,-0.5,-1.0,1.6,-2.5,0.7455755498429021,,-10000,0.9711510996858042,-0.244523460058088,,0.058,0.52,0.55,0.43877382814133,2,,162.4835904878465,65.0,,,2.6,167.0,163.0,161.967180975693,161.01,,,,,,,1,1,0,0
UC Riverside Highlanders vs. CSU Bakersfield Roadrunners,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,UC Riverside Highlanders,,-29.5,-29.5,-6.7,-20.5,,-29.5,,,1.3,-7.4,-6.0,-5.2,-8.0,,,,0.0,0.0,,0.035,0.76,0.71,0.692080349224073,3,,148.9474842488965,59.5,,,1.2,150.0,148.0,149.894968497793,147.70999999999998,,,,,,,1,1,0,0
UC Riverside Highlanders vs. CSU Bakersfield Roadrunners,Feb 19 10:00PM ET,2026-02-20 05:03:05 UTC,CSU Bakersfield Roadrunners,,29.5,29.5,6.7,20.5,,29.5,,,1.3,7.4,6.0,5.2,8.0,,,,0.0,0.0,,0.035,0.24,0.29,0.307919650775927,3,,148.9474842488965,59.5,,,1.2,150.0,148.0,149.894968497793,147.70999999999998,,,,,,,1,1,0,0
CSU Fullerton Titans vs. UC Davis Aggies,Feb 19 10:03PM ET,2026-02-20 05:03:05 UTC,CSU Fullerton Titans,3,2.5,2.5,-1.9500000000000002,0.5,0.5638787496655561,2.5,0.028995028735323558,0.028995028735323558,0.5,-2.1,-1.0,-2.1,-1.8,0.439599375608509,220,215,0.299968512517949,0.12205905302786385,0.12205905302786385,0.034,0.58,0.52,0.579230238699069,1,186.5,157.360226112476,175.0,,186.5,1.6,158.0,157.0,157.720452224952,154.53,0.3109964125216478,0.6890035874783522,-0.23133768358819207,0.5778924763672411,,,1,1,0,1
CSU Fullerton Titans vs. UC Davis Aggies,Feb 19 10:03PM ET,2026-02-20 05:03:05 UTC,UC Davis Aggies,3,-2.5,-2.5,1.9500000000000002,-0.5,0.4361212503344439,-2.5,-0.09876247059578863,-0.09876247059578863,0.5,2.1,1.0,2.1,1.8,0.5604006243914911,-298,-286,0.7000314874820511,-0.18063790157165804,-0.18063790157165804,0.034,0.42,0.48,0.420769761300931,1,186.5,157.360226112476,175.0,,186.5,1.6,158.0,157.0,157.720452224952,154.53,0.3109964125216478,0.6890035874783522,-0.23133768358819207,0.5778924763672411,,,1,1,0,1
Hawai'i Rainbow Warriors vs. Cal Poly Mustangs,Feb 19 11:59PM ET,2026-02-18 20:11:29 UTC,Hawai'i Rainbow Warriors,3,-10.5,-10.5,-12.85,-11.5,0.5320425632110974,-12.5,-0.002841157719135068,-0.0133775376086638,1.9,-15.2,-12.0,-13.7,-10.8,0.8606451612903225,-700,-758,0.8412903225806451,-0.02282367339802427,-0.0164074881494065,0.024,0.88,0.85,0.897213684303305,3,161.5,159.57999999999998,160.5,160.5,161.5,2.5,161.0,156.0,161.218572189568,158.16,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,-0.0466604750613407,-0.0157371613481325,1,1,0,1
Hawai'i Rainbow Warriors vs. Cal Poly Mustangs,Feb 19 11:59PM ET,2026-02-18 20:11:29 UTC,Cal Poly Mustangs,3,10.5,10.5,12.85,11.5,0.4679574367889025,12.5,-0.04423768516231702,-0.0364179201427819,1.9,15.2,12.0,13.7,10.8,0.1393548387096774,500,500,0.15870967741935482,-0.02731182795698925,-0.0267835687611625,0.024,0.12,0.15,0.102786315696695,3,161.5,159.57999999999998,160.5,160.5,161.5,2.5,161.0,156.0,161.218572189568,158.16,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,-0.0466604750613407,-0.0157371613481325,1,1,0,1
