Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Central Connecticut St Blue Devils vs. Fairfield Stags,Dec 18 07:00PM ET,Fairfield Stags,2,5.0,4.7,5.0,0.5,4.5,-0.023809523809523836,-0.0238095238095238,1.1,4.7,,4.5,6.5,0.3419635037817251,165,0.3614457831325302,-0.03539498678431269,-0.0327496630953374,0.018,0.31,,0.33496244886184,2,142.0,140.976678144854,141.5,142.0,142.0,1.8,139.0,,140.976678144854,142.63,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.01922929042530419,-0.0393664169090386,-0.0238080450040587,0,0,0,0
William & Mary Tribe vs. Radford Highlanders,Dec 18 07:00PM ET,Radford Highlanders,3,7.5,15.7,11.0,0.3891946315356873,8.0,-0.13461489227383655,-0.1191156854913132,4.2,15.7,,10.9,19.2,0.202664668613389,330,0.2559309849029475,-0.06400199805327766,-0.0460718818197173,0.027,0.13,,0.168796704647661,2,168.5,166.504153043094,167.5,166.0,168.5,4.8,174.0,,166.504153043094,165.01,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0315887097620138,-0.0315887097620138,0,0,0,0
William & Mary Tribe vs. Radford Highlanders,Dec 18 07:00PM ET,William & Mary Tribe,3,-7.5,-15.7,-11.0,0.6108053684643127,-8.0,0.08699584465478882,0.0714966378722655,4.2,-15.7,,-10.9,-19.2,0.797335331386611,-425,0.7440690150970525,0.022054432510206445,0.0039899327610241,0.027,0.87,,0.831203295352339,2,168.5,166.504153043094,167.5,166.0,168.5,4.8,174.0,,166.504153043094,165.01,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0315887097620138,-0.0315887097620138,0,0,0,0
Charlotte 49ers vs. Lafayette Leopards,Dec 18 07:00PM ET,Lafayette Leopards,1,10.5,10.5,10.5,0.5,11.5,-0.023809523809523836,-0.0069578991904731,1.9,10.5,,8.8,12.6,0.16683030361986945,545,0.1608813547147449,-0.0012487924253282712,0.0060920766636264,0.032,0.15,,0.195558505049988,3,137.5,137.601242704753,137.5,138.5,137.5,1.4,136.0,,137.601242704753,138.82,0.5,0.5,-0.021531100478468845,-0.023809523809523836,-0.0313324675315271,-0.0162865800875205,0,0,0,0
Manhattan Jaspers vs. Furman Paladins,Dec 18 07:00PM ET,Manhattan Jaspers,3,8.5,4.9,7.0,0.547999242711806,7.5,0.03580412076058648,0.0128117939803281,3.8,3.7,,4.9,10.8,0.28986181084018803,250,0.2338711582528171,0.04595937181579779,0.0,0.034,0.37,,0.321704926855118,2,154.5,154.285390271817,154.5,156.5,154.5,2.6,155.0,,154.285390271817,150.26,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0370865147725185,-0.0059756861844191,0,0,0,0
Davidson Wildcats vs. Temple Owls,Dec 18 07:00PM ET,Davidson Wildcats,2,-5.5,-8.0,-6.5,0.5336731946043589,-5.5,0.009863670794835078,0.024653400649521,1.8,-8.0,,-7.4,-10.8,0.7305000879666659,-262,0.690792883054068,0.009829696905213403,0.0,0.014,0.78,,0.760414585758527,2,144.5,148.667581139111,146.0,148.0,144.5,1.6,148.0,,148.667581139111,151.13,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,-0.0215296216730036,-0.0370879935779836,0,0,0,0
Indiana St Sycamores vs. Bradley Braves,Dec 18 07:00PM ET,Bradley Braves,3,-4.0,-2.1,-3.0,0.4679574367889025,-3.0,-0.06475284358492922,-0.0360823938498199,0.6,-2.3,,-1.2,-2.1,0.5960874786241914,-163,0.6246440590214859,-0.059084935168912,0.0,0.032,0.59,,0.545061796453794,2,147.5,145.0,146.5,144.5,147.5,1.5,145.0,,146.730892864463,143.79000000000002,0.4844445857059503,0.5155554142940497,-0.046071846218932344,-0.003675354936719555,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Indiana St Sycamores vs. Bradley Braves,Dec 18 07:00PM ET,Indiana St Sycamores,3,4.0,2.1,3.0,0.5320425632110974,3.0,0.017479456414980943,-0.0023791446117186,0.6,2.3,,1.2,2.1,0.4039125213758086,134,0.37535594097851416,0.01021173397423375,0.0,0.032,0.41,,0.454938203546206,2,147.5,145.0,146.5,144.5,147.5,1.5,145.0,,146.730892864463,143.79000000000002,0.4844445857059503,0.5155554142940497,-0.046071846218932344,-0.003675354936719555,-0.0215311004784688,-0.0215311004784688,0,0,0,0
VCU Rams vs. American Eagles,Dec 18 07:00PM ET,American Eagles,3,20.5,20.3,20.5,0.5,20.75,-0.023809523809523836,-0.0008739854631679,1.4,20.3,,20.6,18.1,0.050002573644671894,1548,0.055174777244688146,-0.007186968838988242,-0.0089861761500179,0.021,0.06,,0.0296607400893113,3,152.0,150.86,151.5,152.5,152.0,1.4,153.0,,150.374453503613,150.86,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0313324675315271,-0.0162865800875205,0,0,0,0
VCU Rams vs. American Eagles,Dec 18 07:00PM ET,VCU Rams,3,-20.5,-20.3,-20.5,0.5,-20.75,-0.023809523809523836,-0.0487445074710501,1.4,-20.3,,-20.6,-18.1,0.9499974263553281,-4236,0.9448252227553119,-0.029329086858653097,-0.0286109013872534,0.021,0.94,,0.970339259910689,3,152.0,150.86,151.5,152.5,152.0,1.4,153.0,,150.374453503613,150.86,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0313324675315271,-0.0162865800875205,0,0,0,0
Central Connecticut St Blue Devils vs. Fairfield Stags,Dec 18 07:00PM ET,Central Connecticut St Blue Devils,2,-5.0,-4.7,-5.0,0.5,-4.5,-0.014563106796116498,-0.0238095238095238,1.1,-4.7,,-4.5,-6.5,0.6580364962182749,-200,0.6385542168674698,-0.00863017044839176,-0.0112754941373669,0.018,0.69,,0.66503755113816,2,142.0,140.976678144854,141.5,142.0,142.0,1.8,139.0,,140.976678144854,142.63,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.01922929042530419,-0.0393664169090386,-0.0238080450040587,0,0,0,0
Georgia Bulldogs vs. Western Carolina Catamounts,Dec 18 07:00PM ET,Western Carolina Catamounts,3,34.5,33.6,34.0,0.5160342270972185,35.0,-0.0077752967123053685,0.008645064535642,0.4,33.3,,33.6,34.0,,,0.0,0.0,0.0,0.013,0.02,,0.0019368373278334,3,167.5,165.159045551461,166.5,164.5,167.5,4.1,172.0,,165.159045551461,164.55,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,-0.0196638175073111,-0.0232614425113495,0,0,0,0
Georgia Bulldogs vs. Western Carolina Catamounts,Dec 18 07:00PM ET,Georgia Bulldogs,3,-34.5,-33.6,-34.0,0.4839657729027816,-35.0,-0.03984375090674225,-0.046550659022101,0.4,-33.3,,-33.6,-34.0,,,0.0,0.0,0.0,0.013,0.98,,0.998063162672167,3,167.5,165.159045551461,166.5,164.5,167.5,4.1,172.0,,165.159045551461,164.55,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,-0.0196638175073111,-0.0232614425113495,0,0,0,0
Northern Arizona Lumberjacks vs. Southern Utah Thunderbirds,Dec 18 07:00PM ET,Southern Utah Thunderbirds,3,6.0,7.8,6.5,0.4839657729027816,5.0,-0.03984375090674225,-0.0394317257726739,0.3,8.3,,7.8,7.8,0.27688450810868825,190,0.3295622233152976,-0.06794307809820832,0.0,0.02,0.2099999999999999,,0.238413585804158,2,150.0,148.0,149.0,149.0,150.0,1.9,148.0,,148.576346986568,145.01,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,-0.0370879935779836,-0.0215296216730037,0,0,0,0
Davidson Wildcats vs. Temple Owls,Dec 18 07:00PM ET,Temple Owls,2,5.5,8.0,6.5,0.4663268053956411,5.5,-0.05748271841388275,-0.0625589951359801,1.8,8.0,,7.4,10.8,0.26949991203333423,212,0.30920711694593195,-0.05308073312795608,0.0,0.014,0.2199999999999999,,0.239585414241473,2,144.5,148.667581139111,146.0,148.0,144.5,1.6,148.0,,148.667581139111,151.13,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,-0.0215296216730036,-0.0370879935779836,0,0,0,0
Charlotte 49ers vs. Lafayette Leopards,Dec 18 07:00PM ET,Charlotte 49ers,1,-10.5,-10.5,-10.5,0.5,-11.5,-0.023809523809523836,-0.0406611484285745,1.9,-10.5,,-8.8,-12.6,0.8331696963801305,-800,0.8391186452852551,-0.043490645175846776,-0.0500290424755922,0.032,0.85,,0.804441494950012,3,137.5,137.601242704753,137.5,138.5,137.5,1.4,136.0,,137.601242704753,138.82,0.5,0.5,-0.021531100478468845,-0.023809523809523836,-0.0313324675315271,-0.0162865800875205,0,0,0,0
Grambling St Tigers vs. Norfolk St Spartans,Dec 18 07:30PM ET,Grambling St Tigers,1,0.0,0.9,0.5,0.4826321819260377,1.0,-0.04117734188348615,-0.0192307692307692,1.9,0.9,,2.9,-0.8,0.4631803350370105,-107,0.5,-0.06062918877251333,0.0,0.048,0.4599999999999999,,0.392721340148042,,133.0,131.0,132.0,132.0,133.0,3.0,131.0,,132.654862958781,126.8,,,,,-0.0386312790045451,-0.0215291363876175,0,0,0,0
Grambling St Tigers vs. Norfolk St Spartans,Dec 18 07:30PM ET,Norfolk St Spartans,1,0.0,-0.9,-0.5,0.5173678180739623,-1.0,0.0028047112778457617,-0.0192307692307692,1.9,-0.9,,-2.9,0.8,0.5368196649629895,-112,0.5,0.01301014115346566,0.0,0.048,0.54,,0.607278659851958,,133.0,131.0,132.0,132.0,133.0,3.0,131.0,,132.654862958781,126.8,,,,,-0.0386312790045451,-0.0215291363876175,0,0,0,0
Georgia Southern Eagles vs. Georgia St Panthers,Dec 18 08:00PM ET,Georgia St Panthers,3,9.5,11.9,10.5,0.4679574367889025,9.75,-0.05585208702062133,-0.0454245583449174,0.3,12.5,,11.9,11.9,0.17271944508828715,375,0.2042241228835748,-0.04004651235852136,0.0,0.002,0.14,,0.142429534585999,2,159.0,156.200013571442,158.0,157.5,159.0,3.1,157.0,,156.200013571442,151.25,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,-0.0293102864309588,-0.0137519145259789,0,0,0,0
Georgia Southern Eagles vs. Georgia St Panthers,Dec 18 08:00PM ET,Georgia Southern Eagles,3,-9.5,-11.9,-10.5,0.5320425632110974,-9.75,0.008233039401573605,0.0071019456339003,0.3,-12.5,,-11.9,-11.9,0.8272805549117128,-500,0.7957758771164252,-0.0017792741481161833,0.0,0.002,0.86,,0.857570465414001,2,159.0,156.200013571442,158.0,157.5,159.0,3.1,157.0,,156.200013571442,151.25,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,-0.0293102864309588,-0.0137519145259789,0,0,0,0
North Dakota Fighting Hawks vs. Winthrop Eagles,Dec 18 08:00PM ET,Winthrop Eagles,3,-11.0,-10.5,-11.0,0.5,-11.0,-0.014563106796116498,-0.0238095238095238,3.3,-10.5,,-9.0,-15.3,0.8264035685190314,-750,0.8411214953271028,-0.055949372657439156,-0.0560372115911547,0.026,0.83,,0.79337128342192,3,157.0,154.53,156.0,157.0,157.0,2.6,153.0,,158.147986011251,154.53,0.4774391920548072,0.5075256171779651,-0.04179157717596205,-0.016283906631558764,-0.0463703317547166,-0.0162839066315587,0,0,0,0
North Dakota Fighting Hawks vs. Winthrop Eagles,Dec 18 08:00PM ET,North Dakota Fighting Hawks,3,11.0,10.5,11.0,0.5,11.0,-0.023809523809523836,-0.0238095238095238,3.3,10.5,,9.0,15.3,0.17359643148096884,500,0.1588785046728972,0.006929764814302186,0.0070176037480174,0.026,0.17,,0.206628716578081,3,157.0,154.53,156.0,157.0,157.0,2.6,153.0,,158.147986011251,154.53,0.4774391920548072,0.5075256171779651,-0.04179157717596205,-0.016283906631558764,-0.0463703317547166,-0.0162839066315587,0,0,0,0
Oklahoma St Cowboys vs. UMKC Kangaroos,Dec 18 08:00PM ET,UMKC Kangaroos,3,30.5,29.7,30.0,0.5160342270972185,29.0,-0.0077752967123053685,-0.0249406175771971,3.5,32.0,,25.2,29.7,,,0.0,0.0,0.0,0.005,0.02,,0.0131860775857856,3,162.5,157.150017251539,160.5,158.5,162.5,2.9,162.0,,157.150017251539,156.95,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,-0.0290540442004721,-0.0140081567564656,0,0,0,0
Oklahoma St Cowboys vs. UMKC Kangaroos,Dec 18 08:00PM ET,Oklahoma St Cowboys,3,-30.5,-29.7,-30.0,0.4839657729027816,-29.0,-0.03984375090674225,-0.0133819951338199,3.5,-32.0,,-25.2,-29.7,,,0.0,0.0,0.0,0.005,0.98,,0.986813922414214,3,162.5,157.150017251539,160.5,158.5,162.5,2.9,162.0,,157.150017251539,156.95,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,-0.0290540442004721,-0.0140081567564656,0,0,0,0
TCU Horned Frogs vs. Oral Roberts Golden Eagles,Dec 18 08:00PM ET,Oral Roberts Golden Eagles,3,24.5,21.0,23.0,0.547999242711806,24.5,0.024189718902282165,0.0241897189022821,2.2,24.1,,21.0,19.8,0.03392260691916264,2919,0.03448193247363093,-0.0014371945696710978,0.0,0.009,0.04,,0.0267265627293887,3,149.5,148.025707827066,149.0,147.5,149.5,2.6,150.0,,148.025707827066,144.78,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0162865800875205,-0.0313324675315271,0,0,0,0
TCU Horned Frogs vs. Oral Roberts Golden Eagles,Dec 18 08:00PM ET,TCU Horned Frogs,3,-24.5,-21.0,-23.0,0.452000757288194,-24.5,-0.07180876652132984,-0.0718087665213298,2.2,-24.1,,-21.0,-19.8,0.9660773930808373,-12599,0.9655180675263692,-0.024021616820152802,0.0,0.009,0.96,,0.973273437270611,3,149.5,148.025707827066,149.0,147.5,149.5,2.6,150.0,,148.025707827066,144.78,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0162865800875205,-0.0313324675315271,0,0,0,0
Murray St Racers vs. Drake Bulldogs,Dec 18 08:00PM ET,Drake Bulldogs,3,6.5,8.9,7.5,0.4679574367889025,7.5,-0.05585208702062133,-0.0352649963279876,2.3,8.0,,8.9,12.4,0.25815634925573305,260,0.29361296472831266,-0.049535958436574656,0.0,0.024,0.24,,0.205399467566307,2,158.5,160.0,159.0,160.0,158.5,3.4,160.0,,156.655710076473,163.49,0.50777918595249,0.49222081404751,-0.018287164758410412,-0.031588709762013834,-0.01374895860154,-0.0448597871896393,0,0,0,0
Murray St Racers vs. Drake Bulldogs,Dec 18 08:00PM ET,Murray St Racers,3,-6.5,-8.9,-7.5,0.5320425632110974,-7.5,0.008233039401573605,-0.0031965421335508,2.3,-8.0,,-8.9,-12.4,0.7418436507442668,-340,0.7063870352716872,0.0015839104845265517,0.0,0.024,0.76,,0.794600532433693,2,158.5,160.0,159.0,160.0,158.5,3.4,160.0,,156.655710076473,163.49,0.50777918595249,0.49222081404751,-0.018287164758410412,-0.031588709762013834,-0.01374895860154,-0.0448597871896393,0,0,0,0
Lindenwood Lions vs. Western Illinois Leathernecks,Dec 18 08:30PM ET,Lindenwood Lions,2,-12.0,-14.3,-13.0,0.5336731946043589,-13.0,0.02147807265313939,-0.0023791446117186,1.1,-13.6,,-14.3,-15.7,0.8794965987668328,-1000,0.863013698630137,-0.020503401233167184,0.0,0.008,0.89,,0.901958997807057,3,145.0,144.330683110619,144.5,145.0,145.0,0.6,145.0,,144.330683110619,143.79,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Lindenwood Lions vs. Western Illinois Leathernecks,Dec 18 08:30PM ET,Western Illinois Leathernecks,2,12.0,14.3,13.0,0.4663268053956411,13.0,-0.05973954531525938,-0.0360823938498199,1.1,13.6,,14.3,15.7,0.12050340123316716,650,0.13698630136986298,-0.02235374162397566,0.0,0.008,0.1099999999999999,,0.0980410021929428,3,145.0,144.330683110619,144.5,145.0,145.0,0.6,145.0,,144.330683110619,143.79,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Tennessee Tech Golden Eagles vs. SE Missouri St Redhawks,Dec 18 08:30PM ET,Tennessee Tech Golden Eagles,3,2.5,-0.7,1.0,0.547999242711806,2.0,0.024189718902282165,0.0198474412598779,0.8,-0.2,,-1.8,-0.7,0.47777262439659207,136,0.4184862873054435,0.03815909782654381,0.0,0.038,0.51,,0.564117922975481,1,155.5,155.64334124418,155.5,154.5,155.5,0.9,157.0,,155.64334124418,155.36,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.01525845250106,-0.0323605951179875,0,0,0,0
Southern Indiana Screaming Eagles vs. Arkansas-Little Rock Trojans,Dec 18 08:30PM ET,Arkansas-Little Rock Trojans,2,2.5,4.2,3.0,0.4831483753809493,3.0,-0.040661148428574545,-0.0360823938498199,3.6,4.2,,3.3,9.9,0.3795358059747016,137,0.3982300884955753,-0.03713086069196514,0.0,0.029,0.3399999999999999,,0.381683046907656,1,142.0,145.0,143.0,144.0,142.0,1.4,145.0,,145.668164731505,142.98000000000002,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,-0.0249281384969028,-0.0331326082797979,0,0,0,0
Southern Miss Golden Eagles vs. Louisiana Ragin' Cajuns,Dec 18 08:30PM ET,Southern Miss Golden Eagles,1,-12.5,-11.6,-12.0,0.4826321819260377,-12.0,-0.04117734188348615,-0.0192307692307692,4.0,-10.3,,-11.6,-17.7,0.8607267709199871,-1000,0.863013698630137,-0.03927322908001296,0.0,0.012,0.85,,0.866879686419674,3,131.5,132.0,131.5,131.5,131.5,1.6,132.0,,134.326732108293,131.26999999999998,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Tennessee St Tigers vs. Tenn-Martin Skyhawks,Dec 18 08:30PM ET,Tenn-Martin Skyhawks,2,3.5,4.0,3.5,0.5,3.5,-0.023809523809523836,-0.0192307692307692,1.2,5.9,,3.7,4.0,0.3586626775435636,142,0.39370078740157477,-0.054560462952304156,0.0,0.062,0.28,,0.367249135371105,2,144.0,142.0,143.0,140.5,144.0,2.3,142.0,,142.194930738781,138.16,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,-0.0137519145259787,-0.0293102864309588,0,0,0,0
Tennessee St Tigers vs. Tenn-Martin Skyhawks,Dec 18 08:30PM ET,Tennessee St Tigers,2,-3.5,-4.0,-3.5,0.5,-3.5,-0.023809523809523836,-0.0192307692307692,1.2,-5.9,,-3.7,-4.0,0.6413373224564363,-172,0.6062992125984251,0.004973686092799912,0.0,0.062,0.72,,0.632750864628895,2,144.0,142.0,143.0,140.5,144.0,2.3,142.0,,142.194930738781,138.16,0.4766713132888294,0.5077821418769288,-0.047138210520694446,-0.01602738193259501,-0.0137519145259787,-0.0293102864309588,0,0,0,0
Tennessee Tech Golden Eagles vs. SE Missouri St Redhawks,Dec 18 08:30PM ET,SE Missouri St Redhawks,3,-2.5,0.7,-1.0,0.452000757288194,-2.0,-0.07180876652132984,-0.06692628414133,0.8,0.2,,1.8,0.7,0.522227375603408,-162,0.5815137126945565,-0.08864399997384986,0.0,0.038,0.49,,0.435882077024519,1,155.5,155.64334124418,155.5,154.5,155.5,0.9,157.0,,155.64334124418,155.36,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.01525845250106,-0.0323605951179875,0,0,0,0
Southern Indiana Screaming Eagles vs. Arkansas-Little Rock Trojans,Dec 18 08:30PM ET,Southern Indiana Screaming Eagles,2,-2.5,-4.2,-3.0,0.5168516246190507,-3.0,-0.006957899190473182,-0.0023791446117186,3.6,-4.2,,-3.3,-9.9,0.6204641940252984,-167,0.6017699115044248,-0.009165435604331251,0.0,0.029,0.66,,0.618316953092344,1,142.0,145.0,143.0,144.0,142.0,1.4,145.0,,145.668164731505,142.98000000000002,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,-0.0249281384969028,-0.0331326082797979,0,0,0,0
Southern Miss Golden Eagles vs. Louisiana Ragin' Cajuns,Dec 18 08:30PM ET,Louisiana Ragin' Cajuns,1,12.5,11.6,12.0,0.5173678180739623,12.0,-0.006441705735561576,-0.0192307692307692,4.0,10.3,,11.6,17.7,0.139273229080013,650,0.13698630136986298,-0.003583913777129827,0.0,0.012,0.15,,0.133120313580326,3,131.5,132.0,131.5,131.5,131.5,1.6,132.0,,134.326732108293,131.26999999999998,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
