Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Le Moyne Dolphins vs. Fairfield Stags,Nov 22 01:00PM ET,Fairfield Stags,3,-1.5,0.0,-1.0,0.4839657729027816,-1.5,-0.028229349048437935,1.6,2.5,-1.0,-0.8,0.8,0.5327604684352392,-127,0.5364225841820495,-0.027626004994712572,0.072,0.41,0.54,0.529098352688429,1,151.0,151.327973310787,151.0,151.0,0.9,152.0,151.0,151.655946621574,150.06,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,0,0,0,0
Le Moyne Dolphins vs. Fairfield Stags,Nov 22 01:00PM ET,Le Moyne Dolphins,3,1.5,0.0,1.0,0.5160342270972185,1.5,-0.010032123613681998,1.6,-2.5,1.0,0.8,-0.8,0.46723953156476083,106,0.4635774158179506,-0.017047522844244878,0.072,0.59,0.4599999999999999,0.470901647311571,1,151.0,151.327973310787,151.0,151.0,0.9,152.0,151.0,151.655946621574,150.06,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,0,0,0,0
Harvard Crimson vs. Boston Univ. Terriers,Nov 22 01:30PM ET,Boston Univ. Terriers,2,4.0,3.95,4.0,0.5,3.75,-0.0157384987893463,0.3,3.9,4.0,4.4,3.6,0.35880651901469546,153,0.377613038029391,-0.03609397849774232,0.003,0.3399999999999999,0.3399999999999999,0.33498187250055,2,137.75,138.521903520432,138.0,137.75,3.5,137.0,140.0,137.043807040864,144.49,0.49222081404751,0.49222081404751,-0.0349659471818044,-0.029310286430958843,0,1,0,0
Harvard Crimson vs. Boston Univ. Terriers,Nov 22 01:30PM ET,Harvard Crimson,2,-4.0,-3.95,-4.0,0.5,-3.75,-0.02941176470588236,0.3,-3.9,-4.0,-4.4,-3.6,0.6411934809853046,-186,0.622386961970609,-0.009686907600002126,0.003,0.66,0.66,0.66501812749945,2,137.75,138.521903520432,138.0,137.75,3.5,137.0,140.0,137.043807040864,144.49,0.49222081404751,0.49222081404751,-0.0349659471818044,-0.029310286430958843,0,1,0,0
Dayton Flyers vs. North Carolina Central Eagles,Nov 22 02:00PM ET,Dayton Flyers,3,-28.0,-23.7,-26.5,0.452000757288194,-28.25,-0.07180876652132984,1.3,-24.4,-23.0,-24.8,-22.0,,,0.0,0.0,0.009,0.97,0.98,0.987510425559659,3,148.5,145.715,147.5,148.5,1.8,143.0,145.0,146.987628693014,146.43,0.4849567874384211,0.5150432125615789,-0.04992693349181143,0.0028480906103593995,1,1,0,1
Saint Peter's Peacocks vs. UMass Lowell River Hawks,Nov 22 02:00PM ET,Saint Peter's Peacocks,3,-7.0,-5.95,-6.5,0.4839657729027816,-7.0,-0.038707258123471366,2.1,-6.4,-4.0,-9.0,-5.5,0.7241549295774647,-300,0.7183098591549295,-0.025845070422535255,0.066,0.73,0.66,0.791824043391279,2,153.5,149.95687429206401,152.0,153.5,2.5,146.0,152.0,150.433748584128,149.48000000000002,0.4766742692132684,0.5233257307867316,-0.04713525459625545,0.001794630308262768,0,0,0,1
Saint Peter's Peacocks vs. UMass Lowell River Hawks,Nov 22 02:00PM ET,UMass Lowell River Hawks,3,7.0,5.95,6.5,0.5160342270972185,7.0,-0.004349465948345066,2.1,6.4,4.0,9.0,5.5,0.27584507042253525,240,0.28169014084507044,-0.018272576636288285,0.066,0.27,0.3399999999999999,0.208175956608721,2,153.5,149.95687429206401,152.0,153.5,2.5,146.0,152.0,150.433748584128,149.48000000000002,0.4766742692132684,0.5233257307867316,-0.04713525459625545,0.001794630308262768,0,0,0,1
Oklahoma St Cowboys vs. Nicholls St Colonels,Nov 22 02:00PM ET,Nicholls St Colonels,3,24.5,20.6,23.0,0.547999242711806,24.5,0.025326211685553046,2.4,24.7,21.0,20.2,19.2,0.03776406254996642,2642,0.03552812509993284,0.0012919140088523615,0.006,0.04,0.03,0.0418876448907655,3,162.5,155.0,159.5,162.5,1.8,155.0,155.0,158.416548135625,154.5,0.4549557989711987,0.5450442010288012,-0.06885372483832514,0.02123467721927741,0,0,0,1
Oklahoma St Cowboys vs. Nicholls St Colonels,Nov 22 02:00PM ET,Oklahoma St Cowboys,3,-24.5,-20.6,-23.0,0.452000757288194,-24.5,-0.07180876652132984,2.4,-24.7,-21.0,-20.2,-19.2,0.9622359374500336,-10000,0.964471874900067,-0.02786307245095654,0.006,0.96,0.97,0.958112355109235,3,162.5,155.0,159.5,162.5,1.8,155.0,155.0,158.416548135625,154.5,0.4549557989711987,0.5450442010288012,-0.06885372483832514,0.02123467721927741,0,0,0,1
Kent State Golden Flashes vs. Cleveland St Vikings,Nov 22 02:00PM ET,Kent State Golden Flashes,3,-13.5,-14.35,-14.0,0.5160342270972185,-13.5,-0.0077752967123053685,2.0,-15.7,-13.0,-15.8,-11.8,0.8800000000000001,-1100,0.8800000000000001,-0.036666666666666514,0.021,0.88,0.88,0.915657460370503,3,173.5,170.5776556329125,172.5,173.5,6.4,171.0,173.0,170.155311265825,158.72,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,0,0,0,1
