Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Georgia Bulldogs vs. Florida A&M Rattlers,Nov 17 06:30PM ET,Georgia Bulldogs,3,-38.5,-32.55,-36.0,0.420344059833398,-38.5,-0.10346546397612583,3.8,-33.1,-32.0,-39.2,-30.5,,,0.0,0.0,0.011,0.98,0.998,0.999479723833525,3,170.5,162.9009038625945,167.5,170.5,5.5,167.0,162.0,163.801807725189,154.12,0.4549557989711987,0.5450442010288012,-0.06657530150727015,0.015632436322918886,0,1,0,1
Georgia Bulldogs vs. Florida A&M Rattlers,Nov 17 06:30PM ET,Florida A&M Rattlers,3,38.5,32.55,36.0,0.5796559401666019,38.5,0.0558464163570781,3.8,33.1,32.0,39.2,30.5,,,0.0,0.0,0.011,0.02,0.002,0.0005202761664749,3,170.5,162.9009038625945,167.5,170.5,5.5,167.0,162.0,163.801807725189,154.12,0.4549557989711987,0.5450442010288012,-0.06657530150727015,0.015632436322918886,0,1,0,1
NC State Wolfpack vs. VCU Rams,Nov 17 07:00PM ET,NC State Wolfpack,3,-12.5,-8.9,-11.0,0.452000757288194,-12.5,-0.07406559342270647,3.5,-7.8,-10.0,-13.9,-5.7,0.841046511627907,-1000,0.872093023255814,-0.06804439746300217,0.068,0.75,0.81,0.884923040001174,3,166.0,159.3095765774845,163.5,166.0,4.6,164.0,158.0,160.619153154969,153.12,0.454949140241253,0.5300717019062016,-0.06886038356827084,0.0062621780966777285,0,0,0,1
UCF Knights vs. Oakland Golden Grizzlies,Nov 17 07:00PM ET,Oakland Golden Grizzlies,3,12.5,15.2,13.5,0.4679574367889025,12.5,-0.05585208702062133,0.9,14.4,15.0,16.6,15.4,0.10395348837209298,650,0.12790697674418605,-0.029379844961240353,0.031,0.13,0.0799999999999999,0.0738866490032981,3,161.0,159.0,160.0,161.0,2.9,157.0,161.0,162.682548237418,156.86,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.016283906631558764,1,0,0,0
UCF Knights vs. Oakland Golden Grizzlies,Nov 17 07:00PM ET,UCF Knights,3,-12.5,-15.2,-13.5,0.5320425632110974,-12.5,0.008233039401573605,0.9,-14.4,-15.0,-16.6,-15.4,0.896046511627907,-1000,0.872093023255814,-0.013044397463002122,0.031,0.87,0.92,0.926113350996702,3,161.0,159.0,160.0,161.0,2.9,157.0,161.0,162.682548237418,156.86,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.016283906631558764,1,0,0,0
Pittsburgh Panthers vs. Bucknell Bison,Nov 17 07:00PM ET,Bucknell Bison,2,16.5,15.35,16.0,0.5168516246190507,16.5,-0.006957899190473182,1.5,17.5,16.0,14.2,14.7,0.08146730462519931,1050,0.08293460925039872,-0.005489217113931119,0.01,0.0799999999999999,0.0799999999999999,0.0965158626256928,3,143.25,143.945,143.5,143.25,1.2,144.0,142.0,144.891567383264,143.89,0.5000013374412138,0.4849554499972073,-0.028300549351239046,-0.036575650481261546,0,0,0,0
West Virginia Mountaineers vs. Lafayette Leopards,Nov 17 07:00PM ET,West Virginia Mountaineers,1,-23.5,-22.8,-23.0,0.4826321819260377,-23.5,-0.04117734188348615,1.3,-22.6,-23.0,-20.4,-23.4,0.961759234792605,-7000,0.953926022063595,-0.024156258165141553,0.01,0.96,0.98,0.969592447521615,3,134.5,138.575,136.0,134.5,3.6,135.0,139.0,143.719233134089,138.15,0.5225581344892309,0.477441865510769,-0.001251389320292895,-0.04636765829875483,1,1,1,0
West Virginia Mountaineers vs. Lafayette Leopards,Nov 17 07:00PM ET,Lafayette Leopards,1,23.5,22.8,23.0,0.5173678180739623,23.5,-0.006441705735561576,1.3,22.6,23.0,20.4,23.4,0.03824076520739511,2000,0.04607397793640493,-0.009378282411652505,0.01,0.04,0.02,0.0304075524783853,3,134.5,138.575,136.0,134.5,3.6,135.0,139.0,143.719233134089,138.15,0.5225581344892309,0.477441865510769,-0.001251389320292895,-0.04636765829875483,1,1,1,0
Siena Saints vs. Colgate Raiders,Nov 17 07:00PM ET,Colgate Raiders,3,5.5,4.5,5.0,0.5160342270972185,5.5,-0.0077752967123053685,2.0,8.0,4.0,5.0,3.5,0.3245873966696281,190,0.3281853281853282,-0.02024018953726847,0.063,0.2299999999999999,0.35,0.320989465153928,2,147.5,146.37730270247,147.0,147.5,1.9,150.0,146.0,146.72460540494,146.03,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.013751914525978903,0,0,0,0
Siena Saints vs. Colgate Raiders,Nov 17 07:00PM ET,Siena Saints,3,-5.5,-4.5,-5.0,0.4839657729027816,-5.5,-0.03984375090674225,2.0,-8.0,-4.0,-5.0,-3.5,0.675412603330372,-240,0.6718146718146719,-0.03046974961080451,0.063,0.77,0.65,0.679010534846072,2,147.5,146.37730270247,147.0,147.5,1.9,150.0,146.0,146.72460540494,146.03,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.013751914525978903,0,0,0,0
