Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
UC San Diego Tritons vs. Hawai'i Rainbow Warriors,Jan 03 10:05PM ET,2026-01-04 05:00:46 UTC,UC San Diego Tritons,3,-11.5,-2.8,-8.0,0.3891946315356873,-11.5,-0.12887765762093922,-0.12887765762093922,1.1,,-1.0,-2.8,-3.0,0.7711305831049549,-10000,-10000,0.9711510996858042,-0.21896842679603523,-0.21896842679603523,0.044,,0.54,0.602220133048211,3,147.0,143.0,145.5,147.0,147.0,2.6,,143.0,145.305414718262,140.12,0.4699309502034306,0.5150472191818924,-0.053878573606093216,-0.00876230462763139,-0.053878573606093216,-0.00876230462763139,0,0,0,0
UC San Diego Tritons vs. Hawai'i Rainbow Warriors,Jan 03 10:05PM ET,2026-01-04 05:00:46 UTC,Hawai'i Rainbow Warriors,3,11.5,2.8,8.0,0.6108053684643127,11.5,0.07057548340684139,0.07057548340684139,1.1,,1.0,2.8,3.0,0.22886941689504525,3300,3300,0.028848900314195947,0.1994576521891629,0.1994576521891629,0.044,,0.46,0.397779866951789,3,147.0,143.0,145.5,147.0,147.0,2.6,,143.0,145.305414718262,140.12,0.4699309502034306,0.5150472191818924,-0.053878573606093216,-0.00876230462763139,-0.053878573606093216,-0.00876230462763139,0,0,0,0
San Diego St Aztecs vs. Boise State Broncos,Jan 03 10:15PM ET,2026-01-04 05:00:46 UTC,San Diego St Aztecs,3,-4.5,-3.0,-4.0,0.4839657729027816,-4.5,-0.05731863076694316,-0.05731863076694316,1.4,,-4.0,-3.0,-1.3,0.6956639388910091,-450,-450,0.7703549060542797,-0.12251787929080904,-0.12251787929080904,0.013,,0.63,0.611945943455477,2,161.5,140.34538115388,153.0,161.5,161.5,2.6,,142.0,140.34538115388,136.87,0.3701285202388773,0.6298714797611227,-0.1536810035706465,0.0864924843273327,-0.1536810035706465,0.0864924843273327,0,0,0,0
San Diego St Aztecs vs. Boise State Broncos,Jan 03 10:15PM ET,2026-01-04 05:00:46 UTC,Boise State Broncos,3,4.5,3.0,4.0,0.5160342270972185,4.5,-0.01884949383301404,-0.01884949383301404,1.4,,4.0,3.0,1.3,0.3043360611089909,310,310,0.22964509394572025,0.06043362208460068,0.06043362208460068,0.013,,0.37,0.388054056544523,2,161.5,140.34538115388,153.0,161.5,161.5,2.6,,142.0,140.34538115388,136.87,0.3701285202388773,0.6298714797611227,-0.1536810035706465,0.0864924843273327,-0.1536810035706465,0.0864924843273327,0,0,0,0
Tulane Green Wave vs. Florida Atlantic Owls,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,Florida Atlantic Owls,3,-5.0,-3.9,-4.5,0.4839657729027816,-1.5,-0.04544599180310077,0.0082330394015736,3.1,-3.8,-4.0,-3.0,-9.8,0.6518240620957308,-152,-225,0.6636481241914617,-0.04048363021196133,0.0,0.02,0.64,0.65,0.611667717264393,2,154.5,155.129143865658,155.0,156.0,154.5,1.6,156.0,156.0,154.258287731316,152.73000000000002,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0409097023356001,-0.0238075597186725,0,1,0,0
South Florida Bulls vs. UAB Blazers,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,UAB Blazers,3,6.5,7.1,6.5,0.5,6.5,-0.023809523809523836,-0.0238095238095238,1.4,8.3,6.0,8.2,5.7,0.2668064823641563,210,225,0.29361296472831266,-0.04088582532815138,0.0,0.039,0.24,0.3,0.227856354976017,2,163.5,162.08839026607052,163.0,161.5,163.5,1.9,164.0,162.0,162.176780532141,159.45,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0238095238095238,-0.0238095238095238,0,0,0,0
St. Thomas (MN) Tommies vs. Denver Pioneers,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,St. Thomas (MN) Tommies,3,-10.5,-11.85,-11.0,0.5160342270972185,-10.0,0.0038391051459989445,-0.0031965421335508,2.3,-15.5,-10.0,-11.6,-12.1,0.8307916579874912,-524,-500,0.7983193277310924,-0.0025416753458420427,0.0,0.025,0.88,0.83,0.86326398824389,3,161.0,164.5,162.5,165.0,161.0,2.5,165.0,164.0,160.124842443998,165.74,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0293102864309588,-0.0293102864309588,0,1,0,0
St. Thomas (MN) Tommies vs. Denver Pioneers,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,Denver Pioneers,3,10.5,11.85,11.0,0.4839657729027816,10.0,-0.05091794802745092,-0.0352649963279876,2.3,15.5,10.0,11.6,12.1,0.16920834201250878,387,375,0.20168067226890757,-0.04131797377696489,0.0,0.025,0.12,0.17,0.13673601175611,3,161.0,164.5,162.5,165.0,161.0,2.5,165.0,164.0,160.124842443998,165.74,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0293102864309588,-0.0293102864309588,0,1,0,0
South Florida Bulls vs. UAB Blazers,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,South Florida Bulls,3,-6.5,-7.1,-6.5,0.5,-6.5,-0.023809523809523836,-0.0238095238095238,1.4,-8.3,-6.0,-8.2,-5.7,0.7331935176358436,-260,-285,0.7063870352716872,-0.0070662226238966674,0.0,0.039,0.76,0.7,0.772143645023983,2,163.5,162.08839026607052,163.0,161.5,163.5,1.9,164.0,162.0,162.176780532141,159.45,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0238095238095238,-0.0238095238095238,0,0,0,0
Tulane Green Wave vs. Florida Atlantic Owls,Jan 04 01:00PM ET,2026-01-03 19:49:02 UTC,Tulane Green Wave,3,5.0,3.9,4.5,0.5160342270972185,1.5,-0.003196542133550806,-0.0558520870206213,3.1,3.8,4.0,3.0,9.8,0.34817593790426904,126,185,0.33635187580853815,-0.0027012550781870814,0.0,0.02,0.36,0.35,0.388332282735607,2,154.5,155.129143865658,155.0,156.0,154.5,1.6,156.0,156.0,154.258287731316,152.73000000000002,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0409097023356001,-0.0238075597186725,0,1,0,0
Middle Tennessee Blue Raiders vs. Sam Houston St Bearkats,Jan 04 02:00PM ET,2026-01-03 19:49:02 UTC,Middle Tennessee Blue Raiders,3,-5.5,-5.4,-5.5,0.5,-4.0,-0.023809523809523836,-0.0077752967123053,2.0,-8.6,-4.0,-4.7,-6.1,0.6708846226949654,-217,-240,0.6718146718146719,-0.03499773024621111,0.0,0.074,0.78,0.64,0.669954573575259,2,157.0,155.43194378668352,156.5,157.0,157.0,1.7,153.0,156.0,154.863887573367,156.96,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0393664169090386,-0.0238080450040587,0,0,0,1
Middle Tennessee Blue Raiders vs. Sam Houston St Bearkats,Jan 04 02:00PM ET,2026-01-03 19:49:02 UTC,Sam Houston St Bearkats,3,5.5,5.4,5.5,0.5,4.0,-0.023809523809523836,-0.0398437509067422,2.0,8.6,4.0,4.7,6.1,0.3291153773050346,179,190,0.3281853281853282,-0.01571220890186198,0.0,0.074,0.2199999999999999,0.36,0.330045426424741,2,157.0,155.43194378668352,156.5,157.0,157.0,1.7,153.0,156.0,154.863887573367,156.96,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.0393664169090386,-0.0238080450040587,0,0,0,1
Liberty Flames vs. Jacksonville St Gamecocks,Jan 04 02:00PM ET,2026-01-03 19:49:02 UTC,Liberty Flames,1,-10.5,-11.5,-11.0,0.5173678180739623,-10.5,-0.006441705735561576,-0.0064417057355615,0.8,-11.9,-10.0,-11.4,-11.6,0.8475585494233089,-587,-630,0.8259833134684148,-0.015455149206828112,0.0,0.023,0.87,0.83,0.869133785378203,3,134.0,134.09,134.0,136.0,134.0,2.5,132.0,136.0,136.812397372609,132.18,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0463703317547166,-0.0162839066315587,0,1,0,0
