Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Coppin St Eagles vs. South Carolina St Bulldogs,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,Coppin St Eagles,2,1.0,0.75,1.0,0.5,2.0,-0.03488372093023251,-0.0023791446117186,1.4,1.2,2.0,0.3,-1.3,0.47393253629376597,105,-110,0.49786507258753204,-0.049876987515757865,0.0,0.039,0.4499999999999999,0.41,0.488167333686197,1,143.5,147.50037473776501,145.0,145.0,143.5,1.3,149.0,148.0,147.00074947553,146.0,0.5256375066113239,0.4743624933886761,0.0018279828018000766,-0.04944703042084775,-0.0012489247848324,-0.0583517124604869,0,1,1,0
Florida A&M Rattlers vs. Grambling St Tigers,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,Grambling St Tigers,2,-2.5,-2.45,-2.5,0.5,-2.5,-0.023809523809523836,-0.0023791446117186,2.1,-1.9,-3.0,-1.0,-5.9,0.5710298177802319,-140,-148,0.5720596355604638,-0.025744375768155248,0.0,0.037,0.57,0.61,0.536379306775789,1,142.5,141.26828375431052,142.0,143.0,142.5,1.7,142.0,143.0,140.536567508621,139.07,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.0386312790045451,-0.0215291363876175,0,0,0,0
Coppin St Eagles vs. South Carolina St Bulldogs,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,South Carolina St Bulldogs,2,-1.0,-0.75,-1.0,0.5,-2.0,-0.012195121951219523,-0.0360823938498199,1.4,-1.2,-2.0,-0.3,1.3,0.526067463706234,-125,-112,0.502134927412468,-0.0022344230862187953,0.0,0.039,0.55,0.59,0.511832666313803,1,143.5,147.50037473776501,145.0,145.0,143.5,1.3,149.0,148.0,147.00074947553,146.0,0.5256375066113239,0.4743624933886761,0.0018279828018000766,-0.04944703042084775,-0.0012489247848324,-0.0583517124604869,0,1,1,0
Bethune-Cookman Wildcats vs. Southern Jaguars,Jan 12 07:00PM ET,2026-01-11 18:25:07 UTC,Southern Jaguars,3,-1.5,4.75,1.0,0.420344059833398,3.5,-0.10346546397612583,-0.0398437509067422,1.2,5.2,3.0,5.6,4.3,0.4197754059885156,130,-119,0.5195508119770313,-0.12359406857361954,0.0,0.036,0.3199999999999999,0.37,0.300652530986222,1,152.0,153.357345277709,152.5,152.0,152.0,1.0,155.0,153.0,153.714690555418,152.89,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.016027381932595,-0.0471382105206943,1,1,1,0
Stephen F. Austin Lumberjacks vs. Incarnate Word Cardinals,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,Stephen F. Austin Lumberjacks,2,-7.5,-10.100000000000001,-8.5,0.5336731946043589,-8.5,0.004261429898476554,-0.0023791446117186,1.0,-11.5,-9.0,-9.9,-10.3,0.7975706792453794,-350,-385,0.7604938271604939,0.003756246255688711,0.0,0.031,0.85,0.79,0.834647531330265,2,138.5,140.335,139.0,138.5,138.5,1.3,140.0,141.0,138.120730949216,140.67000000000002,0.50777918595249,0.49222081404751,-0.022737245972392572,-0.01997430790370952,0.0057514927254223,-0.0482656946678814,1,1,0,0
Stephen F. Austin Lumberjacks vs. Incarnate Word Cardinals,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,Incarnate Word Cardinals,2,7.5,10.100000000000001,8.5,0.4663268053956411,8.5,-0.049411693393705214,-0.0360823938498199,1.0,11.5,9.0,9.9,10.3,0.2024293207546206,280,300,0.2395061728395062,-0.04757067924537939,0.0,0.031,0.15,0.21,0.165352468669735,2,138.5,140.335,139.0,138.5,138.5,1.3,140.0,141.0,138.120730949216,140.67000000000002,0.50777918595249,0.49222081404751,-0.022737245972392572,-0.01997430790370952,0.0057514927254223,-0.0482656946678814,1,1,0,0
American Eagles vs. Navy Midshipmen,Jan 12 07:00PM ET,2026-01-11 18:25:07 UTC,American Eagles,2,1.0,0.85,1.0,0.5,0.0,-0.026066350710900466,-0.0238095238095238,1.6,-1.6,1.0,2.2,0.7,0.46958288190682557,-110,-105,0.4891657638136511,-0.042612240044393956,0.0,0.082,0.57,0.45,0.414034698457532,1,139.5,141.556564646089,140.5,138.0,139.5,1.4,142.0,143.0,141.113129292178,139.67000000000002,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0044328860432437,-0.0386293149136939,0,0,1,0
Florida A&M Rattlers vs. Grambling St Tigers,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,Florida A&M Rattlers,2,2.5,2.45,2.5,0.5,2.5,-0.023809523809523836,-0.0360823938498199,2.1,1.9,3.0,1.0,5.9,0.42897018221976807,115,124,0.42794036443953615,-0.017458389208803382,0.0,0.037,0.43,0.39,0.463620693224211,1,142.5,141.26828375431052,142.0,143.0,142.5,1.7,142.0,143.0,140.536567508621,139.07,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.0386312790045451,-0.0215291363876175,0,0,0,0
American Eagles vs. Navy Midshipmen,Jan 12 07:00PM ET,2026-01-11 18:25:07 UTC,Navy Midshipmen,2,-1.0,-0.85,-1.0,0.5,0.0,-0.021531100478468845,-0.0238095238095238,1.6,1.6,-1.0,-2.2,-0.7,0.5304171180931745,-110,-115,0.5108342361863488,-0.00446660283705802,0.0,0.082,0.43,0.55,0.585965301542468,1,139.5,141.556564646089,140.5,138.0,139.5,1.4,142.0,143.0,141.113129292178,139.67000000000002,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0044328860432437,-0.0386293149136939,0,0,1,0
SE Louisiana Lions vs. New Orleans Privateers,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,SE Louisiana Lions,2,1.5,-2.4000000000000004,-0.0,0.5504348160326231,-1.5,0.026625292223099284,-0.0023791446117186,1.2,-1.6,-1.0,-3.2,-3.6,0.5207044796901856,-120,-101,0.48140895938037126,0.01822923216543315,0.0,0.051,0.56,0.52,0.620592021222019,1,142.25,144.5585460767685,143.0,144.5,142.25,1.0,145.0,145.0,144.117092153537,142.78,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,-0.0098039215686274,-0.0327102803738317,0,1,1,0
SE Louisiana Lions vs. New Orleans Privateers,Jan 12 07:00PM ET,2026-01-11 18:43:19 UTC,New Orleans Privateers,2,-1.5,2.4000000000000004,0.0,0.4495651839673769,1.5,-0.07424433984214696,-0.0360823938498199,1.2,1.6,1.0,3.2,3.6,0.47929552030981437,-100,-118,0.5185910406196289,-0.061988883359910374,0.0,0.051,0.4399999999999999,0.48,0.379407978777981,1,142.25,144.5585460767685,143.0,144.5,142.25,1.0,145.0,145.0,144.117092153537,142.78,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,-0.0098039215686274,-0.0327102803738317,0,1,1,0
Bethune-Cookman Wildcats vs. Southern Jaguars,Jan 12 07:00PM ET,2026-01-11 18:25:07 UTC,Bethune-Cookman Wildcats,3,1.5,-4.75,-1.0,0.5796559401666019,-3.5,0.0558464163570781,-0.0077752967123053,1.2,-5.2,-3.0,-5.6,-4.3,0.5802245940114843,-160,-101,0.48044918802296865,0.07774934648673182,0.0,0.036,0.68,0.63,0.699347469013778,1,152.0,153.357345277709,152.5,152.0,152.0,1.0,155.0,153.0,153.714690555418,152.89,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.016027381932595,-0.0471382105206943,1,1,1,0
Northwestern St Demons vs. UT Rio Grande Valley Vaqueros,Jan 12 07:30PM ET,2026-01-11 18:43:19 UTC,Northwestern St Demons,2,3.0,1.9,2.5,0.5168516246190507,3.0,-0.006957899190473182,-0.0023791446117186,1.2,3.5,2.0,0.5,1.8,0.42197007481296755,125,125,0.4239401496259352,-0.022474369631476865,0.0,0.061,0.36,0.42,0.481221526863792,2,145.5,145.5,145.5,145.5,145.5,1.8,145.0,146.0,143.101424843578,147.39,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Northwestern St Demons vs. UT Rio Grande Valley Vaqueros,Jan 12 07:30PM ET,2026-01-11 18:43:19 UTC,UT Rio Grande Valley Vaqueros,2,-3.0,-1.9,-2.5,0.4831483753809493,-3.0,-0.040661148428574545,-0.0360823938498199,1.2,-3.5,-2.0,-0.5,-1.8,0.5780299251870324,-150,-152,0.5760598503740649,-0.0258916434404185,0.0,0.061,0.64,0.58,0.518778473136208,2,145.5,145.5,145.5,145.5,145.5,1.8,145.0,146.0,143.101424843578,147.39,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
McNeese Cowboys vs. Nicholls St Colonels,Jan 12 07:30PM ET,2026-01-11 18:43:19 UTC,Nicholls St Colonels,3,14.0,13.850000000000001,14.0,0.5,14.0,-0.023809523809523836,-0.0192307692307692,1.0,13.8,12.0,13.9,14.4,0.12351244382289447,575,712,0.11702488764578893,0.0004063832168338666,0.0,0.025,0.13,0.14,0.0923440747662457,3,147.5,148.815,148.0,147.0,147.5,2.1,150.0,150.0,145.748404560367,147.63,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0.4901003473422038,-0.0552744350602639,0,0,0,0
McNeese Cowboys vs. Nicholls St Colonels,Jan 12 07:30PM ET,2026-01-11 18:43:19 UTC,McNeese Cowboys,3,-14.0,-13.850000000000001,-14.0,0.5,-14.0,-0.023809523809523836,-0.0192307692307692,1.0,-13.8,-12.0,-13.9,-14.4,0.8764875561771055,-850,-1306,0.8829751123542111,-0.05237116679926457,0.0,0.025,0.87,0.86,0.907655925233754,3,147.5,148.815,148.0,147.0,147.5,2.1,150.0,150.0,145.748404560367,147.63,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0.4901003473422038,-0.0552744350602639,0,0,0,0
Alabama A&M Bulldogs vs. Jackson St Tigers,Jan 12 08:00PM ET,2026-01-11 18:43:19 UTC,Jackson St Tigers,2,6.0,6.0,6.0,0.5,7.0,-0.023809523809523836,-0.0073891625615764,1.9,5.6,6.0,6.0,9.7,0.2959351206171116,230,210,0.30874785591766724,-0.026645524544178734,0.0,0.011,0.28,0.3,0.283122385316556,2,141.5,140.0,141.0,142.5,141.5,2.0,140.0,140.0,142.691250036327,137.76999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0293102864309588,-0.0137519145259789,0,1,0,0
Texas Southern Tigers vs. Miss Valley St Delta Devils,Jan 12 08:00PM ET,2026-01-11 18:43:19 UTC,Texas Southern Tigers,2,-14.5,-12.9,-14.0,0.4831483753809493,-13.0,-0.040661148428574545,-0.0023791446117186,3.1,-13.8,-12.0,-17.1,-9.7,0.9027677288396634,-774,-1425,0.8955354576793269,-0.031640873310874174,0.0,0.041,0.91,0.86,0.940233967055394,3,143.5,143.4787672630915,143.5,145.5,143.5,2.1,142.0,142.0,144.957534526183,146.03,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Texas Southern Tigers vs. Miss Valley St Delta Devils,Jan 12 08:00PM ET,2026-01-11 18:43:19 UTC,Miss Valley St Delta Devils,2,14.5,12.9,14.0,0.5168516246190507,13.0,-0.006957899190473182,-0.0360823938498199,3.1,13.8,12.0,17.1,9.7,0.09723227116033656,537,817,0.1044645423206732,-0.011766837838772443,0.0,0.041,0.0899999999999999,0.14,0.0597660329446061,3,143.5,143.4787672630915,143.5,145.5,143.5,2.1,142.0,142.0,144.957534526183,146.03,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Alabama A&M Bulldogs vs. Jackson St Tigers,Jan 12 08:00PM ET,2026-01-11 18:43:19 UTC,Alabama A&M Bulldogs,2,-6.0,-6.0,-6.0,0.5,-7.0,-0.023809523809523836,-0.0305164319248826,1.9,-5.6,-6.0,-6.0,-9.7,0.7040648793828883,-285,-260,0.6912521440823327,-0.0181573428393339,0.0,0.011,0.72,0.7,0.716877614683444,2,141.5,140.0,141.0,142.5,141.5,2.0,140.0,140.0,142.691250036327,137.76999999999998,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0293102864309588,-0.0137519145259789,0,1,0,0
