Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,New Mexico Lobos,3,-3.5,-3.5,-2.1,-3.0,0.4839657729027816,-4.5,-0.05091794802745092,-0.0466056700072139,1.7,-2.1,,-2.1,-5.1,0.595956585256579,-180,-180,0.6164383561643836,-0.046900557600563886,-0.0476782820636868,0.008,0.57,,0.580949628697549,2,160.5,159.095969245819,160.0,160.5,160.5,4.3,166.0,,159.095969245819,158.01,0.49222081404751,0.5077791859524899,-0.04266290688272251,-0.004415935998729581,-0.0216325787533923,-0.0258514751091165,0,0,0,0
New Mexico Lobos vs. Tulsa Golden Hurricane,Apr 02 07:00PM ET,2026-03-26 03:01:52 UTC,Tulsa Golden Hurricane,3,3.5,3.5,2.1,3.0,0.5160342270972185,4.5,0.0038391051459989445,-0.0006677171627342,1.7,2.1,,2.1,5.1,0.404043414743421,150,150,0.3835616438356164,0.004043414743420959,0.0048211392065439,0.008,0.43,,0.419050371302451,2,160.5,159.095969245819,160.0,160.5,160.5,4.3,166.0,,159.095969245819,158.01,0.49222081404751,0.5077791859524899,-0.04266290688272251,-0.004415935998729581,-0.0216325787533923,-0.0258514751091165,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Auburn Tigers,3,-6.5,-6.5,-6.1,-6.5,0.5,-6.5,-0.041284403669724745,-0.0348837209302325,0.5,-6.1,,-5.9,-6.8,0.7133270504736646,-278,-285,0.7063870352716872,-0.02693268978607566,-0.022072323204617,0.0,0.72,,0.720534131351284,2,149.5,150.511645749853,150.0,150.5,149.5,2.7,154.0,,150.511645749853,148.65,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0044159359987294,-0.0426629068827225,0,0,0,0
Auburn Tigers vs. Illinois St Redbirds,Apr 02 09:30PM ET,2026-03-26 14:31:17 UTC,Illinois St Redbirds,3,6.5,6.5,6.1,6.5,0.5,6.5,-0.004950495049504955,-0.0121951219512195,0.5,6.1,,5.9,6.8,0.2866729495263353,225,225,0.29361296472831266,-0.02101935816597239,-0.0237610101287162,0.0,0.28,,0.279465868648716,2,149.5,150.511645749853,150.0,150.5,149.5,2.7,154.0,,150.511645749853,148.65,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0044159359987294,-0.0426629068827225,0,0,0,0
UConn Huskies vs. Illinois Fighting Illini,Apr 04 06:09PM ET,2026-03-30 03:02:10 UTC,UConn Huskies,2,2.0,2.0,0.8,1.5,0.5168516246190507,1.5,-0.012560140086831706,-0.0233782604384206,,,,0.8,,0.4584385121533914,114,112,0.4503336639913428,-0.012214865476730452,-0.0089397976076098,,,,0.46654336031544,1,139.5,144.492443262571,141.5,139.5,139.5,,,,144.492443262571,,0.5341650358808562,0.4658349641191438,0.01035551207133234,-0.05797455969038001,0.0103555120713323,-0.05797455969038,0,0,0,0
UConn Huskies vs. Illinois Fighting Illini,Apr 04 06:09PM ET,2026-03-30 03:02:10 UTC,Illinois Fighting Illini,2,-2.0,-2.0,-0.8,-1.5,0.4831483753809493,-1.5,-0.03723531766461424,-0.0254511332185593,,,,-0.8,,0.5415614878466082,-135,-135,0.5496663360086572,-0.03290659725977485,-0.0317312868467414,,,,0.533456639684559,1,139.5,144.492443262571,141.5,139.5,139.5,,,,144.492443262571,,0.5341650358808562,0.4658349641191438,0.01035551207133234,-0.05797455969038001,0.0103555120713323,-0.05797455969038,0,0,0,0
Arizona Wildcats vs. Michigan Wolverines,Apr 04 08:49PM ET,2026-03-29 22:24:43 UTC,Arizona Wildcats,3,1.5,1.5,0.8,1.0,0.5160342270972185,1.5,-0.015581697961329577,-0.0314770851199761,0.3,0.6,,1.0,,0.4755196987714106,-105,-101,0.48044918802296865,-0.026955548753341885,-0.0316736911977009,0.013,0.48,,0.461180419039705,1,157.5,160.29095520263598,158.5,157.5,157.5,1.8,159.0,,161.581910405272,,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0009740747214014,-0.0465099791411074,0,0,0,0
Arizona Wildcats vs. Michigan Wolverines,Apr 04 08:49PM ET,2026-03-29 22:24:43 UTC,Michigan Wolverines,3,-1.5,-1.5,-0.8,-1.0,0.4839657729027816,-1.5,-0.03177272588656471,-0.0160342270972184,0.3,-0.6,,-1.0,,0.5244803012285895,-115,-119,0.5195508119770313,-0.018889173333545672,-0.0154051516837511,0.013,0.52,,0.538819580960295,1,157.5,160.29095520263598,158.5,157.5,157.5,1.8,159.0,,161.581910405272,,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0009740747214014,-0.0465099791411074,0,0,0,0
