Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Longwood Lancers vs. Siena Saints,Nov 28 01:00PM ET,Siena Saints,3,-4.5,-3.85,-4.0,0.4839657729027816,-4.5,-0.03177272588656471,0.7,-3.7,-4.0,-4.5,-2.8,0.6442771084337349,-200,0.6385542168674698,-0.02238955823293176,0.015,0.63,0.65,0.659433705482796,2,148.5,151.81,150.0,148.5,3.0,155.0,150.0,148.705023470283,153.62,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04485683126520057,0,0,1,0
Saint Mary's Gaels vs. Vanderbilt Commodores,Nov 28 01:00PM ET,Saint Mary's Gaels,3,3.5,2.8,3.0,0.5160342270972185,3.5,-0.01884949383301404,0.4,2.8,3.0,2.3,,0.3996513202437373,146,0.38930264048747465,-0.006852744796913113,0.014,0.39,0.41,0.416454254935917,2,152.5,151.405676099013,152.0,152.5,2.0,149.0,153.0,151.405676099013,,0.49222081404751,0.5077791859524899,-0.04266290688272251,-0.004415935998729581,0,1,0,0
Saint Mary's Gaels vs. Vanderbilt Commodores,Nov 28 01:00PM ET,Vanderbilt Commodores,3,-3.5,-2.8,-3.0,0.4839657729027816,-3.5,-0.028229349048437935,0.4,-2.8,-3.0,-2.3,,0.6003486797562627,-176,0.6106973595125254,-0.037332479664027085,0.014,0.61,0.59,0.583545745064083,2,152.5,151.405676099013,152.0,152.5,2.0,149.0,153.0,151.405676099013,,0.49222081404751,0.5077791859524899,-0.04266290688272251,-0.004415935998729581,0,1,0,0
Longwood Lancers vs. Siena Saints,Nov 28 01:00PM ET,Longwood Lancers,3,4.5,3.85,4.0,0.5160342270972185,4.5,-0.011152534132095937,0.7,3.7,4.0,4.5,2.8,0.3557228915662651,165,0.3614457831325302,-0.021635598999772687,0.015,0.37,0.35,0.340566294517204,2,148.5,151.81,150.0,148.5,3.0,155.0,150.0,148.705023470283,153.62,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04485683126520057,0,0,1,0
Seattle Redhawks vs. Texas State Bobcats,Nov 28 02:00PM ET,Seattle Redhawks,1,-7.5,-5.15,-6.5,0.4652972649083076,-7.5,-0.05623383557016126,0.8,-4.2,-6.0,-4.9,-5.4,0.7031346400844816,-325,0.730799683293745,-0.06157124226845956,0.022,0.67,0.71,0.675469596875218,2,135.5,138.755,137.0,135.5,1.4,137.0,138.0,139.9804487611,139.51,0.5233257307867316,0.4766742692132683,-0.0027406199241688523,-0.04485683126520057,1,1,1,0
Missouri Tigers vs. Cleveland St Vikings,Nov 28 02:00PM ET,Missouri Tigers,3,-29.5,-27.3,-28.5,0.4679574367889025,-29.5,-0.05585208702062133,2.6,-30.2,-26.0,-28.6,-24.3,,,0.0,0.0,0.013,0.97,0.99,0.993311507828733,3,170.5,169.211819668602,170.0,170.5,4.8,172.0,170.0,168.423639337204,160.94,0.4924770562779967,0.5075229437220032,-0.026753712952772568,-0.020778943070449585,0,1,0,0
Robert Morris Colonials vs. Southern Utah Thunderbirds,Nov 28 02:00PM ET,Robert Morris Colonials,3,-10.0,-11.05,-10.5,0.5160342270972185,-10.0,-0.0077752967123053685,2.0,-11.1,-11.0,-14.5,-10.0,0.817496802484926,-487,0.7949936049698519,-0.012213342442610298,0.036,0.84,0.83,0.896468820623767,2,151.0,153.0,152.0,151.0,2.0,153.0,153.0,155.64778105778,150.84,0.5077821418769288,0.4766713132888295,-0.01602738193259501,-0.047138210520694335,0,1,0,0
Missouri Tigers vs. Cleveland St Vikings,Nov 28 02:00PM ET,Cleveland St Vikings,3,29.5,27.3,28.5,0.5320425632110974,29.5,0.008233039401573605,2.6,30.2,26.0,28.6,24.3,,,0.0,0.0,0.013,0.03,0.01,0.0066884921712669,3,170.5,169.211819668602,170.0,170.5,4.8,172.0,170.0,168.423639337204,160.94,0.4924770562779967,0.5075229437220032,-0.026753712952772568,-0.020778943070449585,0,1,0,0
Robert Morris Colonials vs. Southern Utah Thunderbirds,Nov 28 02:00PM ET,Southern Utah Thunderbirds,3,10.0,11.05,10.5,0.4839657729027816,10.0,-0.03984375090674225,2.0,11.1,11.0,14.5,10.0,0.182503197515074,367,0.20500639503014798,-0.031455612553575873,0.036,0.16,0.17,0.103531179376233,2,151.0,153.0,152.0,151.0,2.0,153.0,153.0,155.64778105778,150.84,0.5077821418769288,0.4766713132888295,-0.01602738193259501,-0.047138210520694335,0,1,0,0
Seattle Redhawks vs. Texas State Bobcats,Nov 28 02:00PM ET,Texas State Bobcats,1,7.5,5.15,6.5,0.5347027350916924,7.5,0.01089321128216858,0.8,4.2,6.0,4.9,5.4,0.29686535991551843,255,0.26920031670625494,0.015175219070447998,0.022,0.3299999999999999,0.29,0.324530403124782,2,135.5,138.755,137.0,135.5,1.4,137.0,138.0,139.9804487611,139.51,0.5233257307867316,0.4766742692132683,-0.0027406199241688523,-0.04485683126520057,1,1,1,0
