Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Michigan St Spartans vs. East Carolina Pirates,Nov 25 01:00PM ET,East Carolina Pirates,2,22.5,17.3,20.5,0.5671069149700017,22.5,0.043297391160477816,2.6,17.3,21.0,16.1,,0.05103290295710121,2200,0.04206580591420241,0.007554642087535993,0.022,0.06,0.03,0.0737724095983625,3,144.5,145.0,144.5,144.5,1.4,145.0,143.0,145.593447122145,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Michigan St Spartans vs. East Carolina Pirates,Nov 25 01:00PM ET,Michigan St Spartans,2,-22.5,-17.3,-20.5,0.4328930850299983,-22.5,-0.09091643877952554,2.6,-17.3,-21.0,-16.1,,0.9489670970428987,-10000,0.9579341940857976,-0.04113191285809137,0.022,0.94,0.97,0.926227590401637,3,144.5,145.0,144.5,144.5,1.4,145.0,143.0,145.593447122145,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Rutgers Scarlet Knights vs. Notre Dame Fighting Irish,Nov 25 01:00PM ET,Notre Dame Fighting Irish,2,-6.5,-6.0,-6.5,0.5,-6.5,-0.023809523809523836,1.2,-6.0,-6.0,-4.0,,0.7128312464959821,-281,0.7056624929919642,-0.02502349135875581,0.044,0.72,0.72,0.644367338398608,2,143.5,143.79484745713,143.5,143.5,1.1,144.0,142.0,143.79484745713,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Rutgers Scarlet Knights vs. Notre Dame Fighting Irish,Nov 25 01:00PM ET,Rutgers Scarlet Knights,2,6.5,6.0,6.5,0.5,6.5,-0.023809523809523836,1.2,6.0,6.0,4.0,,0.28716875350401794,225,0.2943375070080359,-0.02059639801113361,0.044,0.28,0.28,0.355632661601392,2,143.5,143.79484745713,143.5,143.5,1.1,144.0,142.0,143.79484745713,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,0,0,0
Jacksonville Dolphins vs. Pacific Tigers,Nov 25 01:30PM ET,Jacksonville Dolphins,2,4.5,4.0,4.5,0.5,4.5,-0.023809523809523836,1.0,4.0,5.0,3.0,,0.33856846473029045,184,0.337136929460581,-0.01354421132604755,0.032,0.3399999999999999,0.3299999999999999,0.389253789062453,2,138.5,142.0,140.0,138.5,0.8,142.0,141.0,142.495329959616,,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,0,0,0
Jacksonville Dolphins vs. Pacific Tigers,Nov 25 01:30PM ET,Pacific Tigers,2,-4.5,-4.0,-4.5,0.5,-4.5,-0.023809523809523836,1.0,-4.0,-5.0,-3.0,,0.6614315352697095,-225,0.6628630705394192,-0.030876157037982632,0.032,0.66,0.67,0.610746210937547,2,138.5,142.0,140.0,138.5,0.8,142.0,141.0,142.495329959616,,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,0,0,0
Delaware Blue Hens vs. UNC Greensboro Spartans,Nov 25 01:30PM ET,UNC Greensboro Spartans,3,-1.0,1.0,-0.0,0.4679574367889025,-1.0,-0.046605670007213995,0.5,1.1,1.0,0.2,,0.495916761750066,-116,0.511833523500132,-0.0411103521712714,0.016,0.4599999999999999,0.48,0.492229178009559,1,147.0,149.698119158374,148.0,147.0,1.0,149.0,151.0,149.698119158374,,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,0,1,0,0
Delaware Blue Hens vs. UNC Greensboro Spartans,Nov 25 01:30PM ET,Delaware Blue Hens,3,1.0,-1.0,0.0,0.5320425632110974,1.0,0.008233039401573605,0.5,-1.1,-1.0,-0.2,,0.5040832382499341,-105,0.488166476499868,-0.00811188370128546,0.016,0.54,0.52,0.507770821990441,1,147.0,149.698119158374,148.0,147.0,1.0,149.0,151.0,149.698119158374,,0.508554996783795,0.4743585679133448,-0.015254527025728826,-0.04945095589617904,0,1,0,0
Creighton Bluejays vs. Iowa State Cyclones,Nov 25 02:00PM ET,Creighton Bluejays,3,9.0,8.0,8.5,0.5160342270972185,9.0,-0.0077752967123053685,2.5,3.7,8.0,8.0,,0.22988312048028353,335,0.21976624096056704,-3.231292352195991e-05,0.07,0.36,0.24,0.2376628433692,2,151.5,151.0,151.5,151.5,0.8,151.0,152.0,150.519328553757,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,1,0,0
Creighton Bluejays vs. Iowa State Cyclones,Nov 25 02:00PM ET,Iowa State Cyclones,3,-9.0,-8.0,-8.5,0.4839657729027816,-9.0,-0.03984375090674225,2.5,-3.7,-8.0,-8.0,,0.7701168795197164,-444,0.7802337590394329,-0.04614945002094928,0.07,0.64,0.76,0.7623371566308,2,151.5,151.0,151.5,151.5,0.8,151.0,152.0,150.519328553757,,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0,1,0,0
Boise State Broncos vs. NC State Wolfpack,Nov 25 02:30PM ET,NC State Wolfpack,3,-6.5,-4.0,-5.5,0.4679574367889025,-6.5,-0.05585208702062133,1.9,-1.4,-4.0,-5.0,,0.6782619439868205,-315,0.7265238879736409,-0.08077420059149276,0.063,0.55,0.63,0.674187820938511,2,153.5,152.0,153.0,153.5,1.3,153.0,152.0,150.39898144575,,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,1,0,0
Boise State Broncos vs. NC State Wolfpack,Nov 25 02:30PM ET,Boise State Broncos,3,6.5,4.0,5.5,0.5320425632110974,6.5,0.008233039401573605,1.9,1.4,4.0,5.0,,0.32173805601317956,250,0.27347611202635913,0.036023770298893865,0.063,0.4499999999999999,0.37,0.325812179061489,2,153.5,152.0,153.0,153.5,1.3,153.0,152.0,150.39898144575,,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,0,1,0,0
Vermont Catamounts vs. Rhode Island Rams,Nov 25 02:30PM ET,Vermont Catamounts,3,5.5,3.7,5.0,0.5160342270972185,5.5,-0.029420318357326947,1.5,3.7,5.0,2.1,,0.3383710407239819,202,0.3167420814479638,0.007245212909412324,0.048,0.36,0.3299999999999999,0.423472921129422,2,146.5,148.704909879795,147.5,146.5,3.0,145.0,151.0,148.704909879795,,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,0,1,0,0
