Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Purdue Boilermakers vs. Texas Longhorns,Mar 26 07:10PM ET,2026-03-22 22:05:41 UTC,Purdue Boilermakers,3,-7.5,-7.5,-9.3,-8.0,0.5160342270972185,-8.5,-0.0077752967123053685,-0.0006677171627342,0.1,-9.4,,-9.2,,0.7815096982933496,-360,-360,0.7495837069296786,-0.0010989973588243496,0.0010995701895301,0.019,0.8,,0.826871379314041,2,148.5,153.85163342631148,150.5,149.5,148.5,1.6,155.0,,152.703266852623,,0.5310871879321442,0.4689128120678558,0.00502083722124369,-0.05261828841061306,-0.0004778946466238,-0.0626522705109121,0,0,0,0
Purdue Boilermakers vs. Texas Longhorns,Mar 26 07:10PM ET,2026-03-22 22:05:41 UTC,Texas Longhorns,3,7.5,7.5,9.3,8.0,0.4839657729027816,8.5,-0.03984375090674225,-0.0489507757714839,0.1,9.4,,9.2,,0.21849030170665046,285,282,0.2504162930703215,-0.04295877553190042,-0.0462050876062604,0.019,0.1999999999999999,,0.173128620685959,2,148.5,153.85163342631148,150.5,149.5,148.5,1.6,155.0,,152.703266852623,,0.5310871879321442,0.4689128120678558,0.00502083722124369,-0.05261828841061306,-0.0004778946466238,-0.0626522705109121,0,0,0,0
Houston Cougars vs. Illinois Fighting Illini,Mar 26 10:05PM ET,2026-03-22 08:06:04 UTC,Houston Cougars,2,-2.5,-2.5,-1.3,-2.0,0.4831483753809493,-2.5,-0.042917975329951175,-0.0283018867924528,1.7,-1.3,,-2.5,0.9,0.5719792242649715,-148,-146,0.5688263240237864,-0.02232623985616078,-0.0113600211013987,0.036,0.55,,0.600264249012313,1,139.5,139.0,139.5,139.5,139.5,1.2,139.0,,140.773651648997,138.6,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.01525845250106,-0.0323605951179875,0,0,0,0
Houston Cougars vs. Illinois Fighting Illini,Mar 26 10:05PM ET,2026-03-22 08:06:04 UTC,Illinois Fighting Illini,2,2.5,2.5,1.3,2.0,0.5168516246190507,2.5,-0.004679475859418192,-0.0192307692307692,1.7,1.3,,2.5,-0.9,0.4280207757350285,124,122,0.43117367597621364,-0.02246623725198449,-0.0318427438755599,0.036,0.4499999999999999,,0.399735750987687,1,139.5,139.0,139.5,139.5,139.5,1.2,139.0,,140.773651648997,138.6,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.01525845250106,-0.0323605951179875,0,0,0,0
Duke Blue Devils vs. St. John's Red Storm,Mar 27 07:10PM ET,2026-03-23 02:37:42 UTC,Duke Blue Devils,2,-6.5,-6.5,-8.9,-7.5,0.5336731946043589,-6.5,-0.0012105263258735954,-0.0012105263258735,,,,-8.9,,0.7623711638852835,-258,-295,0.7174424923021191,0.01557629209041167,0.0240677784651456,,,,0.807299835468448,2,142.5,144.369471608416,143.0,142.5,142.5,,,,144.369471608416,,0.50777918595249,0.49222081404751,-0.018287164758410412,-0.029310286430958843,-0.0160303378570337,-0.0315887097620138,0,0,0,0
Duke Blue Devils vs. St. John's Red Storm,Mar 27 07:10PM ET,2026-03-23 02:37:42 UTC,St. John's Red Storm,2,6.5,6.5,8.9,7.5,0.4663268053956411,6.5,-0.04586831655557844,-0.0458683165555784,,,,8.9,,0.2376288361147164,210,240,0.2825575076978808,-0.056488810944107126,-0.0664054163036323,,,,0.192700164531552,2,142.5,144.369471608416,143.0,142.5,142.5,,,,144.369471608416,,0.50777918595249,0.49222081404751,-0.018287164758410412,-0.029310286430958843,-0.0160303378570337,-0.0315887097620138,0,0,0,0
Iowa State Cyclones vs. Tennessee Volunteers,Mar 27 10:10PM ET,2026-03-23 02:37:42 UTC,Iowa State Cyclones,2,-4.0,-4.0,-5.2,-4.5,0.5168516246190507,-4.5,-0.012560140086831706,-0.0125601400868317,,,,-5.2,,0.6650017791872447,-218,-192,0.6300334000207882,0.007483599501577398,0.0049092573905318,,,,0.699970158353701,2,138.0,138.800126616655,138.5,137.5,138.0,,,,138.800126616655,,0.5000014788054652,0.4844431069004852,-0.029410285900417166,-0.03362918225614131,-0.0238080450040586,-0.0393664169090386,0,0,0,0
Iowa State Cyclones vs. Tennessee Volunteers,Mar 27 10:10PM ET,2026-03-23 02:37:42 UTC,Tennessee Volunteers,2,4.0,4.0,5.2,4.5,0.4831483753809493,4.5,-0.03492391377567722,-0.0349239137756772,,,,5.2,,0.3349982208127553,180,159,0.36996659997921166,-0.05110792110734008,-0.047158198310569,,,,0.300029841646299,2,138.0,138.800126616655,138.5,137.5,138.0,,,,138.800126616655,,0.5000014788054652,0.4844431069004852,-0.029410285900417166,-0.03362918225614131,-0.0238080450040586,-0.0393664169090386,0,0,0,0
