Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Tulane Green Wave vs. Utah State Aggies,Nov 21 01:00PM ET,Utah State Aggies,3,-11.5,-9.350000000000001,-10.5,0.4679574367889025,-11.5,-0.05585208702062133,1.8,-8.4,-12.0,-8.2,-10.3,0.8062687377962148,-660,0.8325374755924296,-0.06212953060205362,0.042,0.78,0.85,0.773734276115486,3,154.0,152.4,153.5,154.0,1.3,152.0,154.0,150.838376487812,152.8,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0,0,0,0
Tulane Green Wave vs. Utah State Aggies,Nov 21 01:00PM ET,Tulane Green Wave,3,11.5,9.350000000000001,10.5,0.5320425632110974,11.5,0.008233039401573605,1.8,8.4,12.0,8.2,10.3,0.19373126220378512,472,0.16746252440757034,0.019055442219040625,0.042,0.2199999999999999,0.15,0.226265723884514,3,154.0,152.4,153.5,154.0,1.3,152.0,154.0,150.838376487812,152.8,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0,0,0,0
Butler Bulldogs vs. South Carolina Gamecocks,Nov 21 02:00PM ET,Butler Bulldogs,3,-2.5,-2.2,-2.5,0.5,-2.5,-0.032710280373831724,0.5,-2.0,-3.0,-2.4,-1.8,0.580675961812515,-150,0.574468085106383,-0.01932403818748496,0.016,0.58,0.61,0.586883838518647,1,152.5,151.4038209167225,152.0,152.5,3.0,149.0,155.0,153.587641833445,149.22,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,0,1,0,0
IUPUI Jaguars vs. Alabama St Hornets,Nov 21 02:00PM ET,IUPUI Jaguars,3,-3.0,3.55,-0.5,0.420344059833398,-3.0,-0.09421904696271849,1.5,5.9,3.0,2.5,4.1,0.4751396490789103,-162,0.5902792981578207,-0.14318096160811272,0.048,0.3199999999999999,0.36,0.415929661056851,2,184.5,170.379846708099,179.0,184.5,10.3,182.0,169.0,171.759693416198,157.05,0.4150753098134174,0.5849246901865826,-0.10873421399610644,0.05440825826169993,0,1,0,1
IUPUI Jaguars vs. Alabama St Hornets,Nov 21 02:00PM ET,Alabama St Hornets,3,3.0,-3.55,0.5,0.5796559401666019,3.0,0.04694565979277021,1.5,-5.9,-3.0,-2.5,-4.1,0.5248603509210896,133,0.40972070184217924,0.09567580156486644,0.048,0.68,0.64,0.584070338943149,2,184.5,170.379846708099,179.0,184.5,10.3,182.0,169.0,171.759693416198,157.05,0.4150753098134174,0.5849246901865826,-0.10873421399610644,0.05440825826169993,0,1,0,1
Butler Bulldogs vs. South Carolina Gamecocks,Nov 21 02:00PM ET,South Carolina Gamecocks,3,2.5,2.2,2.5,0.5,2.5,-0.0157384987893463,0.5,2.0,3.0,2.4,1.8,0.41932403818748504,125,0.4255319148936171,-0.025120406256959382,0.016,0.42,0.39,0.413116161481353,1,152.5,151.4038209167225,152.0,152.5,3.0,149.0,155.0,153.587641833445,149.22,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,0,1,0,0
UT-Arlington Mavericks vs. Campbell Fighting Camels,Nov 21 03:00PM ET,UT-Arlington Mavericks,3,-1.5,-1.0,-1.5,0.5,-1.5,-0.02494061757719712,3.2,-0.0,-2.0,-3.6,3.9,0.5702808988764045,-140,0.550561797752809,-0.01305243445692883,0.065,0.5,0.59,0.627297204649086,1,154.5,153.280254806908,154.0,154.5,5.0,161.0,154.0,152.560509613816,148.98000000000002,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,0,0,0,0
UT-Arlington Mavericks vs. Campbell Fighting Camels,Nov 21 03:00PM ET,Campbell Fighting Camels,3,1.5,2.0,1.5,0.5,1.5,-0.022673031026252954,4.0,,2.0,3.6,-3.9,0.42971910112359546,110,0.449438202247191,-0.046471375066880705,0.065,0.5,0.41,0.372702795350914,1,154.5,153.280254806908,154.0,154.5,5.0,161.0,154.0,152.560509613816,148.98000000000002,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,0,0,0,0
Boston College Eagles vs. Davidson Wildcats,Nov 21 03:30PM ET,Boston College Eagles,2,-1.0,-1.65,-1.5,0.5168516246190507,-1.25,-0.006957899190473182,3.2,-2.5,-2.0,-1.3,4.4,0.5458695652173913,-120,0.5217391304347826,0.0004150197628458585,0.026,0.6,0.57,0.548522200739945,1,138.5,140.5,139.5,138.5,1.1,141.0,140.0,141.459706171101,139.03,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,1,1,1,0
Boston College Eagles vs. Davidson Wildcats,Nov 21 03:30PM ET,Davidson Wildcats,2,1.0,1.65,1.5,0.4831483753809493,1.25,-0.042917975329951175,3.2,2.5,2.0,1.3,-4.4,0.4541304347826087,-100,0.4782608695652174,-0.04586956521739127,0.026,0.4,0.43,0.451477799260055,1,138.5,140.5,139.5,138.5,1.1,141.0,140.0,141.459706171101,139.03,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,1,1,1,0
