Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Fairfield Stags vs. Monmouth Hawks,Dec 14 02:00PM ET,Fairfield Stags,3,2.0,2.05,2.0,0.5,2.0,-0.023809523809523836,-0.0192307692307692,0.5,2.2,3.0,1.8,1.9,0.4300387807812871,120,0.4400775615625742,-0.029792086026323883,0.0,0.012,0.41,0.42,0.433100267390579,1,147.0,146.22443271282748,146.5,147.5,147.0,1.0,147.0,147.0,145.448865425655,144.99,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.023807559718672544,-0.0300821717869326,-0.012980029170005,0,1,0,0
Fairfield Stags vs. Monmouth Hawks,Dec 14 02:00PM ET,Monmouth Hawks,3,-2.0,-2.05,-2.0,0.5,-2.0,-0.023809523809523836,-0.0192307692307692,0.5,-2.2,-3.0,-1.8,-1.9,0.5699612192187129,-142,0.5599224384374258,-0.015093877200019978,0.0,0.012,0.59,0.58,0.566899732609421,1,147.0,146.22443271282748,146.5,147.5,147.0,1.0,147.0,147.0,145.448865425655,144.99,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.023807559718672544,-0.0300821717869326,-0.012980029170005,0,1,0,0
Missouri Tigers vs. Bethune-Cookman Wildcats,Dec 14 02:00PM ET,Bethune-Cookman Wildcats,3,19.5,18.7,19.0,0.5160342270972185,19.5,-0.0077752967123053685,-0.0077752967123053,1.7,19.5,18.0,19.4,15.8,0.060141068944963245,1600,0.06028213788992649,-0.0023589310550367545,-0.0004634800899397,0.018,0.0699999999999999,0.06,0.0349058947793471,3,153.0,152.32909107174197,152.5,153.5,153.0,1.3,153.0,150.0,152.198182143484,152.45999999999998,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0313324675315271,-0.0162865800875205,0,0,0,0
Missouri Tigers vs. Bethune-Cookman Wildcats,Dec 14 02:00PM ET,Missouri Tigers,3,-19.5,-18.7,-19.0,0.4839657729027816,-19.5,-0.03984375090674225,-0.0398437509067422,1.7,-19.5,-18.0,-19.4,-15.8,0.9398589310550367,-4500,0.9397178621100736,-0.034432433480230284,-0.0366209188870422,0.018,0.93,0.94,0.965094105220653,3,153.0,152.32909107174197,152.5,153.5,153.0,1.3,153.0,150.0,152.198182143484,152.45999999999998,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,-0.0313324675315271,-0.0162865800875205,0,0,0,0
Campbell Fighting Camels vs. Ball State Cardinals,Dec 14 02:00PM ET,Ball State Cardinals,2,7.5,8.4,8.0,0.4831483753809493,7.5,-0.029046746570270232,-0.0242407871806271,2.2,7.8,9.0,7.4,12.2,0.2455775985429946,240,0.2611551970859893,-0.028446425481029436,0.0,0.017,0.2299999999999999,0.21,0.243599951954147,2,142.5,143.467247074105,143.0,141.0,142.5,2.5,145.0,143.0,143.93449414821,139.22,0.50777918595249,0.49222081404751,-0.021632578753392306,-0.025851475109116506,-0.01374895860154,-0.0448597871896393,0,1,0,0
Milwaukee Panthers vs. Indiana St Sycamores,Dec 14 02:00PM ET,Milwaukee Panthers,3,-4.5,-3.4,-4.0,0.4839657729027816,-4.5,-0.03984375090674225,-0.0352649963279876,1.5,-4.6,-1.0,-3.3,-3.5,0.62278312582721,-185,0.627361179164625,-0.032389287965893465,0.0,0.061,0.66,0.54,0.618205072489795,2,156.5,157.646831336366,157.0,154.5,156.5,2.7,159.0,153.0,157.223662672732,158.07,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0059756861844191,-0.0370865147725185,0,0,0,0
Milwaukee Panthers vs. Indiana St Sycamores,Dec 14 02:00PM ET,Indiana St Sycamores,3,4.5,3.4,4.0,0.5160342270972185,4.5,-0.0077752967123053685,-0.0031965421335508,1.5,4.6,1.0,3.3,3.5,0.37721687417278993,154,0.3726388208353749,-0.011941211835689802,0.0,0.061,0.3399999999999999,0.46,0.381794927510205,2,156.5,157.646831336366,157.0,154.5,156.5,2.7,159.0,153.0,157.223662672732,158.07,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0059756861844191,-0.0370865147725185,0,0,0,0
High Point Panthers vs. Appalachian St Mountaineers,Dec 14 02:00PM ET,Appalachian St Mountaineers,2,12.0,10.85,11.5,0.5168516246190507,12.0,-0.006957899190473182,-0.0023791446117186,0.7,10.6,12.0,11.1,10.6,0.14088775077021176,590,0.13869625520110956,-0.004039785461672302,0.0,0.005,0.15,0.14,0.143079246339314,3,145.0,145.0,145.0,145.0,145.0,2.1,144.0,146.0,141.934749277117,146.65,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0173268652906307,-0.040233224095835,0,1,0,0
Radford Highlanders vs. Coppin St Eagles,Dec 14 02:30PM ET,Radford Highlanders,3,-18.0,-19.299999999999997,-18.5,0.5160342270972185,-18.0,-0.0077752967123053685,-0.0031965421335508,2.3,-20.4,-16.0,-18.2,-21.2,0.940158585265261,-3500,0.9308752204270498,-0.028711146535505327,0.0,0.011,0.95,0.93,0.949441950103472,3,152.0,152.19309329779549,152.0,152.0,152.0,3.6,159.0,152.0,152.386186595591,151.3,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.021529763037255,-0.0365756504812615,0,0,0,0
Radford Highlanders vs. Coppin St Eagles,Dec 14 02:30PM ET,Coppin St Eagles,3,18.0,19.299999999999997,18.5,0.4839657729027816,18.0,-0.03984375090674225,-0.0352649963279876,2.3,20.4,16.0,18.2,21.2,0.05984141473473904,1280,0.06912477957295028,-0.012104755037517692,0.0,0.011,0.05,0.07,0.0505580498965278,3,152.0,152.19309329779549,152.0,152.0,152.0,3.6,159.0,152.0,152.386186595591,151.3,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.021529763037255,-0.0365756504812615,0,0,0,0
UAB Blazers vs. Troy Trojans,Dec 14 03:00PM ET,Troy Trojans,3,7.5,7.15,7.5,0.5,7.0,-0.023809523809523836,-0.0192307692307692,1.2,6.3,8.0,5.6,8.0,0.2692512908777969,265,0.2685025817555938,-0.011140865984948178,0.0,0.027,0.27,0.25,0.30348980234227,2,151.5,148.5,150.5,149.5,151.5,2.7,149.0,148.0,150.536108227807,144.29,0.4844445857059503,0.5155554142940497,-0.04385730108650254,-0.005975686184419127,-0.0293102864309588,-0.0137519145259789,0,0,0,1
UAB Blazers vs. Troy Trojans,Dec 14 03:00PM ET,UAB Blazers,3,-7.5,-7.15,-7.5,0.5,-7.0,-0.021531100478468845,-0.0192307692307692,1.2,-6.3,-8.0,-5.6,-8.0,0.7307487091222031,-335,0.7314974182444063,-0.03314017976668571,0.0,0.027,0.73,0.75,0.69651019765773,2,151.5,148.5,150.5,149.5,151.5,2.7,149.0,148.0,150.536108227807,144.29,0.4844445857059503,0.5155554142940497,-0.04385730108650254,-0.005975686184419127,-0.0293102864309588,-0.0137519145259789,0,0,0,1
Iowa Hawkeyes vs. Western Michigan Broncos,Dec 14 03:00PM ET,Western Michigan Broncos,2,28.0,25.35,27.0,0.5336731946043589,28.5,0.009863670794835078,0.0287684734810367,1.7,25.6,22.0,25.1,25.6,,,0.0,0.0,0.0,0.01,0.03,0.02,0.0095444467814895,3,143.5,144.5,144.0,146.0,143.5,1.5,145.0,144.0,145.825286883145,142.37,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0323647295138201,-0.0251846631958666,1,1,0,0
Iowa Hawkeyes vs. Western Michigan Broncos,Dec 14 03:00PM ET,Iowa Hawkeyes,2,-28.0,-25.35,-27.0,0.4663268053956411,-28.5,-0.05748271841388275,-0.0672300119425752,1.7,-25.6,-22.0,-25.1,-25.6,,,0.0,0.0,0.0,0.01,0.97,0.98,0.99045555321851,3,143.5,144.5,144.0,146.0,143.5,1.5,145.0,144.0,145.825286883145,142.37,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0323647295138201,-0.0251846631958666,1,1,0,0
New Mexico Lobos vs. Florida Gulf Coast Eagles,Dec 14 04:00PM ET,Florida Gulf Coast Eagles,3,15.0,13.75,14.5,0.5160342270972185,15.0,-0.0077752967123053685,-0.0031965421335508,2.8,14.3,13.0,13.2,19.0,0.10633609393018134,920,0.0926721878603627,0.010039797633885059,0.0,0.008,0.13,0.12,0.114041748160941,3,161.5,156.524753313695,159.5,161.5,161.5,2.2,160.0,157.0,156.04950662739,154.74,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,-0.0515961436547246,0.0085339426977869,0,1,0,1
New Mexico Lobos vs. Florida Gulf Coast Eagles,Dec 14 04:00PM ET,New Mexico Lobos,3,-15.0,-13.75,-14.5,0.4839657729027816,-15.0,-0.03984375090674225,-0.0352649963279876,2.8,-14.3,-13.0,-13.2,-19.0,0.8936639060698186,-1800,0.9073278121396372,-0.04914655144652125,0.0,0.008,0.87,0.88,0.885958251839059,3,161.5,156.524753313695,159.5,161.5,161.5,2.2,160.0,157.0,156.04950662739,154.74,0.4699349568237442,0.5300650431762558,-0.05387456698577964,0.006255519366731965,-0.0515961436547246,0.0085339426977869,0,1,0,1
Charleston Cougars vs. Charlotte 49ers,Dec 14 04:00PM ET,Charleston Cougars,2,-4.5,-3.7,-4.0,0.4831483753809493,-5.5,-0.040661148428574545,-0.0242407871806271,1.8,-3.5,-4.0,-3.9,-0.2,0.6428139874817287,-210,0.6456279749634573,-0.031961263708117915,0.0,0.009,0.64,0.63,0.647602296315211,2,141.5,140.245,141.0,142.0,141.5,1.9,137.0,140.0,141.350394011051,140.49,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.022737245972392683,-0.0370879935779836,-0.0215296216730037,1,0,0,1
Charleston Cougars vs. Charlotte 49ers,Dec 14 04:00PM ET,Charlotte 49ers,2,4.5,3.7,4.0,0.5168516246190507,5.5,-0.006957899190473182,-0.0136648073058319,1.8,3.5,4.0,3.9,0.2,0.3571860125182714,170,0.3543720250365429,-0.013184357852098927,0.0,0.009,0.36,0.37,0.352397703684789,2,141.5,140.245,141.0,142.0,141.5,1.9,137.0,140.0,141.350394011051,140.49,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.022737245972392683,-0.0370879935779836,-0.0215296216730037,1,0,0,1
Loyola (Chi) Ramblers vs. Chicago St Cougars,Dec 14 05:00PM ET,Loyola (Chi) Ramblers,2,-13.5,-9.35,-12.0,0.4495651839673769,-13.5,-0.07424433984214696,-0.0696655852633924,2.3,-7.4,-11.0,-12.0,-7.7,0.8589180593147342,-1300,0.8878361186294684,-0.06690611650944167,0.0,0.057,0.76,0.83,0.87351040775002,3,144.5,146.6963816844975,145.5,145.5,144.5,0.9,147.0,145.0,146.582763368995,146.81,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,-0.0140081567564656,-0.0290540442004721,1,1,1,0
Loyola (Chi) Ramblers vs. Chicago St Cougars,Dec 14 05:00PM ET,Chicago St Cougars,2,13.5,9.35,12.0,0.5504348160326231,13.5,0.026625292223099284,0.0312040468018538,2.3,7.4,11.0,12.0,7.7,0.14108194068526575,760,0.11216388137053149,0.024118876389780095,0.0,0.057,0.24,0.17,0.12648959224998,3,144.5,146.6963816844975,145.5,145.5,144.5,0.9,147.0,145.0,146.582763368995,146.81,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,-0.0140081567564656,-0.0290540442004721,1,1,1,0
Fort Wayne Mastodons vs. Detroit Mercy Titans,Dec 14 05:00PM ET,Fort Wayne Mastodons,3,-7.5,-7.55,-7.5,0.5,-7.0,-0.03379953379953382,-0.0192307692307692,1.0,-6.4,-7.0,-8.1,-8.7,0.739746835443038,-250,0.759493670886076,-0.04972684876748834,0.0,0.031,0.72,0.72,0.773153203282366,2,154.0,155.29781370608748,154.5,156.0,154.0,1.1,156.0,155.0,155.595627412175,153.56,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03936641690903864,-0.0293102864309588,-0.0293102864309588,0,0,0,0
Fort Wayne Mastodons vs. Detroit Mercy Titans,Dec 14 05:00PM ET,Detroit Mercy Titans,3,7.5,7.55,7.5,0.5,7.0,-0.012195121951219523,-0.0192307692307692,1.0,6.4,7.0,8.1,8.7,0.260253164556962,200,0.24050632911392406,0.010253164556962013,0.0,0.031,0.28,0.28,0.226846796717634,2,154.0,155.29781370608748,154.5,156.0,154.0,1.1,156.0,155.0,155.595627412175,153.56,0.5000014788054652,0.4844431069004852,-0.023808045004058642,-0.03936641690903864,-0.0293102864309588,-0.0293102864309588,0,0,0,0
Portland Pilots vs. Kent State Golden Flashes,Dec 14 05:00PM ET,Portland Pilots,3,7.5,4.9,6.5,0.5320425632110974,7.5,0.008233039401573605,0.0128117939803281,2.0,4.2,6.0,5.6,1.5,0.28588416245194426,240,0.26508226691042047,0.008106384674166467,0.0,0.037,0.36,0.29,0.306686057993468,2,164.0,162.3582893187895,163.5,165.5,164.0,2.2,164.0,164.0,160.716578637579,159.78,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.033129652355359,-0.0093845495871001,1,1,0,0
Portland Pilots vs. Kent State Golden Flashes,Dec 14 05:00PM ET,Kent State Golden Flashes,3,-7.5,-4.9,-6.5,0.4679574367889025,-7.5,-0.05585208702062133,-0.0512733324418667,2.0,-4.2,-6.0,-5.6,-1.5,0.7141158375480557,-300,0.7349177330895795,-0.05599910498067984,0.0,0.037,0.64,0.71,0.693313942006532,2,164.0,162.3582893187895,163.5,165.5,164.0,2.2,164.0,164.0,160.716578637579,159.78,0.4844431069004852,0.5000014788054651,-0.03936641690903864,-0.023808045004058753,-0.033129652355359,-0.0093845495871001,1,1,0,0
South Alabama Jaguars vs. North Texas Mean Green,Dec 14 05:30PM ET,North Texas Mean Green,1,2.5,1.9500000000000002,2.5,0.5,1.5,-0.023809523809523836,-0.0192307692307692,1.1,1.7,1.0,3.5,2.2,0.4233677117121536,127,0.42673542342430726,-0.022068796224354315,0.0,0.067,0.42,0.5,0.36602135680251,1,132.25,131.55277834357048,132.0,130.5,132.25,2.2,128.0,133.0,132.385556687141,130.72,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,-0.012980029170005,-0.0300821717869325,0,0,0,0
South Alabama Jaguars vs. North Texas Mean Green,Dec 14 05:30PM ET,South Alabama Jaguars,1,-2.5,-1.9500000000000002,-2.5,0.5,-1.5,-0.023809523809523836,-0.0192307692307692,1.1,-1.7,-1.0,-3.5,-2.2,0.5766322882878463,-152,0.5732645765756927,-0.021754808486347255,0.0,0.067,0.58,0.5,0.63397864319749,1,132.25,131.55277834357048,132.0,130.5,132.25,2.2,128.0,133.0,132.385556687141,130.72,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,-0.012980029170005,-0.0300821717869325,0,0,0,0
Boise State Broncos vs. Saint Mary's Gaels,Dec 14 06:00PM ET,Saint Mary's Gaels,1,-3.5,-2.05,-3.0,0.4826321819260377,-1.5,-0.04117734188348615,-0.0192307692307692,1.1,-1.9,-1.0,-2.2,-3.7,0.5772340425531914,-128,0.574468085106383,-0.022765957446808538,0.0,0.042,0.58,0.51,0.584530934064424,2,135.5,135.69703859484798,135.5,138.0,135.5,1.0,136.0,137.0,135.394077189696,134.57,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.047172532565124,-0.0129761036946738,0,0,0,0
Boise State Broncos vs. Saint Mary's Gaels,Dec 14 06:00PM ET,Boise State Broncos,1,3.5,2.05,3.0,0.5173678180739623,1.5,-0.006441705735561576,-0.0192307692307692,1.1,1.9,1.0,2.2,3.7,0.42276595744680856,106,0.4255319148936171,-0.02167848699763586,0.0,0.042,0.42,0.49,0.415469065935576,2,135.5,135.69703859484798,135.5,138.0,135.5,1.0,136.0,137.0,135.394077189696,134.57,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.047172532565124,-0.0129761036946738,0,0,0,0
Texas A&M Aggies vs. Jacksonville Dolphins,Dec 14 07:00PM ET,Jacksonville Dolphins,3,26.5,21.9,24.5,0.5638787496655561,26.5,0.044647980434786794,0.0400692258560322,2.1,24.9,20.0,22.3,21.5,0.026943496547893027,3500,0.02388699309578605,0.0025532526454540017,0.0008014682700535,0.006,0.03,0.03,0.0200174359481731,3,148.5,148.0328575610265,148.5,149.5,148.5,2.7,151.0,146.0,150.065715122053,145.65,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0388527363711027,-0.0087663112479449,1,0,0,0
Texas A&M Aggies vs. Jacksonville Dolphins,Dec 14 07:00PM ET,Texas A&M Aggies,3,-26.5,-21.9,-24.5,0.4361212503344439,-26.5,-0.09218063645800895,-0.0876882734750799,2.1,-24.9,-20.0,-22.3,-21.5,0.973056503452107,-20000,0.976113006904214,-0.023621237411680318,-0.0236041216697219,0.006,0.97,0.97,0.979982564051827,3,148.5,148.0328575610265,148.5,149.5,148.5,2.7,151.0,146.0,150.065715122053,145.65,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0388527363711027,-0.0087663112479449,1,0,0,0
USC Trojans vs. Washington St Cougars,Dec 14 07:30PM ET,Washington St Cougars,3,14.5,17.0,15.5,0.4679574367889025,14.5,-0.05585208702062133,-0.0394317257726739,1.9,20.2,17.0,17.0,15.6,0.08325009181050311,890,0.10650018362100623,-0.027861019300607998,0.0,0.006,0.0699999999999999,0.06,0.059506766771899,3,158.5,160.995,159.5,160.5,158.5,1.5,162.0,161.0,158.39960271174,160.99,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.04222997379089333,-0.0098039215686274,-0.0327102803738317,1,1,0,0
USC Trojans vs. Washington St Cougars,Dec 14 07:30PM ET,USC Trojans,3,-14.5,-17.0,-15.5,0.5320425632110974,-14.5,0.008233039401573605,0.0015261312862148,1.9,-20.2,-17.0,-17.0,-15.6,0.9167499081894968,-1700,0.8934998163789937,-0.015433999856480307,0.0,0.006,0.93,0.94,0.940493233228101,3,158.5,160.995,159.5,160.5,158.5,1.5,162.0,161.0,158.39960271174,160.99,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.04222997379089333,-0.0098039215686274,-0.0327102803738317,1,1,0,0
Virginia Tech Hokies vs. Maryland-Eastern Shore Hawks,Dec 14 12:00PM ET,Maryland-Eastern Shore Hawks,2,28.5,24.1,26.5,0.5671069149700017,28.5,0.03222319403976914,0.0342596602085113,1.2,25.8,23.0,24.0,24.2,,,0.0,0.0,0.0,0.005,0.02,0.02,0.0110632348752129,3,138.5,135.94274582389102,137.5,137.5,138.5,2.3,136.0,137.0,135.885491647782,131.89,0.4849567874384211,0.5150432125615789,-0.04992693349181143,-0.004187556669190351,-0.0424066646522358,-0.0046721782292162,1,1,0,1
Virginia Tech Hokies vs. Maryland-Eastern Shore Hawks,Dec 14 12:00PM ET,Virginia Tech Hokies,2,-28.5,-24.1,-26.5,0.4328930850299983,-28.5,-0.0816700217661182,-0.0813385030899634,1.2,-25.8,-23.0,-24.0,-24.2,,,0.0,0.0,0.0,0.005,0.98,0.98,0.988936765124787,3,138.5,135.94274582389102,137.5,137.5,138.5,2.3,136.0,137.0,135.885491647782,131.89,0.4849567874384211,0.5150432125615789,-0.04992693349181143,-0.004187556669190351,-0.0424066646522358,-0.0046721782292162,1,1,0,1
Temple Owls vs. St. Francis (PA) Red Flash,Dec 14 12:00PM ET,Temple Owls,3,-18.5,-19.0,-18.5,0.5,-18.5,-0.023809523809523836,-0.0192307692307692,2.1,-19.0,-17.0,-21.1,,0.93801872074883,-4000,0.9360374414976599,-0.03759103534873098,0.0,0.022,0.93,0.94,0.972014288053311,3,151.5,153.716726307347,152.5,151.5,151.5,3.0,157.0,151.0,153.716726307347,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0.001027034010762,-0.0440892349676998,0,0,0,0
Temple Owls vs. St. Francis (PA) Red Flash,Dec 14 12:00PM ET,St. Francis (PA) Red Flash,3,18.5,19.0,18.5,0.5,18.5,-0.023809523809523836,-0.0192307692307692,2.1,19.0,17.0,21.1,,0.06198127925117004,1400,0.06396255850234009,-0.004685387415496622,0.0,0.022,0.0699999999999999,0.06,0.0279857119466894,3,151.5,153.716726307347,152.5,151.5,151.5,3.0,157.0,151.0,153.716726307347,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0.001027034010762,-0.0440892349676998,0,0,0,0
