Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Akron Zips vs. Eastern Michigan Eagles,Dec 19 07:00PM ET,Eastern Michigan Eagles,3,16.5,16.85,16.5,0.5,16.5,-0.023809523809523836,-0.0192307692307692,2.0,19.7,15.0,16.6,17.1,0.0768326693227091,1100,0.08366533864541832,-0.01012385241642133,0.0,0.014,0.0699999999999999,0.09,0.0637918560767383,3,160.5,159.6007075520395,160.0,161.0,160.5,2.6,160.0,161.0,159.201415104079,155.15,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0516001502750382,-0.0064838812965763,0,0,0,0
Akron Zips vs. Eastern Michigan Eagles,Dec 19 07:00PM ET,Akron Zips,3,-16.5,-16.85,-16.5,0.5,-16.5,-0.023809523809523836,-0.0192307692307692,2.0,-19.7,-15.0,-16.6,-17.1,0.9231673306772908,-2000,0.9163346613545816,-0.029213621703661596,0.0,0.014,0.93,0.91,0.936208143923262,3,160.5,159.6007075520395,160.0,161.0,160.5,2.6,160.0,161.0,159.201415104079,155.15,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0516001502750382,-0.0064838812965763,0,0,0,0
Florida St Seminoles vs. Miss Valley St Delta Devils,Dec 19 07:00PM ET,Miss Valley St Delta Devils,3,39.5,31.6,36.5,0.5953061616817894,37.5,0.07149663787226557,0.0241897189022821,4.2,32.2,31.0,38.5,28.7,,,0.0,0.0,0.0,0.005,0.01,0.002,0.0005279713218226,3,157.5,156.892135742447,157.5,157.5,157.5,3.6,160.0,155.0,158.784271484894,152.11,0.5,0.5,-0.026066350710900466,-0.021531100478468845,-0.0313324675315271,-0.0162865800875205,1,1,0,0
High Point Panthers vs. La Salle Explorers,Dec 19 07:00PM ET,La Salle Explorers,3,13.5,14.3,14.0,0.4839657729027816,13.5,-0.03984375090674225,-0.0512733324418667,2.5,15.4,13.0,13.2,18.4,0.11257780369529183,600,0.11515560739058375,-0.007493880892521787,0.0,0.007,0.1099999999999999,0.12,0.106323316331828,3,151.0,150.3764580501125,151.0,151.0,151.0,0.8,150.0,151.0,150.752916100225,149.34,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.026753712952772568,-0.0365756504812615,-0.021529763037255,0,0,0,0
Florida St Seminoles vs. Miss Valley St Delta Devils,Dec 19 07:00PM ET,Florida St Seminoles,3,-39.5,-31.6,-36.5,0.4046938383182106,-37.5,-0.11911568549131324,-0.0718087665213298,4.2,-32.2,-31.0,-38.5,-28.7,,,0.0,0.0,0.0,0.005,0.99,0.998,0.999472028678177,3,157.5,156.892135742447,157.5,157.5,157.5,3.6,160.0,155.0,158.784271484894,152.11,0.5,0.5,-0.026066350710900466,-0.021531100478468845,-0.0313324675315271,-0.0162865800875205,1,1,0,0
Drexel Dragons vs. Mt. St. Mary's Mountaineers,Dec 19 07:00PM ET,Drexel Dragons,2,-5.0,-4.35,-4.5,0.4831483753809493,-5.0,-0.040661148428574545,-0.0192307692307692,1.1,-3.6,-3.0,-5.1,-5.1,0.655440980418184,-217,0.660881960836368,-0.03446286573566204,0.0,0.034,0.65,0.62,0.688371529422072,2,141.0,139.295430314985,140.5,141.5,141.0,1.4,139.0,141.0,139.59086062997,137.54,0.4844431069004852,0.5000014788054651,-0.027752015050734324,-0.030514953119417543,-0.0370865147725185,-0.0059756861844191,0,0,0,0
Western Kentucky Hilltoppers vs. Tulsa Golden Hurricane,Dec 19 07:30PM ET,Western Kentucky Hilltoppers,3,2.5,3.8,3.0,0.4839657729027816,1.5,-0.03984375090674225,-0.0831095188963254,3.3,1.7,4.0,3.6,9.3,0.4034540319887547,118,0.43439716312056736,-0.05109142255669985,0.0,0.043,0.4399999999999999,0.36,0.372510900856942,1,158.5,161.07,159.5,160.5,158.5,1.9,163.0,160.0,158.966445871833,162.14,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0215311004784688,-0.0215311004784688,0,0,1,0
Western Kentucky Hilltoppers vs. Tulsa Golden Hurricane,Dec 19 07:30PM ET,Tulsa Golden Hurricane,3,-2.5,-3.8,-3.0,0.5160342270972185,-1.5,-0.0077752967123053685,0.0446479804347867,3.3,-1.7,-4.0,-3.6,-9.3,0.5965459680112453,-140,0.5656028368794326,0.0047092333173677225,0.0,0.043,0.56,0.64,0.627489099143058,1,158.5,161.07,159.5,160.5,158.5,1.9,163.0,160.0,158.966445871833,162.14,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0215311004784688,-0.0215311004784688,0,0,1,0
Jackson St Tigers vs. Norfolk St Spartans,Dec 19 07:30PM ET,Jackson St Tigers,1,6.5,6.4,6.5,0.5,6.5,-0.023809523809523836,-0.0238095238095238,4.1,1.8,7.0,5.8,11.7,0.28283464164879346,255,0.2699228791773779,0.0011445008037230253,0.001144500803723,0.077,0.42,0.28,0.295746404120209,2,134.5,135.5,135.0,134.5,134.5,4.3,136.0,135.0,138.367122247211,128.23,0.50777918595249,0.49222081404751,-0.027104534977742456,-0.01997430790370952,-0.0271045349777424,-0.0199743079037095,0,1,0,0
Jackson St Tigers vs. Norfolk St Spartans,Dec 19 07:30PM ET,Norfolk St Spartans,1,-6.5,-6.4,-6.5,0.5,-6.5,-0.023809523809523836,-0.0238095238095238,4.1,-1.8,-7.0,-5.8,-11.7,0.7171653583512065,-320,0.730077120822622,-0.044739403553555324,-0.0447394035535553,0.077,0.58,0.72,0.704253595879791,2,134.5,135.5,135.0,134.5,134.5,4.3,136.0,135.0,138.367122247211,128.23,0.50777918595249,0.49222081404751,-0.027104534977742456,-0.01997430790370952,-0.0271045349777424,-0.0199743079037095,0,1,0,0
Tarleton State Texans vs. Florida A&M Rattlers,Dec 19 08:00PM ET,Tarleton State Texans,3,-14.0,-14.3,-14.0,0.5,-14.0,-0.023809523809523836,-0.0031965421335508,2.6,-11.1,-13.0,-15.6,-17.0,0.8792595009187995,-1100,0.8885190018375989,-0.04656467490537641,0.0,0.04,0.84,0.87,0.918833253718587,3,149.5,151.25,150.0,150.0,149.5,2.2,155.0,151.0,149.843002946295,151.5,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.021529763037255,-0.0365756504812615,0,0,1,0
Baylor Bears vs. Alcorn St Braves,Dec 19 08:00PM ET,Alcorn St Braves,3,35.5,31.1,33.5,0.5638787496655561,35.5,0.051683627714336544,0.0406100801502296,2.0,31.4,28.0,30.8,32.7,,,0.0,0.0,0.0,0.009,0.02,0.005,0.0031190385073055,3,162.5,163.03051240579,162.5,161.5,162.5,3.9,170.0,162.0,164.06102481158,161.36,0.5,0.5,-0.021531100478468845,-0.023809523809523836,0.001027034010762,-0.0440892349676998,1,1,0,0
Tarleton State Texans vs. Florida A&M Rattlers,Dec 19 08:00PM ET,Florida A&M Rattlers,3,14.0,14.3,14.0,0.5,14.0,-0.019230769230769273,-0.0352649963279876,2.6,11.1,13.0,15.6,17.0,0.12074049908120058,700,0.11148099816240115,0.004578882919584401,0.0,0.04,0.16,0.13,0.0811667462814134,3,149.5,151.25,150.0,150.0,149.5,2.2,155.0,151.0,149.843002946295,151.5,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.021529763037255,-0.0365756504812615,0,0,1,0
Wisconsin Badgers vs. Villanova Wildcats,Dec 19 08:00PM ET,Wisconsin Badgers,3,-5.5,-0.09999999999999998,-3.5,0.4361212503344439,-3.5,-0.08768827347507996,-0.0578031642804334,0.8,-0.6,-1.0,0.8,0.4,0.586592082616179,-176,0.653184165232358,-0.0982714409570219,-0.0961756868232651,0.033,0.52,0.53,0.469016437762562,2,150.5,151.140137846581,151.0,150.5,150.5,3.2,149.0,153.0,149.280275693162,155.65,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0082541095154741,-0.0347861835248189,1,1,0,0
Baylor Bears vs. Alcorn St Braves,Dec 19 08:00PM ET,Baylor Bears,3,-35.5,-31.1,-33.5,0.4361212503344439,-35.5,-0.09439518159043875,-0.0785156746366886,2.0,-31.4,-28.0,-30.8,-32.7,,,0.0,0.0,0.0,0.009,0.98,0.995,0.996880961492694,3,162.5,163.03051240579,162.5,161.5,162.5,3.9,170.0,162.0,164.06102481158,161.36,0.5,0.5,-0.021531100478468845,-0.023809523809523836,0.001027034010762,-0.0440892349676998,1,1,0,0
Wisconsin Badgers vs. Villanova Wildcats,Dec 19 08:00PM ET,Villanova Wildcats,3,5.5,0.09999999999999998,3.5,0.5638787496655561,3.5,0.04006922585603223,0.0131155217815734,0.8,0.6,1.0,-0.8,-0.4,0.413407917383821,146,0.34681583476764205,0.04977155374745734,0.0519904623623249,0.033,0.48,0.47,0.530983562237438,2,150.5,151.140137846581,151.0,150.5,150.5,3.2,149.0,153.0,149.280275693162,155.65,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0082541095154741,-0.0347861835248189,1,1,0,0
LSU Tigers vs. SE Louisiana Lions,Dec 19 08:00PM ET,LSU Tigers,2,-22.5,-23.75,-23.0,0.5168516246190507,-23.5,-0.006957899190473182,-0.0023791446117186,1.4,-24.5,-23.0,-21.7,-24.7,0.9699697751700218,-10000,0.9618870744574587,-0.020129234730968282,0.0,0.005,0.97,0.98,0.978052475882585,3,144.0,143.5,144.0,141.5,144.0,1.5,144.0,143.0,145.550976515211,142.08,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0064878879168899,-0.0365743130400477,0,1,0,0
LSU Tigers vs. SE Louisiana Lions,Dec 19 08:00PM ET,SE Louisiana Lions,2,22.5,23.75,23.0,0.4831483753809493,23.5,-0.040661148428574545,-0.0360823938498199,1.4,24.5,23.0,21.7,24.7,0.030030224829977907,2500,0.03811292554254131,-0.009200544400791322,0.0,0.005,0.03,0.02,0.0219475241174145,3,144.0,143.5,144.0,141.5,144.0,1.5,144.0,143.0,145.550976515211,142.08,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0064878879168899,-0.0365743130400477,0,1,0,0
UC Irvine Anteaters vs. Belmont Bruins,Dec 19 09:00PM ET,UC Irvine Anteaters,3,-1.5,1.75,-0.0,0.452000757288194,1.0,-0.07180876652132984,-0.0234233896587948,1.8,-1.8,2.0,1.5,2.0,0.4827905863593383,-100,0.5217391304347826,-0.06266395909520711,0.0,0.081,0.57,0.42,0.443842042283894,1,147.0,145.16,146.5,146.5,147.0,2.0,145.0,144.0,148.620474828457,145.32,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.023807559718672544,-0.012980029170005,-0.0300821717869325,0,0,0,0
UC Irvine Anteaters vs. Belmont Bruins,Dec 19 09:00PM ET,Belmont Bruins,3,1.5,-1.75,0.0,0.547999242711806,-1.0,0.024189718902282165,-0.0144822048276641,1.8,1.8,-2.0,-1.5,-2.0,0.5172094136406618,-120,0.4782608695652174,0.017209413640661753,0.0,0.081,0.43,0.58,0.556157957716106,1,147.0,145.16,146.5,146.5,147.0,2.0,145.0,144.0,148.620474828457,145.32,0.4828998214739237,0.5000019640908513,-0.04090970233560015,-0.023807559718672544,-0.012980029170005,-0.0300821717869325,0,0,0,0
BYU Cougars vs. Abilene Christian Wildcats,Dec 19 09:30PM ET,BYU Cougars,3,-33.0,-28.6,-31.0,0.4361212503344439,-33.0,-0.08768827347507996,-0.0641896265292415,2.8,-25.7,-27.0,-31.8,-30.2,,,0.0,0.0,0.0,0.009,0.98,0.99,0.997914126951389,3,146.0,146.278861333511,146.0,145.0,146.0,1.0,146.0,145.0,146.557722667022,147.32,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0140054833005037,-0.0440919084236615,1,1,0,0
BYU Cougars vs. Abilene Christian Wildcats,Dec 19 09:30PM ET,Abilene Christian Wildcats,3,33.0,28.6,31.0,0.5638787496655561,33.0,0.04006922585603223,0.0262840320427825,2.8,25.7,27.0,31.8,30.2,,,0.0,0.0,0.0,0.009,0.02,0.01,0.0020858730486106,3,146.0,146.278861333511,146.0,145.0,146.0,1.0,146.0,145.0,146.557722667022,147.32,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0140054833005037,-0.0440919084236615,1,1,0,0
Saint Mary's Gaels vs. Florida Atlantic Owls,Dec 19 10:00PM ET,Saint Mary's Gaels,2,-13.5,-13.35,-13.5,0.5,-13.25,-0.026066350710900466,-0.0192307692307692,1.2,-14.9,-12.0,-13.1,-13.6,0.8854443191016349,-1200,0.8801184015786878,-0.032251154149393946,0.0,0.015,0.9,0.87,0.890770236624582,3,144.0,146.505,145.0,148.0,144.0,1.3,147.0,148.0,144.84725963851,146.01,0.5075256171779651,0.4774391920548073,-0.016283906631558764,-0.046370331754716554,-0.0440919084236616,-0.0140054833005037,0,0,1,0
Saint Mary's Gaels vs. Florida Atlantic Owls,Dec 19 10:00PM ET,Florida Atlantic Owls,2,13.5,13.35,13.5,0.5,13.25,-0.023809523809523836,-0.0192307692307692,1.2,14.9,12.0,13.1,13.6,0.11455568089836515,720,0.1198815984213123,-0.010444319101634847,0.0,0.015,0.0999999999999999,0.13,0.109229763375418,3,144.0,146.505,145.0,148.0,144.0,1.3,147.0,148.0,144.84725963851,146.01,0.5075256171779651,0.4774391920548073,-0.016283906631558764,-0.046370331754716554,-0.0440919084236616,-0.0140054833005037,0,0,1,0
UC San Diego Tritons vs. San Diego Toreros,Dec 19 10:00PM ET,UC San Diego Tritons,3,-14.0,-16.2,-15.0,0.5320425632110974,-14.0,0.008233039401573605,0.0287684734810367,2.8,-17.2,-15.0,-15.2,-21.0,0.893726512905075,-1522,0.88745302581015,-0.03234875591212927,0.0,0.011,0.9,0.9,0.918668098907272,3,156.5,155.72678429841,156.0,157.0,156.5,2.3,159.0,157.0,154.45356859682,154.26,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0440919084236616,-0.0140054833005037,1,1,0,0
UCLA Bruins vs. Cal Poly Mustangs,Dec 19 10:00PM ET,Cal Poly Mustangs,3,25.5,24.35,25.0,0.5160342270972185,26.5,-0.0077752967123053685,0.0287684734810367,2.8,27.2,23.0,25.7,20.9,0.02724096623681547,3000,0.03448193247363093,-0.008118835252018272,0.0,0.01,0.03,0.02,0.0108512651693055,3,160.5,160.99964395878152,160.5,161.0,160.5,1.8,163.0,159.0,159.939287917563,162.06,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0290540442004721,0,1,0,0
California Golden Bears vs. Morgan St Bears,Dec 19 10:00PM ET,Morgan St Bears,3,27.5,29.2,28.0,0.4839657729027816,26.5,-0.03984375090674225,-0.0831095188963254,3.4,31.4,27.0,26.5,33.6,0.01569035209020317,4500,0.02138070418040634,-0.006048778344579439,0.0,0.006,0.02,0.01,0.0084599639221216,3,151.5,154.3927648128875,152.5,153.0,151.5,1.1,155.0,153.0,153.785529625775,155.34,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03657431304004777,-0.0140054833005037,-0.0440919084236615,0,1,1,0
California Golden Bears vs. Morgan St Bears,Dec 19 10:00PM ET,California Golden Bears,3,-27.5,-29.2,-28.0,0.5160342270972185,-26.5,-0.0077752967123053685,0.0446479804347867,3.4,-31.4,-27.0,-26.5,-33.6,0.9843096479097968,-20000,0.9786192958195937,-0.010715227712093767,0.0,0.006,0.98,0.99,0.991540036077878,3,151.5,154.3927648128875,152.5,153.0,151.5,1.1,155.0,153.0,153.785529625775,155.34,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03657431304004777,-0.0140054833005037,-0.0440919084236615,0,1,1,0
Loyola Marymount Lions vs. North Alabama Lions,Dec 19 10:00PM ET,North Alabama Lions,1,10.5,7.85,9.5,0.5347027350916924,8.5,0.009762117514495294,-0.0064417057355615,1.6,6.4,8.0,7.7,10.2,0.2022000257944266,350,0.17401668653158522,0.02038184397624479,0.0039639640532572,0.011,0.25,0.23,0.230383365057268,3,136.5,135.635,136.0,136.5,136.5,1.2,134.0,136.0,136.813939652987,135.26999999999998,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.014008156756465606,-0.0426629068827225,-0.0044159359987295,1,1,0,0
Loyola Marymount Lions vs. North Alabama Lions,Dec 19 10:00PM ET,Loyola Marymount Lions,1,-10.5,-7.85,-9.5,0.4652972649083076,-8.5,-0.05623383557016126,-0.0411773418834861,1.6,-6.4,-8.0,-7.7,-10.2,0.7977999742055735,-465,0.8259833134684148,-0.06521372442456352,-0.0491950358330016,0.011,0.75,0.77,0.769616634942732,3,136.5,135.635,136.0,136.5,136.5,1.2,134.0,136.0,136.813939652987,135.26999999999998,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.014008156756465606,-0.0426629068827225,-0.0044159359987295,1,1,0,0
UC San Diego Tritons vs. San Diego Toreros,Dec 19 10:00PM ET,San Diego Toreros,3,14.0,16.2,15.0,0.4679574367889025,14.0,-0.05127333244186677,-0.0672300119425752,2.8,17.2,15.0,15.2,21.0,0.10627348709492496,853,0.11254697418985002,-0.011171567850129974,0.0,0.011,0.0999999999999999,0.1,0.0813319010927281,3,156.5,155.72678429841,156.0,157.0,156.5,2.3,159.0,157.0,154.45356859682,154.26,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0440919084236616,-0.0140054833005037,1,1,0,0
UCLA Bruins vs. Cal Poly Mustangs,Dec 19 10:00PM ET,UCLA Bruins,3,-25.5,-24.35,-25.0,0.4839657729027816,-26.5,-0.03984375090674225,-0.0672300119425752,2.8,-27.2,-23.0,-25.7,-20.9,0.9727590337631846,-10000,0.9655180675263692,-0.01733997613780547,0.0,0.01,0.97,0.98,0.989148734830695,3,160.5,160.99964395878152,160.5,161.0,160.5,1.8,163.0,159.0,159.939287917563,162.06,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0290540442004721,-0.0290540442004721,0,1,0,0
Sacred Heart Pioneers vs. Dartmouth Big Green,Dec 19 11:00AM ET,Dartmouth Big Green,3,1.0,-0.2,0.5,0.5160342270972185,1.0,-0.0077752967123053685,0.0287684734810367,3.5,1.0,-1.0,0.6,-6.6,0.48226746610154136,-105,0.48590213534973975,-0.026305342398820875,0.0,0.036,0.4599999999999999,0.53,0.478632796853343,1,157.0,156.9167799039395,157.0,156.5,157.0,3.6,157.0,159.0,156.833559807879,150.73000000000002,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,-0.0269021360038524,-0.0156120659386066,0,0,0,0
Sacred Heart Pioneers vs. Dartmouth Big Green,Dec 19 11:00AM ET,Sacred Heart Pioneers,3,-1.0,0.2,-0.5,0.4839657729027816,-1.0,-0.03984375090674225,-0.0672300119425752,3.5,-1.0,1.0,-0.6,6.6,0.5177325338984586,-115,0.5140978646502603,-0.02035152840151999,0.0,0.036,0.54,0.47,0.521367203146657,1,157.0,156.9167799039395,157.0,156.5,157.0,3.6,157.0,159.0,156.833559807879,150.73000000000002,0.4914489286915362,0.4914489286915362,-0.03236059511798761,-0.03236059511798761,-0.0269021360038524,-0.0156120659386066,0,0,0,0
Washington Huskies vs. Seattle Redhawks,Dec 19 11:30PM ET,Seattle Redhawks,3,7.5,3.2,6.0,0.547999242711806,7.5,0.024189718902282165,0.0287684734810367,1.3,1.7,,3.2,4.2,0.33421618468455105,250,0.2631578947368421,0.056438406906773264,0.0,0.035,0.43,,0.38054894926452,2,147.5,145.0,146.5,146.5,147.5,1.2,145.0,,145.518690529578,143.29,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,0,0,0,0
Washington Huskies vs. Seattle Redhawks,Dec 19 11:30PM ET,Washington Huskies,3,-7.5,-3.2,-6.0,0.452000757288194,-7.5,-0.07180876652132984,-0.0672300119425752,1.3,-1.7,,-3.2,-4.2,0.665783815315449,-325,0.7368421052631579,-0.11199396246232884,0.0,0.035,0.57,,0.61945105073548,2,147.5,145.0,146.5,146.5,147.5,1.2,145.0,,145.518690529578,143.29,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,0,0,0,0
