Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Kansas St Wildcats vs. UL Monroe Warhawks,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,UL Monroe Warhawks,3,33.5,33.3,33.5,0.5,32.0,-0.023809523809523836,-0.0234233896587948,2.5,35.2,30.0,31.7,34.9,,,,0.0,0.0,0.0,0.004,0.01,0.004,0.0026845177192935,3,170.0,169.31,169.5,165.5,170.0,3.2,173.0,168.0,165.548991982679,170.62,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0.001027034010762,-0.0440892349676998,0,1,0,0
Kansas St Wildcats vs. UL Monroe Warhawks,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,Kansas St Wildcats,3,-33.5,-33.3,-33.5,0.5,-32.0,-0.023809523809523836,-0.0144822048276641,2.5,-35.2,-30.0,-31.7,-34.9,,,,0.0,0.0,0.0,0.004,0.99,0.996,0.997315482280706,3,170.0,169.31,169.5,165.5,170.0,3.2,173.0,168.0,165.548991982679,170.62,0.4849554499972073,0.5000013374412138,-0.038854073812316536,-0.023808186368310058,0.001027034010762,-0.0440892349676998,0,1,0,0
Florida Int'l Golden Panthers vs. Liberty Flames,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,Liberty Flames,2,-4.5,-2.7,-4.0,0.4831483753809493,-4.5,-0.040661148428574545,-0.0352649963279876,1.3,-1.5,-3.0,-2.4,-4.6,0.6098727076615207,-197,-192,0.6309403437815975,-0.04766153891382163,0.0,0.025,0.56,0.61,0.588805071541444,2,145.5,151.7253915781945,148.0,151.5,145.5,1.3,150.0,153.0,152.340783156389,151.11,0.5388368483252199,0.4611631516747801,0.015027324515696106,-0.06264637213474372,-0.0215311004784688,-0.0215311004784688,0,1,1,0
Florida Int'l Golden Panthers vs. Liberty Flames,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,Florida Int'l Golden Panthers,2,4.5,2.7,4.0,0.5168516246190507,4.5,-0.006957899190473182,-0.0031965421335508,1.3,1.5,3.0,2.4,4.6,0.3901272923384792,164,160,0.3690596562184025,0.005511907723094567,0.0,0.025,0.4399999999999999,0.39,0.411194928458556,2,145.5,151.7253915781945,148.0,151.5,145.5,1.3,150.0,153.0,152.340783156389,151.11,0.5388368483252199,0.4611631516747801,0.015027324515696106,-0.06264637213474372,-0.0215311004784688,-0.0215311004784688,0,1,1,0
Louisiana Ragin' Cajuns vs. Norfolk St Spartans,Dec 28 03:00PM ET,2025-12-26 20:24:10 UTC,Louisiana Ragin' Cajuns,1,-1.5,1.2,-0.5,0.4652972649083076,-1.0,-0.04689785704291194,-0.0539335043224616,1.0,-0.1,2.0,0.5,1.9,0.4978374177633892,-115,-118,0.5143900715281934,-0.043446985906335556,0.0,0.042,0.5,0.42,0.481284763998585,1,130.5,126.5,129.0,129.5,130.5,3.6,125.0,128.0,130.861422556054,122.48,0.4743624933886761,0.5256375066113239,-0.04944703042084775,0.0018279828018000766,-0.0386293149136939,-0.0044328860432437,0,1,0,0
Louisiana Ragin' Cajuns vs. Norfolk St Spartans,Dec 28 03:00PM ET,2025-12-26 20:24:10 UTC,Norfolk St Spartans,1,1.5,-1.2,0.5,0.5347027350916924,1.0,-0.0001809858385400931,0.0154719658609231,1.0,0.1,-2.0,-0.5,-1.9,0.5021625822366109,-105,-104,0.4856099284718068,-0.008836939523312548,0.0,0.042,0.5,0.58,0.518715236001415,1,130.5,126.5,129.0,129.5,130.5,3.6,125.0,128.0,130.861422556054,122.48,0.4743624933886761,0.5256375066113239,-0.04944703042084775,0.0018279828018000766,-0.0386293149136939,-0.0044328860432437,0,1,0,0
Colorado Buffaloes vs. N Colorado Bears,Dec 28 03:00PM ET,2025-12-26 18:25:07 UTC,Colorado Buffaloes,3,-14.5,-11.4,-13.5,0.4679574367889025,-14.5,-0.05585208702062133,-0.0512733324418667,1.5,-12.3,-13.0,-10.5,-9.9,0.8694290375203915,-1600,-1450,0.8988580750407831,-0.06605483344735041,0.0,0.024,0.84,0.88,0.836293043913895,3,158.5,160.33858982949948,159.0,158.0,158.5,1.3,162.0,161.0,159.677179658999,159.05,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0140054833005037,-0.0440919084236615,1,1,1,0
SMU Mustangs vs. CSU Fullerton Titans,Dec 28 03:00PM ET,2025-12-26 18:25:07 UTC,CSU Fullerton Titans,3,21.0,21.1,21.0,0.5,20.0,-0.022673031026252954,-0.0352649963279876,4.9,24.6,20.0,22.2,13.2,0.04830188679245283,1548,1600,0.05660377358490566,-0.01052164261931187,0.0,0.012,0.05,0.04,0.0257603242844711,3,174.0,171.816118478514,173.0,174.0,174.0,2.1,174.0,170.0,170.232236957028,173.39999999999998,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.016283906631558764,-0.0440919084236616,-0.0140054833005037,0,1,0,0
SMU Mustangs vs. CSU Fullerton Titans,Dec 28 03:00PM ET,2025-12-26 18:25:07 UTC,SMU Mustangs,3,-21.0,-21.1,-21.0,0.5,-20.0,-0.023809523809523836,-0.0031965421335508,4.9,-24.6,-20.0,-22.2,-13.2,0.9516981132075473,-4236,-5000,0.9433962264150945,-0.028694043655197787,0.0,0.012,0.95,0.96,0.974239675715529,3,174.0,171.816118478514,173.0,174.0,174.0,2.1,174.0,170.0,170.232236957028,173.39999999999998,0.4774391920548072,0.5075256171779651,-0.04637033175471661,-0.016283906631558764,-0.0440919084236616,-0.0140054833005037,0,1,0,0
Colorado Buffaloes vs. N Colorado Bears,Dec 28 03:00PM ET,2025-12-26 18:25:07 UTC,N Colorado Bears,3,14.5,11.4,13.5,0.5320425632110974,14.5,0.008233039401573605,0.0128117939803281,1.5,12.3,13.0,10.5,9.9,0.13057096247960848,880,850,0.10114192495921696,0.02530780458487164,0.0,0.024,0.16,0.12,0.163706956086105,3,158.5,160.33858982949948,159.0,158.0,158.5,1.3,162.0,161.0,159.677179658999,159.05,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0140054833005037,-0.0440919084236615,1,1,1,0
Richmond Spiders vs. Charleston Southern Buccaneers,Dec 28 04:00PM ET,2025-12-26 20:24:10 UTC,Richmond Spiders,3,-13.0,-13.6,-13.0,0.5,-13.0,-0.023809523809523836,-0.0031965421335508,0.7,-14.7,-13.0,-13.7,-13.5,0.8836792452830189,-1275,-1200,0.8773584905660377,-0.03939767779390424,0.0,0.008,0.88,0.89,0.895898098122166,3,154.5,155.02578687025948,154.5,152.0,154.5,0.9,156.0,155.0,155.051573740519,153.73000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0140054833005037,-0.0440919084236615,0,1,0,0
Richmond Spiders vs. Charleston Southern Buccaneers,Dec 28 04:00PM ET,2025-12-26 20:24:10 UTC,Charleston Southern Buccaneers,3,13.0,13.6,13.0,0.5,13.0,-0.023809523809523836,-0.0352649963279876,0.7,14.7,13.0,13.7,13.5,0.11632075471698111,769,675,0.12264150943396224,-0.012711503347535014,0.0,0.008,0.12,0.11,0.104101901877834,3,154.5,155.02578687025948,154.5,152.0,154.5,0.9,156.0,155.0,155.051573740519,153.73000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0140054833005037,-0.0440919084236615,0,1,0,0
Portland Pilots vs. Washington St Cougars,Dec 28 05:00PM ET,2025-12-26 18:25:07 UTC,Washington St Cougars,3,-4.5,-1.4500000000000002,-3.5,0.4679574367889025,-4.5,-0.05585208702062133,-0.0512733324418667,0.9,-1.1,-3.0,-1.8,-0.9,0.6090293811628473,-217,-210,0.6507042253521127,-0.0683899736758623,0.0,0.035,0.54,0.61,0.567354536973582,2,151.5,153.0,152.0,154.0,151.5,2.6,153.0,153.0,155.330289989824,149.1,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0370879935779836,-0.0215296216730037,1,1,0,0
Portland Pilots vs. Washington St Cougars,Dec 28 05:00PM ET,2025-12-26 18:25:07 UTC,Portland Pilots,3,4.5,1.4500000000000002,3.5,0.5320425632110974,4.5,0.008233039401573605,0.0128117939803281,0.9,1.1,3.0,1.8,0.9,0.3909706188371527,179,175,0.34929577464788736,0.027334255200789026,0.0,0.035,0.4599999999999999,0.39,0.432645463026418,2,151.5,153.0,152.0,154.0,151.5,2.6,153.0,153.0,155.330289989824,149.1,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0370879935779836,-0.0215296216730037,1,1,0,0
George Mason Patriots vs. Pennsylvania Quakers,Dec 28 05:00PM ET,2025-12-26 18:25:07 UTC,Pennsylvania Quakers,3,15.5,15.35,15.5,0.5,16.0,-0.023809523809523836,0.008645064535642,0.6,16.1,15.0,14.9,15.7,0.08877880184331798,1148,1000,0.08755760368663595,-0.002130289065772936,0.0,0.01,0.0999999999999999,0.09,0.0794992775464751,3,148.5,148.0674154755965,148.5,149.0,148.5,1.5,148.0,151.0,148.134830951193,147.81,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365756504812615,-0.021529763037255,0,0,0,0
George Mason Patriots vs. Pennsylvania Quakers,Dec 28 05:00PM ET,2025-12-26 18:25:07 UTC,George Mason Patriots,3,-15.5,-15.35,-15.5,0.5,-16.0,-0.02494061757719712,-0.046550659022101,0.6,-16.1,-15.0,-14.9,-15.7,0.911221198156682,-2341,-1800,0.912442396313364,-0.036147222895949516,0.0,0.01,0.9,0.91,0.920500722453525,3,148.5,148.0674154755965,148.5,149.0,148.5,1.5,148.0,151.0,148.134830951193,147.81,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365756504812615,-0.021529763037255,0,0,0,0
Oregon St Beavers vs. Santa Clara Broncos,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,Oregon St Beavers,3,5.5,4.45,5.0,0.5160342270972185,5.5,-0.0077752967123053685,0.008645064535642,1.6,4.9,4.0,2.3,6.2,0.335919540229885,222,195,0.32183908045977005,-0.0030635106175725957,0.0,0.046,0.3199999999999999,0.35,0.410474815520795,2,152.5,147.522651431089,150.5,151.0,152.5,1.9,147.0,150.0,148.045302862178,145.37,0.4689128120678558,0.5310871879321442,-0.05489671174166805,0.00727766412262032,-0.0526227180842477,-0.0059712565107844,0,0,0,1
Maryland Terrapins vs. Old Dominion Monarchs,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,Old Dominion Monarchs,3,13.5,10.899999999999999,12.5,0.5320425632110974,13.0,0.010511462732628596,0.0128117939803281,0.9,10.7,12.0,11.1,9.9,0.13401969864209715,824,700,0.1198815984213123,0.009019698642097146,0.0,0.025,0.18,0.13,0.148157798862882,3,152.0,152.5,152.0,154.0,152.0,2.5,153.0,152.0,153.791224838481,148.10000000000002,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0365756504812615,-0.021529763037255,1,1,0,0
San Diego Toreros vs. Pacific Tigers,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,San Diego Toreros,3,2.5,4.2,3.0,0.4839657729027816,4.0,-0.03984375090674225,-0.0192307692307692,1.4,2.0,5.0,3.7,4.7,0.3900631340519871,160,130,0.4170073589533933,-0.04471947464366505,0.0,0.05,0.42,0.32,0.363118909150581,1,146.0,147.5,146.5,150.5,146.0,2.5,146.0,149.0,149.733467928654,144.35,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.0370865147725185,-0.0059756861844191,0,0,0,0
San Diego Toreros vs. Pacific Tigers,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,Pacific Tigers,3,-2.5,-4.2,-3.0,0.5160342270972185,-4.0,-0.0077752967123053685,-0.0192307692307692,1.4,-2.0,-5.0,-3.7,-4.7,0.6099368659480129,-192,-155,0.5829926410466066,0.0020937286931109744,0.0,0.05,0.58,0.68,0.636881090849419,1,146.0,147.5,146.5,150.5,146.0,2.5,146.0,149.0,149.733467928654,144.35,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.0370865147725185,-0.0059756861844191,0,0,0,0
Maryland Terrapins vs. Old Dominion Monarchs,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,Maryland Terrapins,3,-13.5,-10.899999999999999,-12.5,0.4679574367889025,-13.0,-0.0592293244404119,-0.0512733324418667,0.9,-10.7,-12.0,-11.1,-9.9,0.8659803013579028,-1448,-1115,0.8801184015786878,-0.05171517189312602,0.0,0.025,0.82,0.87,0.851842201137118,3,152.0,152.5,152.0,154.0,152.0,2.5,153.0,152.0,153.791224838481,148.10000000000002,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,-0.0365756504812615,-0.021529763037255,1,1,0,0
Oregon St Beavers vs. Santa Clara Broncos,Dec 28 06:00PM ET,2025-12-26 18:25:07 UTC,Santa Clara Broncos,3,-5.5,-4.45,-5.0,0.4839657729027816,-5.5,-0.03984375090674225,-0.046550659022101,1.6,-4.9,-4.0,-2.3,-6.2,0.664080459770115,-277,-250,0.67816091954023,-0.05020525451559943,0.0,0.046,0.68,0.65,0.589525184479206,2,152.5,147.522651431089,150.5,151.0,152.5,1.9,147.0,150.0,148.045302862178,145.37,0.4689128120678558,0.5310871879321442,-0.05489671174166805,0.00727766412262032,-0.0526227180842477,-0.0059712565107844,0,0,0,1
Loyola Marymount Lions vs. Saint Mary's Gaels,Dec 28 07:00PM ET,2025-12-26 18:25:07 UTC,Saint Mary's Gaels,2,-8.5,-7.2,-8.0,0.4831483753809493,-8.5,-0.044038385848365114,-0.0365985873047315,1.5,-6.4,-8.0,-6.1,-9.4,0.7633704762927502,-480,-437,0.7767409525855004,-0.050482337560063595,0.0,0.02,0.75,0.76,0.720644664176856,2,138.5,136.1910129057,137.5,137.5,138.5,1.1,135.0,136.0,136.3820258114,137.56,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,0,1,0,1
Loyola Marymount Lions vs. Saint Mary's Gaels,Dec 28 07:00PM ET,2025-12-26 18:25:07 UTC,Loyola Marymount Lions,2,8.5,7.2,8.0,0.5168516246190507,8.5,-0.004679475859418192,-0.001862951156807,1.5,6.4,8.0,6.1,9.4,0.23662952370724982,360,327,0.22325904741449962,0.0027033951162785397,0.0,0.02,0.25,0.24,0.279355335823144,2,138.5,136.1910129057,137.5,137.5,138.5,1.1,135.0,136.0,136.3820258114,137.56,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0293102864309588,-0.0137519145259789,0,1,0,1
Oregon Ducks vs. Omaha Mavericks,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,Omaha Mavericks,3,19.5,18.5,19.0,0.5160342270972185,20.5,-0.0077752967123053685,0.024653400649521,1.8,18.9,15.0,18.2,18.8,0.07002610966057438,1600,1500,0.060052219321148834,0.007526109660574376,0.0,0.021,0.0799999999999999,0.08,0.0441765516634767,3,152.5,154.9,153.5,155.5,152.5,1.1,157.0,155.0,154.624141525034,154.8,0.5150432125615789,0.4849567874384211,-0.004187556669190351,-0.043345099354031746,-0.0215311004784688,-0.0215311004784688,1,0,1,0
Seattle Redhawks vs. San Francisco Dons,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,San Francisco Dons,2,1.5,1.3,1.5,0.5,-1.0,-0.022673031026252954,-0.0529039638351281,2.1,1.5,1.0,1.1,5.3,0.44859236744199327,-118,114,0.4471847348839865,-0.018860668818382442,0.0,0.008,0.4399999999999999,0.45,0.456602563458146,1,142.5,143.05,142.5,140.0,142.5,1.1,141.0,143.0,143.537186175816,143.10000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0129761036946738,-0.047172532565124,0,0,0,0
Seattle Redhawks vs. San Francisco Dons,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,Seattle Redhawks,2,-1.5,-1.3,-1.5,0.5,1.0,-0.02494061757719712,0.0144424253735896,2.1,-1.5,-1.0,-1.1,-5.3,0.5514076325580068,-102,-137,0.5528152651160135,-0.026463555814749018,0.0,0.008,0.56,0.55,0.543397436541854,1,142.5,143.05,142.5,140.0,142.5,1.1,141.0,143.0,143.537186175816,143.10000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0129761036946738,-0.047172532565124,0,0,0,0
Pepperdine Waves vs. Gonzaga Bulldogs,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,Gonzaga Bulldogs,3,-28.5,-25.3,-27.0,0.452000757288194,-28.5,-0.07180876652132984,-0.0672300119425752,2.5,-21.1,-26.0,-26.6,-24.6,,,,0.0,0.0,0.0,0.018,0.96,0.99,0.991292156762493,3,152.5,149.0,151.0,155.5,152.5,4.4,148.0,150.0,153.393357460248,142.78,0.477441865510769,0.5225581344892309,-0.04636765829875483,-0.001251389320292895,-0.0665753015072701,0.0235131005503324,1,1,0,0
Pepperdine Waves vs. Gonzaga Bulldogs,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,Pepperdine Waves,3,28.5,25.3,27.0,0.547999242711806,28.5,0.024189718902282165,0.0287684734810367,2.5,21.1,26.0,26.6,24.6,,,,0.0,0.0,0.0,0.018,0.04,0.01,0.008707843237507,3,152.5,149.0,151.0,155.5,152.5,4.4,148.0,150.0,153.393357460248,142.78,0.477441865510769,0.5225581344892309,-0.04636765829875483,-0.001251389320292895,-0.0665753015072701,0.0235131005503324,1,1,0,0
Oregon Ducks vs. Omaha Mavericks,Dec 28 08:00PM ET,2025-12-26 18:25:07 UTC,Oregon Ducks,3,-19.5,-18.5,-19.0,0.4839657729027816,-20.5,-0.03984375090674225,-0.0625589951359801,1.8,-18.9,-15.0,-18.2,-18.8,0.9299738903394257,-4500,-4500,0.9399477806788513,-0.048286979225791726,0.0,0.021,0.92,0.92,0.955823448336523,3,152.5,154.9,153.5,155.5,152.5,1.1,157.0,155.0,154.624141525034,154.8,0.5150432125615789,0.4849567874384211,-0.004187556669190351,-0.043345099354031746,-0.0215311004784688,-0.0215311004784688,1,0,1,0
