Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Northeastern Huskies vs. Vermont Catamounts,Nov 15 01:00PM ET,Vermont Catamounts,1,1.5,3.6,2.5,0.4652972649083076,1.5,-0.08221404730888704,0.6,,4.0,3.2,,0.434902625377834,-109,0.4962466491350129,-0.08661752114231258,0.019,,0.36,0.38711720324131,1,136.75,141.9418657661495,139.0,136.75,0.1,,142.0,141.883731532299,,0.525645335948283,0.4573152641865706,0.001835812138759163,-0.06875108652432987,0,0,0,0
Boston Univ. Terriers vs. Merrimack Warriors,Nov 15 01:00PM ET,Merrimack Warriors,1,4.5,6.15,5.0,0.4826321819260377,4.5,-0.04117734188348615,0.2,,6.0,6.3,,0.32132732938276165,170,0.35347776510832385,-0.0490430409876087,0.015,,0.3,0.278353787314399,2,135.5,137.042604817968,136.0,135.5,1.4,,138.0,136.085209635936,,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,0,0,0,0
VMI Keydets vs. Jacksonville Dolphins,Nov 15 01:00PM ET,VMI Keydets,3,-1.5,-2.8,-2.0,0.5160342270972185,-1.5,0.0014711203011019691,1.1,,-2.0,-3.6,,0.5753564017865989,-142,0.5543606364172068,-0.011420457717533417,0.037,,0.57,0.622704334311982,1,151.5,150.618491031087,151.0,151.5,3.7,,148.0,153.236982062174,,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01298002917000507,0,0,0,0
VMI Keydets vs. Jacksonville Dolphins,Nov 15 01:00PM ET,Jacksonville Dolphins,3,1.5,2.8,2.0,0.4839657729027816,1.5,-0.03984375090674225,1.1,,2.0,3.6,,0.42464359821340103,112,0.4456393635827931,-0.047054514994146146,0.037,,0.43,0.377295665688018,1,151.5,150.618491031087,151.0,151.5,3.7,,148.0,153.236982062174,,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01298002917000507,0,0,0,0
Kent State Golden Flashes vs. Cleveland St Vikings,Nov 15 01:00PM ET,Kent State Golden Flashes,3,-9.0,-10.35,-9.5,0.5160342270972185,-9.0,-0.0077752967123053685,0.9,,-11.0,-9.7,,0.7880360875580684,-400,0.7619047619047619,-0.011963912441931623,0.022,,0.83,0.79833482642275,2,165.0,164.64422684858852,165.0,165.0,3.3,,167.0,162.288453697177,,0.49222081404751,0.49222081404751,-0.031588709762013834,-0.031588709762013834,0,0,0,0
Kent State Golden Flashes vs. Cleveland St Vikings,Nov 15 01:00PM ET,Cleveland St Vikings,3,9.0,10.35,9.5,0.4839657729027816,9.0,-0.03984375090674225,0.9,,11.0,9.7,,0.21196391244193155,300,0.23809523809523808,-0.03803608755806845,0.022,,0.17,0.20166517357725,2,165.0,164.64422684858852,165.0,165.0,3.3,,167.0,162.288453697177,,0.49222081404751,0.49222081404751,-0.031588709762013834,-0.031588709762013834,0,0,0,0
Northeastern Huskies vs. Vermont Catamounts,Nov 15 01:00PM ET,Northeastern Huskies,1,-1.5,-3.6,-2.5,0.5347027350916924,-1.5,0.03719029728074713,0.6,,-4.0,-3.2,,0.565097374622166,-112,0.5037533508649871,0.03568821526349841,0.019,,0.64,0.61288279675869,1,136.75,141.9418657661495,139.0,136.75,0.1,,142.0,141.883731532299,,0.525645335948283,0.4573152641865706,0.001835812138759163,-0.06875108652432987,0,0,0,0
Toledo Rockets vs. Detroit Mercy Titans,Nov 15 01:00PM ET,Detroit Mercy Titans,3,10.5,9.85,10.0,0.5160342270972185,10.5,-0.01884949383301404,1.2,,9.0,10.7,,0.19733334846956202,375,0.20168067226890757,-0.013192967319911653,0.024,,0.2099999999999999,0.175972049340433,3,161.25,160.6479925549555,161.0,161.25,0.5,,161.0,160.295985109911,,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,0,0,0,0
Toledo Rockets vs. Detroit Mercy Titans,Nov 15 01:00PM ET,Toledo Rockets,3,-10.5,-9.85,-10.0,0.4839657729027816,-10.5,-0.028229349048437935,1.2,,-9.0,-10.7,,0.8026666515304379,-500,0.7983193277310924,-0.030666681802895335,0.024,,0.79,0.824027950659567,3,161.25,160.6479925549555,161.0,161.25,0.5,,161.0,160.295985109911,,0.4924770562779967,0.4924770562779967,-0.03133246753152713,-0.03133246753152713,0,0,0,0
Florida Gulf Coast Eagles vs. Chattanooga Mocs,Nov 15 01:00PM ET,Chattanooga Mocs,3,1.5,3.1,2.0,0.4839657729027816,1.5,-0.05091794802745092,3.0,,1.0,5.2,,0.4470489453901224,-102,0.4826358742837298,-0.057901549659382545,0.125,,0.5,0.32292403299303,1,151.5,157.279835861187,154.0,151.5,2.4,,159.0,155.559671722374,,0.5426769064764703,0.4573230935235298,0.01886738266694643,-0.06420800695493906,0,0,0,0
Yale Bulldogs vs. Stony Brook Seawolves,Nov 15 01:00PM ET,Yale Bulldogs,3,-19.5,-19.65,-19.5,0.5,-19.5,-0.02941176470588236,3.7,,-17.0,-22.3,,0.9458001306298505,-3907,0.9349710897485015,-0.02924443265000698,0.024,,0.94,0.973258343022399,3,150.5,152.904716168362,151.5,150.5,0.1,,153.0,152.809432336724,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0,0,0,0
Yale Bulldogs vs. Stony Brook Seawolves,Nov 15 01:00PM ET,Stony Brook Seawolves,3,19.5,19.65,19.5,0.5,19.5,-0.01807228915662651,3.7,,17.0,22.3,,0.05419986937014956,1375,0.06502891025149857,-0.013616222583873433,0.024,,0.06,0.0267416569776011,3,150.5,152.904716168362,151.5,150.5,0.1,,153.0,152.809432336724,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0,0,0,0
Florida Gulf Coast Eagles vs. Chattanooga Mocs,Nov 15 01:00PM ET,Florida Gulf Coast Eagles,3,-1.5,-3.1,-2.0,0.5160342270972185,-1.5,0.0038391051459989445,3.0,,-1.0,-5.2,,0.5529510546098775,-118,0.5173641257162701,0.011666650940152734,0.125,,0.5,0.67707596700697,1,151.5,157.279835861187,154.0,151.5,2.4,,159.0,155.559671722374,,0.5426769064764703,0.4573230935235298,0.01886738266694643,-0.06420800695493906,0,0,0,0
Texas Longhorns vs. UMKC Kangaroos,Nov 15 01:00PM ET,UMKC Kangaroos,3,31.5,28.5,30.5,0.5320425632110974,31.5,0.008233039401573605,2.1,,27.0,30.0,,0.0135352858857198,5000,0.01924962981481125,-0.006072557251535101,0.003,,0.01,0.0056418839132567,3,156.5,154.963835660754,156.0,156.5,0.1,,155.0,154.927671321508,,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,0,0,0,0
Texas Longhorns vs. UMKC Kangaroos,Nov 15 01:00PM ET,Texas Longhorns,3,-31.5,-28.5,-30.5,0.4679574367889025,-31.5,-0.05585208702062133,2.1,,-27.0,-30.0,,0.9864647141142802,-100000,0.9807503701851887,-0.012536284886718874,0.003,,0.99,0.994358116086743,3,156.5,154.963835660754,156.0,156.5,0.1,,155.0,154.927671321508,,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,0,0,0,0
Boston Univ. Terriers vs. Merrimack Warriors,Nov 15 01:00PM ET,Boston Univ. Terriers,1,-4.5,-6.15,-5.0,0.5173678180739623,-4.5,-0.006441705735561576,0.2,,-6.0,-6.3,,0.6786726706172383,-210,0.6465222348916762,0.0012533157785287186,0.015,,0.7,0.721646212685601,2,135.5,137.042604817968,136.0,135.5,1.4,,138.0,136.085209635936,,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,0,0,0,0
Winthrop Eagles vs. Mercer Bears,Nov 15 02:00PM ET,Winthrop Eagles,3,-3.5,-5.5,-4.5,0.5320425632110974,-3.5,0.0037406764186446173,2.1,,-4.0,-7.0,,0.645766851990271,-170,0.6017699115044248,0.0161372223606413,0.042,,0.66,0.719527584952234,2,164.5,163.617036729775,164.0,164.5,2.3,,162.0,165.23407345955,,0.49222081404751,0.5077791859524899,-0.04048946632632172,-0.011451583278279331,0,0,0,0
Temple Owls vs. Boston College Eagles,Nov 15 02:00PM ET,Temple Owls,2,-2.5,-3.8,-3.0,0.5168516246190507,-2.5,0.0046565026678311305,1.1,,-3.0,-4.6,,0.5974833535063808,-150,0.5705545627915821,-0.002356582468008961,0.049,,0.59,0.658824288442359,1,144.5,147.605795016522,145.5,144.5,0.9,,147.0,148.211590033044,,0.5170982144352251,0.4829017855647749,0.004903092484005556,-0.05198193536545759,0,0,0,0
Air Force Falcons vs. Miami (OH) RedHawks,Nov 15 02:00PM ET,Miami (OH) RedHawks,2,-11.0,-10.15,-10.5,0.4831483753809493,-11.0,-0.040661148428574545,3.0,,-8.0,-12.3,,0.8122712840786876,-574,0.8150324775750079,-0.03937706756966397,0.07,,0.76,0.859020181164735,3,144.25,148.42871848526852,146.0,144.25,0.6,,148.0,148.857436970537,,0.5225634700046342,0.4624333836521225,0.0021797769590706784,-0.06697838105375986,0,0,0,0
Winthrop Eagles vs. Mercer Bears,Nov 15 02:00PM ET,Mercer Bears,3,3.5,5.5,4.5,0.4679574367889025,3.5,-0.048950775771483934,2.1,,4.0,7.0,,0.3542331480097291,140,0.3982300884955753,-0.06243351865693764,0.042,,0.3399999999999999,0.280472415047766,2,164.5,163.617036729775,164.0,164.5,2.3,,162.0,165.23407345955,,0.49222081404751,0.5077791859524899,-0.04048946632632172,-0.011451583278279331,0,0,0,0
Army Knights vs. Harvard Crimson,Nov 15 02:00PM ET,Harvard Crimson,3,-6.5,-4.1,-5.5,0.4679574367889025,-6.5,-0.05585208702062133,1.3,,-5.0,-3.2,,0.6630936478491937,-250,0.6818181818181819,-0.051192066436520745,0.05,,0.68,0.608738227760411,2,148.5,152.2188967261495,150.0,148.5,1.7,,151.0,153.437793452299,,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,0,0,0
Army Knights vs. Harvard Crimson,Nov 15 02:00PM ET,Army Knights,3,6.5,4.1,5.5,0.5320425632110974,6.5,0.008233039401573605,1.3,,5.0,3.2,,0.3369063521508063,200,0.3181818181818181,0.0035730188174729616,0.05,,0.3199999999999999,0.391261772239589,2,148.5,152.2188967261495,150.0,148.5,1.7,,151.0,153.437793452299,,0.5233257307867316,0.4766742692132683,-0.0004837930227922227,-0.04713525459625556,0,0,0,0
UNC Greensboro Spartans vs. Austin Peay Governors,Nov 15 02:00PM ET,UNC Greensboro Spartans,2,-2.0,-0.2,-1.5,0.4831483753809493,-2.0,-0.040661148428574545,1.1,,-1.0,0.6,,0.5254912713768559,-140,0.5563770794824399,-0.05784206195647745,0.022,,0.51,0.479210926542544,1,144.5,149.2821836322015,146.5,144.5,0.4,,149.0,149.564367264403,,0.5341650358808562,0.4658349641191438,0.01263393540238733,-0.05797455969038001,0,0,0,0
Air Force Falcons vs. Miami (OH) RedHawks,Nov 15 02:00PM ET,Air Force Falcons,2,11.0,10.15,10.5,0.5168516246190507,11.0,-0.006957899190473182,3.0,,8.0,12.3,,0.1877287159213124,417,0.1849675224249923,-0.005548595003057322,0.07,,0.24,0.140979818835265,3,144.25,148.42871848526852,146.0,144.25,0.6,,148.0,148.857436970537,,0.5225634700046342,0.4624333836521225,0.0021797769590706784,-0.06697838105375986,0,0,0,0
Temple Owls vs. Boston College Eagles,Nov 15 02:00PM ET,Boston College Eagles,2,2.5,3.8,3.0,0.4831483753809493,2.5,-0.05173534554928322,1.1,,3.0,4.6,,0.4025166464936192,121,0.4294454372084179,-0.048971327415879395,0.049,,0.41,0.341175711557641,1,144.5,147.605795016522,145.5,144.5,0.9,,147.0,148.211590033044,,0.5170982144352251,0.4829017855647749,0.004903092484005556,-0.05198193536545759,0,0,0,0
Chicago St Cougars vs. UIC Flames,Nov 15 02:00PM ET,UIC Flames,3,-11.0,-11.15,-11.0,0.5,-11.0,-0.019230769230769273,4.0,,-14.0,-8.3,,0.834268722062837,-650,0.8328690807799444,-0.03239794460382972,0.105,,0.91,0.761336726691459,3,157.25,159.37469766735398,158.0,157.25,4.8,,156.0,162.749395334708,,0.5075256171779651,0.4774391920548073,-0.011705152052804202,-0.04862715865609318,0,0,0,0
Chicago St Cougars vs. UIC Flames,Nov 15 02:00PM ET,Chicago St Cougars,3,11.0,11.15,11.0,0.5,11.0,-0.021531100478468845,4.0,,14.0,8.3,,0.16573127793716308,475,0.1671309192200557,-0.008181765541097785,0.105,,0.0899999999999999,0.238663273308541,3,157.25,159.37469766735398,158.0,157.25,4.8,,156.0,162.749395334708,,0.5075256171779651,0.4774391920548073,-0.011705152052804202,-0.04862715865609318,0,0,0,0
Kansas Jayhawks vs. Princeton Tigers,Nov 15 02:00PM ET,Kansas Jayhawks,3,-23.5,-24.0,-23.5,0.5,-23.5,-0.023809523809523836,1.4,,-23.0,-25.0,,0.9716649453857986,-10000,0.9611687812379853,-0.018434064515191473,0.003,,0.98,0.984322219067224,3,146.5,148.097258533444,147.0,146.5,1.6,,147.0,149.194517066888,,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0,0,0,0
George Mason Patriots vs. New Hampshire Wildcats,Nov 15 02:00PM ET,New Hampshire Wildcats,3,22.5,22.45,22.5,0.5,22.5,-0.023809523809523836,0.8,,23.0,21.9,,,,0.0,0.0,0.005,,0.02,0.0274214544894498,3,146.5,148.47205884721,147.5,146.5,0.7,,149.0,147.94411769442,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0,0,0,0
George Mason Patriots vs. New Hampshire Wildcats,Nov 15 02:00PM ET,George Mason Patriots,3,-22.5,-22.45,-22.5,0.5,-22.5,-0.021531100478468845,0.8,,-23.0,-21.9,,,,0.0,0.0,0.005,,0.98,0.97257854551055,3,146.5,148.47205884721,147.5,146.5,0.7,,149.0,147.94411769442,,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,0,0,0,0
Bellarmine Knights vs. Wofford Terriers,Nov 15 02:00PM ET,Wofford Terriers,3,-2.5,-1.2,-2.0,0.4839657729027816,-2.5,-0.03756532757568726,1.1,,-2.0,-0.4,,0.5573633492282473,-145,0.5633576902512921,-0.03447338546563028,0.055,,0.59,0.512738016410405,1,157.25,153.83484840436,156.0,157.25,0.2,,154.0,153.66969680872,,0.4743585679133448,0.508554996783795,-0.04945095589617904,-0.012976103694673835,0,0,0,0
SMU Mustangs vs. Butler Bulldogs,Nov 15 02:00PM ET,SMU Mustangs,3,-7.5,-6.25,-7.0,0.4839657729027816,-7.5,-0.03984375090674225,1.8,,-5.0,-7.5,,0.7212110147798324,-325,0.7335423197492164,-0.04349486757310872,0.041,,0.68,0.737759419620897,2,169.5,162.881057876456,167.0,169.5,0.2,,163.0,162.762115752912,,0.4611631516747801,0.5388368483252198,-0.06264637213474372,0.015027324515695994,0,0,0,0
Kansas Jayhawks vs. Princeton Tigers,Nov 15 02:00PM ET,Princeton Tigers,3,23.5,24.0,23.5,0.5,23.5,-0.023809523809523836,1.4,,23.0,25.0,,0.02833505461420143,2400,0.03883121876201461,-0.01166494538579857,0.003,,0.02,0.0156777809327765,3,146.5,148.097258533444,147.0,146.5,1.6,,147.0,149.194517066888,,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0,0,0,0
Bellarmine Knights vs. Wofford Terriers,Nov 15 02:00PM ET,Bellarmine Knights,3,2.5,1.2,2.0,0.5160342270972185,2.5,-0.0077752967123053685,1.1,,2.0,0.4,,0.44263665077175274,118,0.43664230974870794,-0.016078945558522517,0.055,,0.41,0.487261983589595,1,157.25,153.83484840436,156.0,157.25,0.2,,154.0,153.66969680872,,0.4743585679133448,0.508554996783795,-0.04945095589617904,-0.012976103694673835,0,0,0,0
Stonehill Skyhawks vs. Loyola (MD) Greyhounds,Nov 15 02:00PM ET,Loyola (MD) Greyhounds,2,-2.0,-1.6,-2.0,0.5,-2.25,-0.01338199513381999,0.8,,-1.0,-2.2,,0.5548982613491984,-140,0.5563770794824399,-0.028435071984134974,0.033,,0.53,0.576838886431914,1,142.5,142.5414411891735,142.5,142.5,2.2,,141.0,144.082882378347,,0.5,0.5,-0.023809523809523836,-0.021531100478468845,0,0,0,0
SMU Mustangs vs. Butler Bulldogs,Nov 15 02:00PM ET,Butler Bulldogs,3,7.5,6.25,7.0,0.5160342270972185,7.5,-0.0077752967123053685,1.8,,5.0,7.5,,0.2787889852201676,260,0.26645768025078376,0.0010112074423898054,0.041,,0.3199999999999999,0.262240580379103,2,169.5,162.881057876456,167.0,169.5,0.2,,163.0,162.762115752912,,0.4611631516747801,0.5388368483252198,-0.06264637213474372,0.015027324515695994,0,0,0,0
Marquette Golden Eagles vs. Maryland Terrapins,Nov 15 02:00PM ET,Maryland Terrapins,3,7.5,6.55,7.0,0.5160342270972185,7.5,-0.0077752967123053685,2.2,,5.0,8.1,,0.2793258367932577,247,0.2741705505246354,-0.008458842295769264,0.064,,0.3299999999999999,0.23896224612376,2,147.0,150.52451926454148,148.5,147.0,2.2,,149.0,152.049038529083,,0.5155598439676844,0.468908382394221,-0.008249679841839441,-0.061608049530661624,0,0,0,0
Stonehill Skyhawks vs. Loyola (MD) Greyhounds,Nov 15 02:00PM ET,Stonehill Skyhawks,2,2.0,1.6,2.0,0.5,2.25,-0.02941176470588236,0.8,,1.0,2.2,,0.44510173865080127,115,0.44362292051756,-0.020014540418966165,0.033,,0.47,0.423161113568085,1,142.5,142.5414411891735,142.5,142.5,2.2,,141.0,144.082882378347,,0.5,0.5,-0.023809523809523836,-0.021531100478468845,0,0,0,0
Denver Pioneers vs. UTSA Roadrunners,Nov 15 02:00PM ET,UTSA Roadrunners,3,3.5,0.09999999999999998,2.0,0.547999242711806,3.5,0.026468142233337155,1.6,,-1.0,1.2,,0.44034385475329585,145,0.39076376554174075,0.03218058944717339,0.043,,0.52,0.459847887929702,2,149.0,156.307768566299,152.0,149.0,1.0,,157.0,155.615537132598,,0.5388456623099922,0.4457020863323481,0.015036138500468366,-0.07810743747717575,0,0,0,0
Denver Pioneers vs. UTSA Roadrunners,Nov 15 02:00PM ET,Denver Pioneers,3,-3.5,-0.09999999999999998,-2.0,0.452000757288194,-3.5,-0.0751860039411204,1.6,,1.0,-1.2,,0.5596561452467042,-175,0.6092362344582594,-0.0767074911169322,0.043,,0.48,0.540152112070298,2,149.0,156.307768566299,152.0,149.0,1.0,,157.0,155.615537132598,,0.5388456623099922,0.4457020863323481,0.015036138500468366,-0.07810743747717575,0,0,0,0
Marquette Golden Eagles vs. Maryland Terrapins,Nov 15 02:00PM ET,Marquette Golden Eagles,3,-7.5,-6.55,-7.0,0.4839657729027816,-7.5,-0.03984375090674225,2.2,,-5.0,-8.1,,0.7206741632067424,-320,0.7258294494753648,-0.041196850258884865,0.064,,0.67,0.76103775387624,2,147.0,150.52451926454148,148.5,147.0,2.2,,149.0,152.049038529083,,0.5155598439676844,0.468908382394221,-0.008249679841839441,-0.061608049530661624,0,0,0,0
UNC Greensboro Spartans vs. Austin Peay Governors,Nov 15 02:00PM ET,Austin Peay Governors,2,2.0,0.2,1.5,0.5168516246190507,2.0,-0.00237914461171862,1.1,,1.0,-0.6,,0.474508728623144,115,0.44362292051756,0.009392449553376592,0.022,,0.49,0.520789073457456,1,144.5,149.2821836322015,146.5,144.5,0.4,,149.0,149.564367264403,,0.5341650358808562,0.4658349641191438,0.01263393540238733,-0.05797455969038001,0,0,0,0
North Alabama Lions vs. East Tennessee St Buccaneers,Nov 15 03:00PM ET,East Tennessee St Buccaneers,2,-1.0,0.050000000000000044,-0.5,0.4831483753809493,-1.0,-0.03141473141516721,1.5,,-1.0,1.1,,0.5057558522024049,-115,0.5108342361863488,-0.029127868727827577,0.056,,0.54,0.461354936436922,1,145.5,148.118750970012,146.5,145.5,1.2,,149.0,147.237501940024,,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.038629314913693924,0,0,0,0
Vanderbilt Commodores vs. Arkansas-Pine Bluff Golden Lions,Nov 15 03:00PM ET,Arkansas-Pine Bluff Golden Lions,3,41.5,38.55,40.5,0.5320425632110974,41.5,-0.002841157719135068,0.8,,38.0,39.1,,,,0.0,0.0,0.0,,0.0001999999999999,0.0005793408451388,3,175.5,167.130909139941,172.0,175.5,1.6,,166.0,168.261818279882,,0.4474888285003413,0.5525111714996587,-0.09168167841210112,0.04031604954843915,0,0,0,0
