Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Stanford Cardinal vs. CSU Northridge Matadors,Dec 27 08:00PM ET,2025-12-24 03:46:20 UTC,Stanford Cardinal,3,-16.5,-15.649999999999999,-16.0,0.4839657729027816,-15.5,-0.03984375090674225,-0.0238095238095238,1.2,-17.6,-15.0,-16.2,-15.1,0.9090100804168083,-2500,-2049,0.9180201608336166,-0.04445312304639515,0.0,0.016,0.9,0.9,0.928555763102981,3,165.0,165.79,165.5,161.5,165.0,3.5,172.0,165.0,164.075845127422,166.57999999999998,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0064878879168899,-0.0365743130400477,0,0,0,0
Stanford Cardinal vs. CSU Northridge Matadors,Dec 27 08:00PM ET,2025-12-24 03:46:20 UTC,CSU Northridge Matadors,3,16.5,15.649999999999999,16.0,0.5160342270972185,15.5,-0.0077752967123053685,-0.0238095238095238,1.2,17.6,15.0,16.2,15.1,0.09098991958319169,1100,1074,0.0819798391663835,0.005844992046959818,0.0,0.016,0.0999999999999999,0.1,0.0714442368970191,3,165.0,165.79,165.5,161.5,165.0,3.5,172.0,165.0,164.075845127422,166.57999999999998,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,-0.0064878879168899,-0.0365743130400477,0,0,0,0
Kansas St Wildcats vs. UL Monroe Warhawks,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,Kansas St Wildcats,3,-32.0,-33.25,-32.5,0.5160342270972185,-32.0,-0.012267659695234356,-0.0144822048276641,2.5,-35.2,-30.0,-31.7,-34.8,,,,0.0,0.0,0.0,0.004,0.99,0.996,0.997315482280706,3,167.5,169.29500000000002,168.0,165.5,167.5,3.2,173.0,168.0,165.548991982679,170.59,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0.001027034010762,-0.0440892349676998,0,1,0,0
Kansas St Wildcats vs. UL Monroe Warhawks,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,UL Monroe Warhawks,3,32.0,33.25,32.5,0.4839657729027816,32.0,-0.035264996327987685,-0.0234233896587948,2.5,35.2,30.0,31.7,34.8,,,,0.0,0.0,0.0,0.004,0.01,0.004,0.0026845177192935,3,167.5,169.29500000000002,168.0,165.5,167.5,3.2,173.0,168.0,165.548991982679,170.59,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,0.001027034010762,-0.0440892349676998,0,1,0,0
Colgate Raiders vs. Harvard Crimson,Dec 28 02:00PM ET,2025-12-26 20:24:10 UTC,Colgate Raiders,2,-4.5,-5.4,-5.0,0.5168516246190507,-3.5,-0.006957899190473182,0.0144424253735896,2.3,-6.8,-4.0,-3.3,-8.2,0.6273220295107429,-182,-190,0.6246440590214859,-0.02785038428236053,0.0,0.07,0.75,0.63,0.627970483172415,2,141.5,142.1716810179895,142.0,143.0,141.5,1.3,141.0,142.0,142.343362035979,144.01999999999998,0.50777918595249,0.49222081404751,-0.009129026607896384,-0.03719095065837236,-0.0370879935779836,-0.0215296216730037,0,1,0,0
Colgate Raiders vs. Harvard Crimson,Dec 28 02:00PM ET,2025-12-26 20:24:10 UTC,Harvard Crimson,2,4.5,5.4,5.0,0.4831483753809493,3.5,-0.040661148428574545,-0.0529039638351281,2.3,6.8,4.0,3.3,8.2,0.3726779704892571,152,154,0.37535594097851416,-0.02102281691231772,0.0,0.07,0.25,0.37,0.372029516827585,2,141.5,142.1716810179895,142.0,143.0,141.5,1.3,141.0,142.0,142.343362035979,144.01999999999998,0.50777918595249,0.49222081404751,-0.009129026607896384,-0.03719095065837236,-0.0370879935779836,-0.0215296216730037,0,1,0,0
Boston College Eagles vs. Le Moyne Dolphins,Dec 28 02:00PM ET,2025-12-26 20:24:10 UTC,Boston College Eagles,3,-13.0,-11.9,-12.5,0.4839657729027816,-13.0,-0.035264996327987685,-0.0398437509067422,2.4,-11.8,-12.0,-13.3,-7.7,0.8708271831566328,-1050,-1148,0.8816543663132657,-0.04904461171516217,-0.0460226677460832,0.024,0.85,0.86,0.895404599436692,3,146.5,145.69,146.0,148.5,146.5,1.2,145.0,146.0,147.807164418544,145.38,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.014008156756465606,-0.0388527363711027,-0.0041875566691903,0,0,0,0
Florida Int'l Golden Panthers vs. Liberty Flames,Dec 28 02:00PM ET,2025-12-26 18:25:07 UTC,Liberty Flames,3,-4.5,-2.7,-4.0,0.4839657729027816,-4.5,-0.03984375090674225,-0.0352649963279876,1.3,-1.5,-3.0,-2.4,-4.6,0.6114757065024292,-197,-200,0.6341463414634145,-0.05519096016423741,0.0,0.025,0.56,0.61,0.588805071541444,2,151.5,151.71539157819447,151.5,151.5,151.5,1.3,150.0,153.0,152.340783156389,151.08999999999995,0.5,0.5,-0.023809523809523836,-0.021531100478468845,-0.0215311004784688,-0.0215311004784688,0,1,0,0
Boston College Eagles vs. Le Moyne Dolphins,Dec 28 02:00PM ET,2025-12-26 20:24:10 UTC,Le Moyne Dolphins,3,13.0,11.9,12.5,0.5160342270972185,13.0,-0.003196542133550806,-0.0077752967123053,2.4,11.8,12.0,13.3,7.7,0.12917281684336718,660,710,0.11834563368673434,0.005697207087269618,0.0014002421167925,0.024,0.15,0.14,0.104595400563308,3,146.5,145.69,146.0,148.5,146.5,1.2,145.0,146.0,147.807164418544,145.38,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.014008156756465606,-0.0388527363711027,-0.0041875566691903,0,0,0,0
Georgia Tech Yellow Jackets vs. Florida A&M Rattlers,Dec 28 02:00PM ET,2025-12-26 20:24:10 UTC,Florida A&M Rattlers,3,18.0,16.3,17.5,0.5160342270972185,18.0,-0.0077752967123053685,-0.0031965421335508,1.1,15.6,17.0,17.0,14.7,0.0644927321868056,1448,1300,0.06873614190687359,-0.006935839241765815,0.0,0.023,0.0999999999999999,0.06,0.0602493224667376,3,149.5,147.5,148.5,148.5,149.5,2.2,148.0,147.0,148.520859720732,143.72,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,-0.0290540442004721,-0.0140081567564656,1,0,0,1
