Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Georgetown Hoyas vs. Binghamton Bearcats,Nov 12 06:30PM ET,Georgetown Hoyas,2,-27.5,-22.85,-25.5,0.4328930850299983,-27.5,-0.09091643877952554,3.2,-25.0,-22.0,-23.7,-17.7,0.9768169732824108,-15025,0.9736339465648215,-0.016571402099977872,0.006,0.97,0.98,0.980909754801399,3,141.5,144.30564466158302,142.5,141.5,1.7,147.0,144.0,144.611289323166,142.99,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,1,0,1,0
Georgetown Hoyas vs. Binghamton Bearcats,Nov 12 06:30PM ET,Binghamton Bearcats,2,27.5,22.85,25.5,0.5671069149700017,27.5,0.043297391160477816,3.2,25.0,22.0,23.7,17.7,0.023183026717589254,3617,0.026366053435178505,-0.0037179775865714346,0.006,0.03,0.02,0.019090245198601,3,141.5,144.30564466158302,142.5,141.5,1.7,147.0,144.0,144.611289323166,142.99,0.5150432125615789,0.4849567874384211,-0.008766311247944913,-0.03885273637110276,1,0,1,0
Boston Univ. Terriers vs. Brown Bears,Nov 12 07:00PM ET,Boston Univ. Terriers,1,-3.0,-1.95,-2.5,0.4826321819260377,-3.0,-0.04117734188348615,1.3,-1.6,-1.0,-2.3,-3.9,0.5805974842767295,-160,0.5911949685534591,-0.034787131107886005,0.017,0.57,0.55,0.584846704265495,2,131.0,134.155,132.5,131.0,1.6,132.0,135.0,135.498091827909,133.31,0.5155598439676844,0.468908382394221,-0.008249679841839441,-0.05939350439823182,0,1,1,0
Western Michigan Broncos vs. Fort Wayne Mastodons,Nov 12 07:00PM ET,Fort Wayne Mastodons,3,-3.0,1.05,-1.5,0.452000757288194,-3.0,-0.07180876652132984,0.7,1.5,1.0,1.1,-0.2,0.527491328032618,-160,0.591707453689503,-0.08789328735199753,0.03,0.4399999999999999,0.5,0.463275202375733,2,162.5,157.5,160.5,162.5,2.3,156.0,159.0,160.220006128383,155.4,0.4689128120678558,0.5310871879321442,-0.05715353864304468,0.00727766412262032,1,1,0,1
Western Michigan Broncos vs. Fort Wayne Mastodons,Nov 12 07:00PM ET,Western Michigan Broncos,3,3.0,-1.05,1.5,0.547999242711806,3.0,0.024189718902282165,0.7,-1.5,-1.0,-1.1,0.2,0.472508671967382,135,0.408292546310497,0.04787830774091245,0.03,0.56,0.5,0.536724797624267,2,162.5,157.5,160.5,162.5,2.3,156.0,159.0,160.220006128383,155.4,0.4689128120678558,0.5310871879321442,-0.05715353864304468,0.00727766412262032,1,1,0,1
Boston Univ. Terriers vs. Brown Bears,Nov 12 07:00PM ET,Brown Bears,1,3.0,1.95,2.5,0.5173678180739623,3.0,-0.006441705735561576,1.3,1.6,1.0,2.3,3.9,0.41940251572327036,135,0.4088050314465408,-0.006129399170346661,0.017,0.43,0.4499999999999999,0.415153295734505,2,131.0,134.155,132.5,131.0,1.6,132.0,135.0,135.498091827909,133.31,0.5155598439676844,0.468908382394221,-0.008249679841839441,-0.05939350439823182,0,1,1,0
Tennessee Volunteers vs. North Florida Ospreys,Nov 12 07:00PM ET,North Florida Ospreys,3,41.5,33.95,38.5,0.5953061616817894,41.5,0.07149663787226557,3.1,37.8,33.0,34.9,30.5,0.015424450157097973,3300,0.028848900314195947,-0.01398731454878438,0.005,0.01,0.002,0.0017110158224118,3,155.5,152.84145363970998,154.5,155.5,2.7,157.0,153.0,152.68290727942,150.43,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,1,1,0,0
Tennessee Volunteers vs. North Florida Ospreys,Nov 12 07:00PM ET,Tennessee Volunteers,3,-41.5,-33.95,-38.5,0.4046938383182106,-41.5,-0.11911568549131324,3.1,-37.8,-33.0,-34.9,-30.5,0.9845755498429021,-10000,0.9711510996858042,-0.0055234600580880144,0.005,0.99,0.998,0.998288984177588,3,155.5,152.84145363970998,154.5,155.5,2.7,157.0,153.0,152.68290727942,150.43,0.4849567874384211,0.5150432125615789,-0.03885273637110276,-0.008766311247944913,1,1,0,0
St. Bonaventure Bonnies vs. Siena Saints,Nov 12 07:00PM ET,Siena Saints,2,8.5,7.05,8.0,0.5168516246190507,8.5,-0.006957899190473182,2.3,4.8,7.0,7.1,10.3,0.24361564098475544,324,0.22600834492350486,0.00776658438098185,0.032,0.31,0.25,0.261222937046006,2,139.5,142.45,140.5,139.5,0.7,143.0,143.0,141.848989097287,141.9,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,0,1,1,0
St. Bonaventure Bonnies vs. Siena Saints,Nov 12 07:00PM ET,St. Bonaventure Bonnies,2,-8.5,-7.05,-8.0,0.4831483753809493,-8.5,-0.040661148428574545,2.3,-4.8,-7.0,-7.1,-10.3,0.7563843590152446,-420,0.7739916550764951,-0.05130794867706323,0.032,0.69,0.75,0.738777062953994,2,139.5,142.45,140.5,139.5,0.7,143.0,143.0,141.848989097287,141.9,0.5155554142940497,0.4844445857059503,-0.008254109515474117,-0.039364938103573555,0,1,1,0
Marshall Thundering Herd vs. Elon Phoenix,Nov 12 07:00PM ET,Marshall Thundering Herd,3,-9.5,-9.4,-9.5,0.5,-9.5,-0.01338199513381999,0.6,-9.0,-9.0,-9.8,-10.2,0.7959827833572454,-480,0.7919655667144907,-0.03160342353930634,0.012,0.8,0.78,0.800915206134297,2,153.5,149.25581413858652,152.0,153.5,3.2,147.0,153.0,151.511628277173,146.73,0.4766742692132684,0.5233257307867316,-0.04713525459625545,-0.0004837930227922227,0,0,0,1
Marshall Thundering Herd vs. Elon Phoenix,Nov 12 07:00PM ET,Elon Phoenix,3,9.5,9.4,9.5,0.5,9.5,-0.030516431924882625,0.6,9.0,9.0,9.8,10.2,0.20401721664275463,360,0.20803443328550933,-0.013374087705071452,0.012,0.1999999999999999,0.2199999999999999,0.199084793865703,2,153.5,149.25581413858652,152.0,153.5,3.2,147.0,153.0,151.511628277173,146.73,0.4766742692132684,0.5233257307867316,-0.04713525459625545,-0.0004837930227922227,0,0,0,1
VCU Rams vs. Saint Peter's Peacocks,Nov 12 07:00PM ET,VCU Rams,3,-21.5,-20.95,-21.5,0.5,-21.5,-0.023809523809523836,1.1,-22.8,-21.0,-20.1,-20.9,0.9579835946697355,-8890,0.9559671893394711,-0.030893070774586695,0.006,0.96,0.97,0.959652359535319,3,147.5,148.4864642239755,148.0,147.5,3.7,149.0,149.0,147.972928447951,141.31,0.5075229437220032,0.4924770562779967,-0.008215555067343061,-0.04023322409583502,0,1,0,0
