Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Saint Mary's Gaels vs. Gonzaga Bulldogs,Feb 28 06:30PM ET,2026-03-01 05:08:28 UTC,Saint Mary's Gaels,1,-4.5,-4.5,-0.25,-3.0,0.4480279631408896,-4.5,-0.06416715881032992,-0.06416715881032992,1.2,-0.1,2.0,-0.4,-0.7,0.59032206028957,-298,-258,0.68064412057914,-0.13020364516075855,-0.13020364516075855,0.04,0.5,0.44,0.516298597269863,2,131.5,144.648685983993,137.0,131.5,131.5,1.1,145.0,146.0,144.297371967986,143.35000000000002,0.5849246901865826,0.4150753098134174,0.05112515638704873,-0.11872422398611643,0.05112515638704873,-0.11872422398611643,1,1,1,0
Saint Mary's Gaels vs. Gonzaga Bulldogs,Feb 28 06:30PM ET,2026-03-01 05:08:28 UTC,Gonzaga Bulldogs,1,4.5,4.5,0.25,3.0,0.5519720368591103,4.5,-0.0035835186964452426,-0.0035835186964452426,1.2,0.1,-2.0,0.4,0.7,0.40967793971043,220,196,0.31935587942085997,0.07160975789224816,0.07160975789224816,0.04,0.5,0.56,0.483701402730137,2,131.5,144.648685983993,137.0,131.5,131.5,1.1,145.0,146.0,144.297371967986,143.35000000000002,0.5849246901865826,0.4150753098134174,0.05112515638704873,-0.11872422398611643,0.05112515638704873,-0.11872422398611643,1,1,1,0
UNLV Rebels vs. Nevada Wolf Pack,Feb 28 10:14PM ET,2026-03-01 05:08:28 UTC,UNLV Rebels,3,4.5,4.5,2.2,3.5,0.5320425632110974,4.5,0.008233039401573605,0.008233039401573605,1.4,1.4,3.0,1.1,4.2,0.36068096812858313,240,245,0.27136193625716637,0.07076500174202854,0.07076500174202854,0.031,0.4499999999999999,0.4,0.45580341852205,2,150.5,153.8761882594995,152.0,150.5,150.5,1.4,155.0,155.0,152.752376518999,152.48000000000002,0.5233257307867316,0.4766742692132683,-0.02418558143046301,-0.04485683126520057,-0.02418558143046301,-0.04485683126520057,1,1,1,0
UNLV Rebels vs. Nevada Wolf Pack,Feb 28 10:14PM ET,2026-03-01 05:08:28 UTC,Nevada Wolf Pack,3,-4.5,-4.5,-2.2,-3.5,0.4679574367889025,-4.5,-0.07227244826856877,-0.07227244826856877,1.4,-1.4,-3.0,-1.1,-4.2,0.6393190318714168,-330,-351,0.7286380637428337,-0.1391387404664045,-0.1391387404664045,0.031,0.55,0.6,0.54419658147795,2,150.5,153.8761882594995,152.0,150.5,150.5,1.4,155.0,155.0,152.752376518999,152.48000000000002,0.5233257307867316,0.4766742692132683,-0.02418558143046301,-0.04485683126520057,-0.02418558143046301,-0.04485683126520057,1,1,1,0
Utah State Aggies vs. Grand Canyon Antelopes,Feb 28 10:15PM ET,2026-03-01 05:08:28 UTC,Utah State Aggies,1,-6.5,-6.5,-8.8,-7.5,0.5347027350916924,-6.5,0.001992454717860692,0.001992454717860692,0.9,-8.4,-10.0,-8.0,-9.2,0.8674023624829628,-6500,-6741,0.9448047249659256,-0.11797962642015292,-0.11797962642015292,0.025,0.79,0.83,0.783220686540978,2,137.5,146.0,141.0,,137.5,1.4,146.0,146.0,148.526209504955,145.37,0.5542890996828796,0.4457109003171203,-0.010928291621468134,-0.05923959473238466,,,1,1,1,0
Utah State Aggies vs. Grand Canyon Antelopes,Feb 28 10:15PM ET,2026-03-01 05:08:28 UTC,Grand Canyon Antelopes,1,6.5,6.5,8.8,7.5,0.4652972649083076,6.5,-0.06958645602192493,-0.06958645602192493,0.9,8.4,10.0,8.0,9.2,0.1325976375170371,1800,1637,0.055195275034074266,0.07503184804335289,0.07503184804335289,0.025,0.2099999999999999,0.17,0.216779313459022,2,137.5,146.0,141.0,,137.5,1.4,146.0,146.0,148.526209504955,145.37,0.5542890996828796,0.4457109003171203,-0.010928291621468134,-0.05923959473238466,,,1,1,1,0
UC Irvine Anteaters vs. UC Santa Barbara Gauchos,Feb 28 10:40PM ET,2026-03-01 05:08:28 UTC,UC Irvine Anteaters,1,-7.0,-7.0,-3.75,-5.5,0.4480279631408896,-7.5,-0.09535103229290037,-0.09535103229290037,1.1,-4.1,-3.0,-5.4,-3.4,0.7493997543751919,-720,-735,0.8287995087503838,-0.13080110645694576,-0.13080110645694576,0.042,0.67,0.62,0.703548918046095,2,131.0,138.225,134.0,131.5,131.0,1.6,136.0,139.0,139.666567094834,137.45,0.5388456623099922,0.4457020863323481,-0.0013842227474790691,-0.08370967837353427,-0.0013842227474790691,-0.08370967837353427,1,1,1,0
UC Irvine Anteaters vs. UC Santa Barbara Gauchos,Feb 28 10:40PM ET,2026-03-01 05:08:28 UTC,UC Santa Barbara Gauchos,1,7.0,7.0,3.75,5.5,0.5519720368591103,7.5,0.025905686148209872,0.025905686148209872,1.1,4.1,3.0,5.4,3.4,0.2506002456248081,450,450,0.17120049124961623,0.06878206380662627,0.06878206380662627,0.042,0.3299999999999999,0.38,0.296451081953905,2,131.0,138.225,134.0,131.5,131.0,1.6,136.0,139.0,139.666567094834,137.45,0.5388456623099922,0.4457020863323481,-0.0013842227474790691,-0.08370967837353427,-0.0013842227474790691,-0.08370967837353427,1,1,1,0
Canisius Golden Griffins vs. Quinnipiac Bobcats,Mar 01 01:00PM ET,2026-02-28 23:23:41 UTC,Canisius Golden Griffins,2,7.5,7.5,7.65,7.5,0.5,,-0.03488372093023251,,0.9,6.1,8.0,7.3,8.0,0.24582056892778992,,280,0.25164113785557984,-0.017337325809052173,,0.013,0.26,0.24,0.235293337757126,2,138.5,135.635,137.5,,138.5,1.9,134.0,136.0,138.516415379376,135.27,0.4844445857059503,0.5155554142940497,-0.02775053624526924,-0.01932830663618279,,,0,0,0,0
Canisius Golden Griffins vs. Quinnipiac Bobcats,Mar 01 01:00PM ET,2026-02-28 23:23:41 UTC,Quinnipiac Bobcats,2,-7.5,-7.5,-7.65,-7.5,0.5,,-0.012195121951219523,,0.9,-6.1,-8.0,-7.3,-8.0,0.7541794310722101,,-360,0.7483588621444202,-0.028429264579963864,,0.013,0.74,0.76,0.764706662242874,2,138.5,135.635,137.5,,138.5,1.9,134.0,136.0,138.516415379376,135.27,0.4844445857059503,0.5155554142940497,-0.02775053624526924,-0.01932830663618279,,,0,0,0,0
