Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
UIC Flames vs. Northern Iowa Panthers,Dec 17 05:00PM ET,Northern Iowa Panthers,1,-4.0,-4.35,-4.0,0.5,-5.5,-0.023809523809523836,-0.0365985873047315,1.7,-4.7,-4.0,-3.1,-7.0,0.6398099987327575,-217,0.6296199974655149,-0.01654333145146547,0.0,0.041,0.7,0.65,0.619724756829405,2,136.0,131.0,134.0,132.0,136.0,3.0,130.0,132.0,136.064587963609,129.55,0.4611572532986117,0.5233316291629,-0.06265227051091216,-0.0004778946466238443,-0.0370879935779836,-0.0215296216730037,0,0,0,0
UIC Flames vs. Northern Iowa Panthers,Dec 17 05:00PM ET,UIC Flames,1,4.0,4.35,4.0,0.5,5.5,-0.023809523809523836,-0.001862951156807,1.7,4.7,4.0,3.1,7.0,0.36019000126724254,181,0.37038000253448505,-0.02591614065285286,0.0,0.041,0.3,0.35,0.380275243170595,2,136.0,131.0,134.0,132.0,136.0,3.0,130.0,132.0,136.064587963609,129.55,0.4611572532986117,0.5233316291629,-0.06265227051091216,-0.0004778946466238443,-0.0370879935779836,-0.0215296216730037,0,0,0,0
New Hampshire Wildcats vs. Stonehill Skyhawks,Dec 17 06:00PM ET,New Hampshire Wildcats,1,-3.5,-4.199999999999999,-4.0,0.5173678180739623,-4.0,-0.006441705735561576,-0.0073891625615764,0.8,-4.1,-3.0,-4.3,-4.8,0.6367736216225524,-186,0.6175871570624177,-0.009216353314791093,0.0,0.031,0.67,0.61,0.655960086182687,2,137.5,135.5,136.5,137.0,137.5,1.9,136.0,135.0,138.918660088221,135.0,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0370879935779836,-0.0215296216730037,0,0,0,0
New Hampshire Wildcats vs. Stonehill Skyhawks,Dec 17 06:00PM ET,Stonehill Skyhawks,1,3.5,4.199999999999999,4.0,0.4826321819260377,4.0,-0.04117734188348615,-0.0305164319248826,0.8,4.1,3.0,4.3,4.8,0.3632263783774477,154,0.3824128429375824,-0.03677362162255232,0.0,0.031,0.3299999999999999,0.39,0.344039913817313,2,137.5,135.5,136.5,137.0,137.5,1.9,136.0,135.0,138.918660088221,135.0,0.4844445857059503,0.5155554142940497,-0.039364938103573555,-0.008254109515474117,-0.0370879935779836,-0.0215296216730037,0,0,0,0
Xavier Musketeers vs. Creighton Bluejays,Dec 17 06:30PM ET,Xavier Musketeers,3,-3.0,-2.5,-3.0,0.5,-2.0,-0.023809523809523836,-0.0192307692307692,0.6,-2.5,-2.0,-2.5,-3.4,0.5851681080943145,-138,0.574468085106383,-0.014831891905685457,0.0,0.005,0.6,0.59,0.595868131082246,2,151.0,146.5,149.0,150.5,151.0,2.0,145.0,148.0,148.487359350968,144.57,0.4611572532986117,0.5233316291629,-0.06602950793070272,-0.0004778946466238443,-0.0471686070897927,0.004106406132855,0,1,0,1
Xavier Musketeers vs. Creighton Bluejays,Dec 17 06:30PM ET,Creighton Bluejays,3,3.0,2.5,3.0,0.5,2.0,-0.023809523809523836,-0.0192307692307692,0.6,2.5,2.0,2.5,3.4,0.41483189190568553,116,0.4255319148936171,-0.029612552538758885,0.0,0.005,0.4,0.41,0.404131868917754,2,151.0,146.5,149.0,150.5,151.0,2.0,145.0,148.0,148.487359350968,144.57,0.4611572532986117,0.5233316291629,-0.06602950793070272,-0.0004778946466238443,-0.0471686070897927,0.004106406132855,0,1,0,1
Florida Gators vs. St. Francis (PA) Red Flash,Dec 17 06:30PM ET,Florida Gators,3,-44.5,-41.2,-43.0,0.452000757288194,-44.5,-0.07180876652132984,-0.0672300119425752,2.1,-41.2,-39.0,-43.1,,,,0.0,0.0,0.0,0.0,1.0,0.9998,0.999884139595526,3,153.0,157.0,154.5,153.0,153.0,3.6,157.0,151.0,157.30998699373,,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0064838812965763,-0.0516001502750383,0,1,0,0
Florida Gators vs. St. Francis (PA) Red Flash,Dec 17 06:30PM ET,St. Francis (PA) Red Flash,3,44.5,41.2,43.0,0.547999242711806,44.5,0.024189718902282165,0.0287684734810367,2.1,41.2,39.0,43.1,,,,0.0,0.0,0.0,0.0,0.0,0.0001999999999999,0.0001158604044738,3,153.0,157.0,154.5,153.0,153.0,3.6,157.0,151.0,157.30998699373,,0.5150472191818924,0.4699309502034305,-0.00876230462763139,-0.05387857360609333,-0.0064838812965763,-0.0516001502750383,0,0,0,0
Syracuse Orange vs. Mercyhurst Lakers,Dec 17 07:00PM ET,Syracuse Orange,1,-21.5,-22.3,-22.0,0.5173678180739623,-21.0,-0.006441705735561576,-0.001862951156807,2.4,-23.6,-21.0,-23.6,-18.5,0.9548972099853157,-7000,0.9397944199706314,-0.020712546112245267,0.0,0.01,0.97,0.97,0.986970815583898,3,134.5,134.5,134.5,136.5,134.5,4.4,134.0,135.0,135.204717068135,126.06,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365743130400477,-0.0064878879168899,0,1,0,0
NC State Wolfpack vs. Texas Southern Tigers,Dec 17 07:00PM ET,Texas Southern Tigers,3,33.5,31.450000000000003,32.5,0.5320425632110974,33.0,0.008233039401573605,-0.0031965421335508,2.7,29.7,29.0,34.6,33.2,,,0.0,0.0,0.0,0.01,0.02,0.005,0.001112859865172,3,157.5,159.29000000000002,158.0,157.5,157.5,2.5,164.0,159.0,158.449575484868,159.58,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0140081567564656,-0.0290540442004721,0,1,1,0
Pittsburgh Panthers vs. Binghamton Bearcats,Dec 17 07:00PM ET,Pittsburgh Panthers,2,-22.0,-21.85,-22.0,0.5,-22.0,-0.023809523809523836,-0.0073891625615764,1.6,-22.7,-21.0,-20.1,-23.6,0.9639560208081475,-10000,0.9579120416162948,-0.025598978647842108,0.0,0.002,0.97,0.97,0.972730700495212,3,139.5,138.505,139.0,140.5,139.5,0.6,138.0,139.0,139.132183230178,138.01,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0365743130400477,-0.0064878879168899,0,1,0,1
Robert Morris Colonials vs. Youngstown St Penguins,Dec 17 07:00PM ET,Robert Morris Colonials,2,-2.0,-1.9,-2.0,0.5,-1.0,-0.023809523809523836,-0.0023791446117186,0.4,-2.1,-2.0,-1.8,-1.2,0.5661414573234969,-123,0.5622829146469938,-0.023165339775508054,0.0,0.007,0.58,0.57,0.567727930176792,1,140.5,139.0,140.0,138.5,140.5,3.4,138.0,140.0,142.271779065999,134.32999999999998,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.0215311004784688,-0.0215311004784688,0,1,0,0
Green Bay Phoenix vs. UC Santa Barbara Gauchos,Dec 17 07:00PM ET,Green Bay Phoenix,2,4.5,3.2,4.0,0.5168516246190507,4.0,-0.006957899190473182,-0.0031965421335508,1.0,2.4,4.0,4.3,2.3,0.36473916609944673,142,0.3694783321988935,-0.019876218515937905,0.0,0.031,0.4,0.36,0.338978794043469,2,145.5,147.0292124263915,146.0,149.0,145.5,1.3,145.0,148.0,147.468424852783,146.59,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0448597871896394,-0.01374895860154,1,0,0,0
Elon Phoenix vs. Richmond Spiders,Dec 17 07:00PM ET,Elon Phoenix,3,4.5,2.75,4.0,0.5160342270972185,5.0,-0.003196542133550806,0.0128117939803281,1.3,1.1,4.0,3.3,2.2,0.3680384902912764,185,0.35652325294143977,-0.005825940176927724,0.0,0.053,0.4599999999999999,0.36,0.379553727641113,2,159.5,160.5,160.0,158.5,159.5,4.0,161.0,160.0,156.665113712482,166.26,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0059756861844191,-0.0370865147725185,1,1,0,0
Elon Phoenix vs. Richmond Spiders,Dec 17 07:00PM ET,Richmond Spiders,3,-4.5,-2.75,-4.0,0.4839657729027816,-5.0,-0.04210057780811888,-0.0512733324418667,1.3,-1.1,-4.0,-3.3,-2.2,0.6319615097087237,-225,0.6434767470585602,-0.042813741481122936,0.0,0.053,0.54,0.64,0.620446272358887,2,159.5,160.5,160.0,158.5,159.5,4.0,161.0,160.0,156.665113712482,166.26,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0059756861844191,-0.0370865147725185,1,1,0,0
Cincinnati Bearcats vs. Alabama St Hornets,Dec 17 07:00PM ET,Alabama St Hornets,2,21.5,17.7,20.0,0.5504348160326231,20.5,0.026625292223099284,0.0144424253735896,4.1,18.4,17.0,20.1,10.6,0.05803698896820241,2000,0.04607397793640493,0.010417941349154795,0.0,0.022,0.0699999999999999,0.07,0.0323179309493786,3,144.0,145.395,144.5,141.5,144.0,1.8,146.0,143.0,147.129746245985,144.79000000000002,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,0.001027034010762,-0.0440892349676998,1,0,0,0
Syracuse Orange vs. Mercyhurst Lakers,Dec 17 07:00PM ET,Mercyhurst Lakers,1,21.5,22.3,22.0,0.4826321819260377,21.0,-0.04117734188348615,-0.0365985873047315,2.4,23.6,21.0,23.6,18.5,0.045102790014684285,2000,0.06020558002936858,-0.017397209985315715,0.0,0.01,0.03,0.03,0.0130291844161017,3,134.5,134.5,134.5,136.5,134.5,4.4,134.0,135.0,135.204717068135,126.06,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365743130400477,-0.0064878879168899,0,1,0,0
Wake Forest Demon Deacons vs. Longwood Lancers,Dec 17 07:00PM ET,Wake Forest Demon Deacons,3,-26.5,-27.1,-26.5,0.5,-26.0,-0.023809523809523836,-0.0031965421335508,3.2,-28.2,-26.0,-24.8,-32.0,0.9805772177038985,-20000,0.9744552112062349,-0.014447657917992074,0.0,0.011,0.97,0.99,0.986699224201562,3,158.5,159.04,158.5,158.5,158.5,2.1,162.0,158.0,157.460698842711,160.07999999999998,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Vermont Catamounts vs. Siena Saints,Dec 17 07:00PM ET,Siena Saints,1,1.5,0.35,1.0,0.5173678180739623,1.0,-0.006441705735561576,-0.001862951156807,1.4,-1.3,1.0,1.9,-0.3,0.4903598971722365,-108,0.48071979434447304,-0.014590597877268463,0.0,0.068,0.56,0.5,0.425040395553207,1,136.5,138.0944168699035,137.0,136.0,136.5,1.7,137.0,141.0,138.108833739807,138.08,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.0129761036946738,-0.047172532565124,0,0,1,0
Monmouth Hawks vs. Quinnipiac Bobcats,Dec 17 07:00PM ET,Quinnipiac Bobcats,3,-1.5,0.2,-1.0,0.4839657729027816,-1.0,-0.03984375090674225,-0.0352649963279876,1.1,1.3,-1.0,0.8,-0.4,0.49358966705529156,-111,0.5187137585661571,-0.051864878399253855,0.0,0.042,0.4499999999999999,0.53,0.468465575544426,1,148.5,149.0,148.5,151.5,148.5,0.7,149.0,149.0,150.324428889051,148.96,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0386293149136939,-0.0044328860432437,1,0,1,0
Vermont Catamounts vs. Siena Saints,Dec 17 07:00PM ET,Vermont Catamounts,1,-1.5,-0.35,-1.0,0.4826321819260377,-1.0,-0.04117734188348615,-0.0365985873047315,1.4,1.3,-1.0,-1.9,0.3,0.5096401028277635,-111,0.519280205655527,-0.035814442626781906,0.0,0.068,0.4399999999999999,0.5,0.574959604446793,1,136.5,138.0944168699035,137.0,136.0,136.5,1.7,137.0,141.0,138.108833739807,138.08,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.0129761036946738,-0.047172532565124,0,0,1,0
Monmouth Hawks vs. Quinnipiac Bobcats,Dec 17 07:00PM ET,Monmouth Hawks,3,1.5,-0.2,1.0,0.5160342270972185,1.0,-0.0077752967123053685,-0.0031965421335508,1.1,-1.3,1.0,-0.8,0.4,0.5064103329447085,-109,0.4812862414338429,0.00031277196909873517,0.0,0.042,0.55,0.47,0.531534424455574,1,148.5,149.0,148.5,151.5,148.5,0.7,149.0,149.0,150.324428889051,148.96,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0386293149136939,-0.0044328860432437,1,0,1,0
Northern Kentucky Norse vs. Oakland Golden Grizzlies,Dec 17 07:00PM ET,Oakland Golden Grizzlies,3,2.5,0.6,1.5,0.5320425632110974,2.5,0.008233039401573605,0.0128117939803281,1.4,0.5,-1.0,2.4,0.7,0.45949847904395535,103,0.4389969580879107,-0.0003323877636556283,0.0,0.046,0.48,0.5,0.411347283024671,1,164.0,168.835,166.0,167.5,164.0,4.6,171.0,167.0,161.018932979743,170.67000000000002,0.525645335948283,0.4573152641865706,0.001835812138759163,-0.06649425962295324,-0.012980029170005,-0.0300821717869325,1,0,0,0
Northern Kentucky Norse vs. Oakland Golden Grizzlies,Dec 17 07:00PM ET,Northern Kentucky Norse,3,-2.5,-0.6,-1.5,0.4679574367889025,-2.5,-0.05585208702062133,-0.0512733324418667,1.4,-0.5,1.0,-2.4,-0.7,0.5405015209560446,-123,0.5610030419120893,-0.04712559192359356,0.0,0.046,0.52,0.5,0.588652716975329,1,164.0,168.835,166.0,167.5,164.0,4.6,171.0,167.0,161.018932979743,170.67000000000002,0.525645335948283,0.4573152641865706,0.001835812138759163,-0.06649425962295324,-0.012980029170005,-0.0300821717869325,1,0,0,0
Cincinnati Bearcats vs. Alabama St Hornets,Dec 17 07:00PM ET,Cincinnati Bearcats,2,-21.5,-17.7,-20.0,0.4495651839673769,-20.5,-0.07424433984214696,-0.0529039638351281,4.1,-18.4,-17.0,-20.1,-10.6,0.9419630110317976,-7000,0.953926022063595,-0.043952481925948916,0.0,0.022,0.93,0.93,0.967682069050621,3,144.0,145.395,144.5,141.5,144.0,1.8,146.0,143.0,147.129746245985,144.79000000000002,0.5000013374412138,0.4849554499972073,-0.023808186368310058,-0.038854073812316536,0.001027034010762,-0.0440892349676998,1,0,0,0
Wake Forest Demon Deacons vs. Longwood Lancers,Dec 17 07:00PM ET,Longwood Lancers,3,26.5,27.1,26.5,0.5,26.0,-0.023809523809523836,-0.0352649963279876,3.2,28.2,26.0,24.8,32.0,0.019422782296101435,3734,0.025544788793765066,-0.006661228544006963,0.0,0.011,0.03,0.01,0.0133007757984378,3,158.5,159.04,158.5,158.5,158.5,2.1,162.0,158.0,157.460698842711,160.07999999999998,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Green Bay Phoenix vs. UC Santa Barbara Gauchos,Dec 17 07:00PM ET,UC Santa Barbara Gauchos,2,-4.5,-3.2,-4.0,0.4831483753809493,-4.0,-0.040661148428574545,-0.0352649963279876,1.0,-2.4,-4.0,-4.3,-2.3,0.6352608339005532,-172,0.6305216678011064,-0.021092496283669715,0.0,0.031,0.6,0.64,0.661021205956531,2,145.5,147.0292124263915,146.0,149.0,145.5,1.3,145.0,148.0,147.468424852783,146.59,0.50777918595249,0.49222081404751,-0.016030337857033783,-0.031588709762013834,-0.0448597871896394,-0.01374895860154,1,0,0,0
Pittsburgh Panthers vs. Binghamton Bearcats,Dec 17 07:00PM ET,Binghamton Bearcats,2,22.0,21.85,22.0,0.5,22.0,-0.023809523809523836,-0.0305164319248826,1.6,22.7,21.0,20.1,23.6,0.03604397919185258,2449,0.04208795838370517,-0.007434281677712637,0.0,0.002,0.03,0.03,0.0272692995047876,3,139.5,138.505,139.0,140.5,139.5,0.6,138.0,139.0,139.132183230178,138.01,0.4924770562779967,0.5075229437220032,-0.03133246753152713,-0.016286580087520597,-0.0365743130400477,-0.0064878879168899,0,1,0,1
Florida A&M Rattlers vs. Jacksonville Dolphins,Dec 17 07:00PM ET,Jacksonville Dolphins,2,-2.5,1.5,-1.0,0.4495651839673769,-1.5,-0.0696655852633924,-0.0505814071647453,1.4,2.0,-1.0,1.0,2.1,0.5150807621822308,-125,0.5656028368794326,-0.07675597251164679,0.0,0.066,0.42,0.55,0.464558687485029,1,141.5,143.5,142.5,144.5,141.5,3.0,144.0,143.0,144.457305749209,137.88,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0300821717869326,-0.012980029170005,1,1,0,0
Memphis Tigers vs. Vanderbilt Commodores,Dec 17 07:00PM ET,Memphis Tigers,3,7.5,7.6,7.5,0.5,8.0,-0.023809523809523836,-0.0073891625615764,2.1,7.7,7.0,7.5,11.5,0.2527551357334926,340,0.2611551970859893,-0.021268888290531418,0.0,0.005,0.25,0.24,0.244355074380996,2,159.5,159.5,159.5,161.5,159.5,1.0,160.0,159.0,160.329669484123,158.05,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0370865147725185,-0.0059756861844191,0,1,0,0
Memphis Tigers vs. Vanderbilt Commodores,Dec 17 07:00PM ET,Vanderbilt Commodores,3,-7.5,-7.6,-7.5,0.5,-8.0,-0.023809523809523836,-0.0305164319248826,2.1,-7.7,-7.0,-7.5,-11.5,0.7472448642665073,-465,0.7388448029140106,-0.028007660986018035,0.0,0.005,0.75,0.76,0.755644925619004,2,159.5,159.5,159.5,161.5,159.5,1.0,160.0,159.0,160.329669484123,158.05,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0370865147725185,-0.0059756861844191,0,1,0,0
Florida A&M Rattlers vs. Jacksonville Dolphins,Dec 17 07:00PM ET,Florida A&M Rattlers,2,2.5,-1.5,1.0,0.5504348160326231,1.5,0.026625292223099284,0.01214209412589,1.4,-2.0,1.0,-1.0,-2.1,0.48491923781776913,105,0.43439716312056736,0.030373783272314603,0.0,0.066,0.58,0.45,0.535441312514971,1,141.5,143.5,142.5,144.5,141.5,3.0,144.0,143.0,144.457305749209,137.88,0.5170982144352251,0.4829017855647749,-0.006711309374298757,-0.040907738244748915,-0.0300821717869326,-0.012980029170005,1,1,0,0
Wagner Seahawks vs. Maryland-Eastern Shore Hawks,Dec 17 07:00PM ET,Maryland-Eastern Shore Hawks,1,5.5,7.55,6.5,0.4652972649083076,5.0,-0.05851225890121625,-0.0539335043224616,1.3,7.9,5.0,7.5,7.6,0.28700391374525624,190,0.33940411476929444,-0.06722806117637392,0.0,0.077,0.1899999999999999,0.34,0.234603712721218,2,129.5,128.51520285176952,129.0,130.0,129.5,2.2,126.0,131.0,129.400405703539,127.63,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0370879935779836,-0.0215296216730037,0,0,0,0
Wagner Seahawks vs. Maryland-Eastern Shore Hawks,Dec 17 07:00PM ET,Wagner Seahawks,1,-5.5,-7.55,-6.5,0.5347027350916924,-5.0,0.01089321128216858,0.0154719658609231,1.3,-7.9,-5.0,-7.5,-7.6,0.7129960862547438,-240,0.6605958852307054,0.023540140178672564,0.0,0.077,0.81,0.66,0.765396287278782,2,129.5,128.51520285176952,129.0,130.0,129.5,2.2,126.0,131.0,129.400405703539,127.63,0.49222081404751,0.5077791859524899,-0.031588709762013834,-0.016030337857033894,-0.0370879935779836,-0.0215296216730037,0,0,0,0
East Carolina Pirates vs. Presbyterian Blue Hose,Dec 17 07:00PM ET,Presbyterian Blue Hose,1,3.5,2.6500000000000004,3.0,0.5173678180739623,2.5,-0.006441705735561576,-0.0192307692307692,1.3,2.1,2.0,3.2,4.8,0.41776595744680856,127,0.4255319148936171,-0.026678486997635864,0.0,0.022,0.41,0.42,0.377654046976051,2,129.0,131.815,130.0,129.0,129.0,2.2,130.0,132.0,135.199191089874,131.63,0.5077821418769288,0.4766713132888295,-0.011448627353840446,-0.047138210520694335,-0.0129761036946738,-0.047172532565124,0,1,1,0
UCF Knights vs. Mercer Bears,Dec 17 07:00PM ET,UCF Knights,3,-15.0,-14.4,-15.0,0.5,-14.0,-0.023809523809523836,-0.0192307692307692,0.8,-15.7,-14.0,-14.8,-14.0,0.8900000000000001,-1448,0.8800000000000001,-0.026666666666666505,0.0,0.009,0.89,0.9,0.908406395799604,3,162.5,162.214012506996,162.5,164.25,162.5,0.7,163.0,162.0,162.428025013992,161.29000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365756504812615,-0.021529763037255,0,1,0,0
UCF Knights vs. Mercer Bears,Dec 17 07:00PM ET,Mercer Bears,3,15.0,14.4,15.0,0.5,14.0,-0.023809523809523836,-0.0192307692307692,0.8,15.7,14.0,14.8,14.0,0.11000000000000001,824,0.12000000000000002,-0.014999999999999986,0.0,0.009,0.1099999999999999,0.1,0.0915936042003962,3,162.5,162.214012506996,162.5,164.25,162.5,0.7,163.0,162.0,162.428025013992,161.29000000000002,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.0365756504812615,-0.021529763037255,0,1,0,0
NC State Wolfpack vs. Texas Southern Tigers,Dec 17 07:00PM ET,NC State Wolfpack,3,-33.5,-31.450000000000003,-32.5,0.4679574367889025,-33.0,-0.05585208702062133,-0.0352649963279876,2.7,-29.7,-29.0,-34.6,-33.2,,,0.0,0.0,0.0,0.01,0.98,0.995,0.998887140134828,3,157.5,159.29000000000002,158.0,157.5,157.5,2.5,164.0,159.0,158.449575484868,159.58,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0140081567564656,-0.0290540442004721,0,1,1,0
