Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Santa Clara Broncos vs. Pacific Tigers,Jan 14 10:01PM ET,2026-01-15 05:00:32 UTC,Pacific Tigers,3,17.0,17.0,12.8,15.5,0.547999242711806,16.5,0.024189718902282165,0.024189718902282165,1.9,,10.0,12.8,13.5,,,,0.0,0.0,,0.043,,0.17,0.10914358933548,3,157.5,150.869931061636,155.0,,157.5,1.6,,152.0,150.869931061636,148.89999999999998,0.4624387191675257,0.5375612808324742,-0.052124387628590785,-0.01799427472308135,,,0,0,0,0
Santa Clara Broncos vs. Pacific Tigers,Jan 14 10:01PM ET,2026-01-15 05:00:32 UTC,Santa Clara Broncos,3,-17.0,-17.0,-12.8,-15.5,0.452000757288194,-16.5,-0.07180876652132984,-0.07180876652132984,1.9,,-10.0,-12.8,-13.5,,,,0.0,0.0,,0.043,,0.83,0.89085641066452,3,157.5,150.869931061636,155.0,,157.5,1.6,,152.0,150.869931061636,148.89999999999998,0.4624387191675257,0.5375612808324742,-0.052124387628590785,-0.01799427472308135,,,0,0,0,0
Oregon St Beavers vs. Loyola Marymount Lions,Jan 14 10:03PM ET,2026-01-15 05:00:32 UTC,Loyola Marymount Lions,2,-1.5,-1.5,-0.1,-1.0,0.4831483753809493,-1.5,-0.0538886616560878,-0.0538886616560878,0.9,,-1.0,-0.1,0.8,0.5140033593534263,-160,-120,0.5101214574898786,-0.03145118610111908,-0.03145118610111908,0.017,,0.53,0.505770522433948,1,144.5,139.071352621183,142.5,142.5,144.5,0.1,,139.0,139.071352621183,139.13,0.4658349641191438,0.5341650358808562,-0.07961958133540159,0.01035551207133234,-0.07961958133540159,0.01035551207133234,0,0,0,0
Oregon St Beavers vs. Loyola Marymount Lions,Jan 14 10:03PM ET,2026-01-15 05:00:32 UTC,Oregon St Beavers,2,1.5,1.5,0.1,1.0,0.5168516246190507,1.5,-0.01585865575478107,-0.01585865575478107,0.9,,1.0,0.1,-0.8,0.4859966406465738,124,-110,0.48987854251012153,-0.03781288316295006,-0.03781288316295006,0.017,,0.47,0.494229477566052,1,144.5,139.071352621183,142.5,142.5,144.5,0.1,,139.0,139.071352621183,139.13,0.4658349641191438,0.5341650358808562,-0.07961958133540159,0.01035551207133234,-0.07961958133540159,0.01035551207133234,0,0,0,0
Utah State Aggies vs. Nevada Wolf Pack,Jan 14 10:15PM ET,2026-01-15 05:00:32 UTC,Nevada Wolf Pack,1,9.5,9.5,11.2,10.0,0.4826321819260377,9.5,-0.046779582779844675,-0.046779582779844675,0.5,,12.0,11.0,11.2,0.09003579871439484,3500,2430,0.03824557401821669,0.0505058841844803,0.0505058841844803,0.003,,0.14,0.143652046821146,2,133.5,151.03,140.5,134.5,133.5,1.8,,154.0,150.881849077066,151.03,0.6075774997075484,0.3924225002924516,0.07269377877731587,-0.1402877800813801,0.07269377877731587,-0.1402877800813801,0,0,0,0
Utah State Aggies vs. Nevada Wolf Pack,Jan 14 10:15PM ET,2026-01-15 05:00:32 UTC,Utah State Aggies,1,-9.5,-9.5,-11.2,-10.0,0.5173678180739623,-9.5,-0.02286206698350901,-0.02286206698350901,0.5,,-12.0,-11.0,-11.2,0.9099642012856051,-50000,-16711,0.9617544259817833,-0.08408729967287398,-0.08408729967287398,0.003,,0.86,0.856347953178854,2,133.5,151.03,140.5,134.5,133.5,1.8,,154.0,150.881849077066,151.03,0.6075774997075484,0.3924225002924516,0.07269377877731587,-0.1402877800813801,0.07269377877731587,-0.1402877800813801,0,0,0,0
Washington Huskies vs. Michigan Wolverines,Jan 14 10:42PM ET,2026-01-15 05:00:32 UTC,Washington Huskies,3,10.5,10.5,12.0,11.0,0.4839657729027816,10.5,-0.05626411215468968,-0.05626411215468968,3.6,,12.0,9.4,16.6,0.14755730210091103,700,674,0.12243392213879604,0.01839063543424438,0.01839063543424438,0.032,,0.15,0.195361364126052,3,157.0,158.0,157.5,157.5,157.0,1.3,,158.0,160.099938214717,157.76,0.5000013374412138,0.4849554499972073,-0.038104898124606046,-0.046660475061340745,-0.038104898124606046,-0.046660475061340745,0,0,0,0
Washington Huskies vs. Michigan Wolverines,Jan 14 10:42PM ET,2026-01-15 05:00:32 UTC,Michigan Wolverines,3,-10.5,-10.5,-12.0,-11.0,0.5160342270972185,-10.5,-0.013377537608663892,-0.013377537608663892,3.6,,-12.0,-9.4,-16.6,0.852442697899089,-1300,-1248,0.877566077861204,-0.07338147792508687,-0.07338147792508687,0.032,,0.85,0.804638635873948,3,157.0,158.0,157.5,157.5,157.0,1.3,,158.0,160.099938214717,157.76,0.5000013374412138,0.4849554499972073,-0.038104898124606046,-0.046660475061340745,-0.038104898124606046,-0.046660475061340745,0,0,0,0
Arizona Wildcats vs. Arizona St Sun Devils,Jan 14 10:45PM ET,2026-01-15 05:00:32 UTC,Arizona St Sun Devils,3,10.5,10.5,22.0,15.0,0.3587417533981116,11.5,-0.1804287535143308,-0.1804287535143308,1.7,,22.0,21.5,24.6,0.07604538832405919,850,629,0.1293280697425775,-0.06105138586948919,-0.06105138586948919,0.004,,0.02,0.0255254138110818,3,164.5,162.0,163.5,164.5,164.5,2.8,,162.0,163.595761217039,158.14,0.4849567874384211,0.5150432125615789,-0.04445497726746128,-0.025186672495892348,-0.04445497726746128,-0.025186672495892348,0,0,0,0
Arizona Wildcats vs. Arizona St Sun Devils,Jan 14 10:45PM ET,2026-01-15 05:00:32 UTC,Arizona Wildcats,3,-10.5,-10.5,-22.0,-15.0,0.6412582466018883,-11.5,0.11295635980943552,0.11295635980943552,1.7,,-22.0,-21.5,-24.6,0.9239546116759407,-1750,-1198,0.8706719302574224,0.0009816387029677465,0.0009816387029677465,0.004,,0.98,0.974474586188918,3,164.5,162.0,163.5,164.5,164.5,2.8,,162.0,163.595761217039,158.14,0.4849567874384211,0.5150432125615789,-0.04445497726746128,-0.025186672495892348,-0.04445497726746128,-0.025186672495892348,0,0,0,0
